miliseconds,OCT4,SOX2,NANOG,OCT4_SOX2,Protein
0,0.09041511310929487,0.04883199319287902,0.009982674605897404,0.09885353691313338,0.0017566765049146073
100,0.8845089015182261,0.9797912791106276,0.009118268421347716,0.06989731770871921,0.0013514247177437238
200,1.7668671340651387,1.7080030343281896,0.008363593319297943,0.052450599373041085,0.0019051743283967125
300,2.487737421670894,2.5319744903573165,0.007558800660052614,0.040008238532766166,0.0032154662839501526
400,3.173423509702714,3.1671674934997993,0.006889117202183824,0.06080014365831662,0.00310469653551727
500,3.7034433564621323,3.8211585542680537,0.006383558459835856,0.08984303627812784,0.003223771213132463
600,4.268415020439023,4.3510081907516405,0.005915478562357579,0.1164693396862392,0.0017302913621437483
700,4.758864792466204,4.7237981309945996,0.005451882198041423,0.1531047990036293,0.00538954499788655
800,5.110977662568993,5.124309541394769,0.005082766039378662,0.18497513107129654,0.0036919975179969117
900,5.460488877206576,5.396402250651592,0.004836662722724432,0.2266589427004408,0.007267410442609525
1000,5.6928591151135475,5.7426923303334165,0.00461587998758155,0.25737768979898057,0.012354303915314039
1100,6.006134538507519,5.915801523229177,0.004426960937180508,0.2887445860970415,0.010368628322654026
1200,6.145445223852205,6.160535785897907,0.004353695287118318,0.3180733419303553,0.015995894215341862
1300,6.360467813705187,6.290869534209795,0.004263854509057288,0.34226857989622395,0.021377616633672644
1400,6.426047495168727,6.522474629985213,0.004202003391600978,0.3755513695024635,0.021807902030347198
1500,6.626389003010381,6.51508085498682,0.004282486005629654,0.38683093249026573,0.027992432331614463
1600,6.657228570608396,6.767937248863229,0.004251389764528261,0.41820991422760556,0.03083712946548464
1700,6.710695763548711,6.76850068353283,0.004204016844270151,0.42590590580938964,0.033926252300271895
1800,6.77005729796751,6.917549978325703,0.0043297533680613535,0.4503140710333309,0.038767147297092935
1900,6.905068637042931,6.927511641343941,0.00436206111247155,0.44984109345374135,0.04219555634971953
2000,7.00306865826391,6.969797424374859,0.004348762023473078,0.4636175390571383,0.04543587096677799
2100,7.0566861602576285,7.0152041446392275,0.00442596462989937,0.4740400393363469,0.04840681758949873
2200,7.056943031420683,7.095837425579326,0.004458053161268872,0.4760056927364732,0.054146052933358585
2300,7.089110095953787,7.03652935250286,0.00458615078880764,0.4824220535195748,0.060693901142419356
2400,7.101825727990582,7.147214893285435,0.004643488825318304,0.4881009823933179,0.061559376800226634
2500,7.129282071094945,7.122144087406324,0.004655574801127671,0.5065924335290498,0.06533130384320601
2600,7.143732358595229,7.111780076358382,0.004712817208431223,0.5106311863026248,0.06883032779919178
2700,7.195625437937454,7.152723252305629,0.004850766532518001,0.5016914645145678,0.07836377654500432
2800,7.114318666033211,7.262469579127162,0.004904121641360062,0.5032125989535635,0.07925084864628973
2900,7.156206332418605,7.188967081654251,0.00492876510131793,0.5111200911104209,0.08218263431062392
3000,7.291516064364992,7.160982093535051,0.005029687981729524,0.5185406523819873,0.08906422366975032
3100,7.2565168126007755,7.145042476597408,0.005072790346593751,0.5174798170935693,0.09238560467292728
3200,7.284797417704639,7.17460078455894,0.00513526413114057,0.5140124908332463,0.10019542164765625
3300,7.232443996879617,7.158562185249458,0.005167521897627202,0.5173011636066472,0.10609533531327896
3400,7.299277436949771,7.155667668246814,0.005226648015042014,0.5170179205772322,0.10654705884330762
3500,7.291597956275084,7.172114490294116,0.005226673654239793,0.524606200460414,0.1121116862837446
3600,7.3229254935330985,7.318054190417507,0.0052754552197596455,0.5264518418239742,0.11988738986203501
3700,7.172494459186697,7.1605030927460165,0.005335533756601242,0.5210111633021038,0.12231421129565063
3800,7.220570816163132,7.28611446131306,0.005297567045909487,0.5293448087072261,0.1257813131484623
3900,7.31691613987515,7.227458619214459,0.005335297496313611,0.5167750854825232,0.13103694529464288
4000,7.282259062529576,7.223150926227899,0.005348322301685323,0.5296152467237737,0.13670330285849625
4100,7.241045625446375,7.180286257643111,0.005426327408968908,0.5222968395258452,0.14151100249703524
4200,7.172825210703341,7.292286418729593,0.005397916481776196,0.5308706762945511,0.14435535500020227
4300,7.2188351285942165,7.325797050947749,0.005453142681099485,0.5231697740074066,0.14930910065686437
4400,7.2224011706037565,7.280942580400118,0.005411878857704604,0.5288513047019309,0.15489066743952976
4500,7.294732567665854,7.203935198130333,0.005481224783966739,0.533186544892744,0.1603874816647258
4600,7.192095542619601,7.234211116660984,0.0055451466300919005,0.5245555906340785,0.16249138614090344
4700,7.335828678123112,7.30159813192884,0.0055395477172079715,0.5294396435826096,0.1705956955799811
4800,7.190336084935712,7.184527166567946,0.005546331464449008,0.5341132059980215,0.16998940169861745
4900,7.186839193691284,7.30416526965548,0.005502088200722608,0.5225164211460329,0.17781130079502197
5000,7.224550348054195,7.279260607298394,0.005548939537921942,0.5267738251435283,0.1841193204053449
