miliseconds,Z,Y,Wt,W_star
0,0.15875924046804582,1.6111606633377638,1.0,0.002318040500167714
100,0.255315007605114,1.6666892781503249,1.0,0.015495403252568846
200,0.27375910488703104,1.7331291162508846,1.0,0.031034182859224272
300,0.27058756750740093,1.8430962835016689,1.0,0.034212279445223696
400,0.28715086949679786,1.912711528206222,1.0,0.046542656499158494
500,0.3201957894458375,1.9624931495808025,1.0,0.052180681458499314
600,0.3490470875074404,1.960102617541308,1.0,0.07287975519474489
700,0.5649341510524098,1.71261721236613,1.0,0.11697590974190634
800,0.8618986265612169,0.7111762733533444,1.0,0.4731310807547016
900,0.30298037475010015,1.0976353999646706,1.0,0.5758499255328202
1000,0.22495900727014156,1.2885377023006823,1.0,0.5096401212603443
1100,0.22735325007717125,1.406449568464158,1.0,0.4189610021694454
1200,0.2523189375880898,1.5181785417778768,1.0,0.35718862333228557
1300,0.2596395692815059,1.6419020649890599,1.0,0.3005577607041902
1400,0.26739568049826545,1.7204458092822295,1.0,0.2405406708770948
1500,0.2754918101550742,1.817178027441289,1.0,0.1876922574545044
1600,0.2876271603084233,1.8870226493904725,1.0,0.16507031250378237
1700,0.3139139294999445,1.9624046191032598,1.0,0.1343736300488771
1800,0.332308299649252,1.947290351094627,1.0,0.12737036366108292
1900,0.4590546590399782,1.8536824912720404,1.0,0.1457806978657846
2000,0.9835688078768463,0.6697096957981311,1.0,0.46481794267123905
2100,0.36089256323388563,1.0310711819229554,1.0,0.6137359466469364
2200,0.23847706005636446,1.2456649734283463,1.0,0.5731130531564723
2300,0.24439132483957363,1.3649915411473177,1.0,0.48419185609378407
2400,0.24914300112974988,1.520539668007569,1.0,0.4061825437536952
2500,0.24784978218932732,1.6344783646850296,1.0,0.3497495996177199
2600,0.2579583852992929,1.7235288367988797,1.0,0.2862492793736911
2700,0.2644293237810083,1.8163799380661851,1.0,0.24874750997970774
2800,0.2799367113847055,1.874584033627235,1.0,0.2032589782281655
2900,0.30857420208870084,1.946589710179535,1.0,0.17268028268518365
3000,0.3357248682611656,1.9464716961482083,1.0,0.15852388057502226
3100,0.3966309029003367,1.8912428108332673,1.0,0.16860515523515912
3200,1.1294315489771112,0.6707856448582366,1.0,0.44155993230115126
3300,0.4533169733256212,0.9609660952715533,1.0,0.6373981267440239
3400,0.24146430673312766,1.2091045578278907,1.0,0.6124571244577766
3500,0.24484642430220635,1.3502232802104752,1.0,0.5308436735786856
3600,0.24487966085844273,1.4821859433907383,1.0,0.4595293074464067
3700,0.24759003076691832,1.6090434205239665,1.0,0.38845967717745045
3800,0.27289036798700395,1.6951010696415596,1.0,0.320116221640422
3900,0.26481858820510823,1.7755913985413059,1.0,0.2734257669816954
4000,0.2829524811403402,1.8592853602101382,1.0,0.23495978882531054
4100,0.3129467455127946,1.9152215377245132,1.0,0.2001788400255388
4200,0.32543382835049406,1.942992651559133,1.0,0.1784153525712968
4300,0.3840293367783598,1.9437860874343649,1.0,0.19508434165249525
4400,1.2463631585515609,0.6852704450491637,1.0,0.37582070894932096
4500,0.5534365671502948,0.8583754130597537,1.0,0.6479237000178607
4600,0.2516547461679895,1.2014491331845758,1.0,0.6273170377504766
4700,0.24176025045080846,1.3178402927430433,1.0,0.5543731038189001
4800,0.24329835109599368,1.477270623493137,1.0,0.4866219199783489
4900,0.2459283422735963,1.5913735808051217,1.0,0.41699687457323004
5000,0.265481056894104,1.680380052172415,1.0,0.3508767313310392
