miliseconds,Rs_0,Cs_0,Ri_0,Ci_0,Li_0,Ld_0,L_0,Y_0
0,1499.3708043073868,1.9284120790076997,300.00062440250986,0.9062648444950566,0.03132564146137763,1.0061018823882004,10.000347463513153,250000000.0
100,1498.8349407591293,3.7746529139140184,300.00841224371015,1.017208905288583,0.2866909026183543,1.0056436645737483,9.9994843802667,250000000.0
200,1495.5994555234456,3.5317987964427893,300.0169484436789,0.9785113991799869,0.3132251531437837,1.0113426333003324,9.998262510522219,250000000.0
300,1494.6356988040682,6.319923230969955,300.02304196973233,1.0751042298440627,0.31590997237624935,1.0187006721781493,9.997248754412508,250000000.0
400,1492.2319543152646,8.089973379821048,300.03058778804717,1.0735945600554524,0.3255176464033206,1.0066060653329134,9.997437901589894,250000000.0
500,1490.6025241016143,11.1734639719711,300.035204765434,1.124337822064054,0.32071217595912355,1.010398765914275,9.996283296838598,250000000.0
600,1488.6436642131841,13.00046748264023,300.03797645145994,1.0431648908822764,0.3011657349234328,1.0198031554442126,9.995017681632888,250000000.0
700,1488.424324389873,13.306096670614648,300.04058631004773,1.046040155204742,0.317881547021613,1.0222811232332882,9.994906218176043,250000000.0
800,1485.5729836903668,14.913906336555998,300.0419293711667,1.0657718938848117,0.3424947564022088,1.0273057117659206,9.994392598703362,250000000.0
900,1483.6529077074363,18.098087942043136,300.04436351231004,1.1323291010344545,0.35193087074251506,1.0373757106759152,9.992802584196951,250000000.0
1000,1482.940419155284,18.315554841572894,300.04308181473294,1.2896629193357723,0.37247721402302875,1.0358907641314772,9.991946142204013,250000000.0
1100,1479.836290838966,20.644054312883817,300.04282899974214,1.3610811445410953,0.39651856307676087,1.0415268343580262,9.991558636030206,250000000.0
1200,1479.09947607166,22.89890987440852,300.04317248160396,1.420723345962061,0.4163885479333721,1.042997646029927,9.990650201404462,250000000.0
1300,1476.1240497933725,25.031711836201087,300.0411884948144,1.4653975603867335,0.44712697841262183,1.0510704844737047,9.989928433371404,250000000.0
1400,1474.7365789330897,26.511875129432948,300.0395186785454,1.5422213121582007,0.4449365799547476,1.0549296192491084,9.989749447681385,250000000.0
1500,1474.309448545162,26.72154422394957,300.03740603038733,1.647834386011404,0.4883570016788204,1.0624186157253515,9.988804613611272,250000000.0
