milliseconds,P0,T0,P1,T1,P2,T2,CC,Cn,Mp,Mt
0,0.00020348737817659814,0.0041228026912014356,-0.007754627567278795,-0.004849440659098831,-0.0020861004272496007,-0.0014082719931516414,0.0009930568639601666,-0.00017326448884030692,0.020426266557652267,0.009272746247812267
100,-0.0005526235229392274,0.010754476391873616,0.008708129058749814,-0.004189102824148228,-0.0030596174430803313,0.004470959807471454,-0.0003146486681536328,-0.00046440760572676466,0.0686915327671939,0.10506816038426768
200,0.020557488804923342,0.010890633492217815,-0.0006082277867685624,0.0014833964927968538,-0.001554200035321617,0.00028070030163403876,0.0011003182795558456,-0.0005693593443022344,0.18900366647106073,0.16242280091406988
300,0.02746674439674611,0.02189730773815391,0.004051934491918012,0.007519375263800641,0.002725020866289983,-0.0043816503862308545,0.0011460270783756317,-0.00027695476704836785,0.22009764825847716,0.23106480946631683
400,0.03854947460654122,0.04053790169431485,0.006664302031878473,0.011220226912080845,0.007891313652805688,0.005503335096508287,0.0004296065100218773,-9.381556148592521e-05,0.27217781134267,0.2948984591615922
500,0.04410438856724249,0.0509762173618459,0.019669612283737464,0.020270585096706765,0.003143063022666897,0.006565125644522153,0.0013614987442693777,0.0002015535828815763,0.3500151523382194,0.3362356564439066
600,0.06846031281436166,0.06721823335991425,0.032799440737707714,0.037034678189604424,0.008855285726321051,0.01423015783379173,-0.0003266982296571332,0.0002721622150296057,0.4140615808605226,0.40221222244086724
700,0.07191781670195616,0.08464348062879162,0.03924660042004973,0.05127402659058112,0.014091584082916142,0.015862487486759426,-0.001313673399961639,-9.369353298571093e-05,0.4586132879590637,0.47719987506984196
800,0.08739265725688773,0.08681678838909371,0.051470346493931715,0.05689764399091162,0.013022737232369411,0.012791942514852581,-0.00024305517493656087,0.0004986210643655362,0.508324419747516,0.5240689290677496
900,0.10366219178598292,0.10890523787883358,0.07284299930071411,0.0640099080259465,0.026071193108996367,0.018942942935857816,0.0003311495206414574,-0.00017470893783327272,0.5485423010891276,0.5231154018312335
1000,0.10958762884375325,0.10853465173732339,0.08400506684148093,0.07545421753446607,0.03209957841208855,0.02437158421104915,-0.0009637444979393678,0.0006433052737414761,0.5858311820732054,0.6240366807707043
1100,0.12018463987845569,0.12536291691527204,0.08858053574664052,0.08794362331376786,0.030037723772096576,0.035283132802471286,0.0013666556877841513,-0.00047870448491148655,0.656832727149364,0.6365010042649117
1200,0.14806941851900624,0.1467334416978634,0.10174916653860677,0.10572896458462504,0.03252074844545502,0.03742132912664292,0.0013690259922306937,0.0002898001412568016,0.6901179007662813,0.7154070012834407
1300,0.1649750503746637,0.16160345268775958,0.10503948190067372,0.1054603771764243,0.04212604277693064,0.04478477135631738,0.0002705418553182694,-0.0003137577541887683,0.7315254923981591,0.7471430946256913
1400,0.17423854621641005,0.17591265813661902,0.12060376107155378,0.12641927099512168,0.04739936899260978,0.05213780109520168,0.0009435424325411155,0.0003980821321501744,0.7585560853677951,0.75964467052589
1500,0.18690250093287417,0.17988761675255027,0.1358151496087376,0.13150571551709594,0.0589438178852865,0.04765097808409193,0.0017453985492167444,-0.00020038047725380056,0.7991027143510704,0.7960906730969878
1600,0.19113735268743542,0.1930691481115714,0.1479647488301743,0.15533373236613596,0.06059318179433747,0.05464994774565487,0.0010287754097700733,-0.0003837161036723244,0.892673981355275,0.8382174902123014
1700,0.2079617354639798,0.2094152610383859,0.16809535378380636,0.16609269938860982,0.06530459064720379,0.06497245536186318,0.0014745633908290763,0.0005358265516271914,0.8755510299226432,0.911732511835514
1800,0.21275864858172,0.21391399195642233,0.1758271808853918,0.17846734571815248,0.0735378148418671,0.06714130762323844,0.002010622629790321,0.0008258875912399375,0.9580269527539784,0.9739307142955276
1900,0.24327165665659714,0.23116733331614667,0.17720957952714672,0.1771392844323334,0.07911979077347824,0.07999293394814735,0.0013213144882291954,0.00031067953094351334,0.9727646930982481,0.9682611479285644
2000,0.24816010540954556,0.2407660856369391,0.19997186725590602,0.19967171920882193,0.08485353056033386,0.08214924066132977,0.0028662278591189447,0.0012739946548857106,1.0046040707087305,1.0307907095418902
2100,0.27043574762231853,0.2562756129533036,0.21326521786879388,0.20958322412896435,0.09490424162230728,0.08869961669384432,0.003375489601816603,0.0007066467269813796,1.0468379774008771,1.0744909192197514
2200,0.27418940833777433,0.26901303410284827,0.21449359967134332,0.2234287289496242,0.09768987528500421,0.09922632926379987,0.004315016499602836,0.0014720894909978468,1.1240045490110206,1.0930818451214077
