milliseconds,P0,T0,P1,T1,P2,T2,CC,Cn,Mp,Mt
0,-0.002598691947596189,0.0009793806813011945,-0.007747319432370563,-0.004524912503334572,-0.0004959961579365494,-0.0038716623989469294,0.0009667304599114824,-0.0003276540124383261,0.004467633891575588,-0.025557915250328685
100,-0.0007065916145198334,-0.0014164456462472286,0.0070768475097784285,-0.0031026447302899595,0.0014841647368063584,0.0008540142121640776,6.087398653085782e-05,8.38642724372077e-05,0.10135874839921043,0.09652263196594653
200,0.01701352134200135,0.009093740017334479,0.003274325469089692,0.0019058240303990437,0.005481380007472517,-0.0034051059695776346,-0.0004322222198971718,-0.0003654183342908501,0.1630631281007138,0.14619858386084075
300,0.028834843849810506,0.02620979136820335,0.011279640058024508,0.011336462835127532,-0.0032671485767643655,-0.001736963632063563,-0.0012292289908512747,0.0005779280189356717,0.23226602430618332,0.2561072807397144
400,0.04193350174530459,0.037367277842957715,0.020706990369990658,0.020824603768674232,0.00900275029634424,-0.0016964823262352949,0.0003299409472267367,-0.0006654256533602017,0.3040820734827572,0.267973167156791
500,0.04927421521684698,0.056403687597633166,0.01848805074005384,0.019912916104660974,0.005921266138271275,0.0037605090943043542,0.0006770818589085483,0.0002601454848917084,0.370993557016725,0.3270970551745798
600,0.0710913169270767,0.06255553227130384,0.030758967212181732,0.03803357406892384,0.005231387314564545,0.008045493859908678,-0.0012219892545128471,0.0004542988681841726,0.3774837471232316,0.3702424171066534
700,0.0756450058482849,0.07414595214335866,0.05084426557567574,0.03686271320353218,0.017234040986189747,0.018458230133778203,0.0003821721448028053,0.0003704998507747268,0.4568289830568583,0.46084966829575424
800,0.07901583413638896,0.07950361276212124,0.058027092200937616,0.047151630070003024,0.01565267977351944,0.012592387637518063,0.0008353972177567813,0.000405245162441857,0.5282080670464427,0.5080292037847931
900,0.11162489197315927,0.09923400715945603,0.05831014057915384,0.062105534033409814,0.024777471464001586,0.019831848147009105,-0.00027706911148709897,-0.000566013070988457,0.5589825921255371,0.5619850926094121
1000,0.11827714660273667,0.12381115106641118,0.06786925991429409,0.07939299182075864,0.024050628847310292,0.022573242670474163,-0.0002187864645484876,6.301554535892488e-05,0.6021804462264141,0.6056184735364014
1100,0.1258161247573845,0.1333210566825062,0.09062160745341177,0.08082404700743151,0.036860399942249975,0.03512081538874779,0.00015130854445099818,0.0005317175817869536,0.6530638464002597,0.6600755437571867
1200,0.14772578476892095,0.14740820700359994,0.09999583714276356,0.09276021245422025,0.030519760132201597,0.03465617233432897,9.778395981229247e-05,0.00042230787135343696,0.6944670210209399,0.6909235526376714
1300,0.1613792073665953,0.1568647501575342,0.1208308614260949,0.10915750974081846,0.047880209594996045,0.036392655008439995,0.0009712390150626289,-0.0006098545769254342,0.7390092864796763,0.7165574799467231
1400,0.17240786620244777,0.16304095543265776,0.12001440723202954,0.13256496916452218,0.042802735334585604,0.04384670313881631,0.0013126223250139123,8.528785871621334e-05,0.780751435117965,0.7529018671899971
1500,0.18940946718768875,0.19151232261986287,0.14376142670146788,0.13401856524817612,0.055596218754708965,0.05786460799533125,0.0013431786401795678,0.0007255405103568991,0.8425535798159605,0.8336396319582856
1600,0.205161506920582,0.1893135735764673,0.14687281466929294,0.1560488075956313,0.05784986220751509,0.05665880300833054,-1.2917715822895193e-05,-0.00010582930118051029,0.8678163381055262,0.8773779606309868
1700,0.20595958387879415,0.21718992285614466,0.15891551608825896,0.15608826806479845,0.05991351143874276,0.06175014567696228,0.0012130064739807093,-0.0003246530793511736,0.9147384124196228,0.8870322564519156
1800,0.2178163757142353,0.2292611642431328,0.1651499447818317,0.17797830500170808,0.07225371552043763,0.07684295393569049,0.001979958940806802,0.000671935937303548,0.9697665627230706,0.9376215762469663
1900,0.22945262471516695,0.2323537296120438,0.18848383991535042,0.18471927444177078,0.07897495335235329,0.08335667783192688,0.002576655367260988,0.0008590665357824168,0.9975372413562559,0.9738427378029499
2000,0.25617633688332986,0.24787630418414053,0.18739604387199593,0.19648470877989674,0.09066644843798104,0.08706488964754518,0.0022577284267633235,0.0012044731107119584,1.0453256327628424,1.0149726262512253
2100,0.2551719286004262,0.26013166144648786,0.20185853664105585,0.20946007404457787,0.08721609160885145,0.09565075482903436,0.0030238269848332265,0.0009327589312230947,1.0653573527580056,1.0480179683732942
2200,0.2643266672183548,0.2747697759811121,0.2239376568164998,0.22179036554197115,0.09917579094642096,0.09868983568490827,0.003459200111619551,0.0004487087612167071,1.135505700461003,1.1148892811788493
2300,0.29488758968718215,0.28433277334494583,0.22952643061406897,0.22806023728476657,0.1030828556036785,0.10117224955868327,0.0036783431962920336,0.0017304767801007818,1.1666507455662773,1.1576582080638722
2400,0.3088737950421078,0.3038600933727462,0.2430526250531795,0.24099859427211012,0.1078473353856229,0.11551957362406365,0.006846808626322402,0.002007344666925897,1.2137836825157005,1.206555316865044
2500,0.31394803765844775,0.3188054035475307,0.2576422787877721,0.2541562187996121,0.12224309074401082,0.12312858947545997,0.006068148382618721,0.0015787848652284897,1.239380474933489,1.2169558277600043
2600,0.32525127026809125,0.3219538448318297,0.273861115151005,0.2726101651974288,0.12734105045772473,0.12780492594668028,0.008701638144199947,0.0025836930312848234,1.2915197638267009,1.234190316966421
2700,0.3372786607832002,0.33808947456910343,0.28483253780558304,0.28142673349979996,0.13630967387569187,0.131481449600529,0.009823320011019513,0.0031502480873404548,1.3176610358024616,1.289782540377491
2800,0.3595714771886337,0.35273324527258926,0.282932312944098,0.28346850020124353,0.14896294330118454,0.14791173343079933,0.010245410035993632,0.0032143394276160325,1.3284238937011612,1.3583202474223197
2900,0.365985172609992,0.36285605260916054,0.2993963958385839,0.3060153003128969,0.15942134402925542,0.15123661875065358,0.012152056018705797,0.004338322205569627,1.3520860917773212,1.3753295743256777
3000,0.37744148709488357,0.3820244845524333,0.31383740054727854,0.32021129428817247,0.16380884169372203,0.16215136023102736,0.014486497416574207,0.004949418018931039,1.4413421185279665,1.3973497739919907
3100,0.39136463364165935,0.3950938958510932,0.31821204922845986,0.32605069590448243,0.17008752620479042,0.17723446910575824,0.01374468813098359,0.005499089797267593,1.4695798448114146,1.4602515067073492
3200,0.40582684009821646,0.40892758662396145,0.34289096716812617,0.33082940876024497,0.1789262239953362,0.17553291420577835,0.01666382588278871,0.0055140440904601715,1.5065665139951834,1.5174249631517573
3300,0.4110215256830427,0.4242806353104554,0.3468285308386541,0.35713651288201576,0.18847339404257976,0.19650365188114513,0.018675189837235796,0.0066126060044335066,1.534527429212924,1.5529975152884123
3400,0.42262497987738645,0.4283467819151988,0.3601259602829473,0.36930859172601277,0.20086223336315343,0.19827788635150592,0.020551164506242524,0.008283317111867658,1.5377459088405594,1.5667349554481376
3500,0.4458738818157352,0.4375843928220641,0.3846945438692558,0.3686045085896562,0.21006144231799784,0.20623667482274044,0.02432521950155045,0.008726548886555273,1.6088304925509602,1.5712287139311822
3600,0.46509023353744533,0.44973518138113827,0.38062105488682113,0.3820117436886065,0.22671745191831794,0.2263085757860724,0.02790566086979024,0.010450249361714313,1.6388184384815176,1.6614278959135078
3700,0.46875376795630425,0.46401292202494815,0.40846485882708533,0.39467542309216835,0.232806656268062,0.23450162622874693,0.030428885762975026,0.011927081253534264,1.648095577881429,1.689574660484197
3800,0.47929202205313054,0.4881450020947101,0.412455930528076,0.4095070818213739,0.2430747341600574,0.24726873116441336,0.033746742128055576,0.013635813003237685,1.685310019472129,1.6930942870221082
3900,0.4952184079007198,0.5052190382710653,0.4198192400477516,0.4298237288462271,0.2596720184302581,0.2539149605933112,0.036549657849868064,0.014698118146838276,1.7271926497493528,1.7378876877307663
4000,0.5145931341755974,0.5094155736742757,0.43259372864225054,0.4399749395399348,0.2604875177020779,0.26414305733146426,0.03957671653106738,0.017047656154855945,1.7639993545009132,1.750359722343602
4100,0.5255553930032747,0.5186494474220038,0.45335480867357014,0.4572571513084999,0.2815208017512599,0.278379719054308,0.04449641813825594,0.019063399886725535,1.802113357326203,1.8183001588421512
4200,0.5457701619992488,0.5431937091711396,0.4659241216889023,0.4699332217080588,0.2955366493818706,0.2895324405650193,0.04885109273755441,0.021333607647918508,1.825198102350316,1.8641850337178907
4300,0.5488420442336717,0.5540793850342597,0.4755209560796875,0.4846194081486832,0.30599779604616206,0.2991350257074295,0.0549343751274982,0.02396485145653947,1.8659456611544556,1.882399847940368
4400,0.5684046775980874,0.5704484012768576,0.48254047894802127,0.486456019672144,0.319410612147079,0.3170934870636694,0.058646721324316316,0.027207474303027918,1.946726046984623,1.9407150225896506
4500,0.5800337243086465,0.5891166512612142,0.5126454213015637,0.5015972075539402,0.3276537699031001,0.32400660590563213,0.06484687618585533,0.030352432830279746,1.945276451604748,1.9227486771585731
4600,0.593659839003761,0.600397942993311,0.5230774640993546,0.5160497074817407,0.3384776805741859,0.3446428435287874,0.0690933271813048,0.03311498173785884,2.0089440908692855,2.0157221152057976
4700,0.6183776869950187,0.6080979228433203,0.5392304333861727,0.53665280436404,0.3532089571028673,0.35424060627851256,0.07726882547308524,0.03751772563489432,2.035051428185005,2.0021843309045897
4800,0.619941513463787,0.619841224393528,0.5495390195642407,0.5414159315291318,0.36558204740412825,0.3659851884148617,0.08413148760565692,0.04165728200420637,2.050892327985185,2.062637640337976
4900,0.6332559486260526,0.642289902252865,0.55756650979622,0.5580291060722369,0.3827912221600237,0.3811143951910777,0.09150742761435905,0.045153424318834574,2.1105205291202287,2.0996496031397855
5000,0.6668195060987835,0.6492310247733966,0.5634290332806448,0.5655773219374554,0.40232274320392986,0.3995922726984186,0.09859799259657541,0.04978698483030745,2.112583614574484,2.121779177795882
