miliseconds,P0,T0,P1,T1,P2,T2,CC,Cn,Mp,Mt
0,0.009769379269324368,0.004666840433820341,-0.0036135632249438294,-0.0016800871642401564,0.0020118282253056246,0.004807123851617881,-0.0012577189580701184,0.00036898940834604205,-0.025559911434199237,-0.019907347958771394
100,0.012052260081687395,-0.0015163422708526406,0.0003495223150231193,-0.00578432111015013,-0.0036002514156865664,0.004097834943706799,-0.0008315146102554051,0.0005374464087205589,0.08248252633692113,0.0706163638026938
200,0.01839533554795683,0.01084807264357012,0.0002468689802599994,0.00019089447883360823,-0.00506519118451468,0.003723607506983287,6.405925456490078e-05,0.00023657100457588062,0.16539835473737302,0.13314896590942332
300,0.014953369907395021,0.03152248007019798,0.009452849389971155,0.014726422308482215,-0.0019799126899137124,0.0023538048731499926,0.0007510768550645435,-0.0002924500807235547,0.23855745059210895,0.1961880820576122
400,0.02838026722522347,0.027828228543275907,0.008033733092294985,0.01813431959103211,-0.0012164501036707243,-0.0005094807642157498,-0.00012815270183202143,-0.000508879920862362,0.2941893026169307,0.26826655402147237
500,0.046281364266527236,0.04062310751037799,0.023482714648495367,0.02293603384693932,0.007568129721086471,0.0009716386222270012,-0.0007997198530318393,-0.000447627648539249,0.3388197091119694,0.356390638179727
600,0.06066561242529283,0.05593200529858945,0.02656833631118297,0.026080528376720674,0.005649675228221464,0.005486492436222234,0.0005090342902264011,0.0006639468808840344,0.4082214452487113,0.38766950122269195
700,0.08391190613976435,0.06710547443468533,0.035747659595029874,0.050072116182603175,0.017129341457692945,0.00801616906431693,-0.00018789434682994974,-4.337398330656474e-05,0.4249966176626856,0.47745547649752584
800,0.09251917525588751,0.08853585241585163,0.05063732104732667,0.05143463123284987,0.016110923008957237,0.02057482898207495,-0.0006567216703897938,-0.00016291740168288406,0.47623582197089737,0.4792798901737225
900,0.10293270748103335,0.1105706237984331,0.06537244225123841,0.06987548599687748,0.015659878798434817,0.02169650669837288,0.0005856908366116446,0.000510366073440826,0.5773166511912314,0.5445551273672967
1000,0.11461288777201249,0.11934281583319864,0.08324295895226924,0.08228488030010472,0.029747331689465483,0.029302856677175936,0.0005931655105110218,0.00039046965837806865,0.5995009756582454,0.580805078307188
1100,0.12557009752065962,0.13644375504527956,0.09033990798118906,0.08534352039830792,0.028917325573792313,0.03559511347868804,0.00024673037969089566,0.00013099958717996253,0.618522150717392,0.6693930038511516
1200,0.13678380048686894,0.13349592293669402,0.09154584188226458,0.1023078176814879,0.04177536184678152,0.03992334179201267,0.0013829014848422193,-4.841608198104394e-05,0.7016910414475931,0.672453505576884
1300,0.15960285859650056,0.15400562343655053,0.11845548350739013,0.11397431123542638,0.03854104946481619,0.04316177469895247,0.00048751299405637286,0.0005593678803326448,0.7143037760740603,0.7371559058635343
1400,0.1739853104765839,0.1711588969347102,0.1293607566219496,0.11937559419715914,0.052103171768894785,0.04174057808792855,-0.0006244731850731317,0.00030796428269800713,0.7941882311638584,0.7597876190569268
1500,0.1913733828024645,0.18196945923663668,0.13094998278127884,0.14136981179203378,0.04884015012061987,0.05558986475011253,3.80734322107532e-05,0.0004370611918818655,0.7953724376419177,0.8472222996104699
1600,0.19078299014887817,0.1875918264119776,0.14584325254752495,0.15290227935723485,0.05375343879759442,0.06387671758860397,0.002163586498049341,0.0008529337042192229,0.8500416910530922,0.8547009924610197
1700,0.20709017582662798,0.20485545660676285,0.15938913966371332,0.16566056138656782,0.07028145443766251,0.06302028881017746,0.0018420057739718977,-0.0003814300365018043,0.9190585602477205,0.9197927299932264
