miliseconds,P0,T0,P1,T1,P2,T2,CC,Cn,Mp,Mt
0,-0.008643038352797896,0.0017449676921120337,0.005001084451643566,-0.0010790719903039348,0.001693577633101758,-0.0009866479317747643,4.4910715023989435e-06,0.000441594101016937,-0.0018436923642479893,-0.018972912705826732
100,0.004432878063686992,0.004600837635334697,-0.005988169209522973,-0.002735158801770678,0.004867749045349151,0.0005794545262787569,0.0006255797671765521,-0.00037415951988878696,0.10658735845696402,0.0750999694298442
200,0.004266031635386005,0.018107889035660175,-0.004021640435159459,0.002004689267020924,-0.0015494529227871186,0.0038952754659281694,0.001114635651049791,-0.00024637731115438025,0.1394676034512244,0.17247385310648775
300,0.018087787344903742,0.03121774824424791,0.013589917926868884,0.006461645879690986,-0.0021150418197134883,1.0179676959083542e-05,0.0013149099281147142,5.559849156940117e-05,0.25390527572662,0.22529186110403024
400,0.04077526544957137,0.030298353271789258,0.021596886235830746,0.013309049821782897,0.008934395854035914,0.0033296073711198792,-0.0011659858586595777,-0.0005648079729092357,0.29329732839232375,0.3109329554269736
500,0.051174638102673746,0.046676352171526124,0.018239099623562835,0.030404477680535412,0.003990263542176069,0.011888601596143532,-0.0009387306451802984,0.0004142365695318104,0.33008373563623433,0.34498985452334824
600,0.06168991090744773,0.061305430195497335,0.033061842399738355,0.024159003794483318,0.015077432551551279,0.005294213843027137,0.0013229215475905269,-0.000284664642922446,0.39989254748910386,0.40541009400255734
700,0.06586927951451302,0.06879295874105323,0.04978788312435741,0.04915867751905547,0.011360137378937832,0.017602077727840143,0.0002818849084787703,0.0004997983938320817,0.4507599009054415,0.45907485304214324
800,0.0968618521641382,0.085360921019091,0.04763264973119605,0.05241930664014133,0.011626256478214768,0.015581080690732475,0.0008155591887377506,-0.00042810224246634624,0.5078418792594797,0.500398152929455
900,0.10691289573825388,0.11148163275377469,0.05747497512391121,0.057673917279461105,0.022615435998687018,0.022456175759210755,0.0013872283381987551,-0.000262152569632712,0.576496094421886,0.554001584305969
1000,0.12314800167620535,0.12199146657671527,0.07806745285370022,0.07568737643422417,0.031813257365113,0.022020556412104295,0.0013468431744636915,2.83346519863902e-05,0.5926485555720852,0.6022683942718264
1100,0.13620634917856467,0.12480370886166171,0.09220766787358671,0.08664368222120243,0.03037479185433695,0.03610601094103978,0.00012185756478098533,-0.0004965334803248819,0.6438280828917812,0.6490515690416488
1200,0.1444767574973082,0.14077354094942215,0.10655796578945483,0.10380869240392146,0.03263229534369866,0.030638708573564242,0.001497451466579459,-0.0006116405035205582,0.6885055837307744,0.7139812565605628
1300,0.16170476014022084,0.14914582538466578,0.1104114777457187,0.10449221723587417,0.04537636386827295,0.040770134698797235,0.0016649397815942356,-0.00029369588056190194,0.7323626112506829,0.7615943736277687
