milliseconds,S,N,T,M
0,0.1,0.2,0.1,0.0
100,0.10099586169464934,0.1997217866274457,0.09972192940296226,9.987507873404508e-05
200,0.1019835020818007,0.19944712258226657,0.09944768555157972,0.0001995005298650209
300,0.10296301112568897,0.1991759688631086,0.09917721626422607,0.0002988767014606497
400,0.10393446940295606,0.19890829043449854,0.09891047482538427,0.00039800391776649135
500,0.10489796297784927,0.19864404980236117,0.09864741135426018,0.0004968825332848859
600,0.1058535822754356,0.1983832074275896,0.09838797347880321,0.0005955129379839448
700,0.10680141459520745,0.19812572509378062,0.0981321106490037,0.0006938955139421812
800,0.10774153746108496,0.19787156839087974,0.09787977809482235,0.00079203065880802
900,0.10867403414154907,0.19762070069108628,0.0976309276446783,0.0008899187587362528
1000,0.10959899309211618,0.19737308339008555,0.09738550804896044,0.00098756018631505
1100,0.1105164989389546,0.19712867934511322,0.09714347033101804,0.0010849553242287062
1200,0.11142660571952659,0.19688746311568425,0.09690478367737308,0.001182104636737479
1300,0.11232940861578601,0.19664939352072197,0.09666939284348776,0.0012790084783748032
1400,0.11322498859104746,0.19641443481875492,0.09643725102766584,0.0013756672415933108
1500,0.11411341498756009,0.19618255570688392,0.09620831833779087,0.0014720813532186705
1600,0.11499474650489311,0.1959537289470953,0.09598256120960375,0.0015682512715556956
1700,0.11586906996577687,0.1957279165599612,0.09575992935755386,0.001664177371725914
1800,0.11673646080059992,0.19550508491726656,0.09554037926967723,0.0017598600625473644
1900,0.11759697285243265,0.19528520866809504,0.09532388028268357,0.0018552998212398586
2000,0.11845067612966415,0.19506825626320728,0.09511039211175831,0.0019504970738016328
2100,0.11929764632785841,0.19485419397271117,0.09489987108710626,0.002045452228210489
2200,0.1201379524692951,0.19464299062988002,0.094692277511397,0.0021401657136894633
2300,0.12097163851842342,0.1944346247517873,0.09448758661117693,0.002234638040584041
2400,0.12179878236449221,0.19422906174499466,0.09428575340814939,0.002328869609411252
2500,0.12261945014583159,0.19402627155730093,0.09408673992259904,0.0024228608587306567
2600,0.12343369965653103,0.19382622739290817,0.09389051314673863,0.002516612253799866
2700,0.12424158161238673,0.19362890521837617,0.09369704429039241,0.002610124282524047
2800,0.1250431661960599,0.19343427340317276,0.09350629296402437,0.0027033973705226054
2900,0.125838515657997,0.1932423034123729,0.09331822350452039,0.00279643196879469
3000,0.1266276739565492,0.1930529739249327,0.09313281115086797,0.0028892285850169535
3100,0.12741069869376917,0.19286625823912118,0.09295002301039891,0.0029817876845914517
3200,0.12818765174218885,0.19268212796905193,0.0927698236452364,0.0030741097196882905
3300,0.12895859063326848,0.19250055644083364,0.09259218020478543,0.0031661951559282544
3400,0.12972357277841384,0.19232151702792094,0.09241705991000349,0.0032580444593041133
3500,0.130482653890327,0.19214498378616973,0.09224443099613898,0.0033496581008288623
3600,0.13123586495494444,0.1919709407175085,0.09207427646463838,0.0034410366243404888
3700,0.1319832726489484,0.19179935746533214,0.09190655800299287,0.00353218046860618
3800,0.13272492928124632,0.19163020945191908,0.09174124587870539,0.0036230901147166774
3900,0.1334608866130192,0.19146347231893665,0.09157831068622878,0.0037137660453939636
4000,0.1341911958577217,0.191299121927441,0.09141772334696568,0.003804208744991261
4100,0.1349159027475569,0.19113713637776553,0.09125945805862688,0.0038944187121719024
4200,0.13563504930727938,0.19097749528328864,0.091103491234817,0.0039843964553507635
4300,0.13634868812299747,0.19082017392848816,0.09094979297486398,0.004074142456024271
4400,0.13705686576440368,0.1906651500562264,0.09079833697433573,0.004163657211374304
4500,0.137759628017828,0.19051240172522893,0.0906490973966178,0.004252941220819555
4600,0.13845701988623785,0.19036190731008462,0.09050204887291359,0.0043419949860155245
4700,0.1391490863085199,0.1902136453883291,0.0903571660940706,0.004430819003855062
4800,0.13983587080946824,0.19006759495237632,0.09021442457667686,0.004519413779605573
4900,0.14051741601882636,0.1899237353280369,0.09007380036851828,0.004607779821858139
5000,0.1411937639900762,0.1897820461244729,0.0899352698676741,0.004695917639425308
