miliseconds,Z1,Z2,Z3,Z4,E1,E2,E3,E4
0,0.5003526890885317,9.999838515902564,9.999944225798757,99.99988675725878,0.0001507678158249116,0.00016266985697536423,5.630945804665148e-05,0.00011607861850533675
100,0.500349879677133,9.99983670389084,9.999944092335449,99.99988670038312,0.0001503756876094823,0.000161951475453924,5.652840108492677e-05,0.00011243494339976196
200,0.500354554772614,9.99984131271359,9.999944445876872,99.99988629619683,0.00014630396019473164,0.00015999009841325152,5.480291526741751e-05,0.00011191660310874073
300,0.5003511205785961,9.99983891297171,9.999944080181397,99.99988917559166,0.00014744017190156943,0.00015954804529423649,5.571257288379832e-05,0.00011066254769688943
400,0.5003516892052337,9.999842503038044,9.999945257723795,99.9998869847502,0.00014784181285283786,0.00015685177606508828,5.493132714559908e-05,0.00010961414956973965
500,0.5003542500872253,9.999841740288437,9.999945799278851,99.99989097558901,0.00014240379223936174,0.0001576555234485565,5.469695685618648e-05,0.00011008970219847406
600,0.5003551473639786,9.999843351324332,9.999945925542603,99.99989015482107,0.00014640651483689715,0.00015595582193318004,5.466632470869243e-05,0.00011025457760001479
700,0.5003570158445246,9.99984403223173,9.99994620278526,99.99988983802508,0.0001452973105154647,0.00015291868752384224,5.321484112172195e-05,0.00010807591755078031
800,0.5003578860939262,9.999848685462583,9.999947289700316,99.99989070660872,0.00014471021693272546,0.00015250340329512637,5.3416327230435265e-05,0.00010619941593709113
900,0.5003619937219498,9.999849554694245,9.999948108656815,99.99989288679957,0.0001365418536707102,0.00015159341873869855,5.2597983875754256e-05,0.00010695309364941361
1000,0.5003607570396493,9.999847317607694,9.999948126631148,99.99989400158152,0.00013880391688754598,0.0001498618709641844,5.247608513411667e-05,0.00010573069191846289
1100,0.500362439554108,9.999851642366087,9.999949005613402,99.99989513893573,0.00014108571621812273,0.00014812259830412433,5.207360124155291e-05,0.00010379719464886403
1200,0.5003602627379101,9.99985190354989,9.999947834567163,99.99989754482496,0.00013519203281613478,0.00014706511794230448,5.1519396703541516e-05,0.00010579121594418849
1300,0.5003633458857711,9.999853726431063,9.99994828301449,99.99989630359732,0.00013420101748341817,0.00014708775792028736,5.010983353614557e-05,0.00010382868629698467
1400,0.5003680413969246,9.999853050040278,9.999949804303302,99.99989528576293,0.0001374729155320087,0.00014785887752552653,5.0676217849929225e-05,0.00010468607753710181
1500,0.5003658760639249,9.999854932558895,9.999950026370255,99.99989857191565,0.0001303525016057351,0.0001460961622401898,5.048392638701002e-05,0.00010021401242707911
1600,0.5003683258683694,9.999855432100118,9.99995020550391,99.99989706195996,0.00013547834782866097,0.0001445673649113597,4.909083452699503e-05,0.00010092014142807038
1700,0.5003649289100219,9.999858366332099,9.999950577583308,99.99989881781525,0.0001320931145541601,0.0001427703968754989,4.995328364470142e-05,9.912030177583482e-05
1800,0.5003658175997769,9.999857372250098,9.999950284110275,99.99989951473783,0.0001279541359663985,0.00013987978755251602,4.876544927675937e-05,9.85632380605188e-05
1900,0.5003715133415574,9.999860682125712,9.99995045288988,99.99990221993076,0.00013385399454776708,0.00014083384837168859,4.836697060617466e-05,0.0001006349868523643
2000,0.5003691149094501,9.999859901209714,9.99995149422696,99.99990051947138,0.00013248570294704335,0.00013792882659355353,4.870870972797248e-05,9.998469259809277e-05
2100,0.5003704748496592,9.999859897308417,9.999952416490649,99.99990451999905,0.00012883813545604353,0.000140346453029004,4.851577387501779e-05,9.827525929669703e-05
2200,0.5003765291646347,9.999861529684342,9.999952210391372,99.99990376427388,0.00012734403885202383,0.000139464474975942,4.7718086879171364e-05,9.517192588250866e-05
2300,0.5003753551485455,9.999861664565206,9.999952128263637,99.99990291527682,0.0001221838804518268,0.00013716489435817864,4.678384573540419e-05,9.42971309218075e-05
2400,0.500377258880064,9.999864745033344,9.999953864614753,99.99990293126545,0.0001257944271330781,0.0001351077725515736,4.6113878466286385e-05,9.40749531165764e-05
2500,0.5003748837970157,9.999863743791046,9.99995368742024,99.99990554757956,0.00012067938607311663,0.00013442331646994665,4.7097669560454145e-05,9.241265553996782e-05
2600,0.500374716725445,9.999867640190102,9.99995365586406,99.99990643164166,0.0001224718159929501,0.00013364772984578743,4.7009778687286353e-05,9.453886715717008e-05
2700,0.5003764038396312,9.999869427527807,9.999953873178637,99.99990537300665,0.00012008393834398632,0.00013233355670847722,4.5268413215269674e-05,9.235079588112039e-05
2800,0.5003798549968318,9.99986866826496,9.999954514758365,99.99990909639125,0.00011747898370251359,0.00013201374245528302,4.575370205707013e-05,9.15280261446026e-05
2900,0.5003794025944189,9.99987084185525,9.999954511412229,99.99990966803327,0.00011854464999278796,0.00013061607092672853,4.456601778821855e-05,9.287133971427304e-05
3000,0.5003829964879892,9.999871552123142,9.999954962519407,99.99990723321451,0.0001169133988218963,0.00012813868854865705,4.431010453035725e-05,8.886668645946371e-05
