milliseconds,Z1,Z2,Z3,Z4,E1,E2,E3,E4
0,0.5004856426154132,9.999983879762786,9.999994441779142,99.9999885688586,1.4969874611895364e-05,1.617427873025956e-05,5.6291841180520125e-06,1.1350807247541442e-05
100,0.5004857378696931,9.999983958760494,9.999994473053809,99.99998871429217,1.487494309813927e-05,1.608192080725328e-05,5.555652709142262e-06,1.1282188579887887e-05
200,0.5004858004537014,9.999983994942239,9.999994488078363,99.99998882160979,1.4678600747224453e-05,1.597829350089908e-05,5.482337110328648e-06,1.1145045931769165e-05
300,0.5004858424539513,9.999984280351425,9.999994519913106,99.99998890170411,1.4590822505011407e-05,1.575083416401594e-05,5.4466104815186864e-06,1.1176775633820759e-05
400,0.5004860506740584,9.99998420587713,9.999994591304421,99.99998900545368,1.4409416656778075e-05,1.5662930625923244e-05,5.45687247073833e-06,1.0985196559820977e-05
500,0.500486228591041,9.999984539106352,9.99999463357012,99.9999891141987,1.4420835070842585e-05,1.552799429885098e-05,5.363273958634912e-06,1.091548093319796e-05
600,0.500486328892064,9.99998449995469,9.999994685129924,99.99998911306145,1.436590013864271e-05,1.548450716104861e-05,5.333096546350016e-06,1.0870294753871146e-05
700,0.500486371959884,9.999984663831812,9.999994718897533,99.99998916842763,1.4172362093751883e-05,1.530392400683346e-05,5.289277388647191e-06,1.0846686712247688e-05
800,0.5004864309125278,9.999984853326541,9.999994755157024,99.99998924905334,1.4012496043555402e-05,1.528612925650641e-05,5.296904495832067e-06,1.0673121623862465e-05
900,0.5004865518665617,9.99998499825087,9.99999477371579,99.99998940341081,1.3983079438581526e-05,1.5009289905020462e-05,5.211797847866963e-06,1.0619506567685903e-05
1000,0.5004866856773917,9.999984969901623,9.999994835877093,99.99998946837185,1.3847233723571536e-05,1.4958414764533845e-05,5.184828965061522e-06,1.0588882263941476e-05
1100,0.5004868566846072,9.999985144953756,9.999994831302457,99.99998953869287,1.3682118499473596e-05,1.4855250192690957e-05,5.132465516861467e-06,1.0474296825727343e-05
1200,0.5004869325222413,9.99998513754682,9.999994919642143,99.9999897026302,1.367295838238221e-05,1.4853301784225388e-05,5.0733986511020606e-06,1.0394923761046773e-05
1300,0.5004869262065011,9.999985390823339,9.999994917624418,99.99998971814193,1.3481303299166202e-05,1.4537895810999645e-05,5.084417185457853e-06,1.0213860038132034e-05
1400,0.5004870597411353,9.99998545542825,9.999994993556175,99.99998980105377,1.3399505155355668e-05,1.4631684724918727e-05,5.0214542238024415e-06,1.0193417443719954e-05
1500,0.5004872348092619,9.999985617190044,9.99999499039789,99.99998987477959,1.338262727653207e-05,1.4377773277275384e-05,4.976939152696348e-06,1.0194027918576889e-05
1600,0.5004872837942296,9.999985661142501,9.999995040848884,99.99998987420172,1.3239927305799649e-05,1.4253708215999857e-05,4.984343843256696e-06,1.0076923839138917e-05
1700,0.5004873454560397,9.999985880577134,9.99999508809286,99.99999003382769,1.3120133964515784e-05,1.418246001017997e-05,4.8967327096323025e-06,1.0032871703993219e-05
1800,0.5004874200481126,9.99998595646267,9.999995153366662,99.99999015660464,1.2976607274792785e-05,1.4012090621182754e-05,4.863291434443684e-06,9.890380826798568e-06
1900,0.5004875273219678,9.999986102595393,9.999995165633521,99.99999011394411,1.2919078051130271e-05,1.3966407701237223e-05,4.823950291113017e-06,9.840402946705906e-06
2000,0.5004876181267433,9.999986129979996,9.99999522246402,99.99999021663074,1.2780344542884545e-05,1.3799278909345417e-05,4.782497309874899e-06,9.798020099362772e-06
2100,0.5004878514980158,9.999986246374073,9.999995231521632,99.99999038707975,1.2734451143099692e-05,1.3748021537676696e-05,4.783069425447384e-06,9.726899524796737e-06
2200,0.5004878175528137,9.999986279952086,9.99999529415133,99.99999039450883,1.2521014791287741e-05,1.3575072748905073e-05,4.71485937443462e-06,9.643720873383822e-06
2300,0.5004880477552127,9.99998635790739,9.999995288290249,99.99999051266309,1.25584722335476e-05,1.3664828855566226e-05,4.704992676976691e-06,9.554377378839257e-06
2400,0.5004881180669664,9.999986600320728,9.99999536709185,99.99999056887955,1.2515068317937175e-05,1.346388575419506e-05,4.65174182490267e-06,9.387319027260464e-06
2500,0.5004881717416771,9.999986690774563,9.999995380836925,99.99999061021492,1.2221574667918573e-05,1.3269001398977935e-05,4.590023739097373e-06,9.32797031112562e-06
2600,0.5004882422122064,9.99998678796555,9.999995428412682,99.99999075324263,1.2147190827820275e-05,1.3330688837357247e-05,4.557108450756825e-06,9.339806902179462e-06
2700,0.5004882974825051,9.999986820728502,9.999995488846611,99.9999906996184,1.2232516291120051e-05,1.3241251322754462e-05,4.557918996615878e-06,9.16929230577278e-06
2800,0.5004884214746368,9.99998699231497,9.999995507238987,99.99999079632215,1.212624412326244e-05,1.3064303087593315e-05,4.498391523422272e-06,9.109400264711606e-06
2900,0.5004886472174289,9.99998707868559,9.999995521451925,99.99999097632869,1.1898157638751416e-05,1.3038108419063987e-05,4.474820426114578e-06,9.093020913348072e-06
3000,0.500488634066682,9.999987208825516,9.999995546411704,99.999991023378,1.1891017608954388e-05,1.285525304264182e-05,4.446915422345159e-06,8.995461757605547e-06
3100,0.5004887255271984,9.999987144965942,9.99999556549261,99.99999101684767,1.1813435163664733e-05,1.2819479474625514e-05,4.412594497658844e-06,8.90650286676462e-06
3200,0.5004888776746084,9.999987296610241,9.99999558639201,99.99999109046402,1.160825309388839e-05,1.2545401832657561e-05,4.33914499354168e-06,8.898151329667264e-06
3300,0.5004888800355571,9.999987403615146,9.999995647220395,99.99999113263112,1.1680001544086367e-05,1.2547634503461533e-05,4.330393569086799e-06,8.865127522041721e-06
3400,0.5004889997405813,9.999987605768522,9.999995680416427,99.99999122195923,1.153849496047473e-05,1.2467726461347993e-05,4.312787571111146e-06,8.795715703090571e-06
3500,0.5004890412743055,9.9999875414514,9.999995741396383,99.99999137447965,1.1442020949166237e-05,1.2255348330108354e-05,4.2379651021680934e-06,8.682763167738619e-06
3600,0.5004892457242678,9.999987774150677,9.999995741621383,99.99999137720339,1.1221810613969054e-05,1.216135350444088e-05,4.276940874587012e-06,8.572093942607911e-06
3700,0.5004891896097254,9.999987885945067,9.999995820283594,99.99999149015177,1.1268347723472542e-05,1.2165232348743257e-05,4.1905595815667955e-06,8.54034288273393e-06
3800,0.5004894400524156,9.999987817533645,9.99999579625035,99.99999156671872,1.1069877944111769e-05,1.1997728228935264e-05,4.182341699777236e-06,8.447143104962133e-06
3900,0.5004895138925225,9.999988003059519,9.999995876771743,99.99999158213112,1.1125063652414004e-05,1.205476537663136e-05,4.110657672906519e-06,8.47452227873433e-06
4000,0.5004895257852794,9.999988142718527,9.999995908837807,99.99999160331669,1.100834974876547e-05,1.1885502992654591e-05,4.089067180087877e-06,8.422223004538157e-06
4100,0.5004895044079665,9.9999882787127,9.99999590383766,99.9999917405146,1.0935087845374212e-05,1.1855982905087178e-05,4.0604440774575645e-06,8.311917645520206e-06
4200,0.5004896114341246,9.99998817782775,9.999995958832343,99.99999170664532,1.0728661626715071e-05,1.1634935903879722e-05,4.013657412845271e-06,8.223904781655817e-06
4300,0.5004897425202884,9.999988393126028,9.99999598584519,99.9999918252748,1.0745815037271753e-05,1.1698113091946803e-05,4.005729240335671e-06,8.098811880907095e-06
4400,0.5004898594694844,9.99998852178869,9.999995998871096,99.99999186624095,1.0589500396549022e-05,1.1457357914450777e-05,4.0140106277594325e-06,8.08125253010395e-06
4500,0.5004899180963772,9.999988443403394,9.999996076856144,99.99999198601809,1.0566773845594824e-05,1.1555410000102058e-05,3.959443326864146e-06,8.055974346383134e-06
4600,0.500490048920676,9.99998859828611,9.999996073542064,99.99999195652279,1.0584862830341945e-05,1.125859375614899e-05,3.890938475858125e-06,7.945358817999406e-06
4700,0.5004901260286944,9.99998870145635,9.999996076810632,99.99999204230859,1.0341863609750517e-05,1.121005422412649e-05,3.9345355943342895e-06,7.85045044843319e-06
4800,0.5004900978854846,9.999988753396789,9.999996170474397,99.99999208604008,1.022865176920071e-05,1.1152017869969292e-05,3.832235249525285e-06,7.830783108464834e-06
4900,0.5004903096178446,9.999988840263875,9.999996199081131,99.99999225225451,1.0162902735937864e-05,1.1066936321994704e-05,3.862661942423701e-06,7.85072552615925e-06
5000,0.5004903080066876,9.999988879997478,9.999996173816987,99.99999230042467,1.0147160159877603e-05,1.1084470693760899e-05,3.8189402831897994e-06,7.773468838741967e-06
