miliseconds,Z1,Z2,Z3,Z4,E1,E2,E3,E4
3200,0.5004463010173194,9.999941326540638,9.999979617751222,99.99995843209979,5.485794072064509e-05,5.880817208289803e-05,2.0408640939555714e-05,4.150565409646866e-05
3300,0.500446115689448,9.999941423803255,9.999979812789443,99.99995926486568,5.408982440177048e-05,5.804686605457364e-05,2.0353241200883895e-05,4.087821469673022e-05
3400,0.5004472745780496,9.999941573486765,9.999980031067523,99.99995923842633,5.3781878693258555e-05,5.794658233398032e-05,2.0076433341575177e-05,4.080071929777034e-05
3500,0.5004478003126375,9.999942821987322,9.999979935085289,99.99995967560126,5.336722738933059e-05,5.79569485059231e-05,1.9814201869047984e-05,4.054338061733981e-05
3600,0.5004476280188801,9.999943074229309,9.999980377552054,99.99995950784148,5.3130534668647994e-05,5.696272314892981e-05,1.9918313825803165e-05,4.0452752391349126e-05
3700,0.5004482348564012,9.999942999769948,9.999980349069242,99.99995980352455,5.250309357955097e-05,5.678172274294909e-05,1.9701433012145203e-05,4.014546918790069e-05
3800,0.5004483108614665,9.999943667514325,9.999980471320217,99.9999605170134,5.234991542618559e-05,5.589024853904649e-05,1.9487228552039156e-05,3.985489345162605e-05
3900,0.5004490033324049,9.99994438958473,9.999980832834092,99.99996048066538,5.108542647382633e-05,5.5441854496913447e-05,1.9348838245340793e-05,3.9368890870699916e-05
4000,0.5004494460704324,9.999944994942584,9.99998092665703,99.9999610675697,5.13106422281053e-05,5.5350638275393974e-05,1.9113983045600165e-05,3.893560562846556e-05
4100,0.5004494966506267,9.99994529500809,9.999981139210854,99.99996139666732,5.031932937709787e-05,5.46944426564635e-05,1.8983995221555995e-05,3.854025103161538e-05
4200,0.5004496748448998,9.999945924216531,9.99998129795686,99.99996176371775,5.028189768081786e-05,5.418642799170171e-05,1.8828153253576896e-05,3.8495725823728726e-05
4300,0.5004504479140712,9.999945601275662,9.999981149287454,99.9999622422952,5.0085811058654014e-05,5.4540443199249764e-05,1.886828837771474e-05,3.8260554833509794e-05
4400,0.5004505726325502,9.999946765110273,9.999981498290024,99.99996206545967,4.981604429872247e-05,5.411921887010861e-05,1.876465856442804e-05,3.7614981881844815e-05
4500,0.5004512572168612,9.999946651568111,9.999981724718909,99.99996264946522,4.957847950572061e-05,5.30857517872456e-05,1.8304602848890826e-05,3.748479262809537e-05
4600,0.5004512836359232,9.999947224033342,9.999981541602686,99.99996249314765,4.928509713061207e-05,5.3310685869832354e-05,1.84648297024917e-05,3.7043506108449235e-05
4700,0.5004518656346711,9.99994772236463,9.999981675145026,99.99996286799285,4.872706418349194e-05,5.2415796600586675e-05,1.819582526540509e-05,3.693394760534135e-05
4800,0.5004528529146636,9.999948110431212,9.999982026722545,99.99996340733597,4.824051271158213e-05,5.260471408366418e-05,1.8077768599062152e-05,3.694103590018227e-05
4900,0.500453236543443,9.999948408149711,9.999982107133757,99.9999636043131,4.780804732305485e-05,5.211427111979995e-05,1.79299057329007e-05,3.620897294249366e-05
5000,0.5004534189487811,9.999948766466128,9.999982174912144,99.9999642879513,4.779039928504359e-05,5.0908950631887805e-05,1.7831779278290832e-05,3.6108073571106375e-05
