miliseconds,Z1,Z2,Z3,Z4,E1,E2,E3,E4
0,0.5004310280988166,9.999924358937843,9.999973879042951,99.99994679446607,7.001568666240285e-05,7.512739965484508e-05,2.625727581149091e-05,5.268784161511221e-05
100,0.5004317449494766,9.999924626605985,9.99997427135841,99.99994767097364,6.901821420981026e-05,7.532193778530174e-05,2.5900684047530112e-05,5.25892736600873e-05
200,0.5004318856280563,9.999925385733832,9.99997415509196,99.99994776973485,6.889047063429953e-05,7.423107291533764e-05,2.5852401764656743e-05,5.202425560447072e-05
300,0.5004320286078542,9.999926473594353,9.999974690308663,99.99994848096215,6.769248250658943e-05,7.384991094961322e-05,2.5402499214092e-05,5.176427373883181e-05
400,0.500432732309176,9.999926505813649,9.999974864751074,99.99994856663282,6.714604012291122e-05,7.337725425926856e-05,2.5179897295394434e-05,5.165199569986216e-05
500,0.500433323840845,9.999927880980191,9.99997499314031,99.99994886201337,6.687992280374507e-05,7.254035340727441e-05,2.511443126898178e-05,5.118495920883829e-05
600,0.5004338372683155,9.99992785039415,9.99997519492605,99.99994943170842,6.650935235104265e-05,7.153945925941672e-05,2.4958196762111528e-05,5.061950361579177e-05
700,0.5004342741079214,9.999928155254157,9.999975443563843,99.9999500012002,6.635972294971525e-05,7.112056489926157e-05,2.4586272532252047e-05,5.0378265444509205e-05
800,0.5004351138042601,9.99992894083306,9.99997553975333,99.99995012746366,6.56624758276438e-05,7.099215630800658e-05,2.4676379052517434e-05,4.988353579653137e-05
900,0.5004358202995381,9.99992962628246,9.999975713305577,99.99995043308056,6.525016718783136e-05,7.039151223731503e-05,2.417901833239445e-05,4.907163561667809e-05
1000,0.5004362269533347,9.999929830852395,9.999975704499986,99.99995102501968,6.47413186470178e-05,7.014752081838117e-05,2.4003102528429605e-05,4.921410269513219e-05
1100,0.5004366883255715,9.999930278910776,9.999975907253559,99.99995153832533,6.392272995960573e-05,6.950836158864147e-05,2.395666673752921e-05,4.8516216431365764e-05
1200,0.5004365717576748,9.999931426186732,9.999976379743712,99.99995148836716,6.331325793978635e-05,6.850946193015373e-05,2.392463664457386e-05,4.821379574656425e-05
1300,0.500437352815142,9.999931593088407,9.999976443779047,99.99995191273652,6.314440821817479e-05,6.780366695906289e-05,2.368940866356514e-05,4.824366920506439e-05
1400,0.5004383677974117,9.999932569148854,9.999976420396045,99.99995239850264,6.241489578476805e-05,6.75613705596114e-05,2.3304876450387264e-05,4.721654252931554e-05
1500,0.5004379898075473,9.999932334184292,9.999976936337948,99.99995264347135,6.23203102014014e-05,6.727754624305402e-05,2.3183630513020556e-05,4.689919518795163e-05
1600,0.5004388931151682,9.99993340033986,9.9999768995265,99.99995342548526,6.20256583132967e-05,6.65370102005966e-05,2.3153276031708626e-05,4.677173704111397e-05
1700,0.5004396323041808,9.999933900153115,9.999977140524257,99.99995317683174,6.08773413294333e-05,6.65093362287661e-05,2.2976535358371646e-05,4.664594745391339e-05
1800,0.5004398303019516,9.999934155530342,9.999977167538225,99.99995352070464,6.046210861548665e-05,6.57603882625448e-05,2.2669862176253513e-05,4.6179982188713844e-05
1900,0.5004401060947441,9.999935049977445,9.999977637349248,99.99995403359458,6.015383949680022e-05,6.540160686180901e-05,2.266375801562978e-05,4.5745347434503425e-05
2000,0.5004404422199566,9.999934893896025,9.99997752674504,99.999954383998,5.9241662207646036e-05,6.452692160970031e-05,2.2196685607731977e-05,4.5351894517502476e-05
2100,0.5004416712810309,9.999935307534143,9.999977765490003,99.99995505218278,5.8988157076584566e-05,6.444503549650023e-05,2.2162557554579084e-05,4.5346367247225966e-05
2200,0.5004414381012858,9.999936465351048,9.999978039371422,99.9999555873285,5.9210695292681974e-05,6.392089648326638e-05,2.2137818630615175e-05,4.4619738281945345e-05
2300,0.5004422332860776,9.99993678961029,9.999978313295838,99.99995585877117,5.8595537596437145e-05,6.287595969834149e-05,2.1799363316715908e-05,4.4627915263027516e-05
2400,0.5004422870496871,9.999937291681267,9.999978349163815,99.99995565872022,5.750893158931551e-05,6.232665959058012e-05,2.1827192460897133e-05,4.382867748226994e-05
2500,0.5004432321815601,9.999937279655924,9.999978642790268,99.9999560761209,5.791059240243283e-05,6.181530089965895e-05,2.1621511821806188e-05,4.39272356131084e-05
2600,0.5004430787869804,9.999938203705858,9.99997872651041,99.99995634991635,5.7202764036071103e-05,6.215272118955341e-05,2.1215191266429923e-05,4.32190772521165e-05
2700,0.500443953635132,9.999939249057947,9.999978824229892,99.99995694706224,5.6586041413707956e-05,6.097251117174124e-05,2.132785442845187e-05,4.284908483308975e-05
2800,0.5004440783359931,9.999939364256647,9.999979113907282,99.99995739124057,5.6527890837002414e-05,6.032348650402818e-05,2.119290905841446e-05,4.2603799701232235e-05
2900,0.5004445715102341,9.999940155292988,9.999979188975788,99.99995743420148,5.604258961148252e-05,6.0583397267665805e-05,2.0931958061808825e-05,4.260173992378044e-05
3000,0.5004455924866121,9.999940121833562,9.99997936187347,99.99995792755736,5.571900134995754e-05,5.98468485030618e-05,2.060807338194677e-05,4.1820849616385014e-05
3100,0.5004461158396459,9.99994054367299,9.999979473335122,99.99995860670833,5.529801852096632e-05,5.951215190202449e-05,2.0536720943434886e-05,4.1875319482935165e-05
