miliseconds,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s27,s28,s19,s20,s21,s22,s23,s24,s25,s26,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57
1000,0.6197701940015232,0.7145356729963434,0.6820444985653406,0.6252055487090504,0.6237719797806955,0.7775811010547865,0.7021096507250426,0.7516603413168256,0.7179275786681284,0.7714738296949096,0.817116509915003,0.8152341493526368,0.775000687025206,0.9008789779735473,0.9221714901102384,0.8910747659054944,0.9768925634262735,1.0297838889192514,1.1631169190969952,1.350096540774298,0.9792671420935722,1.1068504236775047,1.0103734088291578,1.010500426469153,1.0113094625661774,1.010914408977652,1.0103130092594008,1.0303291533644658,1.2504710949472952,1.194398212977018,1.2186465624391396,1.2141036302436743,1.235554006581769,1.305927712979925,1.2217538019112455,1.302346520746349,1.246014415510938,1.3119116866684049,1.239114600797432,1.3108865649605619,1.2325265885463994,1.3104935145645948,1.231945266385577,1.310686456076627,1.227149066825263,1.304775762370452,1.220565434302714,1.3027619040174474,1.4335402717094539,1.448783400424471,1.4366903687870896,1.4531792772649597,1.4097185942929302,1.4463041060633781,1.481081886918079,1.4977282783308101,1.3715175408038531
1100,0.6321648577092714,0.716581258047809,0.685896693869388,0.6344310088386452,0.6310841669853263,0.7844911026140023,0.7068267238969907,0.749318639751842,0.7209139797241604,0.7738924716417125,0.8212960687549409,0.8192027171714261,0.7728482955645285,0.8972861625052738,0.9227584082519781,0.8904378177070221,0.975353940157503,1.031277119014527,1.1671734313223778,1.3441184830205395,0.9790291787394739,1.1099737377357037,1.0122652138927575,1.012668940600489,1.0127636389717214,1.013037401386117,1.0121234865760285,1.032519294932657,1.2585906001988678,1.1963154159837268,1.227752929954323,1.22081717741861,1.2416331354807764,1.3053899808359044,1.2256376738638237,1.3019512935773865,1.252123570477946,1.3118442672497541,1.2449200898352915,1.3099151149637815,1.2362618172716828,1.3095369813405278,1.2349034001445054,1.3089983230937385,1.2322240199050907,1.3033174612572547,1.2263934389560616,1.3023329789214793,1.4274095663598887,1.4462485953587507,1.425710961401197,1.4444617046822403,1.406272044671455,1.4307174468063937,1.4635443666396184,1.4824693774771858,1.3761053503290204
1200,0.6377868394844389,0.7187417991083156,0.6934804592078565,0.640338817880292,0.6385049619477468,0.7894225789258257,0.7102096355662041,0.7498648568886633,0.7205394239194667,0.7751607603160464,0.8252896526625397,0.8223163251519159,0.7707067604932593,0.8940799722338147,0.9221899473675824,0.8920261389940866,0.9734734576414139,1.033353199173209,1.1694328859219583,1.3353533355166753,0.9780216492277322,1.1159111041602703,1.0137869899987344,1.0138741677270586,1.013679754322568,1.0136311496491441,1.014178844605457,1.0354039300997258,1.267063753441732,1.1984211889871548,1.2292500527871792,1.2236636371619638,1.246686679284826,1.3061736691454946,1.2303210026970626,1.3012349975282222,1.2581154047123004,1.3117645732452101,1.249221515862028,1.3104351219574517,1.2392890490922421,1.3071419650507836,1.2385192686663895,1.3067079225515756,1.237451744150244,1.304511541755284,1.2303756636696979,1.3014392185171746,1.4178950077528638,1.4340098298935866,1.4170991642990218,1.4356880019612872,1.3911831709186804,1.422829168696878,1.4435988946852925,1.4589348663726815,1.362155813214192
1300,0.6427238517906557,0.7190752752403147,0.6950017044129102,0.6448957668513281,0.6458704637899763,0.7935109307872128,0.7129729865031551,0.7487513261839307,0.7242838981835796,0.7750351741167308,0.8256746642402096,0.8280325942373484,0.7688778705682355,0.8934707106087992,0.9239841127903654,0.8943401900227177,0.9710240262296103,1.035340549933563,1.172115958487857,1.3305031332759014,0.9790878793336533,1.1196427787010663,1.0170816177394233,1.0164184312502047,1.01665307294734,1.0169683220935892,1.0171854694337932,1.037331669702525,1.2718203189077084,1.2031073268405155,1.231518686769025,1.224649742883449,1.2534262435059766,1.3056384070078058,1.2329601958518723,1.3015082679109862,1.2656906396943781,1.311956727404899,1.2534136853144235,1.309288605577702,1.2410728679825285,1.3058187304743658,1.242072687081881,1.3067743081656962,1.2426849362184293,1.302847457012032,1.2328540122869291,1.3009623583296406,1.414550204943488,1.4297449392365786,1.4145533937065955,1.4275709131008043,1.3838791787592764,1.4062561252888168,1.41703820658597,1.4394284273728177,1.366424574375321
1400,0.6547717441003362,0.7225639789694163,0.7020502345057393,0.6506546333916904,0.6488451139102267,0.7971779949775394,0.7176761919441909,0.748172038370186,0.7237001880459768,0.7765622449563654,0.8296182609802658,0.8304652195608937,0.7708383382911986,0.8918488763256884,0.9249902678489402,0.8944124089598958,0.9696504673587657,1.0365571096383168,1.175088071508092,1.3229944673552685,0.9788382255938597,1.1193082167251331,1.018106690794582,1.018350156439867,1.0179746042955617,1.0188285628086349,1.0180314442004315,1.0389385476060027,1.2705535581718104,1.2051432507110802,1.2366400644237612,1.230276664419255,1.2575438960613257,1.3050023700522224,1.2365622814015733,1.300571679549875,1.2684458364874005,1.3121648713847185,1.2551145071956906,1.307457103402703,1.2437326886513536,1.3055268582546953,1.243472988468096,1.3049356326757247,1.2449572511051068,1.301292666839976,1.2360239253625578,1.3002061131169385,1.40388370185721,1.4204693526447185,1.4061610337293382,1.4186072942611434,1.3807632521063564,1.3999561079963947,1.4075865785493114,1.4218974290511162,1.3573499239085747
1500,0.6605409387058249,0.7271314335236094,0.701790467579941,0.6599693463302126,0.6586671896638553,0.8057444834908535,0.7254999236927069,0.7484555622571488,0.7281327889607706,0.7800291635607645,0.8349686184321164,0.8335459845523591,0.7710944221621558,0.8916984277146339,0.9254261791581518,0.8955545645546668,0.9690695386550702,1.03654963796077,1.175266551234814,1.322034998399059,0.9795029668348992,1.122154766416236,1.0206053723656852,1.0201297871214656,1.0196133963934029,1.0200254322374294,1.0192077017913186,1.039567140822831,1.27598324088443,1.20609516816591,1.2387206312356243,1.2285464248093736,1.2622857341408578,1.3054244074176757,1.2381954946242304,1.2986313315686155,1.2726338476837784,1.3111787890531605,1.2599221474598403,1.307310070656354,1.2459377303172912,1.3038342699383252,1.245445402315182,1.3033098626711077,1.2478377924095285,1.3020571207425649,1.2369555254848297,1.2991120365943978,1.4013884134036299,1.4148317249959472,1.398147483545262,1.4134398106408814,1.3686916032661447,1.3848344353179416,1.390044503663384,1.4116479382261566,1.3418256775182567
1600,0.6666461344393447,0.7290005782035183,0.7078764702315805,0.6662560390223057,0.6625326177209346,0.808190178684163,0.7290054449177145,0.7491561215219831,0.7301200225468807,0.7798928214412023,0.8357649180917546,0.8357237261368232,0.7714873250678522,0.8907715091719527,0.9273089793108307,0.8971416214239926,0.9682300519358701,1.0378911283199301,1.175075279575882,1.3169231718640289,0.9796807981747143,1.125429671623973,1.0215291118975354,1.020749265178258,1.02080133060329,1.022444719991825,1.02109433612882,1.042541289356232,1.2791872339114734,1.2077629265676313,1.2389862469139141,1.2312005979955856,1.265025530332871,1.3060230382862703,1.240377770629373,1.2967139441319468,1.2764358851305904,1.3115762064986307,1.26256915278262,1.3056398617995653,1.2481701831544354,1.3018190699326275,1.2468986193713625,1.3019912154416,1.2505868454883429,1.3007362765470203,1.2398695487283657,1.296718689482194,1.3900584847286022,1.4016645532582377,1.393018875357147,1.4018036562069862,1.3592206436718675,1.3705262339060373,1.3792968308520657,1.4005933585869117,1.3464057338235846
1700,0.6703880445015084,0.730142461767004,0.7144075911533333,0.6718240645342485,0.6725193058718236,0.8132551495403024,0.7307476803753441,0.7491375688144912,0.7307119565744131,0.7843355817024504,0.8384277133730059,0.839933541888678,0.7761569541081913,0.8917658538341627,0.9282742562571675,0.8992864720012167,0.9674697524693641,1.0394880386603236,1.1746279923396135,1.311681045861452,0.9801135738388621,1.1261179260992866,1.0239254870059538,1.023833891323803,1.0229460519990556,1.022813118395242,1.0238957744277786,1.0433441848462235,1.2829964462264265,1.2091081030949287,1.2413307730949485,1.2327825727670316,1.2685271038769257,1.3054059529199156,1.2414591837797573,1.2967621048491216,1.280820651866027,1.3116382839377316,1.2643273780047473,1.3046147499730627,1.2481697334743795,1.3005788488557153,1.2489596945899766,1.300607889867173,1.2518959811701513,1.298906498369906,1.241365073016273,1.2959817504365785,1.3886200043898345,1.3929821941210079,1.3862391239781446,1.3991899182204308,1.3589810794354888,1.360652620401348,1.37731632587089,1.3771595477546852,1.339593196407921
1800,0.6806520709086006,0.7350833745931706,0.7188229405010417,0.6786195055117064,0.678215286215011,0.8159824007433096,0.7348344446527297,0.7500787230289128,0.7339364110994735,0.785559731944293,0.8435181310532477,0.8439089400389713,0.7772331622299159,0.8920470337236583,0.9314485647437728,0.9006719313652876,0.9670814004499624,1.0408673576703689,1.1763353301161283,1.3075196453439126,0.9815897489426703,1.128475076103665,1.0255143807797595,1.024964124802532,1.0255642933842521,1.0246227130636474,1.024154608166492,1.0451052602202326,1.2821169612996093,1.2091160043245712,1.242723013556362,1.232860395095555,1.2686421546979127,1.3038827961820556,1.2419485016409424,1.2950773742808137,1.2847184420762032,1.3106776197954333,1.2662532336519259,1.305476230478702,1.2494295141674336,1.29825675338277,1.2494770256089145,1.298814622667608,1.2536684982072872,1.2990944342946,1.2431369435312,1.2939240210027902,1.3801738111892026,1.3861424259438468,1.381926658196587,1.3925745751161243,1.3470766108289902,1.3634879763340833,1.3551097961041991,1.375010684634397,1.3381176228812965
1900,0.6799735022150205,0.7333066264441878,0.7203958141369993,0.6792814735328416,0.6841075909936232,0.8183851076084901,0.7394153170622608,0.7515347791157017,0.7375354207089378,0.7863752956184977,0.8475948555286259,0.8444509201746242,0.7797916806732191,0.8924910806306415,0.9314685821227876,0.9033178734510086,0.9674940571234555,1.0425969810471762,1.1740630676628052,1.3066104824066,0.9822532035738398,1.1288309264379615,1.0270637451047273,1.0265873118128286,1.027381395700951,1.0259126715318878,1.026457345905793,1.0464849597589418,1.2835522031076005,1.2096311213095843,1.2460865974461606,1.233937689688011,1.2709121250188047,1.3029751623118435,1.2430934598708534,1.2930320472080514,1.2868589517252373,1.310119598012373,1.2672403669619927,1.3026348726989376,1.2507746994319493,1.2974168570728826,1.2496119412540831,1.298407594671775,1.2554650325625485,1.2985806362980528,1.2431170335738386,1.2926214635027666,1.3749144935696858,1.3822374032886129,1.3732459271400144,1.3828617433304813,1.3461201039464816,1.3528887001302774,1.352022342097012,1.3531273754229853,1.3352768658207368
2000,0.684427873419121,0.7368929205574057,0.7216440464772895,0.6887043667392229,0.6924758060308412,0.8190614510099803,0.7415505836311153,0.7526108058198031,0.737156301747479,0.7889101462459108,0.8490397139610371,0.8498141609137413,0.7789455707958345,0.8937156364818781,0.9332435340299103,0.9051442969046407,0.9671452792875812,1.0435167289704204,1.1747981485271342,1.3023193399556006,0.9838162826503547,1.130568942073641,1.0289534349503466,1.0277083484477811,1.028581534650372,1.0279874497177952,1.0283218362675128,1.047864966741317,1.2869072497835023,1.2091071889918321,1.2446984872468179,1.2363366966299485,1.2718408391718734,1.3024975307038784,1.2428657708955708,1.2916870412641202,1.288204194933101,1.3103061552343682,1.2681729104457622,1.302749679065332,1.2514463933083506,1.2954898896473488,1.2504387256127518,1.2958479957155198,1.2561985366189288,1.2960484194444526,1.2430975648369424,1.291457015040788,1.3660448887742431,1.3769777446515032,1.3647097006343314,1.376358066336671,1.3393391133173227,1.339015384401266,1.351914111288141,1.359009901000769,1.323032329906352
2100,0.6975710193045146,0.7416610909898611,0.7292866019649799,0.6973348549414441,0.6897409847705106,0.8188161897157613,0.749103313460983,0.7541807502874657,0.7409582122443976,0.7919696779803532,0.8532483660201908,0.8526982263538204,0.7805845424695131,0.8938187402112798,0.9354695206435012,0.9068030314776854,0.9680421419223418,1.0447668456075518,1.1737268712672773,1.2985024072490883,0.9842263513405959,1.133464942947792,1.0292601326456288,1.0301785367414977,1.0289714975354924,1.0287638223250846,1.0298587087892925,1.0490402688544125,1.2846184469232933,1.2089295000487903,1.2427880924567727,1.2342600433541673,1.2726070614941083,1.3017650815226427,1.2450308222505577,1.289343519902853,1.2900776113209198,1.3094043267669644,1.2685915448672873,1.3010507008276633,1.251211060193851,1.2942357541376364,1.2511406004381074,1.2945120556894014,1.2560772477734459,1.2959350916098944,1.2436607269621154,1.2906626015767764,1.359351591629455,1.3743159981433761,1.3644801460022287,1.3671593018651114,1.3305858451453199,1.3428366115973756,1.3386725844516263,1.343330430713097,1.3161025062404013
2200,0.7014804239855028,0.7444140484903343,0.7285294354635925,0.699269595299316,0.7015187713444674,0.8215595643736607,0.7500193032499336,0.7559299266806981,0.744804464089793,0.7924563776875366,0.8527888725350896,0.8525319994563229,0.783160330797504,0.897276349769087,0.9365420726463968,0.9090551460794912,0.9687950442441776,1.046482677300716,1.173327248695753,1.2904838574110238,0.9854419971074286,1.1342412456022004,1.0311769476141492,1.0318557561999475,1.0318639970882526,1.0304008671910956,1.0304648991208323,1.0517169800481276,1.2882277848594972,1.208903608913989,1.2451551443721114,1.2354600297971339,1.2760808238689871,1.3010125160369417,1.244119880605044,1.2893505362140878,1.2910781148769361,1.308355908922488,1.2696881770013513,1.3007606852310956,1.2508554585938851,1.2929135206103075,1.2516831526219743,1.2925938319234043,1.255932585084891,1.2948900997600676,1.2450619994808902,1.2884331078367515,1.3571417252239857,1.3671531539713109,1.357410346857994,1.3675911528542457,1.3305589494169354,1.329476863576359,1.3279422127736051,1.336579805644611,1.3099563657322042
2300,0.7043534211389026,0.7452327892906382,0.7341663230855391,0.7038436780235445,0.7068387987993673,0.8275345721628475,0.7561511834680023,0.7554709328998268,0.7458430932318686,0.7942463060062371,0.856598039954265,0.8585716566098632,0.7850295013808469,0.897892854099832,0.9394589381107756,0.9102746603819913,0.9685739874381079,1.0472704815259941,1.1740062230058215,1.2907546959609177,0.9864396084218696,1.1324003025388185,1.0325775067634817,1.0325900830633594,1.0324623334052676,1.0315751606789534,1.0322465763862396,1.051462325834943,1.2839188948767875,1.209269567184843,1.2430485881242008,1.2358647480403224,1.276492789576906,1.3004628255960684,1.2434282206943623,1.288297226428641,1.291758927043638,1.3084994037207238,1.2698504790689957,1.298613781432828,1.2518076153081918,1.2909067476116325,1.2503965037189866,1.2905656488032284,1.2576487032511467,1.2925752466902811,1.2444774292099305,1.28677638810696,1.3492768988788972,1.3610306968863113,1.3490730092691463,1.3569642064152512,1.3276583511857882,1.33415469755187,1.3368459098345251,1.3385991071083059,1.3077911252448406
2400,0.7107896126457516,0.7456575627773978,0.7378523700502737,0.7109799648754312,0.707562800329341,0.8335581719654572,0.7597770972603831,0.7581902177546067,0.7495727890672971,0.796469569614982,0.8575245495814697,0.8589056571041997,0.7861311509051934,0.8998922793787654,0.9411974627518633,0.9123832421886389,0.9698674600262801,1.0470806387611533,1.1704921270608837,1.2865749698405018,0.987765045268062,1.1351622449059446,1.0337362619316133,1.0345737499925312,1.034636309906909,1.0346161625874801,1.0334147715558883,1.0524968261047656,1.2842139685832334,1.2093563493379218,1.2446736665400429,1.2348258398686467,1.274448649971859,1.2993766304337595,1.2441677374935045,1.2870001078381572,1.293385803701625,1.306313798398081,1.2704126985582456,1.2982922082751644,1.2515265851286594,1.2893779028053634,1.2512461887433932,1.2909075552529887,1.2582189947988378,1.2906239370785306,1.2437359394789074,1.2854072026736871,1.3435563712010414,1.3527943149712431,1.3461509941103635,1.3571122661593091,1.3189277081476254,1.3258189118766897,1.3214734862276725,1.3292070265271996,1.309778315279006
2500,0.7100472952093755,0.7471765220488216,0.7413433486750125,0.7121373311813097,0.7138311755009484,0.836577442561244,0.7611104831639267,0.7595537397237404,0.7497787328482493,0.8005579195593066,0.8620124275269644,0.862450656776805,0.7880551956855534,0.8998069941829899,0.9417827838966529,0.9159065288074622,0.9705270295402082,1.0491159696908876,1.1698215729211463,1.2845497144472795,0.9893398883126757,1.1341933174343357,1.0347403850758579,1.0348606872841886,1.0351900618763648,1.0361294071423042,1.0345705270765522,1.0534536364428186,1.2825753029878841,1.2105713037353225,1.2458990358829727,1.2350717391280985,1.274596140369742,1.2985239332679255,1.24437169534919,1.2850174599525064,1.2921447128992334,1.305868465134088,1.2701951877509368,1.2962518426000518,1.2500204265176913,1.2875700059198842,1.2514179755472052,1.2892781633342276,1.2567045636450895,1.2910672027740457,1.244400102427059,1.2854729472671254,1.341378257125338,1.3458889604342184,1.3396929089302434,1.3499893652017987,1.3158070431215874,1.317080594787545,1.3146180734997388,1.3138223656315502,1.3128188157572829
2600,0.7168128302170096,0.7503439045943099,0.7405329488153327,0.7158567149642714,0.71511698738222,0.8329802320593859,0.7623884977211589,0.7630361664419153,0.7550886606248587,0.8030436105748985,0.8657902174610357,0.8630091405076161,0.7911849385911709,0.9012324396951849,0.9436895799375151,0.9166680507799322,0.9708415134114562,1.0490076936978987,1.17171548832143,1.284968807423069,0.990175459436921,1.134645102783651,1.0360177722582555,1.0367736253435864,1.03745500215693,1.0357426945488515,1.0372795796320833,1.0552996879411978,1.2850847064534472,1.2094777907458767,1.246196204492323,1.2309248335658654,1.2746723810789902,1.2970936019541595,1.24403185988949,1.2821848973558032,1.2952264405533886,1.3058300575884698,1.2716180184862016,1.2952941358797092,1.250568834026656,1.2876207056695954,1.2503126203946022,1.2857160002464552,1.256149786085886,1.2889563160288215,1.2440430512768972,1.2820889323280757,1.3384421475411121,1.3479806798061846,1.3399862799479891,1.341235613246487,1.3150272728518335,1.3151627160167427,1.3070362546751961,1.3212751966475456,1.3048862486374957
