miliseconds,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s27,s28,s19,s20,s21,s22,s23,s24,s25,s26,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57
0,0.49812511106871554,0.49974726735304353,0.5017931728450138,0.49591091883944577,0.49733074812669836,0.4973408619547987,0.8005688837089638,0.7992523955826114,0.7986689114365453,0.7991906491593957,0.7993298418325654,0.8014240777446732,0.9996173996334123,0.9987230789410184,0.9991509123086354,1.000130670588052,1.000227113004006,1.000524526254633,1.0008427472326475,1.0006415847417658,0.9998157455863124,0.9997633796339186,1.0009687540188867,1.0006579707938965,0.9996505337253399,1.000451823704715,0.9991649731428369,0.9996521705929973,1.0028879828954722,0.9993242377698329,1.0004001460116065,0.9987253983709966,1.199638062054782,1.2006544695436627,1.2010084141238817,1.2001659269603029,1.1994376321180404,1.1991284619531986,1.1989382433817926,1.2005106175360711,1.1998035183117701,1.200127853009208,1.2005259357961529,1.2008227251267742,1.2010509495976096,1.1994564734773119,1.2005539098401372,1.2001095524561158,1.5004886449471102,1.5024601995012985,1.4971627497462987,1.5011448369995097,1.4973014769540378,1.8009737911750188,2.0068765818699865,2.1927851466752624,2.49518329112404
100,0.5211461817741023,0.5730704558304356,0.5478814893827562,0.5215581822375023,0.5281223870391517,0.5769717695026582,0.7246288410307382,0.7909077985811287,0.7686553566892598,0.7918057278866522,0.7944428531925979,0.7935627502538678,0.9330097913194658,0.9945914577334193,0.979769855301459,0.9650534861786978,0.9999174968003999,1.0006555183455037,1.016871746920507,1.2745915773893968,0.9989391128409519,1.006296997215286,0.9998993393043993,1.000334621641509,1.0009783743948284,1.0003898456267633,1.000309694793018,1.000972988207654,1.0469810623767892,1.0662910177719056,1.0593920561225838,1.0570255724751418,1.1735446686405868,1.2714839202234123,1.1756851362947127,1.272184072870911,1.188243361778376,1.2723403464995848,1.1877153999198462,1.2716895855206705,1.1887318270311173,1.2714040883652948,1.1884456039687785,1.2731739247978577,1.1734652524203795,1.2720598657882882,1.1754679838350643,1.270497111928053,1.4704388849873742,1.547674825149874,1.4757873589728803,1.5481762422871261,1.5117399201246142,1.75851616680146,1.9285414448062883,2.086882153467235,1.7206277628452022
200,0.5443479146336924,0.6204672716938396,0.583684379866819,0.5398555715385533,0.5401246060508567,0.6284562747867377,0.6940407223226617,0.782779483520959,0.7475410224009057,0.7840193322201677,0.7902086445621468,0.7896778378114893,0.8812216093814063,0.9814055563793699,0.9626817723919658,0.9423707859026852,0.9986218639600175,1.0041358201348074,1.043256805122615,1.3570296654338079,0.9962136132791796,1.0231456259261213,0.999296462920607,1.0008437766250424,1.0009666860108062,1.0004451210726526,0.9996926637168432,1.0049850102054936,1.0928270110658291,1.111982799012545,1.1033052804435597,1.0999532440966877,1.1681711561524597,1.2926139836193604,1.1695099483367057,1.292387599573346,1.1869259490211945,1.2946767758205417,1.1869139035976475,1.2941917189738545,1.1894028737266797,1.293581334273146,1.1898983821262956,1.294247559641087,1.1690222458023787,1.292246340171151,1.170285979289589,1.2912217444157166,1.4632775797983157,1.541106469482837,1.4658574873529673,1.54521162013143,1.5060853321171184,1.7092123709420106,1.8388336696393002,1.9757539521462542,1.5236402945408722
300,0.5536974496994629,0.650304817118535,0.605721323226475,0.5541831519764061,0.5572738337743325,0.6759410618119038,0.6839563340888096,0.7781045499514921,0.7361148563123864,0.7794854827481845,0.7918043826562652,0.791878827065847,0.8465736044189488,0.9673538982164976,0.948665147504568,0.924398479286344,0.9969501737244253,1.0066638387884324,1.0672740716696765,1.3820660105314468,0.9939682437253768,1.0404284704216156,1.001544522547179,1.001526886368229,1.0005476627265848,1.0005742995690017,1.000852559330862,1.008361468457528,1.130877040913596,1.1370940506233909,1.1376634190354382,1.134219608833941,1.170416653640006,1.2987396373654263,1.1715572055027663,1.2983685377960563,1.189665604385291,1.3032669102895558,1.1913479551813055,1.3036995627562102,1.1925313993843953,1.302316228874969,1.1926014001092666,1.3019249255580376,1.1707486290827624,1.3001509208604154,1.1719272611105476,1.2988342391578727,1.4635022739277361,1.5307771909230365,1.4613508044963779,1.5267476713193775,1.4951881161656286,1.6565556140775792,1.760978191483548,1.8669309795685456,1.4725715194993398
400,0.565819442158301,0.6704291759827022,0.6266450665140132,0.5692420660816114,0.5687849206078878,0.7045598390012111,0.6780319846770302,0.771902455939208,0.7254751872046654,0.7760676867857291,0.7940402808325357,0.7946278671040033,0.8211969095297483,0.9519993926150907,0.9402883246212668,0.9137265222332834,0.9947323041924553,1.0109345640061784,1.0937008309931326,1.3905247464240837,0.990917765881785,1.0563719435383965,1.0010498428729069,1.0016317142821252,1.00203397742241,1.0019511543214008,1.0018386102654038,1.0139006820026046,1.1659626587748237,1.155361820131446,1.1617136701133746,1.1576374732334722,1.177186540583024,1.3014118097464227,1.17972446074235,1.3033203322960483,1.1976373912263596,1.3070401514419558,1.1979673251173144,1.3071389627932175,1.1999505406187387,1.3066250187038442,1.1991834340944068,1.3077742620328194,1.1780347751693894,1.301363194085998,1.1793772298249936,1.3024115300413859,1.4593564671984198,1.5149739553580883,1.4642749296571735,1.5163344321968357,1.4830845103716492,1.6145486064929926,1.7038929651570203,1.7953015150852256,1.4527742210998686
500,0.5799339330505418,0.6807073289124286,0.6388948620946058,0.5775233156135544,0.5762539998879486,0.724887527632637,0.6807085400890175,0.766790202252224,0.7222408450237437,0.773946521419187,0.7948498267974071,0.7969713465665893,0.8068564208701696,0.9398638889298451,0.9330687731937642,0.9048862799505235,0.9918787140003437,1.0157243261019728,1.1125520296150213,1.3825373162970136,0.9880366303076384,1.066784130445572,1.002874369524434,1.0024219521244635,1.0023712654470753,1.0031780129325643,1.0024918739269444,1.0175602568744897,1.1875754423493334,1.1643082698512022,1.177307897024272,1.1739254000472616,1.1862987263915719,1.304108017881418,1.187660184129486,1.3043569706630012,1.206556372073198,1.3093388507185373,1.2044970425366954,1.3101660937582151,1.2062398367549538,1.3102537221193542,1.2056118749613154,1.310042289255281,1.1878801106509582,1.304116692357172,1.1860430548361878,1.3035371669161244,1.4606280919519812,1.5031162647846543,1.459301640595214,1.5046325588620202,1.4645457317747055,1.5783733225922483,1.6547083039758206,1.7268851994943102,1.4379949727363106
600,0.586975145875532,0.695549895868869,0.6511396591633734,0.5849454653028076,0.5881059741492315,0.7414443829077505,0.6830787023901141,0.7621661283655556,0.718523349636093,0.7727125671532594,0.8021309235006312,0.800133230772695,0.7918442095208794,0.9277447011196291,0.9276580102512825,0.8989176704383208,0.9892342859177942,1.0181087081450655,1.1284297843387732,1.3779551429776937,0.985731873984308,1.078929337894859,1.0045084738340002,1.0045287751133654,1.0036727258561537,1.0041481233299063,1.004883678298629,1.0202388495454673,1.204439284055567,1.1740144650877578,1.1891348672912494,1.1856463852828312,1.1981943271085218,1.3050358053031,1.1948683744125237,1.3049346342670933,1.2152269444684525,1.3113324055606543,1.2125970820778111,1.3103386698000357,1.2112534385481641,1.3116887160594863,1.2125719199685066,1.310851164071654,1.1953177037367364,1.304632241692223,1.1951796722510726,1.3040883134262524,1.4560723362920032,1.4933506713084708,1.459648531787394,1.4980031580468383,1.45616382178026,1.550873923394185,1.5998675596519598,1.6583330260553646,1.415531684642369
700,0.6015121758975056,0.7017653070103389,0.6578984946417982,0.5973174574203243,0.5936171912273204,0.7514249915499269,0.6864922467458384,0.7586920333225041,0.7170140152417102,0.7721920524640494,0.8042315052390748,0.804493778055384,0.7828123070438197,0.9199129294467102,0.9245804183377412,0.8959997069164842,0.9860856450200878,1.0220296215771807,1.1401807085932605,1.3670214629910464,0.9835484944091716,1.0872590204775796,1.006360068874956,1.0059877060442186,1.0049490864283106,1.006142167490182,1.0051867060638882,1.0231431888340896,1.2194588357199851,1.1789858866415601,1.2011544050192258,1.1984806643706536,1.20961917784257,1.3046096592521628,1.2017213895192047,1.303650023053478,1.2218571648320464,1.3112464282660607,1.221410773746156,1.3112533432594367,1.2170863211563145,1.3123818175626512,1.217404918037792,1.3119934972663136,1.2048104262945885,1.3053696943150221,1.2036100422679328,1.3054400619430215,1.449872313114457,1.4809618837128997,1.4540810297936082,1.4841485255615607,1.4442166676462942,1.5145580803061958,1.5605233144179704,1.6231447621170325,1.4080050949003031
800,0.6075369955604663,0.7045683400051609,0.6657285041928046,0.6078548287575123,0.6080448696606562,0.7622545017205318,0.6935036794154248,0.7572927912013679,0.7166685517996748,0.7714790961906112,0.8099645494163336,0.8085243059820635,0.7797723290904337,0.9115375307669981,0.9238711027610316,0.8924938166367923,0.9826862692376118,1.025575493066979,1.150039914960114,1.3634783953484988,0.9812664786225593,1.0946409334532368,1.0073486673673173,1.0066481417247068,1.0066721154610496,1.006427310933287,1.0079589374699827,1.025248781455719,1.2369659896049967,1.18471255607705,1.2085061061781903,1.2045706143271655,1.2172820042916817,1.3054184384140655,1.209047399689665,1.3041170642583026,1.2315304737537647,1.3111568442099095,1.2273122585976546,1.3110598699655687,1.222829935225695,1.310446471710894,1.222626887554417,1.310988593299734,1.2139220064670904,1.3039839707946526,1.2103167664101813,1.3043459797158692,1.4452890801299016,1.4740432448948964,1.4482417422806657,1.4711095551390256,1.430091618225552,1.496308740402259,1.5364720561294647,1.569278051073502,1.3869031998591121
900,0.6132833515035964,0.7125098868495606,0.6722953486791613,0.6154430778415682,0.6164595720777021,0.7706565826817499,0.6964996045064802,0.7544673185206583,0.717463118873601,0.7731504454871166,0.8117485748004298,0.8116809849569057,0.7773615724667743,0.9053472306915875,0.923016725102736,0.8911070141080408,0.9801331149167765,1.0270461830817026,1.1585464634959697,1.3523247437855768,0.9795424263448289,1.1029510114833858,1.0086152908010328,1.0092969363175313,1.009661257294935,1.0091829308392883,1.009630603780905,1.0288907540395025,1.2433752508841165,1.1916092911609442,1.2175318738828844,1.2093180502184526,1.2286270776680672,1.3055059483133393,1.2149456709843858,1.3035425569594792,1.2403701643320553,1.3118246337496442,1.2325070175024357,1.3123052503922905,1.2277116436426416,1.3096021937683875,1.2282804983318931,1.3100098397878641,1.2202518677750418,1.3040754829121695,1.2148310744682569,1.3034170997450472,1.4368891863095978,1.4605546641273923,1.4424014916186019,1.4599171949570235,1.4213744791950527,1.4755972846712717,1.5047785511834055,1.5432676013841287,1.3842521740719478
