miliseconds,M,N,Z
0,2.4977402566198,1.5021356207575247,0.4997803470585516
100,2.8163584603937117,1.508380442703118,0.5026268189978589
200,2.988072076547504,1.5113124570248349,0.5045340839942924
300,3.08474950330924,1.5125131154127962,0.5068170109386273
400,3.135343080657169,1.5150329224485715,0.5085610971150352
500,3.1566969882041898,1.5212512645315441,0.5100327812045958
600,3.1688319073199853,1.5314762279831329,0.5117212421516648
700,3.172829428973441,1.5357229385272835,0.5138703536499701
800,3.176715033681407,1.5412057026376442,0.5147771085082714
900,3.182759221587688,1.5441699011517216,0.5168780697623769
1000,3.180295422824834,1.5459376307562793,0.5177435934653866
1100,3.1846647735546596,1.5495190365083096,0.5191770232203787
1200,3.183076786267781,1.55678033915148,0.5202218946123336
1300,3.176535000206529,1.5636988394426126,0.52074303695285
1400,3.177036891318375,1.5702725775205846,0.5216442138285552
1500,3.1763366146799163,1.5737766677666158,0.5226917574997209
1600,3.1745677757666653,1.575557596946055,0.5239164857370422
1700,3.1812275688392915,1.5838835279167778,0.5241941229210466
1800,3.180043374291168,1.58954676059723,0.5250795270619792
1900,3.17415597642355,1.5891068306144698,0.5250797208889778
2000,3.172609361799741,1.600287651483643,0.5256519684177504
2100,3.1714435297107335,1.6002349712422819,0.5261892802762702
2200,3.1773035494208512,1.6051686651540513,0.5269759089191379
2300,3.1783570536512102,1.6109118010420491,0.5272314741001631
2400,3.1772929819347846,1.6205212677570826,0.5273492570664485
2500,3.1741100670748033,1.6265752612762674,0.5275251595158217
2600,3.167021563112086,1.6279465416892298,0.5277455490704418
2700,3.170803562762542,1.6367767795039114,0.5277590730833204
2800,3.173814551485747,1.6433781643486831,0.5279950272786543
2900,3.1689217142130413,1.6426151369011923,0.5285544265099199
3000,3.1681994894479084,1.6539218064259458,0.5285698514211128
3100,3.166563251158154,1.6577016803184554,0.5282914396813287
3200,3.1685502867347144,1.6622354115347397,0.5282690480290038
3300,3.163715620258114,1.6698527822914646,0.5285976239956791
3400,3.1631286760631654,1.6700540590445256,0.5282652946381404
3500,3.168156304480566,1.678670694358999,0.5286286493695168
3600,3.167478467138178,1.686703598996069,0.5282953558931918
3700,3.1600369169836013,1.6859402024825514,0.5278068366580426
3800,3.1639351490768948,1.694601627848944,0.5281096483662898
3900,3.1625514520064453,1.7044578041989198,0.5279681947700613
4000,3.1558300818620686,1.7080452093101364,0.5278485108237123
4100,3.159035598606705,1.7115533562764442,0.5277739570959071
4200,3.158912601882249,1.7145469834812923,0.5269321328932346
4300,3.1610243655930104,1.7192456131779748,0.5268452013120536
4400,3.1612846758201774,1.7268330962990557,0.5264730286333699
4500,3.158941178259984,1.731559944602857,0.5261773960983318
4600,3.1541965047993203,1.737495913090726,0.5265329605435285
4700,3.1515366491062213,1.7430689229557048,0.5255803057396815
4800,3.1567220717353184,1.7525655531206092,0.5259390533759304
4900,3.1490564740904423,1.7585522302353953,0.5253772899788592
5000,3.1518118909557584,1.7652662978554867,0.524665783604056
