miliseconds,M,N,Z
0,2.503594546133446,1.4989814441499059,0.5002543084737354
100,2.8189639882808994,1.501648996861334,0.5025852340678896
200,2.9958097599444042,1.5113497595661824,0.5041923061121476
300,3.0833097735373305,1.5164307722435306,0.5063354793128355
400,3.134022864660107,1.5213578987199974,0.5083253784807893
500,3.1597522108834033,1.523817651582475,0.5105661655048623
600,3.174890942179032,1.5253969801072198,0.5123881525865438
700,3.182025477099172,1.5344531303492308,0.5139284769005099
800,3.1800224034627456,1.5370850289413966,0.5153924567357344
900,3.1845599129998483,1.5459811754108845,0.5165385317889061
1000,3.177451706220994,1.5487293202445602,0.5179891332566009
1100,3.1775800387295554,1.5514382894066139,0.5192294732416027
1200,3.183351199972027,1.5576033336387969,0.5199619642567608
1300,3.1823633406483327,1.5622690675143915,0.5211600999240285
1400,3.1790935759269754,1.5700041232202113,0.5217374636100538
1500,3.1758628865913043,1.5726388525508828,0.5231101425449542
1600,3.177498670763617,1.5788322116535898,0.5236669763959779
1700,3.175292978165599,1.581335066011695,0.5239693191739169
1800,3.1767314861500164,1.5859000468985858,0.5246151135095017
1900,3.177725034079102,1.5903784683724347,0.5252171259325071
2000,3.177065115193204,1.5942928760494983,0.5259096540152983
2100,3.1707562171026007,1.6015652462875005,0.5266634470072505
2200,3.1724953999019325,1.6086856789323234,0.526809670548893
2300,3.169245796915411,1.6174813417319625,0.527191439325969
2400,3.169077068783301,1.6200496395758928,0.5277837082985218
2500,3.1690958060283743,1.6234771434551645,0.5278711528176726
2600,3.1685529207987413,1.6258972810521295,0.5276271633486379
2700,3.165550283703137,1.6378118754507525,0.528413661467121
2800,3.1685821978484756,1.637637418854064,0.5285308286145579
2900,3.172445393098728,1.6431370287624343,0.527986998199105
3000,3.1683413583226225,1.6502250672172674,0.52879058463371
3100,3.168620746486479,1.6555587052175225,0.5287358156093482
3200,3.163732336828066,1.6622269448174143,0.528528792351909
3300,3.164767159536098,1.669420761504303,0.528441102612763
3400,3.1640870556825296,1.6717221603197099,0.5286954446172237
3500,3.168836056914481,1.676700677886734,0.5280409295459526
3600,3.162760547958583,1.6855400160005902,0.5282795750710425
3700,3.164448678972891,1.6892175540414105,0.528170625922884
3800,3.1569705821601475,1.6984373737452283,0.5279784840130511
3900,3.1563615826710074,1.6973210187646612,0.5279521964525804
4000,3.1587267964527097,1.705325457305394,0.527653391852333
4100,3.155778072666318,1.7109266251158326,0.5275396896564075
4200,3.1589872272111448,1.714473535729394,0.5270959747719902
4300,3.1602650560250467,1.7235253988526682,0.5272865071319478
4400,3.15462894751483,1.7311626820230555,0.5265978098279053
4500,3.1564695033893897,1.7362539564682768,0.5265068469880773
4600,3.1501126248576234,1.741729309548288,0.5258121113312413
4700,3.15849420135755,1.743099500611264,0.525990700472166
4800,3.1570749923794326,1.752107659549648,0.5256401196181328
4900,3.15136457844106,1.757999396372836,0.5250093257033567
5000,3.149390346849139,1.7639365704127214,0.5252828701635134
