miliseconds,M,N,Z
0,2.4965030828495505,1.5015427096036973,0.4998611105649981
100,2.819629483731519,1.5055252059649398,0.5024860536850069
200,2.9932869678770913,1.5060276777993156,0.5044752725560134
300,3.0865859993490656,1.5134788437602067,0.5065202332011496
400,3.1304414194149848,1.5189485141967407,0.5084249795231431
500,3.1620442413407717,1.5205548149236305,0.5103012064088686
600,3.1702661708595308,1.5261635212740559,0.5119300462082259
700,3.179473748354104,1.533865051320751,0.5135817284355271
800,3.176764304934132,1.539569115329477,0.51532381420199
900,3.18144271832349,1.5395103362427827,0.5162551335258141
1000,3.179340629608686,1.546858285584765,0.5179015472079112
1100,3.1858485621863823,1.555354854550482,0.5187573490591734
1200,3.1756069772689406,1.5552412631947385,0.5203962081296925
1300,3.178477858026248,1.561606590659399,0.5206935435057873
1400,3.1816921618534866,1.5651032386646284,0.5222748541242596
1500,3.177111181218793,1.5747342314291435,0.522655596983858
1600,3.178600301703953,1.5786504737826128,0.5237714528375731
1700,3.180338717740198,1.5796537893101255,0.5244180737485197
1800,3.172092270601376,1.588001341781757,0.5247076765446447
1900,3.1801908823012397,1.5928092671150587,0.5255238547560275
2000,3.173765412954049,1.5990217760258203,0.5263127665726688
2100,3.171015805733003,1.603586305707829,0.5264986110844965
2200,3.170193264839708,1.6102851887470386,0.5266027275942915
2300,3.1709173580469905,1.6171978039927895,0.5272781835723285
2400,3.17724626923256,1.6177511694373212,0.5277976484283314
2500,3.173637666688785,1.6270289345977067,0.5275468951029801
2600,3.1752286064300255,1.6332823899292683,0.5281866863246111
2700,3.1745328424849424,1.631756584544816,0.5283556190122586
2800,3.1706522804226465,1.6389469484278876,0.528494081191908
2900,3.167027450325924,1.6456097330433517,0.5283961869626064
3000,3.165171019955251,1.6524467995674912,0.5284503261576411
3100,3.1640180846205994,1.660196240527835,0.528412505505654
3200,3.1700485605574595,1.6596651139727727,0.528736464545324
3300,3.1681145405680677,1.6660643823578802,0.5284727299478664
3400,3.1631931131326763,1.6695830472459754,0.5287108954731858
3500,3.1654042532860953,1.6760691319184502,0.5283530416338172
3600,3.1585967182881136,1.6840558184573349,0.5279548830188431
3700,3.158518511488859,1.6865827759827121,0.5278640090191465
3800,3.1667091782271575,1.6937746465912809,0.5281227207146503
3900,3.1581154864783185,1.6995786352028504,0.5278212527055003
4000,3.155178962497609,1.7066375215618756,0.5274051208395673
4100,3.158275827129574,1.7150850626780538,0.5275919460685311
4200,3.1564217141859454,1.7186135088834171,0.5275289330497025
4300,3.162451894843988,1.726894761292348,0.527048165328704
4400,3.159672676856224,1.7311144739770497,0.5267196913419148
4500,3.1595766296620584,1.7319912285871053,0.5262472498193027
4600,3.1511854306880034,1.7425389500002029,0.5259843653620601
4700,3.1588870344046662,1.7482407595635852,0.5261671394021704
4800,3.158147520676702,1.755300446064584,0.5258448851313192
4900,3.15512778804755,1.7552761828226058,0.525094121942399
5000,3.153188633915667,1.7617819476804457,0.5251013986665866
