miliseconds,p53,MDM2cyt,MDM2nuc
0,0.18599859717388145,0.15800029449244757,0.647000246919062
100,0.18595742024762066,0.15798364207871418,0.6470078651587672
200,0.18592358942708473,0.15796512469473323,0.6470148532586497
300,0.18589713433698074,0.15794693676737268,0.6470210620119401
400,0.18587510673150204,0.15793527990938502,0.6470263531082147
500,0.18586022416541378,0.15792202871882025,0.6470306698863223
600,0.18584505269430557,0.15791196178291628,0.647035335174041
700,0.18583164107306727,0.1578988857201399,0.6470385857886055
800,0.185825170122626,0.15788957817143778,0.6470416710071978
900,0.18581467636723167,0.15788063579494463,0.6470447054174665
1000,0.1858093900227364,0.15787661761763072,0.6470478508367158
1100,0.18580298012908406,0.15786802501393674,0.647049786768722
1200,0.18579479703471605,0.1578638859180044,0.647052216084066
1300,0.18579103891828008,0.15785719606632742,0.6470539582378037
1400,0.18578960961743152,0.15784990323859946,0.64705525795296
1500,0.1857858173146071,0.1578497329162708,0.6470556517198106
1600,0.18578214706190246,0.1578431715516731,0.6470576082084704
1700,0.1857798137391731,0.15784073763077416,0.6470585201893984
1800,0.18577776198045215,0.15783789232794923,0.6470584811366413
1900,0.1857775722686605,0.15783396826357038,0.6470601671603635
2000,0.1857733877729349,0.15783255149456604,0.647060579010636
2100,0.1857723248313398,0.1578314002137555,0.6470609522333255
2200,0.185770913476358,0.15782660238824467,0.6470602713008261
2300,0.18576945595554975,0.1578242910531491,0.6470606528955543
2400,0.1857710221002073,0.15782206321313816,0.6470611822239969
2500,0.1857680708036843,0.15782093499425345,0.6470611224350136
2600,0.18576766156391142,0.15782261619209922,0.6470613385414059
2700,0.18576508182688298,0.1578222405925997,0.6470618264041762
2800,0.18576898018400528,0.15781979473802554,0.6470614350227539
2900,0.18576816814736366,0.15781781294010933,0.6470610087034195
3000,0.18576518984460832,0.15781949949108168,0.6470608343361574
3100,0.18576706696450482,0.15781743002227142,0.6470609052077669
3200,0.18576738413485377,0.15781474481758323,0.6470611450499961
3300,0.18576653763999051,0.15781515024809267,0.6470604278338814
3400,0.18576338882394833,0.1578136624760701,0.6470600900919202
3500,0.18576670942536402,0.1578128219082912,0.6470609015505956
3600,0.18576373343773758,0.15781258818837177,0.6470598267406574
3700,0.1857654808111602,0.15781337846144938,0.6470597239139015
3800,0.18576304477595212,0.15781349548399923,0.6470600059606232
3900,0.1857640112621166,0.15781242689111147,0.6470592488850763
4000,0.18576561638354758,0.15781181945364914,0.647059414333935
4100,0.18576621604289256,0.15781221666063414,0.647059230158967
4200,0.185761714586028,0.15781388557975934,0.6470590771723818
4300,0.185766214905698,0.15781129284177098,0.6470587994830557
4400,0.1857636185542782,0.15781383347476893,0.6470585234553559
4500,0.18576528014602733,0.15781269895703975,0.6470577058486495
4600,0.18576385321816888,0.1578125949299131,0.6470576019671977
4700,0.18576511040065807,0.15781244479515366,0.6470579378755104
4800,0.18576453322659997,0.15781116129260503,0.6470566358973767
4900,0.1857623484241632,0.15781104306878624,0.647056182560364
5000,0.18576148294904615,0.1578096577114168,0.6470564230879153
