miliseconds,EC,Z,Rho,Y,Fraction_Inactive_Channels
0,0.0070168378647949186,-0.00484729278274564,0.0070972093744402645,0.3519342610994766,0.0034078680529913666
100,-0.15942269454634478,0.06664492043990337,0.3826835106407743,0.45303297806917187,-0.4034590481418235
200,-0.2905422166823837,0.06998236455328964,0.628568279230705,0.5681282528324958,-0.6225012929191291
300,-0.41138197857333997,0.07168820720668825,0.7659695192862362,0.6936693950195925,-0.7590878815119418
400,-0.5276810422727575,0.07981037744010355,0.840586954254504,0.8176606588159345,-0.8544257590341787
500,-0.6501870085710328,0.09683255301244977,0.8903041303646684,0.920634744622025,-0.8759827617473389
600,-0.6660667436177478,0.4171464722140914,0.07885250661877698,0.6136915543842494,-0.06259659698442083
700,-0.6128751449523926,0.1796478261669203,0.25437233059316433,0.7879166357930572,-0.24517425650559516
800,-0.584253059419588,0.3184226869137808,0.15155525708874623,0.626020553486118,-0.1466310785450059
900,-0.5426964571418273,0.21790335214915574,0.22878145263944347,0.6829448878143625,-0.23662850813441805
1000,-0.4823321314655638,0.2659291419912295,0.16709286178886115,0.5766593332148647,-0.17598541303137014
1100,-0.43954042254863673,0.24004521788805974,0.22687007291864553,0.5630635001193021,-0.22996033058137552
1200,-0.38627391025463187,0.23970173898980385,0.20165041205248724,0.511539816300022,-0.214997881070204
1300,-0.3467599277629475,0.24175133843864033,0.221442680011436,0.470753882940961,-0.24135151418296735
1400,-0.3200904485010646,0.23066173668491646,0.24296312253692548,0.43999311061522656,-0.2305353751515977
1500,-0.27295850522937526,0.23492634411223565,0.2481392527741275,0.4095515062739406,-0.24513027187085443
1600,-0.25503201663740754,0.22446939707763758,0.26785483289136947,0.38293017668016033,-0.2716098579348339
1700,-0.21984158988348484,0.23112419367835657,0.275954562192731,0.34598671066141523,-0.27567982207202324
1800,-0.1993116364149535,0.2121172206390902,0.2890061961665814,0.34796052883098344,-0.28288584501478115
1900,-0.18511202639579133,0.21449804566743566,0.32268769840195316,0.33090603747754965,-0.33038935272938724
2000,-0.16758406074900872,0.2103446080334337,0.28290952658862645,0.313176260504978,-0.28054997470768417
2100,-0.17402557114313233,0.147250361401375,0.4308223164337247,0.39643394536294957,-0.4336966005041337
2200,-0.28288019798270997,0.0702636019733512,0.6149494256443775,0.5588732999822544,-0.6210823215016167
2300,-0.40392716297508685,0.07373662024471142,0.774562903076068,0.6868112381418356,-0.7625741431225516
2400,-0.5273373609817003,0.07700516179692976,0.8378623741920663,0.8107054907702667,-0.8490007754439854
2500,-0.6421681741237585,0.09856819879589929,0.8904774107687414,0.9116208047484818,-0.8860130931737995
2600,-0.6794280233355873,0.4307108371514495,0.10709529027621127,0.5998427155751912,-0.11178323293722253
2700,-0.6184425697956251,0.18097648501202468,0.24598334983364314,0.7849163573324786,-0.2518260226070028
2800,-0.6034289855563049,0.324263648268394,0.17309149213253466,0.6387710591597995,-0.18407858981312214
2900,-0.5363096347250929,0.21701058691553998,0.22466920254183054,0.6919736529997378,-0.23677826286588866
3000,-0.49511515817531504,0.26583953577883507,0.16003782874732184,0.5807856556008605,-0.1747866470237465
3100,-0.4449744762543924,0.243928130005528,0.23262412837015523,0.5713028521559695,-0.22804473167686942
3200,-0.3866246193482261,0.2478068181473108,0.19611264520247393,0.517551993764286,-0.1942463142787504
3300,-0.35109328257513167,0.24816674851006293,0.22671740608482485,0.48039944180498034,-0.23367093595326752
3400,-0.30828587462734675,0.22988248005816153,0.23057064996153792,0.4462210989230411,-0.23118293063541775
3500,-0.2754559359751279,0.23583917179045247,0.2440377050230055,0.4095325300074649,-0.2406077644582494
3600,-0.24881773198251877,0.2272676194495735,0.2564120281062754,0.38814789706939545,-0.25054171335915126
3700,-0.22677960302291683,0.22493892217848951,0.28511996348479574,0.35622511400806006,-0.2816400253815826
3800,-0.19988403044197983,0.212748681943941,0.27339204806651274,0.3406217716858964,-0.27304132549907145
3900,-0.18549156447850598,0.21067045072165932,0.3221065548082033,0.32772446867288313,-0.34491347477040685
4000,-0.1621455529498349,0.22200764528560823,0.2770124137910038,0.306858917812238,-0.28071809776590473
4100,-0.17071122680567488,0.15162443542280257,0.426962244738258,0.3971777436786521,-0.4164124869906413
4200,-0.2721441202658149,0.0695478481572621,0.6106492903177094,0.5593299025319389,-0.624770214732336
4300,-0.4072241933553213,0.0756694141739616,0.7581999442960858,0.6877723981857173,-0.7737981386226683
4400,-0.5232554489395006,0.07872125535781128,0.8389019051990876,0.8089858464128448,-0.8353388413100359
4500,-0.6335840675866814,0.0900377570113096,0.8814722626141405,0.9028143321815801,-0.8892381190337058
4600,-0.6785341608421774,0.43803830377492076,0.17243432855474328,0.6058497214936343,-0.1654664077267537
4700,-0.6148938515110409,0.1785069906715101,0.23909408038033336,0.7924766176409048,-0.2303910758475752
4800,-0.602645610314545,0.3181182715588259,0.20600491393369502,0.6331067941548949,-0.20371879782061494
4900,-0.543629701057306,0.2156253980137571,0.23227519017925652,0.6796984956740478,-0.22422304086636907
5000,-0.4919582244313134,0.2698350986614363,0.16712399537497383,0.5740847986992567,-0.16811230198652216
