miliseconds,EC,Z,Rho,Y,Fraction_Inactive_Channels
0,0.007168889343241153,-0.0033992164346936457,0.011646110644941754,0.3547630923501746,-0.0048097842547156515
100,-0.14390899548635253,0.06638787507179858,0.38269356669375054,0.4541942798100305,-0.38723055907319137
200,-0.2771910006964492,0.07157821532780864,0.62798529491689,0.5700824354932348,-0.6327323222683633
300,-0.4106632407109998,0.0698733880042678,0.7626242253530192,0.6956965853451865,-0.778231843769728
400,-0.5334452704949265,0.08584919437663355,0.8338492499639619,0.8149592746942973,-0.8559906445605923
500,-0.6501657010690077,0.09384332246796002,0.8976850590345308,0.9065530955014409,-0.8946031323169433
600,-0.6666355653541615,0.4143092243883996,0.07502236786974611,0.6143146413935331,-0.07441957529832705
700,-0.6186366200482143,0.17773645552752093,0.24702138076137461,0.7883507999001439,-0.2529606392913515
800,-0.597978725155424,0.3204532653193371,0.14729956778801057,0.6310154782904682,-0.14858704108381682
900,-0.5394309259025087,0.2152725117931677,0.22758746025562493,0.6845053854432186,-0.22709006606980858
1000,-0.4864457853597069,0.26588757146706704,0.17097075218346236,0.5788378408168972,-0.17196973117423212
1100,-0.4398167659007501,0.23833616347419753,0.22547708726427312,0.5656810148266789,-0.22855299981734745
1200,-0.3887534031900337,0.24097314779642853,0.19324883305122664,0.5165400007317177,-0.21294089394096638
1300,-0.357352546913307,0.24116741677589254,0.22328438664723477,0.477051762509396,-0.2238852270447998
1400,-0.31292300883843577,0.2279379820566904,0.23545590841362501,0.4370155300220405,-0.22573956206921658
1500,-0.27475295582704623,0.24243444959581642,0.24554887137270892,0.40391952633715134,-0.24603195457724222
1600,-0.24120717138975872,0.21838251433362998,0.24954174658055256,0.3763634650302184,-0.2608217780099246
1700,-0.23029385820022044,0.2300765754543618,0.28417035517883044,0.34697656356398016,-0.2838843395246736
1800,-0.19000145613865976,0.21072480952992959,0.2838592036579362,0.34033206342746103,-0.28767605799233636
1900,-0.18890650136548987,0.2192128584480748,0.3323289892273475,0.3392121947918018,-0.34265333652365093
2000,-0.1565513143779058,0.21838599932583336,0.27204103315378086,0.3023317403864458,-0.2759996766118548
2100,-0.1717672425713076,0.14325235655775728,0.43169456568963355,0.3874304852279263,-0.41510905794978104
2200,-0.2734078607026714,0.07615131841308379,0.6346469579991778,0.5725268782655083,-0.6181034807471283
2300,-0.40290620606037375,0.07013381358838434,0.7554966384664402,0.6937030596435324,-0.7550603601288494
2400,-0.5225482985937927,0.0804515284674383,0.8386773070669975,0.8123453601005639,-0.849405311899876
2500,-0.6399345482597244,0.09121803938073098,0.8952605914145544,0.905838300294714,-0.8890091000241648
2600,-0.6738766151757775,0.4337717968789747,0.12358650557114075,0.6108260578339638,-0.1195157163073442
2700,-0.6036425223229143,0.18194020356470386,0.2541112906502155,0.7895475040562051,-0.23859854812183243
2800,-0.601177970714935,0.3239666639421325,0.17353426000581973,0.6403551010938652,-0.18428372752093608
2900,-0.533709531304817,0.22053044033786837,0.23033562234710933,0.6781845063983597,-0.22940248446096256
3000,-0.49300341071291676,0.2624612225164054,0.1799775894546207,0.5797697439076096,-0.17071675382438903
3100,-0.4503245981764198,0.24378246280087415,0.2423784083275359,0.5583927253198345,-0.21955958507175458
3200,-0.3881786915067956,0.24122953337244296,0.1940270868723007,0.5101157763154549,-0.20386295518097045
3300,-0.36251322852227896,0.24776549329152092,0.2401903661644104,0.46658664392531457,-0.23396494143131105
3400,-0.3110919474861,0.23295580366135654,0.24072034362795808,0.43546838205640065,-0.24113197623839383
3500,-0.2819254797517025,0.241612778471576,0.25522468001418924,0.4071532753307243,-0.25913286285048154
3600,-0.2498625661074956,0.22271656025509157,0.2633200921139389,0.3754520086094855,-0.2546002783489949
3700,-0.2207174497466434,0.2306841141550036,0.2888134401518928,0.34848236916371766,-0.28898335895842486
3800,-0.20094909261379942,0.21675851502953866,0.2925316072544062,0.34637387150183363,-0.2925022259637834
3900,-0.19164963313250896,0.218435750691496,0.32689590985849043,0.34418838149778774,-0.325039580406862
4000,-0.1603988543793422,0.2171088616930855,0.28627104717411384,0.30618834540406303,-0.28695040779691205
4100,-0.1748243498157416,0.1507378608789175,0.4206810848809565,0.3987545412710162,-0.4197731686037834
4200,-0.2822077232309215,0.07778614092608221,0.61021882460264,0.5613173474021261,-0.6254011221488609
4300,-0.4061192962423612,0.07422328743393229,0.7556145812790659,0.6903272138397814,-0.77236834951168
4400,-0.5221056878021555,0.08241797724807706,0.8537122529975015,0.8071895941418796,-0.8375220513263958
4500,-0.6330699776761911,0.09343991717742219,0.8924913413152761,0.9087107122760835,-0.8930658621896747
4600,-0.6755353988093415,0.4361476465647921,0.16629344630435536,0.6042418041026622,-0.16595842184927126
4700,-0.6194964826899043,0.18278999397418783,0.24830158948242456,0.7863261512026279,-0.24142339698814919
4800,-0.6058638242852863,0.3221305140474127,0.19705477352680187,0.6318365742169215,-0.18703811310815655
4900,-0.5340870964526718,0.2190927861154323,0.22466174474255754,0.6825194096078852,-0.2297024392257764
5000,-0.49624526840103994,0.27035548100607615,0.17115204772492754,0.5757019782830693,-0.1644551630101814
