miliseconds,s_glu,s_pyr,s_acetate,s_acetald,s_EtOH,x,X_a,X_AcDH
0,15.000112682129314,-3.408265571987471e-05,5.52885224797259e-10,-1.9287769351215403e-09,1.9233480820820056e-11,0.002000113827920579,0.10086712812769699,0.00747469981095587
100,14.999979620361733,6.074133687657124e-05,6.189387035720461e-10,-8.885567775910584e-10,-4.817891718979095e-10,0.002009597049044987,0.10148074869699321,0.007458195715827047
200,14.999846003611937,5.620948174013001e-05,5.445307809502115e-10,-2.792624603711958e-09,-2.3736602054648637e-11,0.0019785020171132236,0.10875734944363215,0.007438259363543278
300,14.999791639357507,0.0001450454373721913,-9.319749334631285e-12,4.607645135562987e-09,4.1423516565494696e-10,0.0019851278113504605,0.10971289526253482,0.007367613358093133
400,14.999641696669654,0.00011859478460964337,-7.448173487673356e-10,1.2258346554270308e-08,-3.0099684114713364e-10,0.0019829512952932588,0.11454872929275119,0.007346232411888064
500,14.99967928336215,0.00012585860364600573,3.4104370580945e-11,-5.316868326089422e-09,1.6172889796035304e-10,0.002000094446373174,0.1234876336482603,0.007306924925791765
600,14.99969106339775,0.00023296948580529524,4.5055696887206074e-10,4.645426561932818e-09,-3.4280045654220504e-11,0.001979808621966694,0.12716655681117514,0.00723103523931934
700,14.99954881854502,0.00024071333592875252,-4.1865288873726335e-10,-5.277354292070375e-09,3.9468613387382287e-10,0.0020041938756472375,0.13463216982026802,0.007169961653930232
800,14.999401826911885,0.00037279214449995073,7.943200547031778e-10,8.43196682470466e-09,5.123632955672196e-10,0.0019953422433752624,0.1347478419630201,0.007176968281233316
900,14.999300393493849,0.000333377385440925,2.023646543748842e-10,7.219688322996994e-09,2.1589111266166124e-10,0.00199107856685772,0.1445013867455256,0.007096515855396535
1000,14.999293050747069,0.0003567994823997266,-4.96716438336474e-10,4.177200626030929e-09,-6.366154774084157e-11,0.0020245077928239402,0.14488275339000856,0.007085211801415374
1100,14.999247737565513,0.0004698667889985854,4.348031393620272e-10,7.062525980360609e-09,1.7420247973299648e-10,0.00203125703717026,0.14696143672237905,0.0069896704984677115
1200,14.999151071245876,0.0004632743382166318,6.888744932360563e-10,1.5173912960031167e-09,1.6492069782380208e-12,0.002029545960774581,0.159806317605645,0.006969536586300042
1300,14.998972205199035,0.0004869053705856794,1.1426893811875221e-11,-1.0395939832487007e-08,4.425559124024362e-10,0.0020402473090327016,0.15752552585826965,0.006891764943447181
1400,14.998906441457807,0.0005937830165228156,-7.104487281020957e-10,6.08394547625121e-09,2.0013609264144826e-10,0.0020561942080807036,0.1670173343941949,0.006891073024430015
1500,14.998762556105262,0.0007053322271533636,4.639216002712704e-10,-9.240931380658525e-09,-9.562577606508326e-11,0.0020623246623381036,0.17151557941374415,0.006817098244672014
1600,14.99875518605185,0.0006509785245375816,4.787436420124689e-10,-7.075611034808914e-09,-2.0319249860181958e-10,0.002049513549640291,0.17794985934472599,0.006782256950474653
1700,14.998634604757061,0.0008160074411764445,4.6438600805835843e-10,8.570551193323836e-10,8.108144204537818e-14,0.0020734546142808395,0.18095220376701668,0.0067571096363072385
1800,14.99854389976519,0.0007974871227433422,3.470761151295163e-10,-5.557645152437614e-09,-6.770413979638535e-11,0.002076066048641911,0.19436072007362504,0.00668652691928197
1900,14.998421351897923,0.000859794066155654,-6.093561714298562e-10,-8.825837740450118e-09,-3.158723621892137e-11,0.0021237168728863794,0.1996764556613202,0.006635700526677392
2000,14.99834778254144,0.0009710583955546425,-7.039365000915645e-10,-8.71421326503259e-09,-1.2916396928937945e-10,0.002129643011126417,0.2011717084156518,0.006567159209132816
2100,14.998263917233094,0.0009731415729962033,2.7486114566592973e-11,1.156061796920881e-08,3.250079929603469e-10,0.00215339037288462,0.2128182264873737,0.006537219483219567
2200,14.998108023545075,0.0011337462405024631,6.343039856299997e-10,1.3049362003888829e-08,2.7309908509632986e-10,0.0021464422763307423,0.21401141932055684,0.006475872467659325
2300,14.997799335922815,0.0010853612412077887,5.245219198148877e-10,5.547800100754995e-09,-1.1762117619612552e-10,0.002196459572775558,0.22228345018011753,0.006442970438304824
2400,14.997769262987816,0.001204107699372599,6.012518909189586e-10,6.733707514711208e-09,-4.005934043096641e-11,0.002193275711372958,0.22411726536801002,0.006416719442542534
2500,14.997521971680511,0.0012648860199239503,9.787184008691285e-11,1.0200829960575383e-08,3.2625526024055456e-10,0.0022281573116642857,0.23068425886673205,0.006349436539526899
2600,14.997433780422453,0.0013214625721617325,5.499517861087763e-10,2.8399542715554438e-09,4.243754658225847e-11,0.0022646090549228396,0.24401769945278198,0.006286885580275178
2700,14.997313993552575,0.0014764503313316945,-1.73460726513306e-10,-4.77627657080036e-09,-2.4514929748628845e-10,0.0022845487952737743,0.24600503613182903,0.006220294557575421
2800,14.997257018589504,0.0015310621247938544,3.264153097569818e-10,-5.762671578671818e-09,-2.5146768553625425e-10,0.0023119856215917424,0.25302231248083934,0.0061826731647388515
2900,14.996944932084759,0.0016493434304730272,1.9425156001932382e-10,1.0573301865622984e-08,5.546763677255745e-11,0.002321879297650079,0.2645476974387042,0.006126467948314028
3000,14.99696495612694,0.0017460625496213485,8.903996236800557e-10,2.0544667807232867e-08,5.632047976607106e-10,0.0023536576584522076,0.2672708409573076,0.006082047668023616
3100,14.996791388388226,0.0018303018220315278,8.765188194175403e-10,1.986117585177798e-08,1.6920878603525355e-11,0.002383050760978562,0.27750478550938645,0.0060216609930560435
3200,14.996415631746379,0.0018881151472095574,-1.337082916831537e-10,1.4139126188865668e-08,-1.1472681163245798e-10,0.002437647050466292,0.2833385748091244,0.005993016858519668
3300,14.996337782996477,0.0019543476934610563,4.673482930202596e-10,3.412128261370676e-08,1.1250158643772273e-11,0.0024628126708451663,0.2895229837708966,0.005941659498009007
3400,14.996056872876178,0.002046467869406552,1.7799954445973966e-09,2.7209506496294168e-08,9.761138193862273e-10,0.0024986817278100496,0.2984497716177062,0.005927895880170174
3500,14.996045759576024,0.0021771185928977145,1.283675352990272e-09,4.28229645991645e-08,5.919166160862537e-10,0.002537052689658523,0.2986636482127764,0.005883380897744577
3600,14.995727283519942,0.002277652394468281,1.216482774756765e-09,4.109594445354937e-08,1.1623326269699987e-09,0.002593036284889036,0.3096573512133589,0.005796664670887167
3700,14.995456235903491,0.0023564288899179052,2.246027059314377e-09,5.6068466633210934e-08,1.379293977250848e-09,0.0026288227126921248,0.3182601735318462,0.005746512771000315
3800,14.995220437397649,0.00252957059373695,2.695813530956525e-09,8.917149624338884e-08,1.9261026673852973e-09,0.002685939559087746,0.3202260227745277,0.005693257526701801
3900,14.995197924865344,0.0026389254722765576,3.6678870840075123e-09,1.084832789158211e-07,3.1027241529491916e-09,0.0027288355368433777,0.32322179176529064,0.005674110975044617
4000,14.994781995038407,0.0027343030398772235,6.406561048825409e-09,1.197290740872386e-07,3.5113006872117127e-09,0.0027888440724067576,0.3366001493751054,0.005619838085191954
