miliseconds,s_glu,s_pyr,s_acetate,s_acetald,s_EtOH,x,X_a,X_AcDH
1300,14.99905490073282,0.0005594857676043624,-2.1332390099113528e-10,-5.85757803682474e-09,4.3826464771233123e-10,0.0020335222971487503,0.15969643960345048,0.006954446734427594
1400,14.998840404430192,0.0006127310628324131,-7.779659908447182e-10,1.2281046258128614e-08,4.377862577052911e-10,0.002027596525926949,0.1662130054795569,0.006872021289958898
1500,14.99871519219377,0.0007070075121871535,3.083836201871681e-10,7.627404273342e-09,4.20510136802591e-10,0.0020361366084397188,0.1693643134853426,0.006817448223903448
1600,14.998815595975815,0.0007248616477234078,-3.130881345999794e-10,-7.72480571977768e-09,2.980868813869162e-10,0.0020709311408534745,0.1761376291818129,0.006802609421212737
1700,14.99866376481552,0.0007149915707644092,-3.5976295001249665e-10,5.965766340358999e-09,2.3262015724323698e-10,0.0020856267693029965,0.186959832864834,0.0066985102076123765
1800,14.998550487638626,0.0007792307884896645,-5.509533289156929e-10,-5.988043071790029e-09,-1.2227984744210535e-10,0.002103993895953093,0.19018414287492133,0.006656108548915446
1900,14.99846941981246,0.0008419611638043383,-4.4444265400808803e-10,2.0897614756078207e-09,3.3938527996970934e-10,0.0020924625563588078,0.1991713150225199,0.0066417414596295745
2000,14.998306549723509,0.0008846407249604026,2.1532445535965312e-10,-1.3311631269392616e-09,-3.454612738180592e-10,0.002104418409526714,0.2030954104678328,0.006570873640591352
2100,14.998108079854507,0.0009537519312003587,-3.323382860604789e-10,6.252841916473783e-09,4.2779732595504447e-10,0.0021617749843005256,0.2060582776860833,0.006565138285480599
2200,14.998102602654386,0.0010759709797923055,1.1906889889410584e-10,-9.68766434766388e-09,1.3005971853890454e-10,0.002175534173663243,0.21943836778599193,0.006474574063647726
2300,14.997803642160884,0.0011750682610488844,-2.435289696253046e-10,1.1465839351631146e-08,-2.8232486390781153e-10,0.0021904203832042073,0.2225545993406208,0.006440091100443971
2400,14.99774854840336,0.001185519001934278,-9.808358669713522e-11,2.2041433193921055e-09,-3.728463698502079e-10,0.0022199127660421283,0.2283724417072113,0.006356792914847205
2500,14.997681363407551,0.001298778699025575,-5.93228091074534e-10,-8.249324688039816e-09,-1.196442132190779e-10,0.0022249168126330546,0.23882796527174835,0.006314139385662534
2600,14.99753721792809,0.0013012694925647926,4.090879232094913e-10,1.4874803722722426e-08,-4.657049298194058e-10,0.0022291370789459,0.24358934912667757,0.006274712827235318
2700,14.99729202641635,0.0013809270676113513,3.0993137113840296e-10,2.9887514906664365e-09,3.8731557131076053e-11,0.002288064168101567,0.24578330469044915,0.006222383498923931
2800,14.997171436994632,0.0014956827917327763,-3.7004307705735384e-10,7.96436024731072e-09,-3.379058664179733e-10,0.0023146287269314907,0.25790583792001276,0.006163879762314967
2900,14.99704330896622,0.0016401284873182097,-4.358379605705831e-10,1.4719877172481563e-08,1.9590709892217043e-10,0.0023324397917424133,0.25895821820247744,0.006143495838914398
3000,14.996840404327296,0.0016632018747998042,1.071170192629334e-09,1.3345313311332537e-08,3.0256858127415097e-10,0.0023612091505450655,0.26924001384985013,0.006104554414715692
3100,14.996623209206295,0.0018484084776917498,1.147874846839895e-09,2.023116178027234e-09,6.128500868877712e-10,0.00241250495206304,0.2722713252295347,0.00602919278466315
3200,14.996403462281158,0.0018841796301617357,4.673929996152559e-10,2.296553979272651e-08,1.8866989921843072e-10,0.0024335652978920578,0.2781984350305823,0.005978769885525254
3300,14.9962672358713,0.0019799342455675867,1.0530858843229706e-10,2.092803878709808e-08,1.2215174806158545e-10,0.0024754899559773736,0.2896583557647413,0.00594668204903018
3400,14.99616754028536,0.0020283498683868408,6.457842122574062e-10,4.123550402273456e-08,9.961829514018611e-10,0.002493826771139795,0.29501990029871916,0.005892640213688257
3500,14.995899932634362,0.0021696359019689796,1.329652514696925e-09,3.772957917797902e-08,8.811710462161137e-10,0.0025550335745972443,0.3000102518181843,0.005881338255245857
3600,14.995697715320084,0.0023543785303586987,2.6261799517406317e-09,4.0992690370544954e-08,8.002064983884599e-10,0.0026043130324054278,0.30803202724596984,0.005794809894502616
3700,14.995458369450331,0.002433538959109938,1.8078562613159574e-09,5.5854912660227975e-08,1.5811757748741153e-09,0.0026344163679643136,0.31212847117650516,0.005797380099070073
3800,14.99534317241301,0.002593256997632105,2.7129614390401743e-09,8.820303104590717e-08,1.6838659860898075e-09,0.002670480801099445,0.3217827764631458,0.005702145159682052
3900,14.994986453389494,0.0026141536817016735,4.717698934299646e-09,1.041361277042146e-07,2.4288515577196192e-09,0.002750329336009304,0.32439897530079026,0.005679546527911525
4000,14.99493842757773,0.0028299794533778143,5.325934334441145e-09,1.2658988432104124e-07,3.2597512166888594e-09,0.00279491894257768,0.33727974790055476,0.00562790311603429
4100,14.994725806225475,0.0028602197277857386,7.024777537852174e-09,1.497659984004767e-07,4.146780505406603e-09,0.00282948639709131,0.33671966193717756,0.005603095048890601
4200,14.9942916401367,0.003090236066809573,9.107891846446994e-09,2.0244859295877982e-07,6.4599446287177e-09,0.00292011133682533,0.3462029341358328,0.005577168514252771
4300,14.994077060121493,0.003151918607406107,1.2437990537757086e-08,2.3870937996521085e-07,7.595267447960248e-09,0.002960697781140372,0.35572010212395605,0.005490483618937424
4400,14.993764365791064,0.003275273252838783,1.6427116311798052e-08,3.0487023890234814e-07,1.0501036704683824e-08,0.0030180572745784613,0.3607708337378073,0.00549930836175291
4500,14.993517098818417,0.003516403470530877,2.2014372700197414e-08,3.836863775370702e-07,1.3211008528543387e-08,0.0031080078400376136,0.36410009270440624,0.0054307408196076915
4600,14.993145033435354,0.0036680381941656716,2.7413850735063177e-08,4.7659036681963907e-07,1.8012438535925478e-08,0.003161344133778618,0.37420107224076904,0.005397720031640167
4700,14.992953744882056,0.003804849312891388,3.69552049797393e-08,5.897792608887202e-07,2.3518453237076698e-08,0.0032353851744971627,0.372434413616349,0.005383156513127385
4800,14.992658746300862,0.004034219085892561,4.761203545092332e-08,7.420715725047563e-07,3.04066188311882e-08,0.003309554192572782,0.3817856514794076,0.005341670471052171
4900,14.992364169111024,0.004101257865377391,5.974835542360692e-08,9.233505086756764e-07,3.9467379527117924e-08,0.0033801310369833575,0.38977869762419853,0.005289977405750943
5000,14.99197063776649,0.004344546017572465,7.701912754948832e-08,1.1413507906836521e-06,5.050974269630403e-08,0.0034753277129791647,0.3935438378271234,0.005246873855329821
