miliseconds,s_glu,s_pyr,s_acetate,s_acetald,s_EtOH,x,X_a,X_AcDH
0,14.999924036351674,-5.438170209247905e-05,-2.876255160873647e-10,-1.0011661719167754e-08,1.2523113390761464e-10,0.001994050377144633,0.10423064751354935,0.007498322942137983
100,14.999860528510016,6.141590350081467e-05,1.6671680252529143e-10,-1.1711611819036044e-09,4.755202698463094e-10,0.0019865287834995703,0.10386233153255292,0.00743640458760962
200,14.999983860725326,0.00012613711684350453,7.326215195008192e-10,1.407925977449669e-09,3.968162563380219e-11,0.0019841115112235568,0.109695829083854,0.007446975491986445
300,14.99973755668888,0.0001268553468359818,5.958204949412268e-10,1.771941787456773e-09,4.2525828464538865e-10,0.0019929267701333073,0.116533864405341,0.007356790466030718
400,14.99983273598505,0.00012237844810284663,6.249737243906674e-10,2.363864763388013e-09,3.972340884205074e-10,0.0019795373789168206,0.11302970114554521,0.0073006486429932
500,14.99975543601111,0.0001611160213799559,-1.7163744483100988e-10,-4.050464698605214e-09,3.8234595369425916e-10,0.0019805065137149004,0.12056810886530274,0.007272611941608423
600,14.999602315330401,0.00023427513511605893,-5.807598260571557e-10,-1.1330967594893578e-08,-4.220880609675317e-10,0.0019844826832210124,0.12287993459341837,0.007215686111902815
700,14.999444868549995,0.0002902869714257519,-5.877089462567257e-10,-9.818367924129527e-09,5.103688410600532e-10,0.0019810655992374884,0.12767282508250521,0.007226708326209194
800,14.999445775109594,0.00033544486628836245,1.446586144662533e-10,1.0065598331726185e-08,-4.8440238066433296e-11,0.001998466956421614,0.13364478371948083,0.007132255171400564
900,14.999390854131782,0.000350368787045982,-1.0797768655921408e-11,2.842641900131983e-09,1.142916047152954e-10,0.002030398640313866,0.1447439165955633,0.007102118843819356
1000,14.999154660400647,0.0004185996401004859,-2.3887296442201576e-10,-3.201557888532563e-09,-1.114490463469314e-11,0.002019686245133925,0.1421915814641825,0.007054119328924253
1100,14.999219343990479,0.00043924400475811213,-5.53419167833033e-10,7.556734658338474e-09,-3.247130502699658e-10,0.002042035306683336,0.14956510772972087,0.006983544310916724
1200,14.999074593558557,0.0004984158900000388,-5.518847257276169e-10,-5.808523278053418e-10,-2.521150054916415e-10,0.002011427245408316,0.15415319248574688,0.006954429410143226
