milliseconds,s_glu,s_pyr,s_acetate,s_acetald,s_EtOH,x,X_a,X_AcDH
0,14.999904915314987,-1.5013752909239368e-05,2.6758931547511466e-10,2.6551044204928937e-09,-3.788660586964831e-10,0.002014529802240915,0.09548786477505491,0.007526120538070994
100,15.000050623145528,-1.6509590558051667e-05,-1.379244435572201e-10,-5.241326330158365e-09,-6.608854192525723e-11,0.002004927597098557,0.10125940505259912,0.007471365068625636
200,14.999770830550432,0.00011830777219297931,-2.4423493947148693e-10,6.1395337025582175e-09,3.859489658393498e-10,0.001978986356844829,0.11244394460646942,0.007431399261025504
300,14.999693069062205,0.00013712758055974697,7.155666882316985e-10,1.0426811985709227e-08,-3.9156378692721243e-10,0.002002909026357627,0.11541335153501267,0.007380464045155788
400,14.999731557266108,0.00012575994121287524,-2.9642719181478135e-10,4.756329149369555e-09,-3.2532348346505236e-10,0.0019938302140458143,0.11272288140317738,0.007329829502087603
500,14.99967284247362,0.0001465908360902709,-3.966447724994703e-10,3.983704283957242e-09,-3.4797006307993e-10,0.0020013511086572305,0.12122049971249087,0.007283441587226847
600,14.999555632411898,0.00016933254663110498,-6.990251501577786e-10,-6.459592684286571e-09,3.3890207666730405e-10,0.001981340684364887,0.12947047076895626,0.007224423973664054
700,14.999429975836767,0.0003062202888271663,3.0039384066456893e-10,8.801719150874231e-09,-4.97627799948994e-10,0.0020144048067229567,0.13232992596007614,0.007233257248143288
800,14.999487039527134,0.00026925682872072377,-7.894725001202934e-10,5.475713744219616e-09,3.255990169368314e-10,0.0020126619872759552,0.13414270570011083,0.0071730830693203795
900,14.999417014636935,0.0003835044071896015,8.841047602211805e-11,-7.453652768114934e-10,5.8097384403159204e-11,0.002010808425312638,0.14317992156219536,0.007076003687728459
1000,14.999160464730258,0.0003370194825255478,1.930758339433106e-10,8.477937665648713e-09,2.9301100053299937e-10,0.001994323099512384,0.14149419672249067,0.0070404355047658665
1100,14.9991894945623,0.0004937395052109656,4.871246860717075e-11,7.551507443579454e-10,2.9043260602754756e-10,0.002008524711955798,0.14704360093252597,0.006989591358292662
1200,14.99915865670788,0.00047754926764355057,-3.525563845491388e-10,1.0135579159170744e-08,4.91852469872181e-10,0.002014612758875249,0.15973222794911365,0.006980769084779974
1300,14.999092492052888,0.00052810524689985,-5.519043185329181e-10,-9.658450963280962e-09,5.128258453847161e-10,0.0020394652367704403,0.1649512938241745,0.00690295512070799
1400,14.998794754832241,0.000597140162362855,6.767591854797473e-10,-2.6398711152022684e-09,-4.698225841103234e-10,0.002046588723966516,0.1653331568683222,0.006866572499151676
1500,14.99878321119213,0.0006919508227281101,4.1937418741391905e-10,-1.2127747801555469e-08,4.5930772383729744e-10,0.002058113404731498,0.17100657602742592,0.006833522953197233
1600,14.998730386129205,0.0006578689732802274,3.7558577035724547e-10,-5.695811451049172e-09,3.822630610646668e-10,0.0020561472710656638,0.1775826045508095,0.0067897199638364755
1700,14.998614912987133,0.0007034796140718355,-1.8245540242030614e-10,-4.3041565124156916e-10,-4.3573121360987856e-10,0.0020880864626554832,0.18649001273405375,0.006702190386643075
1800,14.998541882299211,0.0007807774099518496,6.392934939058439e-10,5.101158693751677e-09,-1.9977235002646768e-10,0.0020855712145613015,0.18981822278428054,0.006708939011695622
1900,14.998422703520458,0.0008155537808280537,-4.6396485507934785e-10,7.053962620338036e-09,3.4264474919247525e-11,0.002105964430699876,0.19835804991234404,0.006626220986416496
2000,14.998198980770066,0.0009067790597976646,-7.441729019199751e-10,6.7257853612904375e-09,-3.1816976396713647e-10,0.0021258209699665147,0.19970637784939207,0.006548209235359765
2100,14.99823549128145,0.0010186080586884227,-2.2931763220166073e-10,8.936158555417993e-09,1.158679397528888e-10,0.002161180793782872,0.20611710519163662,0.006520909272159999
