milliseconds,s_glu,s_pyr,s_acetate,s_acetald,s_EtOH,x,X_a,X_AcDH
0,15.000075677958776,9.930234702054622e-06,6.816692708451817e-10,1.174788691447016e-10,4.034184763802284e-10,0.0020069446607940706,0.10172914489264073,0.007468010581583005
100,14.999874963385151,6.430683481774208e-05,7.677957704046049e-10,9.714662947861611e-09,-1.195598762814405e-10,0.002015852019559161,0.10780296533121399,0.007491306625052449
200,14.999773584941787,6.57039360974103e-05,-7.525411049230634e-10,-1.922851796641455e-09,-2.1587468743163383e-10,0.0019841622619823688,0.10684998180239802,0.007404746809995926
300,14.999740485582901,9.391141758165716e-05,-2.7610713875242125e-10,7.779873563606424e-09,3.058749635927991e-10,0.0020060520210930556,0.10897928892651661,0.0073621788592486935
400,14.999686015491344,0.00011324996806027474,-7.339326122314138e-10,8.803346076672894e-09,3.747501616541203e-10,0.00198175175225777,0.1132974435784307,0.007362316409187051
500,14.999739753158078,0.00023560756920225435,-2.43201565070378e-10,4.408681485845077e-09,1.6261342905901999e-10,0.001975737637356243,0.12028400336092737,0.007302618691198555
600,14.999583982058939,0.000252832095810384,-3.0837912058926706e-10,-1.461843025749301e-09,-4.4670692689695624e-10,0.002017372546325091,0.12819032611010103,0.0072288029198905234
700,14.999525128647019,0.00028082030417915467,-3.226882042635062e-10,-4.056383266782231e-09,-2.3450186622716266e-10,0.0019910288413150993,0.13507026372070605,0.007233349881860507
800,14.999362875282884,0.0002501178641204505,1.0598184222631028e-11,4.687346554048281e-09,3.664331241439932e-10,0.0020221535595746714,0.13699953694644146,0.007143123364402678
900,14.999342519496974,0.0004000547406585767,1.2868532430507965e-10,-3.6337364408278826e-09,-4.98517370495832e-10,0.0020164402398873496,0.1376544697184557,0.0070746079570714795
1000,14.99927482774255,0.0003438429944575963,-6.554949892487727e-10,3.8877672219117636e-10,-4.4485168430953635e-10,0.001998928032757294,0.1479168024759746,0.007043181859714679
