milliseconds,T,C,F_beta,F_gamma,M1,M2
0,9999862462.359087,3790532.700942926,4569825.2531915,-442.03805068435844,-0.10988946771248749,0.006959339467823725
100,10000271441.797653,7173482.8451018855,488808427.82723325,-7.078009213735399,0.26259469244584455,0.00815946658614563
200,10000632859.050623,8466974.421114523,735258990.3189937,552.3300293125168,0.26568291270459,0.01719429002503841
300,10000875714.153845,10425370.080123534,867049084.6935339,165.21636990024555,0.44641945731456195,0.023265812130072318
400,10001289534.478235,12942884.108513316,928545201.1211023,282.1130396893291,0.5122944612961368,0.03408653677484422
500,10001695132.24998,17880840.756575342,959846823.2290871,499.32527922223903,0.7836090265497074,0.04302589609366269
600,10001741295.8125,20981803.141408935,974349211.1405956,730.7165849773731,0.9651674257360632,0.06587993589350467
700,10002159079.466805,22161232.615138274,976752398.2357513,552.4265029825572,1.09855905771056,0.06848078713796082
800,10002676619.36067,25264449.732092783,976945398.6458806,1226.7629594011346,1.244309736470215,0.08391568849500035
900,10002790349.151878,30702923.682013582,978710547.0797192,1599.6845831668013,1.2764069973854433,0.09649575244226587
1000,10003243134.728456,34062865.187632784,992242948.6694499,2060.9354764386135,1.4723466960499951,0.10392352162870074
1100,10003394113.17636,36458948.04874089,981471990.214879,2293.111628814024,1.625246282064633,0.10442870811080132
1200,10003903008.505552,39749252.80446304,984667355.4985367,2673.361398623945,1.759676267554275,0.11437315263270861
1300,10004189596.357183,41932018.12560844,978498956.382254,3044.430107401936,1.9188484635889753,0.12364331721118595
1400,10004492834.83015,41656161.24610963,988091401.4862472,2714.3030107876357,2.0242311976311655,0.13477327530682387
1500,10004795279.978073,48205746.59709301,981869209.3299173,3572.3649562494297,2.290144974523014,0.15195578161548967
1600,10004851678.530527,49847742.768740766,984051019.6826793,3683.541481856964,2.3839578371191306,0.15113515254239554
1700,10005266584.538836,52535123.48031296,992022022.3394803,4974.860177404771,2.5931401966476706,0.17397054420285638
1800,10005501494.109753,53650340.19006388,981854594.7016214,4908.890922144543,2.828396447253828,0.18436637630801775
1900,10005709430.709923,58697634.30349963,980845004.9058231,5842.97802271418,2.890085269304384,0.18275098117105568
2000,10006017699.569145,60490131.935351625,985843714.44294,6524.397308973983,3.045840902941933,0.1941991233274241
2100,10006377408.265461,63632481.53875563,983394569.7426063,6677.180762043183,3.2456537735423843,0.2053893139688924
2200,10006664522.49176,67593306.96161969,979763481.3439419,7288.325331776887,3.3500421450823077,0.21641308666627146
2300,10006820223.871132,68520424.00026967,988006806.429363,7413.089915957781,3.5001619905541164,0.2197898784588717
2400,10007159617.786814,72749334.58526781,979466160.3819335,8775.75198317726,3.675048612721678,0.23618921088129843
2500,10007391615.212685,76441640.14999025,991487089.3481935,8941.054553495045,3.7869156409298843,0.24794549146940334
2600,10007685529.292439,78968602.35149768,990332332.0343171,9964.220654352961,3.9445243494034186,0.26134850634969303
2700,10007971281.290354,81854622.71825959,984566130.8371516,10535.029503835136,4.037059985943703,0.2607157547800397
2800,10008174541.091276,86292710.1714346,988746236.6136351,11111.288830783555,4.231076263879379,0.2699095111142029
2900,10008742148.24304,89431868.99810216,984576970.7189819,12416.253869607492,4.427853710802611,0.2776144679957683
3000,10009026731.710207,90241100.73471901,993314032.6166612,13193.193585315761,4.54410096803975,0.28928910786888273
3100,10009015695.046543,94589009.1518067,984637399.5912998,13909.629886775849,4.612898646507245,0.3102555881710246
3200,10009325562.068857,98551548.18043002,979822572.5052352,14553.502157177845,4.914922193340591,0.319542959543978
3300,10009513069.31963,100334574.57554866,986074025.365541,15757.720433799808,4.85860003077765,0.32483510114975633
3400,10009742814.349539,103580674.52219835,990917595.4095081,16761.916988560617,5.1716093464115245,0.329734877687547
3500,10009876717.312757,106429362.0565897,989806285.4463745,17400.856627051162,5.187200288894135,0.34446614532959546
3600,10010484975.090532,106926247.9015806,990357340.02812,18543.220926188107,5.3782963358888365,0.3452611376556536
3700,10010447126.663546,110691857.87181906,990350531.9772316,19329.26787450637,5.4758693432346535,0.35605709198480934
3800,10010910028.721497,115434113.47683284,979539113.672191,20263.35673489841,5.615361244222325,0.36337337354433086
3900,10011122149.720882,116359740.32232635,985672549.55706,21021.16949651693,5.819377168396137,0.3810223200477313
4000,10011096148.196419,120339020.43097764,989155727.9659207,21548.50610890246,5.95513773638246,0.3873849432980348
4100,10011572794.078005,121192548.93129238,986441582.5076041,22907.49439747899,6.119341443144778,0.3949443657188276
4200,10011772166.18351,127485688.30335136,983381679.2117764,24167.727434111668,6.230211763577372,0.40637918638922305
4300,10011859638.744274,127374838.30185482,983886515.162093,24815.869894975764,6.4695924337910125,0.4217448011702683
4400,10011913552.692923,130339428.33155121,988568298.1413169,25710.634356303257,6.497020436397382,0.42260604052100326
4500,10012274723.359327,136975248.5550796,993692188.3603759,27272.429158153205,6.730465281525111,0.43984525880818115
4600,10012442997.685793,138539652.66274247,985750410.769404,28283.864570728216,6.93227188461245,0.4448855586078757
4700,10012659583.781513,139547122.94512236,991220359.6442593,29865.412171943222,6.9266149335776905,0.4615746108883426
4800,10012851852.183533,145135507.93609044,988073501.0414501,30585.847095489764,7.198731135915177,0.46836453657736693
4900,10012897329.620659,144975643.03186408,986794810.6340853,31469.80204142524,7.281516799973309,0.4731409600791211
5000,10013123338.549463,147164933.04330862,979223261.226532,32848.62665241656,7.345523782948271,0.4777960179659468
