milliseconds,P1,P2,Target
0,10.038057842126689,9.967829913119434,9.971643405272063
100,10.066711184705737,10.04241440100733,10.09121568616672
200,10.077063184885919,10.1284817520729,10.08401679533473
300,10.17435193789916,10.178536959391248,10.188582460612988
400,10.233236160385335,10.219216465304358,10.175431947307723
500,10.29547661519116,10.228579041057154,10.243182796978873
600,10.280644024023479,10.322714177771841,10.326294681666495
700,10.361410500090052,10.366281666118482,10.398416081540294
800,10.393370327322296,10.449617761834212,10.440515555971281
900,10.455031299257653,10.49620086993186,10.505595445484385
1000,10.523397687714576,10.540627692974683,10.491423777979255
1100,10.588532760988544,10.572233472653247,10.570992726600764
1200,10.602495999346427,10.672846237786478,10.653109198038115
1300,10.679854287900001,10.656096275766293,10.674549843517248
1400,10.70604216041977,10.70095433717996,10.763641568649245
1500,10.771213405960497,10.785719035076255,10.79304376208478
1600,10.847999420540631,10.81035269777959,10.868618457641197
1700,10.895819180769934,10.899822624231644,10.895814141515642
1800,10.980997852429017,10.940916486423877,10.967977073112129
1900,11.004134731534581,11.028487500270522,11.041666447036473
2000,11.072018921578374,11.037259023318411,11.04775601862454
2100,11.096734912292597,11.118865498040567,11.113356045994156
2200,11.146128961935217,11.176178489109072,11.150784013092577
2300,11.241630119179984,11.203968644683968,11.217765848392128
2400,11.290906121875196,11.300088142700028,11.257158706558657
2500,11.311624675704117,11.294624256778862,11.303508506092564
2600,11.38108508347034,11.385153017120832,11.391772404491507
2700,11.456080362666677,11.45454649571784,11.426853928538216
2800,11.476916262782046,11.486339552032023,11.493258529086528
2900,11.527537759190762,11.547560835381779,11.521946281472129
3000,11.585347072714004,11.60811497486739,11.632961053066104
3100,11.678117201370968,11.613253638029715,11.64879864069955
3200,11.733458369242285,11.678256521242139,11.73992792497178
3300,11.760761241733931,11.752500649172779,11.715808281911512
3400,11.820216016470331,11.776980923879883,11.774106217336595
3500,11.894002665149655,11.864325047706563,11.84750072111018
3600,11.925858011733805,11.910436986013368,11.877690445682678
3700,11.964481029380462,11.986114390043513,11.996609916654446
3800,12.029530055763141,12.058541513900304,11.989012619831895
3900,12.090742776110027,12.09914288461778,12.068782606417589
4000,12.109893280978099,12.170616503841401,12.131672069348408
4100,12.214226217120563,12.17381372134509,12.189944720197069
4200,12.27571901140145,12.245741855073074,12.212837454734409
4300,12.258985837406689,12.265759322446693,12.263456739763958
4400,12.38545497286078,12.372723715800793,12.344222984288093
4500,12.376370407977568,12.380528295975024,12.415147992044126
4600,12.48660578039159,12.429473743998273,12.432717707746969
4700,12.500105410945238,12.519867408516339,12.490994561618656
4800,12.537954009258,12.546819947374003,12.569481961493512
4900,12.653001603958513,12.637385646514412,12.62271189121844
5000,12.705255484867468,12.66369636212457,12.673868849192948
