miliseconds,P1,P2,Target
0,10.033832386646642,9.978475258686657,9.975888352320604
100,10.014685256579398,10.05310881954112,10.075410502838743
200,10.125240897817829,10.077009084788557,10.132324900641231
300,10.170944878681562,10.153546462488046,10.154625486886696
400,10.17270589440811,10.173416959940397,10.182034206128817
500,10.260183979540907,10.277191679432296,10.235052387375998
600,10.279238719555766,10.34980580888736,10.337003210049902
700,10.377289167155096,10.3994488089291,10.404948222645313
800,10.438244224272497,10.414088823315849,10.404092139641362
900,10.513575960341612,10.47167342633805,10.497321958341365
1000,10.555559114007357,10.499458884443792,10.537910997145438
1100,10.54597667295149,10.61790831125391,10.588089633716065
1200,10.598176974228691,10.631584228585858,10.645121993872856
1300,10.687882119939573,10.715250797416198,10.683218967893332
1400,10.768383688448091,10.747555024484507,10.702128095729478
1500,10.788764088333048,10.758953235350951,10.769063374751713
1600,10.856976090681513,10.826544011720983,10.828405390012335
1700,10.87103675276107,10.882239693893345,10.905950151423843
1800,10.923491997909345,10.963532944730687,10.95435821046093
1900,10.975510640353429,11.03989804646849,11.023131776839362
2000,11.033425499460984,11.033223483015897,11.031927983185986
2100,11.114683856875105,11.093362269512328,11.118459464836164
2200,11.192804877703797,11.20494486653001,11.204348685264776
2300,11.231422523555695,11.225605731151832,11.180878171992452
2400,11.30327746220227,11.310927731057864,11.233418749243599
2500,11.359231197834816,11.353103044545989,11.31477688739256
2600,11.349718503641448,11.347295951785094,11.389677509387083
2700,11.423855008696478,11.454331407579643,11.469226096997431
2800,11.524194470020863,11.506343803385377,11.454177793324773
2900,11.501835436855442,11.506363706213559,11.524443570411096
3000,11.595693348091768,11.618526574776247,11.569808097547659
3100,11.681441852503372,11.628456763355072,11.668494466698734
3200,11.7138713683554,11.703595982909015,11.722075630495867
3300,11.718499827192874,11.737803452470674,11.716673783205632
3400,11.783921951399137,11.791679894712788,11.816915226647467
3500,11.839332885186332,11.844101784303009,11.88749562201737
3600,11.933101496045612,11.923875490522997,11.91149342961883
3700,12.000889071428057,11.940998696036408,12.006139661761514
3800,12.024733281246286,11.993024457706179,12.010318554751448
3900,12.050221341089618,12.053627461611025,12.082942851628738
4000,12.170073371909375,12.128901236477434,12.161051533475236
4100,12.158463220286333,12.172981143125881,12.194280610121853
4200,12.210502607087248,12.218689397874465,12.237103798486114
4300,12.326025894744157,12.27248186586039,12.26129084645815
4400,12.376272629647561,12.348737842977831,12.325992402578882
4500,12.445670026572731,12.391973399939245,12.391663425754205
4600,12.496440824533304,12.492327128687522,12.453692626487221
4700,12.543176852118068,12.546694723594706,12.521981811563505
4800,12.55883307672829,12.553275245109715,12.564758668984812
4900,12.665839354227655,12.600650451281183,12.624573792126641
5000,12.654418511586162,12.683794353858037,12.652914430209961
