miliseconds,P1,P2,Target
0,10.036124630529274,10.014186955631548,10.015393806747559
100,10.044559332300853,10.082425747708477,10.024585111717236
200,10.07332449168989,10.098219080777113,10.09149180081975
300,10.156158510375011,10.196149834951235,10.177524163100165
400,10.226160912290823,10.223625673870144,10.218504518161344
500,10.290362614030116,10.289802902073845,10.26097213514159
600,10.337583611684579,10.310932719406724,10.323375701593623
700,10.392786706232565,10.347743710294838,10.389016780288252
800,10.455917778441227,10.453454085844454,10.418964361791197
900,10.451043318844999,10.491222969141425,10.451633534575878
1000,10.536380842892783,10.568200497628583,10.56641439467438
1100,10.570301166431433,10.620915689102464,10.570626126851947
1200,10.669736431419489,10.634225483655246,10.656892417268937
1300,10.662088801973422,10.711709706557265,10.706035867589218
1400,10.708734230331068,10.775674875853472,10.75720867856773
1500,10.83185752891066,10.803897796466273,10.779687135717635
1600,10.826182228724047,10.848061478065036,10.882443992458004
1700,10.930330230506657,10.918220547630641,10.866355830354738
1800,10.975156005928586,10.955654746610355,10.975346320557884
1900,11.004879682806981,11.00102061698163,11.016828747994168
2000,11.046655217994852,11.097368676540496,11.09462447234978
2100,11.142236067475238,11.124124894286107,11.115086820675629
2200,11.161366425975224,11.198260458075946,11.14676794189285
2300,11.201187843573896,11.2585548224118,11.241723180829066
2400,11.250871688534554,11.294975144437588,11.312055008898596
2500,11.343314380933048,11.330528307217243,11.303472515633786
2600,11.374460501214363,11.343240917552656,11.405477986793835
2700,11.419151393865606,11.427669736202462,11.45853805680185
2800,11.518524439866233,11.509822826244063,11.458450955351923
2900,11.505231447320119,11.543531132327455,11.553000522901769
3000,11.560273113792887,11.58647856121668,11.562898673276397
3100,11.672324571696977,11.615015218469116,11.653793652540896
3200,11.671369846115946,11.666977977166093,11.67724801742176
3300,11.74804878266622,11.79116201352593,11.732146839151437
3400,11.804089140188434,11.796259226633182,11.780626678728112
3500,11.849428415750513,11.886329726728887,11.845254650599724
3600,11.901389516888683,11.909850951382476,11.92110513319423
3700,11.937706528807803,11.932016817393242,12.004820943317469
3800,12.056894748987713,11.99091352731528,11.99676129518353
3900,12.043434106564106,12.087788050439736,12.092461832721154
4000,12.16849861266156,12.131912391325125,12.096212382803264
4100,12.204044875786261,12.210206160193431,12.166552198987205
4200,12.24113723252833,12.216264314615744,12.217579791567639
4300,12.266507946195443,12.30897021022744,12.311045345668779
4400,12.36491754808858,12.321846464653806,12.358785759921892
4500,12.408537166551568,12.41759617595898,12.381954876235847
4600,12.43202596786677,12.474460090311574,12.497666242818799
4700,12.47806373881052,12.487882982041627,12.530065104084718
4800,12.570921593374177,12.573515861914135,12.56337223121759
4900,12.618848571645655,12.616965706127116,12.597736573458816
5000,12.671116883149796,12.683463910975547,12.691928904172617
