milliseconds,P1,P2,Target
0,9.996609555335318,10.007515237113317,10.029025516013885
100,10.087861932781433,10.023385439717996,10.014481329680123
200,10.07632374592272,10.06614249567285,10.067186543180185
300,10.150574714056795,10.12116519104913,10.173095611263713
400,10.24154939706881,10.19882750858158,10.208751456273527
500,10.275105537882796,10.269811245499023,10.240825417112953
600,10.314555546792853,10.315123497965288,10.33423366094997
700,10.382168739637375,10.353551506835059,10.34292710726064
800,10.402244928576732,10.42255747981204,10.445969866660965
900,10.476649668568033,10.447930908004423,10.50682317650666
1000,10.504054465646181,10.534751189239687,10.513295859445707
1100,10.551353947351673,10.593445003871746,10.603328771114318
1200,10.612969482518194,10.625203849265983,10.673949833566216
1300,10.695583423117238,10.698792704878931,10.705850483154688
1400,10.706499984516025,10.75985105626836,10.709106354301142
1500,10.830518031366555,10.78450374417148,10.774062333157358
1600,10.857768930614169,10.883848555631673,10.808340457986935
1700,10.892110475054018,10.888469927605858,10.879237909067996
1800,10.989355703095955,10.93402898484185,10.956818487842634
1900,11.017502981193905,11.025678227784347,11.039995307104354
2000,11.064902402736372,11.05882936327378,11.027854436115938
2100,11.116586370962912,11.1297046281717,11.101021337752906
2200,11.173249833931171,11.151155275005484,11.20180272852996
2300,11.230731860071499,11.234572263211438,11.235635846210739
2400,11.266326772596642,11.248240438967217,11.282497913050136
2500,11.33774672486272,11.290641649031942,11.318233245714769
2600,11.411042367043494,11.360151180582836,11.385616984589763
2700,11.401416121515922,11.433084049459355,11.403372663850035
2800,11.487018736099682,11.507519239988682,11.50261258088386
2900,11.522513351153064,11.557898200862002,11.531959513448948
3000,11.621261443952212,11.561659576746333,11.60552983302691
3100,11.65718869899844,11.683093085316218,11.61286685483119
3200,11.72595607891668,11.683335677788811,11.670481284308226
3300,11.741978022211113,11.757982117140227,11.75875121817578
3400,11.8314838547082,11.817453695233391,11.79024885255999
3500,11.834705631929998,11.883336987888281,11.877208212235567
3600,11.913998977443347,11.91479552430501,11.91308419826766
3700,11.958476283628768,11.978443333451295,11.9465449833449
3800,12.033558002211224,12.01332809280283,12.045556923158824
3900,12.103990193232256,12.053026662026976,12.116668150880205
4000,12.12151458425985,12.169811840343797,12.14045812516335
4100,12.174037534018698,12.177238312059144,12.216344001821149
4200,12.279210919358253,12.210916999436678,12.242664036362365
4300,12.307783416904856,12.263470268092853,12.332751735459054
4400,12.351355949217716,12.33613376720563,12.361232011020475
4500,12.435922418093485,12.370791749794492,12.400779018446872
4600,12.471954942684759,12.478974225878618,12.442366640154331
4700,12.508037097146293,12.515574826949257,12.49188283559255
4800,12.578273070365286,12.537188150055986,12.605552441226656
4900,12.617488314076024,12.631742028255871,12.592933865881106
5000,12.678866189123799,12.668140288028825,12.648079562330404
