milliseconds,Tumor,IL2,Immune_cells
0,1.0,0.0,0.0
100,1.018162974614416,6.55030185261772e-07,0.003526413484592444
200,1.036655839157615,2.063603430707201e-06,0.007106313728218573
300,1.0554845852550527,3.809421634610794e-06,0.010740703844646853
400,1.0746553133161632,5.741788019472728e-06,0.014430605066103957
500,1.094174234543905,7.807825031494616e-06,0.01817705707827631
600,1.1140476729467264,9.99074928141832e-06,0.021981118355725596
700,1.1342820673870946,1.2287121431934413e-05,0.02584386650339917
800,1.1548839736672343,1.4698526831643036e-05,0.02976639860434472
900,1.1758600666534904,1.7228550162963016e-05,0.03374983157386329
1000,1.1972171424370355,1.9881534021655467e-05,0.03779530251972212
1100,1.2189621205351464,2.266227092352702e-05,0.04190396910913039
1200,1.2411020462853422,2.5575872897998554e-05,0.046077009967867864
1300,1.263644092948677,2.8627667873126126e-05,0.05031562503092631
1400,1.2865955638321573,3.1823179483141304e-05,0.05462103589633994
1500,1.3099638948527352,3.516813507292221e-05,0.05899448625263142
1600,1.333756658451157,3.8668491883080934e-05,0.06343724253129457
1700,1.3579815628507523,4.23304291984246e-05,0.0679505937832259
1800,1.3826464590985958,4.616037292162179e-05,0.07253585285256822
1900,1.4077593336326042,5.0164966026666154e-05,0.07719435513756012
2000,1.4333283282829183,5.4351143048541506e-05,0.08192746192500329
2100,1.4593617206595608,5.872605561199385e-05,0.08673655712065281
2200,1.485867963094033,6.329719883930265e-05,0.09162305374125024
2300,1.512855634273323,6.807226135552004e-05,0.09658838585132778
2400,1.5403334596907314,7.305918751167943e-05,0.101634011972609
2500,1.5683103582186044,7.826636642234583e-05,0.1067614228482836
2600,1.5967953788088438,8.370238541045536e-05,0.11197213089017552
2700,1.6257977511318933,8.93762056830525e-05,0.11726767862091901
2800,1.6553268761647322,9.529714132381956e-05,0.12264963710485456
2900,1.6853923226774536,0.00010147483785188337,0.12811960536230704
3000,1.7160038323265512,0.00010791928029977533,0.13367921121870935
3100,1.747171328014735,0.0001146408460179933,0.1393301126982929
3200,1.7789049053968096,0.00012165027941712423,0.145073996608035
3300,1.811214847836644,0.00012895873102128054,0.15091258103117797
3400,1.8441116334816223,0.0001365778506045324,0.15684761650672824
3500,1.8776059159744527,0.00014451960952294543,0.16288088281370486
3600,1.911708539728061,0.00015279641643772859,0.1690141915177622
3700,1.9464305383640566,0.0001614210950473361,0.1752493857108412
3800,1.9817831793248788,0.0001704072145522003,0.18158834744894736
3900,2.017777905188235,0.000179768635054622,0.18803298796801468
4000,2.0544263711329886,0.0001895197785140122,0.19458525393025705
4100,2.0917404567545805,0.00019967562354439704,0.20124712939413503
4200,2.1297322510857923,0.00021025172387987274,0.20802063331683088
4300,2.16841406599308,0.00022126420358955655,0.21490782178782877
4400,2.207798430292483,0.00023272971986780397,0.22191078704798972
4500,2.2478981089870915,0.00024466559881464384,0.22903166069662906
4600,2.288726094958654,0.00025708979356978335,0.23627261230653818
4700,2.3302956139248234,0.0002700209408832867,0.24363585025047957
4800,2.372620132718274,0.0002834783110305985,0.2511236230813277
4900,2.415713364027585,0.00029748195643280556,0.25873822032272487
5000,2.459589269268464,0.00031205269070563293,0.266481972947711
