milliseconds,V,n,s1,s2
0,-38.237417696911905,0.04601306893627315,0.10853005490892358,0.43410636015458753
100,-38.21210949251057,0.0460524237662742,0.1086350996021913,0.4341070001613861
200,-38.21252633442221,0.04612516855458063,0.10855435649373879,0.43410703230176484
300,-38.20090723852618,0.046234851313412394,0.10866288185023061,0.43410819916845284
400,-38.1518721320394,0.0463574555203518,0.1088035209323331,0.4341080889767853
500,-38.17598610429974,0.046380530204705776,0.1088800510437878,0.4341090082217461
600,-38.15845567316922,0.04635502608095536,0.1090548822110651,0.43410917417136285
700,-38.11566784176088,0.04657135557700003,0.10897758652396677,0.434109132024827
800,-38.11863083493372,0.046479958967723174,0.10907817179531214,0.4341095030506594
900,-38.07457978275899,0.04657526260729541,0.10934335811723242,0.4341103363880769
1000,-38.06698292457055,0.04676318195570065,0.10928623330060201,0.43411153784590245
1100,-38.053102389199914,0.04669744340592381,0.10935077222608117,0.4341108302299305
1200,-38.04119485197839,0.046907121679360696,0.1096074129521248,0.43411250818452357
1300,-38.03072925208032,0.04682896687736294,0.1096865242307557,0.43411275850879194
1400,-38.009167501507804,0.046875081311218585,0.10969044755561509,0.4341127197722647
1500,-37.99695210351705,0.04696678717773656,0.1096745299692413,0.43411337298970953
1600,-37.95717982340489,0.04704319652417856,0.1099848650076975,0.4341133683760681
1700,-37.954258363906035,0.04712009391166481,0.1099981804697492,0.43411480532920793
1800,-37.91232135096275,0.047287498905924506,0.11016020760790475,0.4341145815355485
1900,-37.91143338211217,0.047232642171275985,0.11021603437991102,0.43411473143516954
2000,-37.87681904494418,0.04743740244951478,0.11023500479443274,0.4341158446237847
2100,-37.84810204907863,0.04743563130332995,0.11039761207386975,0.4341163661870031
2200,-37.85679848709245,0.04750683168066333,0.11035183174517424,0.4341161039395377
2300,-37.84596647012499,0.047521528751878414,0.11058914679284962,0.43411729857128656
2400,-37.80093417925899,0.04767902527274243,0.11065048078558691,0.4341182453169833
2500,-37.779739064272235,0.04764346729185399,0.11074110104095952,0.4341184380247063
2600,-37.77162565057787,0.047773476990657565,0.11080921561093329,0.434118104727288
2700,-37.77651241651491,0.04780829719536329,0.1109237707502416,0.4341196367825162
2800,-37.763620605437204,0.047984254170090224,0.11081501784888462,0.4341189250528607
2900,-37.70262457328862,0.04797088961473947,0.1109179931438715,0.43411962436242746
3000,-37.68716604542563,0.048088361126570695,0.11099146378778273,0.4341204901202039
3100,-37.68957261331682,0.0481644839829864,0.1110709825893879,0.43412062236350524
3200,-37.656380704186915,0.04823469324433326,0.11138089085839416,0.4341219872133737
3300,-37.64003874151386,0.04823215197209253,0.11126049314226226,0.43412196587115864
3400,-37.613136745322095,0.04835580957877217,0.11135729198312996,0.43412200880846763
3500,-37.601881985151444,0.048423884154207654,0.11146157529411772,0.43412277380796943
3600,-37.595636708652535,0.04851876024238564,0.1116783756646434,0.43412293547747105
3700,-37.579833825488684,0.04854628004064989,0.11159785421159987,0.4341240537015828
3800,-37.550867436518395,0.04865303005838675,0.11167467119510154,0.43412444309978016
3900,-37.53428586030214,0.04862862149005764,0.11176897382494125,0.43412526635029697
4000,-37.494750443167156,0.04874107290327242,0.11185534870154522,0.4341258237541153
4100,-37.47460066643033,0.048819290742903,0.11215652315768422,0.434125016680406
4200,-37.49214385809496,0.048860910468569434,0.11207684845134758,0.434126546755412
4300,-37.444540022185286,0.04903458211997068,0.11221600149069795,0.4341271480621151
4400,-37.42533521537624,0.04915343044580305,0.11221994166072125,0.4341270485274269
4500,-37.43549495939311,0.04913624656162492,0.11242241086549386,0.4341282114602675
4600,-37.373007379635496,0.049316551228179094,0.11254462412080153,0.4341279664204059
4700,-37.35559775941938,0.049254826345790544,0.11251765832054146,0.4341285099827227
4800,-37.34867370793506,0.049452454176725995,0.11275225634799607,0.43412849906966844
4900,-37.31311648538952,0.04939555713783424,0.11273710728013574,0.43413003487392515
5000,-37.318312215552496,0.04946065191144448,0.11291456045274129,0.4341297683555906
