milliseconds,V,n,s1,s2
0,-41.809404595861395,0.033992843221601364,0.09866339911082002,0.43398192470907615
100,-41.79873842267582,0.034035891627587085,0.09864590892556295,0.43398213096819416
200,-41.77992751338497,0.03408172291465502,0.0986495807929288,0.4339822137868
300,-41.78916493726716,0.03413420430901046,0.09862794300210188,0.4339823577808757
400,-41.78305650491769,0.03415223593933995,0.09862029655684187,0.4339826089008246
500,-41.76251810947801,0.034161627198031765,0.09861621434595441,0.433982722132946
600,-41.765117782290794,0.03422046827690384,0.09862515019710345,0.43398293898908974
700,-41.73914858770719,0.03419522276564659,0.09861070566302343,0.43398316376506707
800,-41.727293447172606,0.03424252948103482,0.09858966336790788,0.4339833111643099
900,-41.733652538963256,0.034295126136531205,0.09859693784268189,0.4339834571568743
1000,-41.732796721399076,0.03433441854566399,0.09857784212661701,0.43398361180067807
1100,-41.72011175798769,0.03436620696574083,0.09859318438605845,0.4339838689537654
1200,-41.699570784024694,0.03432615966706411,0.09858587846344538,0.43398406754620633
1300,-41.69653814147729,0.034363772755224925,0.09857853010645576,0.4339842601876512
1400,-41.689165263338964,0.034440659556407134,0.09855065213569106,0.4339844182350247
1500,-41.676184732115814,0.03447085373687754,0.09854278399209947,0.43398467496369525
1600,-41.66913591601829,0.03448665921788893,0.09855640993326219,0.43398495889251715
1700,-41.654294163359005,0.03453735871796172,0.09855199641427966,0.4339850706292505
1800,-41.657908858335105,0.03456443487289086,0.09854717702591416,0.4339853759290262
1900,-41.644776761967144,0.034546103991859194,0.09852010380650059,0.4339856166784151
2000,-41.62471313443222,0.03459875485321717,0.09852415572352147,0.4339858496974788
2100,-41.631382889531885,0.03459256563120054,0.098517552843796,0.4339860259697743
2200,-41.619369918161794,0.034632546914327,0.09849890506390675,0.43398634733263625
2300,-41.61329243805158,0.034666894793764474,0.09849695756295725,0.43398654548372984
2400,-41.59114563991378,0.03467991511725287,0.09849744008840444,0.4339867554372523
2500,-41.597924209782775,0.0347200369667728,0.09849917742148222,0.4339871175583736
2600,-41.5904132964361,0.0347841540050923,0.09849149910549279,0.43398723327681954
2700,-41.57697320084174,0.0348215205269413,0.09847402900788066,0.4339874779506541
2800,-41.549635767616195,0.03482939857054792,0.09846956311131169,0.43398779367324114
2900,-41.55845795504479,0.03483319557207496,0.09847497745999614,0.4339880963799308
3000,-41.544818088380225,0.03490300148220257,0.09846027352949874,0.43398830404166333
3100,-41.5368428620796,0.03493741775137988,0.09845846727089562,0.4339886523266512
3200,-41.52726317438171,0.034918419495169155,0.09845096063243293,0.43398888557936516
3300,-41.51509247473592,0.034987149155779766,0.09845496126645638,0.43398917176206825
3400,-41.50057693888595,0.034997748838741204,0.09845464474413795,0.4339895379251134
3500,-41.49201107557154,0.0350269601718124,0.09843333208046093,0.43398972909897465
3600,-41.47639637474332,0.03505524143650595,0.09842848642502014,0.43399010333410987
3700,-41.4709350384258,0.035053799276377105,0.09843577573042468,0.4339903982338668
3800,-41.45750186734042,0.035085599202218494,0.09841425118473232,0.43399061389878396
3900,-41.47217264652784,0.035128553899861435,0.0984306988770921,0.43399090766790516
4000,-41.45871197517704,0.03512687362302276,0.09840274191634743,0.4339912019336104
4100,-41.433913187661624,0.035168483946002034,0.09842152255351314,0.4339914984995651
4200,-41.42170932963337,0.035198509561035846,0.09841342155137987,0.4339918210430314
4300,-41.42367705784166,0.035260613831504146,0.09839719373040558,0.43399218395153133
4400,-41.41074083350724,0.035249873033561904,0.09840099873355768,0.4339924111684332
4500,-41.39218031460669,0.03527834813758671,0.09839829849600013,0.4339927242812975
4600,-41.38796517550682,0.03538010601801169,0.09839137729555116,0.43399306944417115
4700,-41.39504828635998,0.03539582047166518,0.0983874875333058,0.4339933488767773
4800,-41.38097123243181,0.035383686530982686,0.09837329674831424,0.4339937122527572
4900,-41.369304517263785,0.03546015179024853,0.098383579965692,0.4339940017766867
5000,-41.347053666417345,0.0354654820245461,0.09837666323552614,0.4339943620129478
