milliseconds,V,n,s1,s2
0,-42.62678156804422,0.03140996835446037,0.09951355999889684,0.43398702989124854
100,-42.60967723938929,0.031407658961303826,0.0995031656597888,0.4339865996477722
200,-42.594689046768316,0.03138980230362008,0.09951506653822022,0.43398638698741043
300,-42.59638785703218,0.03144831109743463,0.09948328605697473,0.4339860344950253
400,-42.59302055212163,0.03150339522806067,0.0994685014480173,0.4339864214197979
500,-42.58071800684493,0.03150603692064856,0.09948490256861538,0.4339859500519926
600,-42.5646309448021,0.03153250277820175,0.09947402666434053,0.4339858974448838
700,-42.57412048953709,0.03154088382891492,0.099460220663668,0.4339853902105013
800,-42.55114871124534,0.031575697309247655,0.09945220117030822,0.433985024530243
900,-42.54327501357213,0.031605830971700624,0.09944643549894443,0.43398509075236513
1000,-42.55070909734524,0.03166333025042192,0.09941843074060608,0.4339847313606852
1100,-42.54654393015751,0.03168866967796287,0.09940593281980299,0.43398464031403733
1200,-42.53855540674666,0.03166151224284345,0.09940941010784955,0.43398462036263513
1300,-42.51899611792693,0.03170429566573143,0.09940199846603982,0.43398423234673844
1400,-42.5114058422867,0.03170109795938872,0.09940170625547869,0.4339843061952609
1500,-42.50546533913687,0.031780380418462255,0.099379074546667,0.4339837601504806
1600,-42.49223453329209,0.031816950758475154,0.09936005731833408,0.43398377518854
1700,-42.482482293545424,0.031823337303087146,0.0993575714596775,0.43398365858229054
1800,-42.48047511663439,0.03183545140027253,0.09934934355319762,0.4339838088106787
1900,-42.47326201977273,0.03187221523962474,0.09932815932034565,0.43398352000476165
2000,-42.471445183028685,0.03188678594415536,0.0993268439883575,0.43398286255652724
2100,-42.45387336811215,0.0319080399613894,0.09931931923422307,0.4339829815599035
2200,-42.44384792141896,0.031969295532469334,0.09931809537387964,0.4339824845703774
2300,-42.43735239160139,0.03193724333149563,0.09930072157706574,0.43398258355187225
2400,-42.423011332946096,0.032002839048507065,0.09929025639733344,0.43398244915580286
2500,-42.43680600282624,0.0320276669077297,0.09927563145113769,0.43398241746489286
2600,-42.42674288392499,0.03208347738736509,0.09927099481957537,0.4339823393479491
2700,-42.410608538351134,0.03205857001752757,0.09925800331646811,0.4339817458500816
2800,-42.40259515233305,0.03210750170370084,0.09926176605768164,0.433981714194231
2900,-42.40476124710862,0.032165144565379396,0.09926413060960651,0.4339817919704291
3000,-42.3870295309431,0.032167909174380185,0.09923131410082582,0.43398153402771156
3100,-42.381342926525996,0.032191499338920855,0.09922687598218545,0.43398137420257266
3200,-42.371300812012585,0.03221498530538219,0.09923198566382993,0.433980979881378
3300,-42.35379035640836,0.03226950543439163,0.09921402186682064,0.4339811980368531
3400,-42.36353392985969,0.03229336721035555,0.09920680986366384,0.4339814859383831
3500,-42.34121991532601,0.03230729252646981,0.0992030759960845,0.4339812981344988
3600,-42.335025805860624,0.03228844597706586,0.09917892979373279,0.4339807558642895
3700,-42.33043790483256,0.03232218683976249,0.0991869209978555,0.43398113308989894
3800,-42.31817991881348,0.03236221742520477,0.09915895827819901,0.4339803264303826
3900,-42.30910229883337,0.03239842430963909,0.09915519151562628,0.4339807930529336
4000,-42.31079814788741,0.03240785221276067,0.09915684566181258,0.43398015420761743
4100,-42.297011201125066,0.0324490895458706,0.09915429508056035,0.43398058413156143
4200,-42.2920329423304,0.032459126795606606,0.09913322048238102,0.43398056204649227
4300,-42.2791991392704,0.03248759417735866,0.09911166331721649,0.43398006451891374
4400,-42.269855484096084,0.03256352736600359,0.09912522379058585,0.4339801588338011
4500,-42.25867707060794,0.03253782846697169,0.09911942591311937,0.4339803668533877
4600,-42.26135499016793,0.03255938023330994,0.09909280603522132,0.43397977177584857
4700,-42.24060101687829,0.03258046878070423,0.0990792481190581,0.43397988140897586
4800,-42.23789034264711,0.03263353909903535,0.09907883095288085,0.43397950728067175
4900,-42.22811508812584,0.0326572573453841,0.09906354989172468,0.433979908012549
5000,-42.229959805912046,0.032689947270890314,0.09907345971954008,0.43397993709563515
