milliseconds,V,n,s1,s2
0,-40.86207509287826,0.03704555103515128,0.09838117031023198,0.43401390049823163
100,-40.86331585716766,0.037087720880162225,0.09838481776848072,0.4340145605109424
200,-40.84642294297276,0.03709583832284753,0.09839095639080432,0.434014368674833
300,-40.838326433787586,0.03712296083756394,0.09839906604452774,0.4340153960789035
400,-40.81215909953215,0.03716855747815222,0.09840389420456994,0.4340157433549799
500,-40.812099539584715,0.03723249960315082,0.09840977495567294,0.4340161178772404
600,-40.79596485942741,0.037261600699114585,0.09841647751593137,0.4340159127314679
700,-40.791965998193,0.037302198693434124,0.09842262733083598,0.4340171550731212
800,-40.78768731123398,0.03732900638975981,0.0984309540387812,0.43401683079234754
900,-40.77761999561903,0.037296830332144995,0.0984382198224363,0.4340178354246997
1000,-40.763077631141826,0.037336534908553896,0.09844566918776324,0.43401748290286707
1100,-40.76409035130876,0.03736365182473723,0.09845697841947547,0.4340180160375933
1200,-40.74955295300157,0.03744231175386633,0.09846327630037874,0.4340186742018855
1300,-40.72007395734085,0.037500298741823854,0.09847258711122978,0.4340190002654719
1400,-40.71803064517185,0.037459810328769994,0.09848179979244943,0.4340195341232585
1500,-40.70045948604487,0.03758004342475536,0.09849256798104089,0.43401999523477497
1600,-40.6972855910261,0.03759594132041121,0.09850232966769037,0.4340203286828562
1700,-40.6859634265258,0.037574689636591496,0.09851183524313753,0.434021358535047
1800,-40.66669870696846,0.037654882117648315,0.09852245124636179,0.43402205453096293
1900,-40.66835761078347,0.037709476723455655,0.09853223750479256,0.4340217660975257
2000,-40.65228628196755,0.037673130819700855,0.09854284316919183,0.4340221772758463
2100,-40.638674714550085,0.03774571333640783,0.09855571583706317,0.43402305947553943
2200,-40.64080215374947,0.03774442399140252,0.09856865073767689,0.4340228962720389
2300,-40.62994771973385,0.03780755884111103,0.09858023527471864,0.43402332653270564
2400,-40.618797331295234,0.03788464327918609,0.0985926551476575,0.43402370463710765
2500,-40.59032841446089,0.0378485559784765,0.09860565808715208,0.43402498179794335
2600,-40.603881797652434,0.037898386545203576,0.09861873814062258,0.4340252772149053
2700,-40.56710533851334,0.03794907788520205,0.0986328672175818,0.4340249770556976
2800,-40.56376537478955,0.03798425627158567,0.09864684819162142,0.4340263072550452
2900,-40.56563472555828,0.03802567781433154,0.09866183103848342,0.4340265587786196
3000,-40.55436682560738,0.038098479381167345,0.09867705413805593,0.43402670062985776
3100,-40.53584289809334,0.03806322575555216,0.09869317446579576,0.4340271439179894
3200,-40.51004319713553,0.03809405874385414,0.09870733568997313,0.4340278573277002
3300,-40.499793155777056,0.03812941319078473,0.09872581074336975,0.4340280830652553
3400,-40.502567829002004,0.03817742699258135,0.09874303590116407,0.4340284360368177
3500,-40.50464711215567,0.038224992176243776,0.09876054951557385,0.4340289399417834
3600,-40.47417148455727,0.03829527815366192,0.09877733998338946,0.43402972363315
3700,-40.482103685459066,0.038361862917622,0.09879318238472053,0.4340297856322332
3800,-40.45054575475249,0.03835994537625745,0.09881456519219765,0.43403008066491783
3900,-40.437609140019774,0.03840777497122715,0.09883095016271821,0.4340311492056844
4000,-40.43625309714563,0.03843028300400048,0.09885266404599592,0.4340310085919821
4100,-40.434373331459334,0.038423604845237234,0.09887131976347416,0.4340314050478327
4200,-40.42059830164082,0.038473843982235106,0.098892371932195,0.4340323691434307
4300,-40.402816313390815,0.0385373903280592,0.09891149560773337,0.43403284677954135
4400,-40.38616891106163,0.03861583135000278,0.09893268638888786,0.43403322145450374
4500,-40.386879837207445,0.038587029515430096,0.09895471592620317,0.4340335708607966
4600,-40.367910336393734,0.038613031936371285,0.09897633347036007,0.43403409124129616
4700,-40.34298998166995,0.03866606687204574,0.09900038716020483,0.4340341682404262
4800,-40.34496441161181,0.03875585719362705,0.09902208095035961,0.4340351661681143
4900,-40.34151023020492,0.03872920469362974,0.09904860282242545,0.43403596655303345
5000,-40.32824065663036,0.03878625315672569,0.09907248193247149,0.4340361784484264
