milliseconds,V,n,s1,s2
0,-39.71616903299679,0.04084610946380469,0.10100748170424781,0.4340593709112394
100,-39.68799882970185,0.04084750535741064,0.10109087168971458,0.4340598659577488
200,-39.67353481127044,0.040901897619718255,0.1010796499974299,0.43405954898902527
300,-39.667344993601375,0.041018742305455116,0.1011512601762105,0.43406095945298945
400,-39.67639516367696,0.04095332711275994,0.10121998524953436,0.43406129277457056
500,-39.65879073963817,0.040995225632461135,0.10125621063171837,0.4340611530785926
600,-39.62952097742391,0.04105625064751635,0.10137391157262812,0.43406226777632545
700,-39.61473929377658,0.04109155155272941,0.1013935352831711,0.4340618276686847
800,-39.62219658543652,0.04118053001709053,0.10148863654892065,0.43406337809136364
900,-39.58901078116322,0.041287047327346414,0.10156899428427416,0.4340628898563591
1000,-39.58784339871134,0.04122839920834436,0.10159038624029723,0.4340645233116471
1100,-39.587885008274746,0.041341290731906934,0.10161763063515666,0.43406420945516355
1200,-39.5478392466848,0.0413095876192728,0.10175028073028826,0.43406468039505325
1300,-39.53033983450995,0.04137839180444009,0.10177069642115036,0.43406477536571386
1400,-39.532191433860824,0.04141647212859706,0.10177217494328925,0.4340654456217388
1500,-39.524237911431854,0.0415121450134016,0.10190409007066999,0.4340664072387926
1600,-39.49945916004277,0.04156258391814336,0.102004850272034,0.4340669918520718
1700,-39.49865807803873,0.04159552185655266,0.10201456095779281,0.43406782234167585
1800,-39.47882466486461,0.0417003783816267,0.10203624649968736,0.43406754054288044
1900,-39.45547354931071,0.04174431162329846,0.10216833531789685,0.4340685165517371
2000,-39.45638727994787,0.041725679877934976,0.10218687054075763,0.43406866272143513
2100,-39.43694123139884,0.04175401651569378,0.10226900898129605,0.43406858346675536
2200,-39.40650219328938,0.04186864976342991,0.10231924159561878,0.4340690769285025
2300,-39.42679235936974,0.041872922992590086,0.10240819925508003,0.43406996602606057
2400,-39.40437873946954,0.041972455714080516,0.10251607716506866,0.4340707794588332
2500,-39.371781638439884,0.04192595490036896,0.10251458122453998,0.4340706467211942
2600,-39.35141326708807,0.04199022821964958,0.10259798740045008,0.4340712031170093
2700,-39.3623515958208,0.04209206090718194,0.10261809007662129,0.4340720092040022
2800,-39.35304958090555,0.04211320254342753,0.10269528702534056,0.4340728482723451
2900,-39.332284029131706,0.04211955550725471,0.10277432834721068,0.4340733659598249
3000,-39.311731046168376,0.042229210478737914,0.1028967135737217,0.4340732829649652
3100,-39.2974547869237,0.042265318149962774,0.10292870910227253,0.4340741974150061
3200,-39.271788882711135,0.04225934002368948,0.10295679289354577,0.4340746865287564
3300,-39.26077253426482,0.04240016869095846,0.10309943587466344,0.4340751997296246
3400,-39.25150347053521,0.04240281209405427,0.10315701761424623,0.43407551094999924
3500,-39.24014312999481,0.042483058327993845,0.10318785209089323,0.434075152813584
3600,-39.22141644581053,0.04245006026155611,0.10328111182393222,0.43407557623138227
3700,-39.2312767915528,0.04259669756670606,0.10333116629957295,0.43407618262342534
3800,-39.20494920991695,0.04262422922180448,0.10346999505591908,0.4340775440557324
3900,-39.1928761290493,0.04264657433630923,0.10356387420701978,0.43407739760261577
4000,-39.18774195318433,0.04265975229610789,0.10357952746286295,0.4340774678328097
4100,-39.16559772747078,0.04277166414575665,0.10364036796182834,0.4340790931364953
4200,-39.159013110413795,0.04283452918783934,0.10369943500607713,0.43407883545207643
4300,-39.11648069473928,0.042879981798466256,0.10384206048622431,0.4340792077197625
4400,-39.128679511409715,0.04292191060745157,0.10392712605239099,0.4340800440906294
4500,-39.09668252896978,0.04294770053411258,0.10394064862894249,0.43408072549132076
4600,-39.079791985586695,0.043029313037152676,0.10404959180237228,0.4340804284333541
4700,-39.06949169465501,0.043105380664593816,0.1040806934328087,0.43408168906664696
4800,-39.05813557553676,0.04306999710803966,0.10413411188159384,0.4340822448082832
4900,-39.05912589268404,0.04319340968643988,0.1042385939851544,0.43408239843120755
5000,-39.04034296624458,0.04317858619282513,0.10436713077669997,0.43408340827628883
