milliseconds,CaI,IP3,CaS,g
0,0.1,0.05,1100.0,0.0
100,1.2045536855814778,0.05451678268258283,1098.8954463144187,-0.0019999995294249463
200,2.2701584282444083,0.059623809860496625,1097.8298415717557,-0.003999988514994943
300,3.2657326772694435,0.06519270364820517,1096.8342673227305,-0.005999925097386465
400,4.172978428173701,0.07108899785219985,1095.9270215718261,-0.007999725088718594
500,4.985953795264155,0.07718493588665193,1095.1140462047356,-0.009999271347630997
600,5.707977741769811,0.08336853352320978,1094.39202225823,-0.011998432908163863
700,6.347952918163528,0.0895477722440033,1093.7520470818363,-0.013997082106062332
800,6.917375759477598,0.09565121175028417,1093.1826242405223,-0.015995104002772303
900,7.428343343112527,0.10162649758900562,1092.6716566568875,-0.017992398335724663
1000,7.89237776744319,0.10743780180231495,1092.2076222325566,-0.019988876496321542
1100,8.319845783102242,0.11306294627933394,1091.7801542168975,-0.02198445609313747
1200,8.719744313543963,0.11849060216374155,1091.3802556864557,-0.023979054900631784
1300,9.099699218643936,0.12371795317837762,1091.0003007813555,-0.025972585581077266
1400,9.466068776032355,0.1287484886693643,1090.6339312239672,-0.02796495052748518
1500,9.824106589741245,0.13359023202980175,1090.2758934102583,-0.029956037491445507
1600,10.17814921642865,0.13825439227450959,1089.921850783571,-0.03194571575430186
1700,10.53178456091095,0.14275434866308934,1089.5682154390888,-0.03393383257903503
1800,10.888006990108714,0.1471049131930558,1089.211993009891,-0.03592020989084231
1900,11.249374168976331,0.15132163152833644,1088.8506258310235,-0.03790463979810295
2000,11.618145698318225,0.15542029805498025,1088.4818543016818,-0.03988687920284067
2100,11.996386890844697,0.15941674174006193,1088.1036131091553,-0.04186664415776279
2200,12.386053058166672,0.16332673505985207,1087.7139469418335,-0.04384360303731156
2300,12.789071000852472,0.16716591285740176,1087.3109289991476,-0.04581736768079459
2400,13.20741685969316,0.17094973174765934,1086.8925831403067,-0.047787481081067326
2500,13.643185992531983,0.17469351203794006,1086.456814007468,-0.04975340188271889
2600,14.098676380516032,0.1784123244429111,1086.0013236194839,-0.05171449631605488
2700,14.576424004967697,0.18212138995081661,1085.5235759950324,-0.05367000296968069
2800,15.079289599499845,0.18583602178140698,1085.0207104005,-0.05561901121868312
2900,15.610512058408307,0.18957193756632237,1084.4894879415917,-0.05756042288103385
3000,16.173813751892528,0.1933454045559608,1083.9261862481076,-0.05949289640999453
3100,16.773486337129242,0.19717340784201126,1083.3265136628709,-0.061414787206621496
3200,17.414501355537865,0.20107386231382393,1082.685498644462,-0.0633240721985807
3300,18.102666160982118,0.20506590028477756,1081.9973338390178,-0.06521821180660942
3400,18.84476002689542,0.209170169440799,1081.2552399731046,-0.0670940132612043
3500,19.648721050977358,0.21340915775702224,1080.4512789490225,-0.06894744159962758
3600,20.52393778845202,0.21780760915086003,1079.5760622115477,-0.07077326313247502
3700,21.481462424809127,0.22239283270663432,1078.6185375751907,-0.07256476050275051
3800,22.534445461065655,0.22719525836529025,1077.565554538934,-0.07431299258188111
3900,23.698469433863863,0.2322489584656499,1076.401530566136,-0.07600604333556808
4000,24.992071759479263,0.2375921159149639,1075.1079282405208,-0.07762784074662664
4100,26.43734667278539,0.24326753889121563,1073.6626533272147,-0.07915638135385286
4200,28.060616559785352,0.24932326025807572,1072.0393834402148,-0.08056110362349644
4300,29.89325549557396,0.25581299155870096,1070.206744504426,-0.0817989530040383
4400,31.972568145516806,0.2627964840079911,1068.1274318544833,-0.08280848604212009
4500,34.342769918597,0.27033972124627836,1065.7572300814033,-0.08349979667897496
4600,37.05592083299053,0.2785146974941612,1063.0440791670096,-0.08374035838850483
4700,40.172822276408084,0.2873985943913266,1059.9271777235922,-0.08333201008127875
4800,43.76354142957783,0.29707227371009476,1056.3364585704223,-0.08197437148368854
4900,47.907200463596894,0.30761760835603247,1052.1927995364033,-0.07920553592984189
5000,52.69036036605007,0.31911354600653846,1047.4096396339503,-0.07431270762039587
