milliseconds,S,V,V_e,I,R
0,0.9406264590955341,0.05724970942117312,0.05710312348325149,0.0010052097243664565,-0.0009619330814949397
100,0.939798910519631,0.05699293629768041,0.057116461799813126,0.0015135410908139995,0.0008006871036035616
200,0.9393776208209986,0.05751200243277095,0.05774309661236599,0.0016302193851105424,0.0016334481099691644
300,0.9393146155005112,0.05832425120100031,0.059425694130436565,0.0012507861710207152,-0.0007135900643739899
400,0.9367999554575379,0.05945907822332029,0.0600158497626357,0.0014424086279775693,0.0003995029458068967
500,0.9355274720140893,0.060987901049815836,0.059641871770159824,0.0017861448434222053,0.0016478992234066295
600,0.9339758762521775,0.06156074796635618,0.06029934187145763,0.001342591970517412,0.003408760186872728
700,0.9324575612482696,0.061482450905248086,0.06187447534724208,0.0019780441319890265,0.0032078748734217163
800,0.9309252553344233,0.062204397186561206,0.06285912681598302,0.0015639547369384334,0.0037561146898758314
900,0.9346944537534739,0.06315325524627301,0.06314298247237918,0.0020454432367940515,0.001452134366728712
1000,0.9312021691610758,0.06429574844612923,0.06329500250569084,0.00214814040723512,0.003328394154461482
1100,0.9286548520400397,0.06480994178188688,0.06377877933216526,0.0019940920816935636,0.0036876351501390703
1200,0.9277869930542874,0.06538326723466348,0.06506554291589195,0.0025344715686884253,0.0035535580708139433
1300,0.9266952794591821,0.0655722072080084,0.06568789584055125,0.002581096321084474,0.0043707343053443195
1400,0.9255729279959635,0.06698107432959376,0.06589781813536173,0.0026809286760220525,0.004866448459566843
1500,0.9238397186015899,0.06682833198954839,0.06793684331900249,0.0027664327659669414,0.005336158105934728
1600,0.9237751999212934,0.06805086098602317,0.06815200545705115,0.0028385809484269713,0.006260379491379098
1700,0.9233753227034704,0.06787002969094812,0.06861318209183824,0.0029982752151319833,0.008293149191830064
1800,0.9191791988368528,0.06814900511766811,0.06854853066769079,0.003118022768709132,0.008390879667304845
1900,0.9186242309421809,0.06985757942887992,0.06896483742465583,0.0031489260155483497,0.009119902027699594
2000,0.9197898536275574,0.07011513645892868,0.07092828216874296,0.003318157796398818,0.009347637541227746
2100,0.918096425905139,0.07032248549687593,0.07026700662075543,0.003960268850061375,0.00908576812873922
2200,0.9148280940245506,0.07120004031893894,0.07167399014268945,0.004131790699812914,0.011336790537372427
2300,0.9153846183086942,0.0708777015579069,0.07258951226810968,0.003936971890561898,0.010048529489169443
2400,0.913673174463248,0.07245916395032788,0.07258673343845662,0.003923647789943692,0.012613745559814489
2500,0.9109341996757676,0.07194225786898714,0.07299203394321226,0.004769571737559,0.01495863457097082
2600,0.9069630159962278,0.07366602593173549,0.07374522128943499,0.004756596731749551,0.0150151306630174
2700,0.9060168192309036,0.07301313438842237,0.07389453726550836,0.004933956042501098,0.016802232758923622
2800,0.9033280981060221,0.0749191862782259,0.07543568662457015,0.004848542318935674,0.015548520355458192
2900,0.9033650309780801,0.07455238692943549,0.07480977853446646,0.005556717559801828,0.017282357472542725
3000,0.9020762673560595,0.07557285045974656,0.07632785870395173,0.0059551943253456675,0.019048704629816022
3100,0.8995240955334113,0.07504805109543945,0.07644570542431105,0.005861514640606008,0.018291232587166938
3200,0.8940155086197339,0.07575352917366332,0.07651900036022671,0.006498531817245783,0.02028419719628282
3300,0.8939547925728681,0.07614415857561063,0.0777215373649414,0.006470508226858058,0.021758504611903227
3400,0.8945386834909133,0.0772004249524206,0.07861749765955571,0.0065181353739001925,0.025380684212937904
3500,0.8889987514151807,0.07676955160825884,0.07880617350559124,0.0068101467831861925,0.026784386516085976
3600,0.8864711593350382,0.0775608833574492,0.07981585363150978,0.007056545407618773,0.026598518274190575
3700,0.8844641091682419,0.07881045823047696,0.07976769024759477,0.007813507234652349,0.028322858420943432
3800,0.8851451169007732,0.07903684830336258,0.08024377881261223,0.00824056872481337,0.03084494746601184
3900,0.8802979286367278,0.07848975239310788,0.08043270945143484,0.00802482912516015,0.03339989062271933
4000,0.8801237035041192,0.0797790380219083,0.08093206313753136,0.008986817072281529,0.03448658259544169
4100,0.8774562965547282,0.07896592951865082,0.0806899256909571,0.00901333238294639,0.036613529671861426
4200,0.8744577472084747,0.07993135300118269,0.0825150452008418,0.009156961863726028,0.03922870876692685
4300,0.8710727050628386,0.0796206560545793,0.08218831846011458,0.009558427456401744,0.040887893293177234
4400,0.8698081118803428,0.08026790098947065,0.0824734704674785,0.010441260889851879,0.04051890033384317
4500,0.8646997243011305,0.08103888689493902,0.08355898968096574,0.010832330886043635,0.04326863855591241
4600,0.8630912001517989,0.08100602312717305,0.08352086706860819,0.010891179543133173,0.04714367331947813
4700,0.8583828356072981,0.08207113709476518,0.08395586721908055,0.011213317682349335,0.05000186253667952
4800,0.8533326196896048,0.08182550090700942,0.08368726697650325,0.011746632350507914,0.0498458904675063
4900,0.8520169917113813,0.08178555598252014,0.08438322703874714,0.012233447245322732,0.05514270086825143
5000,0.8507814579875584,0.0829955173122754,0.08541869442643893,0.012558378961281601,0.05620589054754236
