milliseconds,S,V,V_e,I,R
0,0.9404682702899919,0.0559978832549998,0.056776450142084246,0.001234496721858033,-0.0014146759273902093
100,0.9438498318426749,0.057086555572712576,0.05649943480311112,0.0013607015523972982,-0.0012266580226368358
200,0.9388194199129947,0.057884119685984364,0.0576659638444973,0.0016777399996330121,0.000635737796185209
300,0.9372724782859574,0.058591566104307026,0.059305091635315416,0.0016014223670887213,0.001873988916377925
400,0.9377042950217716,0.060026644647526536,0.059430150729084016,0.0012917848800818128,0.001566898489674624
500,0.9362959135540857,0.06022329959903777,0.05948710766060311,0.0014681700593188152,0.0007735389017966441
600,0.9373429962533462,0.06092782465233162,0.060527704317387784,0.0013890281344730773,0.00043415740939855446
700,0.9340529697605046,0.061900738075497584,0.06236239460647127,0.0015983109471269681,0.0008471778332390901
800,0.9335595730860756,0.06264763872819305,0.0619139374096744,0.0017002106226199386,0.0028620512947868447
900,0.9311448573126585,0.06334274240790917,0.06368690885888874,0.0019334088713639855,0.0031292799295180498
1000,0.93095047951783,0.06379730781024948,0.0645640963588066,0.0018768724270694914,0.002443752878880507
1100,0.9270379710482337,0.0641694561000173,0.06413927767866319,0.002415437207800286,0.004659956575681043
1200,0.926589243680607,0.0651138977865002,0.0646591824948795,0.002072866234255285,0.0029186462436481455
1300,0.9265692513055567,0.06567239529542634,0.0660050265778707,0.002336525434616922,0.004839141605642246
1400,0.9246727229735392,0.06691883112503468,0.0673362402166968,0.0024745532394909353,0.006229266983883422
1500,0.9223514684304216,0.0662258038977717,0.06720183409953483,0.0027921541415861792,0.006098311486013712
1600,0.922694217311323,0.06772764920691134,0.06820532265550684,0.0025465406817146395,0.005152947886372545
1700,0.9205068211848523,0.06803532431412956,0.06809577314629299,0.002855410365638025,0.007619518388622604
1800,0.9214143869784389,0.06908215941819175,0.06910564662098444,0.0034470390366622664,0.007248370374896785
1900,0.9214767286832187,0.06963120027749559,0.06950941624704285,0.003008076768543998,0.009630216930764069
2000,0.9148420614111805,0.07010461341534661,0.07087592248838984,0.003211102247219758,0.010401515041578149
2100,0.9133444025000962,0.0706603541112727,0.07021400237303026,0.003891545701333465,0.010555530090439491
2200,0.9122752415233915,0.07089305019944975,0.07227979637347415,0.0036379436001425843,0.00956093054939773
2300,0.9155495643497652,0.07175669783137553,0.07139835106569205,0.003899938534396938,0.012293525552643703
2400,0.9122401860875141,0.07251009962896078,0.07280810779276489,0.004018682340841715,0.014049127575828246
2500,0.9087815102776612,0.07327446819803636,0.07251096192045679,0.0044944413788770825,0.012176399867456581
2600,0.9070364753373547,0.07389717996561457,0.07336815154159936,0.004748494408947237,0.013333188123458416
2700,0.9048139569107362,0.07346404253580452,0.07444267252992641,0.005000079454884143,0.01684859621231691
2800,0.9027562352994345,0.07453419181424144,0.07486181472552968,0.004952332370632087,0.016749317183099497
2900,0.9050512601564399,0.07389740593092231,0.07598286314378776,0.0054830448556953,0.018273516637454672
3000,0.9001451514170533,0.07485320344332713,0.07629096452907852,0.005304924431732608,0.01874098262623263
3100,0.8999085118884861,0.07569874791552973,0.07646111181887244,0.006139031470620524,0.020287248937897247
3200,0.8977195877528946,0.07614486264900072,0.0771967339821901,0.006343174244393317,0.020185973606522845
3300,0.8938962461028556,0.07654680336421338,0.07702912511792731,0.006769279237699427,0.021544347802929263
3400,0.8949510879675011,0.07688487317422725,0.07762792770360336,0.00684022936272818,0.024745931777081905
3500,0.8897508229344565,0.07733971390231022,0.07886124643870958,0.0067623104823885385,0.026181438311228752
3600,0.8865641062570587,0.07792994941898929,0.0790247357841567,0.007362694840045218,0.025714415216243434
3700,0.8843756020180707,0.07888367171168627,0.08036841279996053,0.007381120116423122,0.027815126393487072
3800,0.8838671090072484,0.07796020538700896,0.08011632278454084,0.008096267280102437,0.029059105285230077
3900,0.8832555230851373,0.07953076796323218,0.07989793241226963,0.008038601779113499,0.03316717227284115
4000,0.8785022366506833,0.07967953512275114,0.08180424306930814,0.008957556386276131,0.03337538489762309
4100,0.8751142942376481,0.07957029126188583,0.08148063651715132,0.008825770156834398,0.03492509121167943
4200,0.8709604295972606,0.07932414347335359,0.08224852371029047,0.009490884345723526,0.03775894452196238
4300,0.8722983186779802,0.08023676075672871,0.08295540970021328,0.010035028790897592,0.03970867634184405
4400,0.8691121064333039,0.07984027333027348,0.08305481393994565,0.010094767770152085,0.04252558687148354
4500,0.8629440196477559,0.08143416125116412,0.08339024614307909,0.01034419402442016,0.04476545372439318
4600,0.8638821452954492,0.08148506678133242,0.08337460903143541,0.011241498084607072,0.04585883771476632
4700,0.861148388505505,0.08102416447025852,0.08418177597987614,0.011361402663634062,0.04787824906108196
4800,0.8533970669539428,0.0810706810189993,0.08413492649674295,0.01211882340035103,0.05191864843642413
4900,0.8500474774983738,0.08245490643695252,0.08480708846710235,0.012372153863346454,0.053525758841527875
5000,0.8482216675610821,0.08264376070030058,0.08604238810941525,0.012786078455744868,0.05500343485480916
