milliseconds,S,V,V_e,I,R
0,0.9397810318630656,0.05723309938576714,0.05577536093534172,0.0011826195460901872,0.00017396126454342052
100,0.9416245010238241,0.05659152520556493,0.056790432879624264,0.0009313487558787817,0.0011026457000368674
200,0.9375561223409059,0.05795065477994069,0.05823760244391936,0.0016234274698766794,0.0017400275267746873
300,0.9395672893830999,0.05890332774687755,0.059222189775226884,0.001388932807315454,-0.0005431084726149104
400,0.9369871527984344,0.05970805960491352,0.05894879947750048,0.001626744768174541,0.0023553535429801254
500,0.935302730556909,0.06061838623933467,0.06031102794534404,0.0014627668375972749,0.0015937083448946587
600,0.937603192930193,0.0611863788803347,0.06163496646595599,0.0015537273330590699,0.0024489489437747734
700,0.9358677477668527,0.061851102178787115,0.06155759850652884,0.002069933061328889,0.0005507059964962235
800,0.9313347766417542,0.062256708811382,0.06280514474597117,0.001519371350515183,0.004133275620776088
900,0.9309361960218102,0.06336279679146337,0.06326490997881126,0.0021885683049858383,0.001779864833041663
1000,0.9312079541769187,0.06305836035696767,0.06463612714018112,0.0023333702258310452,0.0026252230256143755
1100,0.9272101669312657,0.0650449559126794,0.06539595691782335,0.0021781996514051117,0.004659580018558035
1200,0.9305177378124402,0.06473697472377307,0.06588662686970591,0.0022226506233707114,0.003426762098554871
1300,0.9255127081731723,0.06602244748997262,0.06659775147941323,0.0021653816296583616,0.005475215402205148
1400,0.9236461660097811,0.06629204793310926,0.06629005396874631,0.002457325882404251,0.006260863374757604
1500,0.9220135026999137,0.06662828987935684,0.06697920839116757,0.0027183441247382997,0.005913704634489381
1600,0.923319460068382,0.0681887927650845,0.06776132035600481,0.0025854824666745433,0.007567262389054943
1700,0.9219531694486516,0.06848522954449948,0.06910303888448012,0.0027175194111856275,0.006336086161234475
1800,0.9203264005814257,0.06924869208616069,0.06939076907654701,0.0029356081224513808,0.00927863912230573
1900,0.9164752413498736,0.06981546434599607,0.07060695020617137,0.0029927795980415313,0.007246695979648407
2000,0.9179415074846342,0.07021256126015248,0.07061153665321708,0.0032287701469897742,0.009677644102305542
2100,0.9166614851593453,0.07125506637928895,0.07138027271387704,0.0038651668766636086,0.00959219625604917
2200,0.9135455121607521,0.07049024408349688,0.07158283450275083,0.004003163684732867,0.010762562495820945
2300,0.9152975742200128,0.07215242214348046,0.07168813773360405,0.003919886616356402,0.012922408340239437
2400,0.9092609481475754,0.07263781966926992,0.07272555812547254,0.004445933946402906,0.012391827018184667
2500,0.9110430345910088,0.07324079657500705,0.07377552460615251,0.0045220470856865745,0.01316037465000381
2600,0.9091034519199639,0.07242693277622156,0.07453548066889829,0.0048876177279783255,0.0147948796567168
2700,0.9072354429667324,0.07307230608886457,0.07399582463486247,0.004610342293019598,0.015931344711189448
2800,0.9061684426953861,0.07412508498524148,0.07472372945924788,0.005421359117650231,0.016296151655486632
2900,0.9014101897653222,0.07448159929973582,0.07622644204365908,0.005613889262271522,0.018225739009602282
3000,0.8987822626241817,0.07483440448346379,0.0758440116596164,0.005408177850823723,0.018912448624049796
3100,0.896210373670566,0.0750114505735852,0.07712138825044544,0.006128505246689814,0.020198964530850214
3200,0.895594942449926,0.0752884775573787,0.07749057903655404,0.006356741519213537,0.02022022329622204
3300,0.8968401190008838,0.07655516441931276,0.07740237128161352,0.00653440848801391,0.02395709289516088
3400,0.8936243698566834,0.07628256019937903,0.07805646271338294,0.006600651507642925,0.025046487806562143
3500,0.8925876287901142,0.07694650893771506,0.07821246302533813,0.007199021659306278,0.02512293551793756
3600,0.8902732581241101,0.0770167421095955,0.07831002314246989,0.007484145059559257,0.025312931593833778
3700,0.8847287830224368,0.07819910782328798,0.08005753949265287,0.007814156887055602,0.027070262741426262
3800,0.8830007677627756,0.07828081725098694,0.08003138444146778,0.007913530465446964,0.029773771693468717
3900,0.8793965908048262,0.07877690583616938,0.08099267345747209,0.008143264615723886,0.030504324301464908
4000,0.8774174088634432,0.07858684570780154,0.08137620342395764,0.0088657294519175,0.03321854998997927
4100,0.8777357579239796,0.08023164973803487,0.08219671098574985,0.008927553604441564,0.03511656812859483
4200,0.8743700751281479,0.07997391201061751,0.08131628882404794,0.0094955901603559,0.03770112099576442
4300,0.8709584843835853,0.08023072946364414,0.08223186772633718,0.009748402872568316,0.041047946718612144
4400,0.866067493525198,0.08103997321401515,0.08257567381942467,0.009963263385574876,0.042626875239539216
4500,0.8649764521702596,0.08033407651986861,0.08315143689178843,0.0103851571745175,0.0434227218972374
4600,0.8594431712714227,0.08100230263932966,0.08348765642826017,0.011263662175129913,0.046213029600379874
4700,0.8582539624298895,0.08168775267214277,0.08350379494283544,0.011462909501323061,0.04912643518680106
4800,0.8546670394010887,0.08101922155914935,0.08465077063853926,0.01193163741928207,0.049638574108334985
4900,0.8523720074878419,0.08229897245890985,0.08507314661991595,0.012582012393362282,0.054143157701363624
5000,0.8494813311525227,0.08184204640133093,0.08611656332283299,0.012372921399110875,0.05789012481777781
