milliseconds,S,V,V_e,I,R
0,0.941464739867464,0.056081865294206806,0.056660675237638056,0.001228825044598006,-0.0005208012065818981
100,0.9398056582106824,0.05667199162622431,0.056781945378832,0.0011070971193346587,0.0015877369306191557
200,0.9421419519319696,0.05852945903918779,0.057417800242773244,0.0013543604206184506,-0.0009577749505945111
300,0.9406485530485185,0.05828005401670389,0.05965547305247955,0.001459444070431548,0.0019357408306702366
400,0.9372416891309455,0.05928328338678085,0.05988188714212824,0.001583883974962533,0.0010236125640716357
500,0.9363362777934046,0.06024178337778984,0.060625227523888735,0.0014546523508521057,0.0017214049083053755
600,0.9333246407415622,0.06117766384670926,0.06042347772446075,0.001325546402428613,0.001311420653657331
700,0.9326243469831748,0.06200762381646184,0.0623202418809572,0.0016669522160938659,0.0007863744298841156
800,0.9314311559272468,0.061776432478237775,0.062444188658581194,0.0021558638322224603,0.0022299205531719547
900,0.9338962300904786,0.06378877450483271,0.06353602225942015,0.0017994342115373327,0.003893638106754095
1000,0.9332279308983552,0.06427215695669782,0.06438628504307364,0.00219155523206673,0.00484094260707511
1100,0.9294042303678378,0.06441951288006692,0.06379907330397228,0.0023440418763547724,0.005314196583862784
1200,0.9263004602914049,0.0655008491602863,0.0648488110962617,0.002313630987501621,0.002780736683125772
1300,0.9276876970068568,0.06620969586549183,0.06638917539937078,0.0026313310504338487,0.004939366460750705
1400,0.9234522692622504,0.0661056541399067,0.06680338545529092,0.002873596052753486,0.003936524104119057
1500,0.9221736907428649,0.06711936181733642,0.06762889320062544,0.0024619669181648713,0.0062605689213081185
1600,0.922898394080553,0.06828761467547051,0.06815663943897006,0.0028163358555675358,0.005755606667344696
1700,0.9196607910252786,0.06806234707178052,0.06770558655267457,0.0032258337174776042,0.0075056237075612165
1800,0.9179637462010773,0.06926571147078373,0.06946788425429193,0.003299754785546961,0.008057860674281202
1900,0.9174153418611108,0.06880611371761063,0.06909827735679316,0.0031464684064106377,0.007537577986294352
2000,0.9184636223746827,0.07014880201311628,0.06956010967464453,0.0031900962619697128,0.009607130112384975
2100,0.9141755705298756,0.07090988045796794,0.07022903546662672,0.003915427859113502,0.010988263595286374
2200,0.9164737842284322,0.07087728639125637,0.07192499987522587,0.0039847124510273835,0.009838993020351183
2300,0.9121276250283213,0.07172907329543732,0.07159660243820508,0.003729878338636206,0.012371417205315842
2400,0.9105938159932702,0.07192985703044966,0.07281441273639404,0.004144805221176646,0.013901817138267712
2500,0.908539262464901,0.07207819885029412,0.07264860152605125,0.004400291843306881,0.012212098972032726
2600,0.9087502207048987,0.07374404506407993,0.0741664645267876,0.0049356573632331514,0.015523693263049174
2700,0.9087880800925527,0.07389518760629975,0.07383099044414028,0.004715556558330366,0.01601339253020072
2800,0.90248500461953,0.07480948632643243,0.07431585792258931,0.00507891552212075,0.015312442201065105
2900,0.904853731995475,0.07523220559135853,0.07536295181626682,0.005488974304986783,0.01801335442087943
3000,0.9017312286668041,0.07536401388353149,0.07601891842276233,0.005565423724422069,0.019214428537188175
3100,0.8991872581007054,0.07571077781904609,0.07591950085879967,0.006044753882377928,0.019437256638037137
3200,0.8980362122142675,0.07654413320685427,0.0770382985585002,0.006055302706903041,0.021997668208247938
3300,0.8935020746444092,0.07682889302876934,0.0781886917840166,0.006140405404430716,0.0232795395095454
3400,0.8930886256861055,0.07658633357260851,0.07763212073650194,0.006768582299253495,0.025437683050967476
3500,0.8878981715238307,0.07677802280627354,0.07887860692410989,0.006734305145413816,0.024241351369228985
3600,0.8860271542386877,0.07807441906561002,0.07950205222982325,0.007384380063752329,0.027578035006443673
3700,0.8872563437726313,0.07858895366720656,0.08037357127175063,0.007470885531494288,0.027975994044629776
3800,0.8845807765882157,0.07799754522827593,0.08004041787518758,0.007973239934223064,0.029025631234506324
3900,0.8794099019774362,0.07864705194900373,0.08024579908177898,0.008612564431126122,0.03199166301866803
4000,0.8792272839194679,0.07906632166554901,0.08044377497803054,0.00887475514408631,0.03240238504681378
4100,0.8739606194972447,0.07970860160654171,0.08214382324842268,0.009015211027062542,0.035013123527976545
4200,0.8734809769984422,0.0793495843205227,0.08256597341432387,0.009765960617009807,0.03740146364475441
4300,0.8707234876278139,0.08019763545418913,0.08226988035774455,0.009534518032260223,0.03996376395849711
4400,0.8649925504779443,0.08059662969349131,0.08205328830831682,0.010069482903910397,0.0432144137551279
4500,0.866343931635515,0.08014885612583053,0.08269108473949126,0.010352872143018704,0.04268364740282838
4600,0.8636444144610189,0.08180573547671673,0.0843223091892112,0.0110325701839465,0.046291479145728634
4700,0.8580410705891105,0.082080672264296,0.08371481649107314,0.011713627279020406,0.04745612749360272
4800,0.857331060485763,0.08101106270976415,0.08445191369381906,0.011777089246945727,0.05179030035582159
4900,0.852195599144676,0.08234229600763412,0.08443510021859164,0.012194066828973487,0.052565711065230475
5000,0.8505584838740892,0.08291414591700866,0.0847921593048616,0.012865032817047982,0.05759600020071611
