milliseconds,G_alpha,PLC,Ca_cyt,Ca_ER,Ca_mit
0,1.7507136970104484,8.91341799857478,0.005350539291499782,14.039918894674248,0.0010245406087559508
100,1.7851682291524096,9.177674705595155,0.005519025708846136,14.237728598056872,0.0010269285616164817
200,1.81960274546416,9.44495684213514,0.005690056669430624,14.440959386851858,0.0010294845105838003
300,1.854016907523608,9.715295837741882,0.005863675310465953,14.649651385667859,0.0010322161542142049
400,1.8884103625423483,9.988724025566944,0.006039929441435853,14.86384315106981,0.0010351319436240462
500,1.9227827457433457,10.265275234254915,0.0062188670770596975,15.08357356286508,0.0010382408486666924
600,1.9571336892440876,10.544983879676007,0.006400537538415239,15.308881093034744,0.0010415521058953234
700,1.9914628229650253,10.827884944061447,0.006584992156187174,15.539803449020841,0.0010450752672771652
800,2.025769774311152,11.114013679412606,0.00677228252213363,15.776378362563145,0.001048820007867741
900,2.0600541655772546,11.403406197357477,0.00696246224151874,16.018642837081977,0.0010527964565821108
1000,2.0943156121079016,11.696099426441895,0.007155586428441036,16.26663355876446,0.0010570151811739705
1100,2.128553722165182,11.992131010068094,0.007351711784386315,16.52038683344214,0.0010614872082167683
1200,2.16276810182746,12.291538859840408,0.007550895563836464,16.779938821228253,0.0010662237140722042
1300,2.1969583522889473,12.594361289395673,0.007753196292903896,17.045325400197125,0.0010712361958141218
1400,2.2311240609574194,12.90063792030957,0.007958675932106599,17.31658165262704,0.0010765370580140905
1500,2.265264822107343,13.210407708269182,0.008167394781629866,17.59374304615231,0.0010821382547336934
1600,2.299380206879614,13.523711528723135,0.008379419542531543,17.87684359730524,0.0010880532768844566
1700,2.333469792618405,13.840589821963626,0.008594815002014313,18.165917748993728,0.0010942951986243192
1800,2.3675331414396306,14.161083924840987,0.008813648180939158,18.460998890402568,0.0011008781279412965
1900,2.4015698098807303,14.485235694729976,0.009035987771579487,18.76212008081928,0.0011078165400027636
2000,2.4355793475002443,14.813087364617783,0.009261904074668379,19.069313892262407,0.0011151253907548642
2100,2.469561294739238,15.144681468368717,0.009491468872300768,19.38261220775513,0.0011228202773726698
2200,2.5035151853171027,15.480061227790934,0.009724755703972809,19.70204652084703,0.0011309172331774792
2300,2.5374405432809786,15.819269899571815,0.009961841877322837,20.027647446017788,0.0011394330149175607
2400,2.5713368860031114,16.162351434169643,0.010202804927741805,20.35944526296025,0.0011483847990046237
2500,2.605203720181496,16.509349984137014,0.010447724887608048,20.69746926432235,0.0011577905646938558
2600,2.63904054471122,16.86031012528237,0.010696683708383038,21.041748192061466,0.0011676688282340824
2700,2.6728468492374096,17.215276810610888,0.010949764953840358,21.392310039761483,0.0011780387776661103
2800,2.706622112398007,17.574295297723356,0.011207053595670457,21.74918180560423,0.001188920435194884
2900,2.740365805540662,17.937411261010162,0.011468637069090862,22.112389996931288,0.0012003343121468808
3000,2.7740773866286057,18.304670588447845,0.011734606463591583,22.4819597863686,0.0012123019954409916
3100,2.8077563066828852,18.676119615123536,0.012005053484446141,22.85791591672436,0.001224845516106407
3200,2.841402003283846,19.051804859418127,0.012280073925824007,23.240281746669343,0.0012379879989341531
3300,2.875013904384431,19.43177318777497,0.012559765684475097,23.629079827268924,0.0012517532772086282
3400,2.908591426917505,19.81607174887028,0.012844228394285243,24.024331679529226,0.0012661660429215842
3500,2.942133974540648,20.20474786968374,0.01313356365963711,24.426057440521607,0.001281252083423946
3600,2.975640941908381,20.597849256637044,0.013427876046121475,24.834276543759312,0.0012970378247461954
3700,3.009111708123191,20.995423684791977,0.013727272500648424,25.24900666859267,0.0013135510687172496
3800,3.042545643461594,21.39751931767465,0.014031862103336883,25.67026482176311,0.0013308202155758151
3900,3.075942102521543,21.804184401918107,0.014341759232580614,26.098066225085322,0.0013488750627424142
4000,3.109300428187804,22.215467435465055,0.01465708064333543,26.532424963070127,0.0013677463423937334
4100,3.1426199500819463,22.631417110736916,0.014977945740051348,26.973353724560937,0.0013874659015717379
4200,3.1758999816284574,23.05208220062315,0.01530447814363743,27.42086331768812,0.0014080670437451937
4300,3.2091398256827923,23.477511767441886,0.01563680378214392,27.874963606023464,0.0014295838773338637
4400,3.2423387659741723,23.907754824410244,0.015975049279484368,28.335662092587125,0.0014520523526244135
4500,3.27549607580486,24.34286069410172,0.01631934608903728,28.802965353848336,0.001475509179162537
4600,3.3086110099717128,24.782878657477994,0.016669829503736397,29.276877715572287,0.0014999928711206735
4700,3.3416828090098893,25.227858144265063,0.01702663765472047,29.757401945867382,0.0015255431844788446
4800,3.3747106976123504,25.6778486761592,0.017389913770522594,30.244538989737347,0.0015522013181929082
4900,3.4076938810469084,26.132899719316903,0.01775980952239564,30.738287376888472,0.0015800103846390096
5000,3.4406315518786617,26.593060943983822,0.018136476444331903,31.23864434205678,0.0016090145409478071
