milliseconds,P,N
0,10052.652437567927,0.09442692382596643
100,9834.363520802477,64.14591449526357
200,9663.598062401517,103.43982145859069
300,9490.017238586175,121.66791156135889
400,9377.803041190506,126.96135369129645
500,9260.439638159807,128.48620844438068
600,9086.630299952178,128.01795995823062
700,8895.941505214001,125.63288892096442
800,8832.765248979755,123.91532171395856
900,8703.622309282691,120.04218402977084
1000,8503.663923998422,118.6706998589015
1100,8375.169278116702,115.914017938028
1200,8188.536176168887,115.83885516169025
1300,8165.6584565076355,112.28183556744627
1400,8022.750803627946,111.40734571205967
1500,7921.665496824552,108.94936679529917
1600,7736.203849452827,106.8888744543119
1700,7641.725334528614,106.03918751238342
1800,7642.384407290173,104.21898800788779
1900,7510.561864985453,103.43287813666623
2000,7366.383513355423,101.18914953821977
2100,7278.656983823467,100.1233074934343
2200,7145.604352151497,98.19782337949462
2300,7094.843868253118,96.55969708423022
2400,6973.723859397008,94.47847639337749
2500,6941.691162476353,94.45063825129355
2600,6807.132481680187,91.62513512866654
2700,6738.280309142716,92.01016808243754
2800,6684.4530080950835,90.87227060213871
2900,6618.576685965328,88.40431807651666
3000,6456.325948126669,88.16726575927895
3100,6503.647679983831,85.70953109464294
3200,6321.092900827416,84.92648831398414
3300,6241.937908821313,83.45824737656646
3400,6167.888441737257,82.74784468054654
3500,6180.236884754416,80.89068156693949
3600,6059.1538958040765,80.67901797636205
3700,6099.241325083017,80.30955947220694
3800,5919.337620260251,77.73469918936017
3900,5842.5545710210845,77.03492784312455
4000,5844.9354872402855,77.32644114880144
4100,5780.181257746658,76.53452142380702
4200,5662.543757607157,74.71550715937273
4300,5723.255242211498,74.73894066378863
4400,5560.453527998989,72.8189401415194
4500,5577.665923688559,72.24002985406703
4600,5548.77082961951,70.9025259355253
4700,5443.833632160275,71.6568624937889
4800,5398.581516968939,69.50262253268343
4900,5278.498669787307,68.90480557605203
5000,5287.400480948817,67.52628921845252
