milliseconds,x1,x,c0,z0,z1,z2,w0,w1,u,i,ix,ixp,y,c,totalCyclin
0,0.1,0.1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990000000000001,0.2
100,10.615498668597962,0.06677338992480727,200.0,9.459333446536311,0.0566601963598772,0.00026455368467323423,0.9478585302134821,0.005698511029144125,1.3033009794396467e-06,0.0,0.0,0.0,15.11734652545024,0.9465886397073863,25.799618583973007
200,20.05231497085505,0.11444755269575464,200.0,17.935606737960093,0.18969506842506068,0.0016228858903011587,1.7953349847209006,0.019098636207260093,3.2876027628089285e-06,0.0,0.0,0.0,25.33833215040792,0.899166187382246,45.50509467395872
300,26.92457245978437,0.17030458305353352,200.0,25.512530362778715,0.4004165842558328,0.005230984478286965,2.553025746626418,0.04036660288660421,8.423237595358163e-06,0.0,0.0,0.0,33.48087071625193,0.8645256147858105,60.57574775908983
400,31.92720640529832,0.21902454109829012,200.0,32.28868348830125,0.6674333425299548,0.01187856397697582,3.2308642010754762,0.06736012414910292,1.7929162316930398e-05,0.0,0.0,0.0,39.834913842360415,0.839268845268017,71.98114478875704
500,35.568488059542055,0.26279465222753795,200.0,38.357243774139796,0.9680403673022818,0.02164988334713571,3.8382109639198205,0.09777164508297917,3.235343761129064e-05,0.0,0.0,0.0,44.71162567416131,0.820843586441152,80.5429083859309
600,38.21604914013754,0.305769257560778,200.0,43.791379109083614,1.2929358612628268,0.03452140963060792,4.382391935338723,0.13065822793942825,5.2314073702761844e-05,0.0,0.0,0.0,48.404409026232145,0.8073909080115084,86.92622742393047
700,40.13542825529633,0.3513012063631078,200.0,48.647581228535564,1.6430687321701019,0.05081962714683262,4.8690653730082145,0.16613710554968034,7.884342966901055e-05,0.0,0.0,0.0,51.16797602613999,0.7975663526917027,91.65470548779943
800,41.517934009966574,0.4025931829212072,200.0,52.96972413753017,2.0259487399363167,0.07143066474856138,5.3026557241135714,0.2050097042588884,0.00011360683793069251,0.0,0.0,0.0,53.21174260727531,0.790397364035561,95.1322698001631
900,42.50039791002624,0.46376854937842055,200.0,56.78930020215727,2.4556560377210124,0.09807772933114822,5.686398287848979,0.24876929571503048,0.00015928521234951905,0.0,0.0,0.0,54.70099390481166,0.7851791677029767,97.66516036421632
1000,43.17858877337732,0.5412841414004081,200.0,60.12180839028836,2.9562769200417103,0.13397050789306375,6.022010037636798,0.29997749260266166,0.0002203769600704944,0.0,0.0,0.0,55.7611533725711,0.7814006354261113,99.48102628734884
1100,43.615043543791025,0.6466333208881568,200.0,62.95738354795465,3.570137596095322,0.1853704150587037,6.308822968086152,0.3631737240269505,0.00030497586822560103,0.0,0.0,0.0,56.48185005419196,0.7786916156766042,100.74352691887114
1200,43.84017867240725,0.80279146905709,200.0,65.23832552968753,4.3765781705624835,0.26567503926429803,6.541709275153342,0.44698880402415864,0.0004291279136587726,0.0,0.0,0.0,56.91757797303432,0.7767851492926784,101.56054811449866
1300,43.83999963694133,1.0623563556101652,200.0,66.80026955240723,5.538776365226642,0.4077747141535961,6.705673210000581,0.5695881348212677,0.000629114740624926,0.0,0.0,0.0,57.078518426150715,0.7754882200372425,101.9808744187022
1400,43.50150063919682,1.5692457576540777,200.0,67.1949755396942,7.435278426971127,0.7100495801703429,6.759677551230317,0.7748769591593743,0.0010022141660445626,0.0,0.0,0.0,56.889688373619336,0.7746462680157455,101.96043477047024
1500,42.36638175826649,2.8302013713892205,200.0,65.04631863322918,11.07347438658133,1.5671909118619962,6.578639048994401,1.1905336198685113,0.001857772375212746,0.0,0.0,0.0,56.01702217317564,0.7740170843517213,101.21360530283135
1600,38.20364425212484,7.331242445531246,200.0,55.32562365033608,19.096237946127076,5.388486555655218,5.715679893999968,2.2657840636077475,0.0040152061099159525,0.0,0.0,0.0,52.95525144675525,0.7723255665117196,98.49013814441133
1700,21.963000613794463,25.402185281661307,200.0,26.66106671554828,27.248538471324338,27.822042364039948,3.2600022943152758,4.913550764873534,0.007617058356081472,0.0,0.0,0.0,40.89866043361799,0.7631740705227211,88.26384632907376
1800,8.076563009020303,36.72396820868022,200.0,8.846138788308778,19.14427536039399,55.47969698949397,1.9778549493739064,6.369507516522674,0.011521120055097239,0.0,0.0,0.0,22.809034155118386,0.7759973439114973,67.6095653728189
1900,5.889548955624925,30.472741413248933,200.0,8.722508810930508,19.529932227121506,56.79069700381096,2.197196596068731,6.30743512462364,0.015411721927289285,0.0,0.0,0.0,16.61346308895138,0.8181885481556307,52.975753457825235
2000,5.690558807823195,25.23071466705376,200.0,11.151525415253582,21.88768198578863,53.42726424281083,2.5638597824223237,6.083075044713504,0.019259367690256653,0.0,0.0,0.0,15.218226771059216,0.8453936326256152,46.13950024593617
2100,5.807463663414208,22.580092940632305,200.0,13.407992595409889,23.661402822160525,50.68496172762252,2.838225371374193,5.937470631165556,0.023063953719606133,0.0,0.0,0.0,14.910290866244221,0.8580622169797674,43.29784747029073
2200,5.913577698911402,21.376185983347362,200.0,14.942869323801355,24.76916899406501,49.207645819018516,3.0067338566913575,5.885470075337513,0.0268349001798132,0.0,0.0,0.0,14.824903418846793,0.8635511815887063,42.11466710110556
2300,5.9504488961844855,20.830851222728775,200.0,15.855354457374737,25.458913779934118,48.659847364778784,3.106599084126165,5.891025581889655,0.03058088854620292,0.0,0.0,0.0,14.746949851653753,0.8660934994054337,41.52824997056702
2400,5.934001950406598,20.54878962242943,200.0,16.397225622609152,25.92792687272017,48.60305215141239,3.171611834050412,5.921401456732035,0.03430681313825758,0.0,0.0,0.0,14.637040197203179,0.8675860421358199,41.119831770039205
2500,5.891305156127251,20.355057313900137,200.0,16.76459325886918,26.29051330454232,48.736393551152624,3.221525833343297,5.9577986543910875,0.03801474194056425,0.0,0.0,0.0,14.5045263901716,0.8687681876498631,40.750888860198984
2600,5.840747445430013,20.183361043250308,200.0,17.064193391839474,26.602516662616136,48.90593210232034,3.265381689131699,5.992040399210785,0.04170534592374503,0.0,0.0,0.0,14.364223574198855,0.8698794575565983,40.38833206287917
2700,5.791047150020088,20.01409245284623,200.0,17.341410065413687,26.887154295013687,49.050884345061455,3.3065121699388884,6.021575549704481,0.04537877423738877,0.0,0.0,0.0,14.225279386485548,0.8709743019856684,40.030418989351865
2800,5.745168700912582,19.844045848439844,200.0,17.611249415619774,27.15278506742137,49.15495923507911,3.345868538215696,6.046160088802176,0.04903503823511387,0.0,0.0,0.0,14.091496539681359,0.8720539272532379,39.680711089033785
2900,5.703565208517848,19.674132261390554,200.0,17.877093359962615,27.40204016748087,49.21854444851598,3.3836473179474376,6.066237434595257,0.05267413856251946,0.0,0.0,0.0,13.963792615316974,0.8731115126504579,39.341490085225374
3000,5.665884770912575,19.50549802365588,200.0,18.13900159117626,27.636125201309437,49.24616634792872,3.419890390137965,6.082344749115646,0.05629609175028041,0.0,0.0,0.0,13.841947205693828,0.8741430860271577,39.01333000026228
3100,5.631642214560563,19.338781940292463,200.0,18.39665018092799,27.85599675958972,49.24243318180846,3.454654567092634,6.094949199743589,0.059900927499558596,0.0,0.0,0.0,13.725444209800667,0.8751478792257349,38.69586836465369
3200,5.600401656684298,19.174243371098527,200.0,18.649965941043835,28.062584167523642,49.211231899500696,3.4880302746414165,6.104434568469507,0.06348868214184036,0.0,0.0,0.0,13.613764591383974,0.8761267748610859,38.3884096191668
3300,5.571811085290614,19.011928977864127,200.0,18.89910854645877,28.25690277320253,49.15567665778931,3.5201213283802293,6.111125866509575,0.0670593948168896,0.0,0.0,0.0,13.506457010075232,0.8770812996842262,38.09019707322997
3400,5.545587108409331,18.851810444634175,200.0,19.14437573868905,28.43993190734278,49.078371521865435,3.5510321924981145,6.115306660921367,0.07061310514269953,0.0,0.0,0.0,13.403148041063092,0.8780130122347825,37.800545594106595
3500,5.5214879796853085,18.693852740615345,200.0,19.386084624997284,28.612559102356524,48.9816253505213,3.5808627215011106,6.117228372364148,0.07414985246868497,0.0,0.0,0.0,13.303519049775051,0.8789232963984968,37.51885977007571
3600,5.499303041485625,18.538017809056406,200.0,19.62453466340073,28.77561108803514,48.86749307946849,3.60970404824691,6.117117912715682,0.07766967593531073,0.0,0.0,0.0,13.20728913071368,0.8798133957472899,37.24460998125571
3700,5.478848516892366,18.384265335259787,200.0,19.860008520330776,28.929844667087895,48.737812540676295,3.637639046311065,6.115180077352759,0.08117261447226545,0.0,0.0,0.0,13.114210254657797,0.8806844307392393,36.97732410680995
3800,5.459963402887623,18.23255649321378,200.0,20.092768776404565,29.07594410427137,48.59423651729476,3.6647435169192106,6.111598972645559,0.08465870677687896,0.0,0.0,0.0,13.024064074896106,0.881537400519493,36.71658397099751
3900,5.442504792741784,18.082855979791006,200.0,20.323051537849974,29.214531276780168,48.4382591883017,3.691086313174219,6.106540911734708,0.08812799134666675,0.0,0.0,0.0,12.936655612556091,0.882373196137336,36.46201638508888
4000,5.426345142974979,17.93513102679917,200.0,20.551068018572423,29.34617440780018,48.271230978936856,3.716729697471184,6.100156573186794,0.09158050651929568,0.0,0.0,0.0,12.851809578661376,0.8831926191511292,36.213285748435524
4100,5.411370539305913,17.78934972096814,200.0,20.777010998616213,29.471390441152565,48.09437061588566,3.7417302867604088,6.092582144116302,0.09501629048224723,0.0,0.0,0.0,12.769367549037002,0.8839963986986297,35.97008780931105
4200,5.397479371590082,17.645480060454208,200.0,21.001058122888505,29.590648598190256,47.908776673126816,3.7661398437988045,6.083940368689888,0.09843538126940608,0.0,0.0,0.0,12.689186523846734,0.8847852028397786,35.73214595589103
4300,5.3845810421256015,17.50349001147831,200.0,21.22337171557857,29.704376603475385,47.71543827891997,3.790005609287522,6.07434189034121,0.10183781675925356,0.0,0.0,0.0,12.61113729698909,0.8855596447319805,35.499208350593
4400,5.372593958578315,17.363348052208945,200.0,21.444099576719868,29.81296686173618,47.51525146388268,3.8133707215417165,6.0638871637650515,0.10522363467732851,0.0,0.0,0.0,12.535102117246476,0.8863202899460637,35.271044128033736
4500,5.361446327989419,17.2250229458917,200.0,21.663375057465828,29.916773757612564,47.30901288647461,3.836274092703354,6.052665688944226,0.10859287259639948,0.0,0.0,0.0,12.460975645593921,0.8870676536305945,35.04744491947504
4600,5.351072207741753,17.088484638261836,200.0,21.881321438907435,30.016125117012937,47.097453907530706,3.8587516559238795,6.040759754376701,0.1119455679524036,0.0,0.0,0.0,12.388660600036324,0.887802215769982,34.828217446039915
4700,5.341414644526214,16.953702963743446,200.0,22.098048058036785,30.111310695205614,46.881211613667126,3.8808352510899775,6.028241116038886,0.11528175802028692,0.0,0.0,0.0,12.318070220654832,0.8885244119586517,34.613187828924495
4800,5.332418806308907,16.820648413747886,200.0,22.313655552729262,30.202598617227345,46.660883942191695,3.902554348701384,6.01517695290528,0.11860147991745348,0.0,0.0,0.0,12.249118894344518,0.8892346638997161,34.40218611440131
4900,5.324037993977758,16.68929154330357,200.0,22.528235628551293,30.290233795105767,46.43699456574185,3.9239358307981522,6.00162639367303,0.12190477061040245,0.0,0.0,0.0,12.181735080571034,0.8899333523135934,34.19506461785236
5000,5.316230025361224,16.559603115904338,200.0,22.741872107324642,30.374441062725595,46.21001605597428,3.9450043682147355,5.987642873638573,0.12519166690719521,0.0,0.0,0.0,12.115853899871153,0.8906208342936722,33.991687041136714
