milliseconds,M,Mp,Mpp,MAPKK1,MAPKK2,MKP3
0,500.1201144136385,0.08736811476505962,-0.001971256315804655,100.0,1.0,100.0
100,499.85672557195625,0.12980426775129986,-0.006037914299107511,100.0,1.0,100.0
200,499.8664462872517,0.20039561111140997,0.00406246217422196,100.0,1.0,100.0
300,499.62881191455233,0.34689523096327474,0.0010767017875997187,100.0,1.0,100.0
400,499.5656669144904,0.33633711971940583,0.007024918199258233,100.0,1.0,100.0
500,499.62362891048946,0.5408262626920719,7.114130029350733e-05,100.0,1.0,100.0
600,499.57747150279454,0.6347296500216663,0.007364828441083728,100.0,1.0,100.0
700,499.4132322139035,0.6552986188980345,0.003368181343217614,100.0,1.0,100.0
800,499.2889863452824,0.6631638532139691,0.010234843612169819,100.0,1.0,100.0
900,499.2567646054557,0.9018865714501645,0.013766971911733504,100.0,1.0,100.0
1000,499.2284903133652,0.8729651638927327,0.017814274522357697,100.0,1.0,100.0
1100,498.9877368302051,1.0735132641987812,0.014423311780043795,100.0,1.0,100.0
1200,499.05150313565156,1.1026003469435415,0.011189566802418095,100.0,1.0,100.0
1300,498.75719686881723,1.0520587385897138,0.023423585980360057,100.0,1.0,100.0
1400,498.6476923223518,1.3181515691529677,0.028140261383032925,100.0,1.0,100.0
1500,498.7967410461584,1.3390839035445072,0.02588134630664129,100.0,1.0,100.0
1600,498.6187254562456,1.4297058456025815,0.03273065938422778,100.0,1.0,100.0
1700,498.43733555820324,1.512147020493047,0.030967893708048838,100.0,1.0,100.0
1800,498.44128427313257,1.4660990749093696,0.03650079557220112,100.0,1.0,100.0
1900,498.3795754788158,1.5306752308134683,0.0475868082644259,100.0,1.0,100.0
2000,498.300832256656,1.629561843698064,0.04950902119462919,100.0,1.0,100.0
2100,498.24374315587977,1.78465763027691,0.05350265850266217,100.0,1.0,100.0
2200,498.0686260756815,1.8766434578701712,0.05027123221298296,100.0,1.0,100.0
2300,498.0785178782646,2.026048300821413,0.06341065792332037,100.0,1.0,100.0
2400,498.0174428622016,2.0254985036307858,0.060882101787947736,100.0,1.0,100.0
2500,497.88924932318247,2.130029504962153,0.062232157212291694,100.0,1.0,100.0
2600,497.8373477486359,2.2672777992466067,0.07703075581352006,100.0,1.0,100.0
2700,497.7088181322421,2.17146264946464,0.07993785388893566,100.0,1.0,100.0
2800,497.6322463575553,2.370180858759099,0.08253058496283075,100.0,1.0,100.0
2900,497.6444892397541,2.466650038798384,0.09026356949779088,100.0,1.0,100.0
3000,497.3262878676042,2.5664349254493772,0.0977276527120671,100.0,1.0,100.0
3100,497.3941724823327,2.5054089151534233,0.1038287630204705,100.0,1.0,100.0
3200,497.2622632899457,2.5995521556968257,0.10195106039353238,100.0,1.0,100.0
3300,497.1411246454538,2.7054618199443223,0.1075635448671111,100.0,1.0,100.0
3400,497.1736949993672,2.7370030792375313,0.11155694151745334,100.0,1.0,100.0
3500,497.12690469367857,2.741324908212614,0.12510778253798951,100.0,1.0,100.0
3600,496.9099656210722,2.893152432086032,0.12046205848436958,100.0,1.0,100.0
3700,496.90744180306564,3.0677671741286425,0.13307418640823407,100.0,1.0,100.0
3800,496.77716347494976,3.0642161787190845,0.1338566516668902,100.0,1.0,100.0
3900,496.7206616372824,3.1078704396738224,0.14893659065673956,100.0,1.0,100.0
4000,496.74060579059864,3.1040002618755014,0.15636525819398459,100.0,1.0,100.0
4100,496.5896791761826,3.193790539654386,0.1609488141061479,100.0,1.0,100.0
4200,496.456105064669,3.352929851080651,0.16837992271096064,100.0,1.0,100.0
4300,496.5443702137259,3.4742265880794583,0.16488863972202952,100.0,1.0,100.0
4400,496.23762830350023,3.4239746111695926,0.1798716844868594,100.0,1.0,100.0
4500,496.21624370543776,3.62251879869224,0.18599334335712614,100.0,1.0,100.0
4600,496.2373758886489,3.6604402856508167,0.18599234119001645,100.0,1.0,100.0
4700,496.02745688881674,3.76872475902023,0.18905134333891588,100.0,1.0,100.0
4800,495.957891838528,3.6859312992187334,0.19963378433926118,100.0,1.0,100.0
4900,495.97168037246547,3.838145703826118,0.20239009274091296,100.0,1.0,100.0
5000,495.98557385765343,3.9883665413438236,0.21365130984141256,100.0,1.0,100.0
