milliseconds,M,Mp,Mpp,MAPKK1,MAPKK2,MKP3
0,499.9346710021173,0.10594122456871548,0.003440171906160664,100.0,1.0,100.0
100,499.888026838697,0.18541879810078704,0.0033162583838381313,100.0,1.0,100.0
200,499.81573739687815,0.2842754962267878,0.006968248393280354,100.0,1.0,100.0
300,499.8328359110193,0.27473330575254507,-0.004633602688078641,100.0,1.0,100.0
400,499.73666898499715,0.4541617032897126,0.008752435953657538,100.0,1.0,100.0
500,499.5516626076612,0.48592894962607364,-0.00034386184785056666,100.0,1.0,100.0
600,499.57648944180266,0.6032404817417819,0.007750522903053992,100.0,1.0,100.0
700,499.30870546789026,0.6449797256370505,0.007507564439070424,100.0,1.0,100.0
800,499.2952692732449,0.6349418208105253,0.003271280338478443,100.0,1.0,100.0
900,499.1644087486499,0.6810572663488581,0.00395073734768427,100.0,1.0,100.0
1000,499.219975615815,0.7976128804516903,0.005866946995848432,100.0,1.0,100.0
1100,499.0772381457617,1.0356045984307507,0.01442755797475359,100.0,1.0,100.0
1200,498.90265540964043,1.0792198264011934,0.01660192046131924,100.0,1.0,100.0
1300,498.86360220657565,1.1704828494486266,0.01975410700114768,100.0,1.0,100.0
1400,498.81727364653597,1.231076681845303,0.02823599108882718,100.0,1.0,100.0
1500,498.7027232163883,1.2453280603104435,0.029696995052809087,100.0,1.0,100.0
1600,498.6970777442473,1.3830171886224647,0.02778784418018515,100.0,1.0,100.0
1700,498.4355890681964,1.5661062455889787,0.030347574302366634,100.0,1.0,100.0
1800,498.5032787207103,1.5861366892258877,0.03673643144788027,100.0,1.0,100.0
1900,498.3104684842003,1.7118881102723227,0.04004161470388526,100.0,1.0,100.0
2000,498.3370178321685,1.7149878601914061,0.05123397254927952,100.0,1.0,100.0
2100,498.1787126106578,1.7815378751630613,0.04643769920866438,100.0,1.0,100.0
2200,498.1999355273921,1.7399731766923758,0.04865286098710196,100.0,1.0,100.0
2300,498.0412098216833,1.8972515025345045,0.05689586617769513,100.0,1.0,100.0
2400,497.91482282204277,1.9715576302301645,0.06405035056624588,100.0,1.0,100.0
2500,497.78875115831687,1.9861777971200527,0.06963211226157112,100.0,1.0,100.0
2600,497.8464295248489,2.0995615332290694,0.06867976310545348,100.0,1.0,100.0
2700,497.7164321370106,2.252794848809987,0.07656893776330201,100.0,1.0,100.0
2800,497.66444069291197,2.391086065453959,0.08729553489937841,100.0,1.0,100.0
2900,497.5284488409432,2.4095174984974213,0.08996040687267103,100.0,1.0,100.0
3000,497.4684687435688,2.4029057567196745,0.0891442943913116,100.0,1.0,100.0
3100,497.39448418178114,2.4569557761425767,0.1031079504404733,100.0,1.0,100.0
3200,497.2290975399928,2.5135214261870806,0.101514810261094,100.0,1.0,100.0
3300,497.2355016046082,2.7142768872363203,0.11134055208327553,100.0,1.0,100.0
3400,497.14669201037856,2.777093940912253,0.11178569240402673,100.0,1.0,100.0
3500,497.0853171951658,2.809441354718982,0.1146574860064588,100.0,1.0,100.0
3600,497.0322120955109,2.969193653793874,0.12946763654563181,100.0,1.0,100.0
3700,497.00027035916395,2.8720433682816613,0.12714962859260587,100.0,1.0,100.0
3800,496.79545501308513,3.053641480006532,0.14241568141767283,100.0,1.0,100.0
3900,496.69224134119565,3.22279200933622,0.14060936657180204,100.0,1.0,100.0
4000,496.61988501143657,3.1309189758881226,0.15187120690025976,100.0,1.0,100.0
4100,496.49483489561453,3.3358860971333324,0.150423012652178,100.0,1.0,100.0
4200,496.60350276941756,3.230143628332329,0.16113323933196705,100.0,1.0,100.0
4300,496.3437899704905,3.4261689944353733,0.17249073169920925,100.0,1.0,100.0
4400,496.4580043624123,3.479779323880658,0.17892139971685325,100.0,1.0,100.0
4500,496.2001869639941,3.545757792195901,0.1774573733064945,100.0,1.0,100.0
4600,496.09062449674525,3.5372942825739564,0.18824814975551582,100.0,1.0,100.0
4700,496.16140729505406,3.6102548405161583,0.19275550054970494,100.0,1.0,100.0
4800,496.01666507246915,3.700377691078346,0.19687804168941558,100.0,1.0,100.0
4900,496.01266531385977,3.846753243326392,0.2138334979673233,100.0,1.0,100.0
5000,495.97868597831257,3.780663979932326,0.21270673376094745,100.0,1.0,100.0
