milliseconds,M,Mp,Mpp,MAPKK1,MAPKK2,MKP3
0,499.993947278208,0.004356914035342446,-0.005112191612654632,100.0,1.0,100.0
100,499.8972729740859,0.1579659520331156,0.0029559799816362363,100.0,1.0,100.0
200,499.79086447015936,0.214790743751818,-0.00018288074363627014,100.0,1.0,100.0
300,499.6306915134264,0.3570785988356263,0.005527084700411261,100.0,1.0,100.0
400,499.68540168273387,0.4675140400566795,-0.0005104658717614971,100.0,1.0,100.0
500,499.5245493723666,0.5432075313830734,0.007232397966107976,100.0,1.0,100.0
600,499.4627835580369,0.45572428388174213,0.001228502394755744,100.0,1.0,100.0
700,499.35819003921966,0.5321192783842915,0.0005384327828682122,100.0,1.0,100.0
800,499.2201857387114,0.8066033074530945,0.0028401728603566984,100.0,1.0,100.0
900,499.2947371406757,0.6801476387088257,0.003917994934359726,100.0,1.0,100.0
1000,499.04972514867166,0.8258756855753613,0.016055516803546284,100.0,1.0,100.0
1100,499.0322354221835,0.855412750442863,0.01040157929143954,100.0,1.0,100.0
1200,498.8531335510416,1.042139025083517,0.023731198767752017,100.0,1.0,100.0
1300,498.82102751778524,1.174929257135258,0.023639809468125453,100.0,1.0,100.0
1400,498.7845118355619,1.123475648818687,0.01946376431690352,100.0,1.0,100.0
1500,498.710003126182,1.2517863394682693,0.024446153306719048,100.0,1.0,100.0
1600,498.56167215589846,1.3300378026237736,0.03400520370741826,100.0,1.0,100.0
1700,498.59231064903054,1.4581766507820866,0.03476244178744775,100.0,1.0,100.0
1800,498.3723173553996,1.5513413667667528,0.031002502428955712,100.0,1.0,100.0
1900,498.3174902012075,1.6817052129007153,0.03518649193167016,100.0,1.0,100.0
2000,498.2587305306837,1.6826328609445516,0.04219463340969594,100.0,1.0,100.0
2100,498.20713186052836,1.6715223204754004,0.05075613681986479,100.0,1.0,100.0
2200,498.1087275010459,1.919945528830134,0.050173583343557863,100.0,1.0,100.0
2300,497.9450292011073,1.8846819224156985,0.054779497865161834,100.0,1.0,100.0
2400,498.0414967857241,1.8989409564424278,0.05557089190603193,100.0,1.0,100.0
2500,497.9619439802042,2.0699744921637873,0.06044989839296935,100.0,1.0,100.0
2600,497.7133550715021,2.2301213408577203,0.07238421782932915,100.0,1.0,100.0
2700,497.6455455980648,2.3257902492101836,0.07932005993307005,100.0,1.0,100.0
2800,497.6161198993857,2.3551202367725192,0.07664779569947598,100.0,1.0,100.0
2900,497.56589577779766,2.4155193400351616,0.09137848834163861,100.0,1.0,100.0
3000,497.49630224337574,2.467858303477747,0.09423373499680587,100.0,1.0,100.0
3100,497.47682710805475,2.539387383342185,0.09644837820310884,100.0,1.0,100.0
3200,497.2828609714935,2.5318032261062235,0.1023273649737747,100.0,1.0,100.0
3300,497.15526914636155,2.745620956381169,0.106712591064964,100.0,1.0,100.0
3400,497.0615564033815,2.7588784383245035,0.11062230951330054,100.0,1.0,100.0
3500,497.0065237827914,2.8604378536890156,0.1146954595921504,100.0,1.0,100.0
3600,496.9154065132184,2.9754439288399546,0.12056923501140704,100.0,1.0,100.0
3700,496.7838102763134,2.9595719613998686,0.13411660779095436,100.0,1.0,100.0
3800,496.73562574213213,3.0180218813118174,0.13175832849916955,100.0,1.0,100.0
3900,496.6757667360523,3.152663665623749,0.13861047733762244,100.0,1.0,100.0
4000,496.6896733783151,3.1719326725628663,0.1510759301727584,100.0,1.0,100.0
4100,496.4871805242324,3.1646744186483935,0.16196116562384197,100.0,1.0,100.0
4200,496.49330065098314,3.2310216718901033,0.16658614347856648,100.0,1.0,100.0
4300,496.4127320223436,3.5122635064713386,0.17275774950860753,100.0,1.0,100.0
4400,496.3406812515609,3.5667113940707105,0.17170229064673115,100.0,1.0,100.0
4500,496.34870139267866,3.570532703606136,0.17501655144355754,100.0,1.0,100.0
4600,496.18466048737207,3.6244855198129096,0.18656355636032088,100.0,1.0,100.0
4700,496.0823573717649,3.6518852196197593,0.18954850553880873,100.0,1.0,100.0
4800,496.1407414133543,3.6612608517204297,0.20431520890724103,100.0,1.0,100.0
4900,495.8632732148663,3.8312894006314098,0.20434434394584453,100.0,1.0,100.0
5000,495.85815599828584,3.77956346381265,0.22029968050409524,100.0,1.0,100.0
