miliseconds,PX,PY,PZ,X,Y,Z
0,-3.6022503408593693,-8.429194939638563,0.8099697742203312,-0.1298839970359279,19.72223593131092,0.026015398594165132
100,3.5767301621665992,7.78946842839866,1.4502918411032604,2.7900808041786225,22.03788634204819,2.748369235237191
200,-2.6123794669525457,35.381028982531326,3.2069274879584087,5.684810686881762,24.180823527783602,4.900475777489077
300,16.540259432856445,55.995548621836974,7.8751927487543565,8.588294627623988,26.156999434243325,6.238816627317603
400,18.563824521045547,74.04469057166025,10.230963433455933,11.140265626135273,28.521529182216142,7.00699766599149
500,26.316171191057897,82.28156370325566,15.294580820750513,13.29023038616324,29.560637971949063,7.559708840773136
600,38.276732691686995,101.67369475351647,22.465482288734425,15.061726547100754,30.46914040859446,7.718702847798171
700,43.4026161149894,135.48344069762814,28.863652288144394,16.510101707166722,31.195104142545592,7.706215518660781
800,60.55513775334846,155.6414070962989,33.89770966272978,18.19736938621289,31.419453531647736,7.599139934073924
900,69.16202609644229,165.00334461046006,38.90205302783373,19.218654330545714,31.220524616583123,7.5892723497112415
1000,89.06020336563778,183.78734788541382,42.78510186342537,19.69407547115072,30.404766950342303,7.526889989448947
1100,89.40946638112783,214.0155941095592,46.64723438253978,20.416537103281875,29.758037038363415,7.341851196107757
1200,110.24512896266674,222.632537910362,51.33428975898122,21.04682346642453,29.255053285907625,7.120018265489423
1300,128.70568336998505,238.14697054609715,57.38813323703759,21.377407627321627,28.62394995684732,7.026135558600754
1400,134.63072643710558,257.1343083684016,60.768661960448924,21.58455197089549,28.359169909314673,6.858159020619511
1500,146.2929053599857,285.3165702366551,64.397651604981,21.830534841457542,27.639593634795883,6.686771699829141
1600,160.565862915459,300.42406715223206,70.95702897652092,21.595967118472018,26.440919004109634,6.472925232240711
1700,182.32134029631075,310.3939904745303,75.06708149438549,21.800533566856178,25.872232826283366,6.350672118422259
1800,198.79770771826895,335.75725549512094,75.18374156275357,21.6346390384286,24.866662974393616,6.203658343860983
1900,211.10069816322968,347.209576870671,79.70949132083955,21.375110718657172,24.01108438779386,5.9612698225495535
2000,216.96485236851385,358.9155049645046,84.06377692503489,21.101625052135155,23.41509433462788,5.937813974865054
2100,230.135066003914,370.35894123333,88.98346757829235,20.852912367435458,23.217289662330675,5.78841362993589
2200,245.33236595917026,386.94434905728303,92.98875061756559,20.759892338688154,22.410314480358736,5.503274542407066
2300,254.13922128483978,394.9340002646381,93.39478293852692,20.549740883787514,21.1850256160477,5.356501340275889
2400,274.15900685363886,411.0449598624815,96.12884333490967,20.508450660771846,20.952418484639587,5.198173923556085
2500,283.535300615101,422.01990147239195,102.22996082254583,20.152084156952146,20.084025076249144,5.085045213460297
2600,286.041674379376,433.27749567424956,103.67104504023754,19.639747731262755,19.273729196572706,4.980950242353021
2700,297.8339118148709,437.2266962745726,106.67075059219574,19.680370490064565,19.26979475432705,4.788509740899844
2800,320.4563052161336,448.69154124310944,107.25055445250221,18.921948635607535,18.57177668898286,4.574833523470402
2900,331.12900964250775,465.23960991995204,111.02164108615568,18.69484670059876,17.670048661224165,4.447452084892835
3000,344.1606119369211,463.72249377947685,114.79326969722145,18.609429486904858,16.878297283950037,4.4918658802334015
3100,344.0730750593758,479.81018519992153,115.81539967944106,18.015498136668516,16.685373560142594,4.263183866945983
3200,354.65299392127173,492.0249968225605,115.2771434782602,17.841793644614672,15.862109794413476,4.072777053937159
3300,373.1881375451679,485.2380787320817,120.83602505592928,17.63543783384468,15.970042340784671,3.959510874428169
3400,379.7150866665804,508.80074937958324,122.01014441441062,17.42500224446252,15.447015897720487,3.878552817861705
3500,386.8098867338646,515.8559495493464,121.90203937650642,17.13588989826183,14.634560844384005,3.7322152578307293
3600,402.2956063363037,521.7302101827509,126.88880420541194,16.823637702076176,13.979500164358294,3.6498007099645866
3700,406.73560576525614,517.791195830952,128.54500877563913,16.63749773356927,13.400312067474182,3.610605912349459
3800,408.055837185348,530.9601153720439,128.171649129974,15.984346836800619,13.336235226442467,3.4713369439502526
3900,414.5647952447589,526.8794129440739,131.71178932031643,15.867737389068742,12.84843595376769,3.385864929602535
4000,430.90115893999956,538.7730905826899,130.7161460992963,15.5492736496246,12.415426043930488,3.243191699195684
4100,432.11052389002367,536.6064497279742,132.49754848823966,15.325454448859489,11.742859047864194,3.132340115495498
4200,443.9660558369211,537.8963477599997,135.77108904459882,15.17754663605827,12.02916535639438,3.2028540502746257
4300,448.3236469161527,543.4050102368543,134.51088688716462,14.683898453214264,11.258143841380821,2.9877946261493746
4400,452.9128123362269,559.5459390579282,136.51998915186874,14.65166962834012,10.770165880124754,2.9339498812178557
4500,464.35131461071535,556.3319523168498,139.25469570749098,14.299372465248759,10.919952627927527,2.9085466385975596
4600,476.90098574884394,558.7103826032111,137.93032555846844,13.883272588267896,10.040132283259632,2.714659380826195
4700,475.8674694906402,560.747656540367,139.6925990338444,13.875140957454336,9.731851354229084,2.731434052408391
4800,480.500759923964,574.8496495600998,140.465879750618,13.640824282966912,9.741919017692119,2.5622795625859482
4900,482.59096731018803,577.7085383204715,141.324651623613,13.302587519085888,9.152708574921949,2.487007360864642
5000,487.69816318507304,563.5542507153405,140.71500397942194,12.944881408274693,9.104700428016317,2.406072964072446
