milliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_13,species_14,species_15,compartment_1
0,180000.00866219937,0.32800004935267907,0.006816696215310821,0.12134130960937116,0.00013068321177955432,0.04328760854320946,0.045426658117425356,0.0340000018361635,0.0472850576085098,0.13104142513841902,0.00011608836271713388,1800.000628656727,0.025527866749097433,0.025527866749432023,29.499998579890537
100,180000.0083635341,0.32800004902247415,0.006816696197580305,0.12134130944736256,0.00013068321607640065,0.043287608485072515,0.04542665807299216,0.0340000014241247,0.0472850578371962,0.13104142496688534,0.00011608836266650638,1800.007202937892,0.025527866745607978,0.025527866751998522,29.499998628446377
200,180000.008217966,0.32800004870799665,0.006816696128809093,0.1213413093265015,0.0001306832207304745,0.04328760843419536,0.045426657996976365,0.034000001507768156,0.04728505750286,0.13104142481180886,0.00011608836255199582,1800.0065208160722,0.025527866739996918,0.025527866759959793,29.499998653960034
300,180000.00794307573,0.3280000480585069,0.0068166961286007105,0.12134130919256707,0.00013068323510936802,0.0432876083954099,0.04542665793983878,0.034000001561540025,0.047285057464764024,0.13104142469355512,0.00011608836274297015,1800.0123705202816,0.02552786673866682,0.02552786675955847,29.499998682550032
400,180000.0077579889,0.3280000479321703,0.006816696159791519,0.1213413090606289,0.00013068324364733124,0.043287608344577254,0.04542665790512494,0.03400000140565894,0.04728505737462502,0.13104142456108092,0.00011608836274805023,1800.0217677140233,0.02552786672932748,0.025527866764738154,29.499998717866816
500,180000.00764965883,0.32800004733660426,0.006816696163393896,0.12134130889324657,0.00013068324697253605,0.04328760828693202,0.04542665786848469,0.03400000130590231,0.0472850577691533,0.13104142440248176,0.00011608836259230021,1800.0216700030423,0.025527866726947335,0.02552786676934957,29.49999874499437
600,180000.0074104643,0.32800004700659113,0.006816696176858602,0.12134130874987614,0.0001306832530313173,0.04328760824057671,0.045426657826777475,0.03400000128449908,0.047285057463892784,0.13104142429680152,0.0001160883627701456,1800.0333898193833,0.025527866724023244,0.02552786677380327,29.49999877886169
700,180000.0072387535,0.3280000465992529,0.006816696141125151,0.12134130867422288,0.000130683264197817,0.04328760820815977,0.045426657778296506,0.03400000158540993,0.047285057508617764,0.13104142419796183,0.00011608836273325644,1800.0352340535287,0.02552786672079522,0.025527866779743412,29.49999881221676
800,180000.00718995262,0.32800004629930674,0.006816696187750318,0.12134130854183936,0.00013068327531494818,0.04328760817324524,0.04542665772028244,0.03400000169349852,0.0472850576394688,0.13104142403041508,0.00011608836278549134,1800.0421426294447,0.02552786671264427,0.025527866781569805,29.49999882480581
900,180000.00702619067,0.3280000458945532,0.006816696165591404,0.12134130843558061,0.00013068327463539687,0.04328760812679926,0.04542665770077607,0.034000001612478306,0.047285057813193025,0.13104142398699634,0.00011608836274952809,1800.0477975457093,0.02552786671105523,0.025527866783313063,29.49999885815711
