miliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_13,species_14,species_15,compartment_1
0,180000.00862086858,0.3280000493282125,0.006816696149585129,0.12134130961978563,0.00013068320591876493,0.04328760853167408,0.04542665810478214,0.03400000168264753,0.04728505756076654,0.13104142514513556,0.00011608836276995339,1800.003212308506,0.025527866751745173,0.02552786674703943,29.499998591423996
100,180000.00840555754,0.328000049152215,0.006816696199988316,0.12134130948286072,0.00013068322084743478,0.043287608495785564,0.04542665805879764,0.03400000181895825,0.04728505764117971,0.13104142501212385,0.00011608836261307882,1800.0020007257765,0.025527866741113115,0.025527866750565804,29.499998619375027
200,180000.0081896176,0.32800004861415905,0.006816696130550663,0.12134130931499036,0.00013068322650222362,0.043287608440743315,0.04542665801022253,0.034000001505434765,0.047285057663158256,0.13104142483717543,0.00011608836251865391,1800.0127558217084,0.025527866741111852,0.025527866760160986,29.49999865131511
300,180000.0080532375,0.328000048342405,0.006816696141421897,0.12134130913749311,0.0001306832301301067,0.04328760837799183,0.04542665794198126,0.03400000148947813,0.04728505747825018,0.13104142470164595,0.00011608836256383786,1800.0168534759393,0.025527866737183925,0.025527866762661805,29.49999869335608
400,180000.00779850388,0.32800004791982396,0.00681669618887937,0.12134130905951918,0.00013068323946863883,0.04328760832565614,0.045426657897694345,0.03400000155551481,0.04728505773380463,0.13104142454560444,0.00011608836271358136,1800.0213665000995,0.025527866731625385,0.025527866765460514,29.49999872766491
500,180000.0076518205,0.32800004754207085,0.006816696148173187,0.12134130891590336,0.0001306832504040484,0.04328760830470515,0.04542665784620239,0.03400000142711974,0.04728505747383924,0.13104142440468894,0.00011608836265628944,1800.0273654754458,0.0255278667303955,0.025527866768838524,29.499998753259963
600,180000.00745196588,0.3280000469865595,0.006816696191614713,0.12134130877280308,0.00013068325874895557,0.043287608263547515,0.045426657826270284,0.03400000169131139,0.047285057645024074,0.13104142425168624,0.00011608836270925036,1800.0309508261485,0.025527866723094192,0.025527866772574903,29.49999878112761
700,180000.00730209908,0.3280000466080871,0.006816696211085068,0.1213413086348837,0.00013068325954382337,0.04328760821441474,0.045426657773157804,0.034000001466981386,0.04728505761768113,0.13104142420535567,0.00011608836273400837,1800.034144226141,0.02552786671885551,0.025527866775028545,29.499998813278648
800,180000.00717490367,0.3280000463131955,0.006816696127805432,0.12134130853352351,0.00013068326787392737,0.04328760817721895,0.045426657723852175,0.034000001780002516,0.04728505776432021,0.13104142402455035,0.0001160883627800634,1800.040559977633,0.025527866713221596,0.025527866781133186,29.49999883681387
900,180000.00696682066,0.32800004581413056,0.0068166961592360876,0.12134130846364355,0.00013068327982080697,0.04328760813044541,0.04542665769328963,0.034000001474462145,0.047285057885948875,0.13104142395178256,0.00011608836261643248,1800.0476338597173,0.025527866708198822,0.02552786678503481,29.499998860907326
