miliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_13,species_14,species_15,compartment_1
1400,180000.00508744962,0.32800004185352966,0.006816696156513052,0.12134130702351642,0.0001306832894548136,0.043287607673116076,0.04542665717079413,0.03400000141436148,0.04728505753695696,0.13104142240164154,0.00011608836175072752,1800.0685408586992,0.025527866704985414,0.025527866792960527,29.499999190231865
1500,180000.00483250435,0.3280000416851044,0.006816696211428389,0.12134130699696734,0.0001306832994144349,0.04328760762843193,0.04542665719247153,0.03400000152928495,0.04728505746895522,0.13104142239064953,0.00011608836177368008,1800.0755342782445,0.0255278667003557,0.0255278667951499,29.49999919877989
1600,180000.00499862505,0.3280000414840243,0.006816696184922733,0.12134130701725085,0.00013068330416623393,0.043287607619111074,0.04542665715715393,0.03400000157385716,0.04728505759323207,0.1310414223532436,0.00011608836175581923,1800.0808753394936,0.025527866700121412,0.025527866800293075,29.499999193220813
1700,180000.00491981127,0.32800004129837507,0.006816696227792181,0.12134130691232387,0.00013068330699199046,0.04328760764282741,0.045426657165722036,0.0340000016302208,0.047285057856112214,0.1310414224427772,0.00011608836168850814,1800.083932136512,0.025527866696168265,0.02552786680296966,29.49999922220123
1800,180000.00486931964,0.3280000410512705,0.006816696239805488,0.12134130692327888,0.00013068331624506994,0.04328760759755425,0.04542665712273976,0.03400000192667018,0.04728505787602284,0.13104142232768975,0.00011608836184267959,1800.0904617096785,0.02552786669176425,0.025527866805538688,29.49999922763552
1900,180000.00489953713,0.328000040873605,0.0068166962735511935,0.12134130693043421,0.00013068331749765152,0.04328760758689749,0.04542665712689095,0.03400000198890236,0.04728505798833811,0.1310414223906457,0.0001160883618605955,1800.095645954223,0.02552786669026708,0.02552786680577873,29.499999221255273
2000,180000.00486789225,0.3280000407147431,0.00681669628236958,0.12134130693482376,0.0001306833211704827,0.0432876075952608,0.04542665711622649,0.03400000198011427,0.04728505792755959,0.13104142226637297,0.00011608836205515883,1800.0966922851574,0.025527866688293068,0.025527866809999585,29.4999992304941
2100,180000.00474482885,0.3280000405682762,0.006816696325012869,0.12134130690422637,0.00013068333042732017,0.04328760757974035,0.04542665715040463,0.03400000200919418,0.047285058081049026,0.13104142235691252,0.00011608836214049617,1800.1081682809343,0.025527866684510667,0.02552786681262175,29.49999921167776
2200,180000.00489505698,0.3280000403864799,0.006816696311262834,0.12134130683097281,0.000130683330110095,0.04328760760837867,0.045426657127414546,0.03400000221156024,0.047285058178906554,0.13104142228907517,0.00011608836210246447,1800.1124375145914,0.025527866680909277,0.02552786681413804,29.499999219784687
2300,180000.00482323408,0.32800004024509355,0.006816696375614242,0.12134130689675207,0.0001306833403616211,0.04328760761475745,0.045426657158104275,0.03400000223007721,0.04728505855845007,0.13104142235498242,0.00011608836223817102,1800.1143669886371,0.025527866681837416,0.02552786681791145,29.499999206444013
2400,180000.00489098768,0.3280000400778693,0.0068166963946273765,0.12134130688026418,0.00013068334005854166,0.0432876076036344,0.04542665713178194,0.034000002553534955,0.047285058577644284,0.13104142241091146,0.00011608836224161435,1800.1214658734968,0.025527866675346754,0.025527866820626674,29.49999922548379
2500,180000.00496216977,0.3280000399718636,0.006816696397818574,0.12134130695344045,0.0001306833494639355,0.043287607620767624,0.045426657149219306,0.034000002682998035,0.047285058776962034,0.13104142229228305,0.00011608836235058987,1800.121923689702,0.025527866674084257,0.025527866823516723,29.499999223792134
2600,180000.0048667203,0.3280000396669293,0.006816696485321846,0.12134130684150521,0.00013068335305960654,0.043287607622834096,0.04542665711369987,0.03400000280827862,0.047285058845498114,0.13104142226495674,0.0001160883626376149,1800.1313676311856,0.025527866669548684,0.025527866825407402,29.499999204676907
2700,180000.0048198011,0.32800003933100297,0.0068166965177850715,0.12134130684788925,0.00013068336604696307,0.043287607592993986,0.04542665711612327,0.03400000292822351,0.047285059330521295,0.13104142224448997,0.00011608836271546506,1800.1369947884532,0.025527866664319557,0.02552786682968323,29.49999922857958
2800,180000.00486224692,0.32800003899906083,0.006816696539130181,0.12134130676505056,0.00013068337376935578,0.043287607559549184,0.04542665712281718,0.034000003086982394,0.047285059278827125,0.13104142229916577,0.00011608836268221024,1800.1409621464977,0.025527866662352437,0.025527866836436226,29.49999922968349
2900,180000.0047645233,0.328000038657698,0.006816696562100655,0.12134130670595311,0.00013068338310397255,0.043287607573917794,0.04542665712045939,0.03400000330343102,0.04728505943343878,0.13104142219650614,0.000116088362979539,1800.1478408639882,0.025527866654892123,0.02552786684036455,29.49999923284827
3000,180000.00461769456,0.32800003836453495,0.006816696630521429,0.12134130667921642,0.000130683391986633,0.043287607549529,0.04542665711894531,0.03400000368467926,0.04728505963707396,0.1310414221818902,0.00011608836288341985,1800.151958930577,0.02552786665274159,0.02552786684439159,29.499999240075248
3100,180000.00475001644,0.3280000379833209,0.006816696655348972,0.12134130673878622,0.00013068340001224038,0.04328760754359655,0.04542665711108526,0.034000003920041336,0.047285060032376175,0.1310414222607716,0.00011608836308490178,1800.1546230759757,0.025527866646679238,0.025527866849809306,29.499999247396463
3200,180000.00464355803,0.32800003765089447,0.006816696757502758,0.12134130665569577,0.00013068340363299263,0.04328760754142879,0.04542665708358977,0.034000004020320156,0.04728506027378163,0.13104142214360284,0.00011608836318186248,1800.1639836435138,0.02552786664299786,0.025527866853655972,29.499999256858462
3300,180000.00471767902,0.3280000373560772,0.006816696772965782,0.121341306653309,0.00013068341262784263,0.043287607562409895,0.04542665708550833,0.034000004279208074,0.04728506039159737,0.13104142213331418,0.00011608836327504396,1800.1666702809384,0.02552786663710161,0.025527866858327686,29.499999252796304
3400,180000.00461895784,0.328000037041574,0.006816696806443883,0.12134130661978934,0.00013068342521570394,0.0432876075484388,0.04542665706156818,0.034000004541296834,0.0472850608209842,0.13104142216077613,0.0001160883634925361,1800.172784763153,0.025527866631941697,0.025527866862983688,29.499999243849974
3500,180000.0047771976,0.3280000367372063,0.0068166968935225326,0.1213413066076185,0.00013068343085672523,0.043287607565089675,0.045426657078632686,0.03400000487229084,0.047285060828875215,0.1310414221734922,0.0001160883637203645,1800.1751814078443,0.025527866630171994,0.02552786686794741,29.499999269335046
3600,180000.0046990042,0.3280000363702265,0.006816696948568784,0.12134130658957194,0.00013068344076252558,0.043287607539409134,0.04542665706266861,0.034000004993150236,0.04728506111518943,0.13104142215826872,0.00011608836375109759,1800.1790023737258,0.025527866623123768,0.025527866873869254,29.499999254646102
3700,180000.004719026,0.328000036044854,0.006816697020438572,0.12134130659284191,0.0001306834498912438,0.043287607534390905,0.04542665705449765,0.0340000052220833,0.04728506142434368,0.13104142218307577,0.00011608836399626178,1800.1870377460332,0.025527866617306837,0.025527866878214237,29.499999256990634
3800,180000.00468425805,0.32800003574587855,0.006816697028348332,0.12134130656357252,0.0001306834587186841,0.04328760754639186,0.04542665706570118,0.03400000575585416,0.047285061707792314,0.13104142214938702,0.00011608836413062572,1800.18794731499,0.02552786661237329,0.02552786688398775,29.499999249137964
3900,180000.00484941044,0.3280000354589878,0.006816697127499921,0.12134130663227262,0.00013068346471287363,0.04328760756407311,0.04542665706924019,0.034000006015782805,0.047285061965552586,0.13104142222051499,0.00011608836410400924,1800.1963076687896,0.02552786661152137,0.025527866888269045,29.499999239955947
4000,180000.00486641662,0.328000035124688,0.006816697151059317,0.12134130664610662,0.00013068347308019954,0.04328760757704353,0.04542665710778401,0.03400000615984015,0.04728506249740859,0.13104142219000114,0.0001160883644310338,1800.1996860755935,0.025527866606688546,0.02552786689417761,29.499999234303196
4100,180000.00488716766,0.3280000348033468,0.0068166972587877395,0.12134130660992218,0.00013068348369067576,0.04328760755136435,0.04542665711261984,0.03400000640947567,0.047285062569389254,0.13104142218579634,0.00011608836458981791,1800.2053109431922,0.025527866597680093,0.025527866898338924,29.49999925572116
4200,180000.0048765836,0.3280000344887601,0.006816697330509962,0.12134130658682989,0.00013068348938579492,0.043287607551853895,0.045426657120093035,0.03400000695173674,0.04728506313386457,0.13104142227392016,0.0001160883647797024,1800.2115436467438,0.025527866593884306,0.02552786690392892,29.499999235109172
4300,180000.00481040418,0.3280000342058983,0.00681669736930623,0.12134130660692237,0.00013068349952826842,0.04328760759255207,0.045426657111197435,0.03400000703347254,0.047285063282618424,0.13104142227900945,0.00011608836476644901,1800.2151646438851,0.025527866588605938,0.025527866907480934,29.49999923356063
4400,180000.00497136306,0.3280000338861543,0.0068166974674193845,0.12134130661234996,0.0001306835062269831,0.04328760757227315,0.04542665712149594,0.03400000755453457,0.04728506351674469,0.13104142226941448,0.00011608836491328601,1800.220222285656,0.025527866584569084,0.025527866911719158,29.499999233139945
4500,180000.0050620227,0.3280000335582206,0.006816697494881553,0.12134130666252077,0.00013068351662428484,0.04328760762334397,0.04542665712453383,0.03400000780769208,0.04728506386043504,0.13104142237780747,0.00011608836516789228,1800.2237801973301,0.025527866577952054,0.02552786691751366,29.49999922431748
4600,180000.00511489788,0.32800003327982186,0.0068166975648815764,0.1213413066979766,0.00013068352409065288,0.0432876076197555,0.04542665714568284,0.03400000809014728,0.047285064294277215,0.13104142237252628,0.00011608836528954239,1800.227961888746,0.025527866573416637,0.025527866923109696,29.499999213741884
4700,180000.00519076685,0.32800003293449626,0.006816697661782536,0.12134130668621974,0.00013068353290971355,0.043287607648307753,0.04542665716595262,0.034000008614036716,0.04728506470788709,0.1310414224407762,0.00011608836563141888,1800.233666101657,0.02552786657062407,0.025527866928027443,29.499999212323733
4800,180000.00522293456,0.3280000326659329,0.006816697723446313,0.12134130671962699,0.00013068353802031548,0.043287607640558806,0.04542665718794779,0.034000008856100064,0.04728506499648445,0.13104142243156866,0.00011608836562294946,1800.2438150714509,0.02552786656268052,0.02552786693068503,29.499999208919814
4900,180000.0052394481,0.3280000323337049,0.006816697837309657,0.12134130682861803,0.00013068354978678758,0.043287607660671655,0.045426657197153275,0.034000009241966764,0.04728506539929388,0.13104142242288405,0.00011608836592761836,1800.2486308821235,0.025527866559556342,0.02552786693743759,29.499999180658378
5000,180000.00530269445,0.32800003204252987,0.006816697890310218,0.12134130689904339,0.00013068356148027185,0.043287607685645706,0.04542665719900803,0.034000009567009395,0.04728506587059816,0.1310414224824202,0.00011608836607027517,1800.2480806273404,0.025527866552854436,0.025527866941812232,29.499999158619197
