milliseconds,V_membrane,n,jm,Ca_er_Ca_equations,Ca_i
0,-61.01795521416306,0.0004790118058858817,0.1199372358154861,59.99928810982989,0.11059244041529216
100,-61.01830806837937,0.0004787611550563671,0.11993597768219148,59.99927399891848,0.1106041216679804
200,-61.01866075658071,0.00047851454315327554,0.11993471945010914,59.99925989240723,0.1106157971056678
300,-61.019013267522524,0.0004782722167599405,0.11993346111119076,59.99924579065406,0.11062746625503292
400,-61.019365600024024,0.00047803417589360855,0.11993220266329063,59.99923169375389,0.11063912899026991
500,-61.0197177598125,0.0004778001944978331,0.11993094410546491,59.999217601746636,0.1106507852576162
600,-61.02006974403877,0.0004775703920773881,0.11992968543853712,59.99920351459683,0.1106624351045204
700,-61.02042155270285,0.00047734476863227354,0.11992842666250725,59.99918943230448,0.11067407853098252
800,-61.020773196273716,0.00047712294005310547,0.11992716777712303,59.99917535487723,0.11068571552529068
900,-61.021124670856565,0.0004769050492409183,0.11992590878247836,59.99916128231222,0.11069734609180207
1000,-61.021475975576095,0.000476691128311291,0.1199246496785943,59.99914721460883,0.11070897023149591
1100,-61.02182711941804,0.00047648085374122685,0.11992339046557786,59.999133151758905,0.1107205879537693
1200,-61.022178102402755,0.0004762742247984048,0.11992213114342927,59.9991190937624,0.11073219925864349
1300,-61.022528921927005,0.00047607133520913313,0.11992087171211756,59.99910504062171,0.1107438041433961
1400,-61.022879584365576,0.00047587195656913336,0.11991961217178573,59.999090992327666,0.11075540261907975
1500,-61.023230093690046,0.0004756759465783349,0.11991835252252288,59.9990769488746,0.1107669946925804
1600,-61.02358044591358,0.0004754834480829537,0.11991709276423956,59.999062910268215,0.11077858035698568
1700,-61.023930644890704,0.0004752943231203529,0.1199158328970374,59.99904887650205,0.11079015962018389
1800,-61.02428069779848,0.00047510831480552363,0.11991457292110559,59.999034847564054,0.11080173249686295
1900,-61.024630599684656,0.0004749256003923127,0.11991331283631358,59.99902082346255,0.11081329897688805
2000,-61.024980352218144,0.00047474612012295803,0.11991205264270896,59.9990068041944,0.11082485906407918
2100,-61.02532996546671,0.0004745695135114261,0.1199107923405788,59.99899278974077,0.11083641278148072
2200,-61.02567943511513,0.00047439593506884024,0.11990953192980006,59.998978780109724,0.1108479601192154
2300,-61.02602876200196,0.0004742253547695621,0.11990827141039663,59.9989647752997,0.11085950107920264
2400,-61.026377946965766,0.00047405774258795294,0.11990701078239244,59.99895077530912,0.11087103566336187
2500,-61.02672699084511,0.0004738930684983743,0.1199057500458114,59.998936780136425,0.11088256387361246
2600,-61.027075900679115,0.0004737310799517123,0.11990448920087277,59.99892278976613,0.11089408572888544
2700,-61.02742467514553,0.0004735718244682161,0.11990322824753237,59.99890880420151,0.11090560122517196
2800,-61.02777331519282,0.0004734152680791896,0.11990196718581758,59.998894823440764,0.11091711036469284
2900,-61.02812182223766,0.0004732613600111897,0.11990070601577053,59.998880847481004,0.11092861315095365
3000,-61.02847019769675,0.00047311004949077314,0.11989944473743334,59.99886687631938,0.11094010958745994
3100,-61.02881844372497,0.0004729612587876113,0.11989818335088424,59.99885290994953,0.11095159968196891
3200,-61.02916656192798,0.0004728149302275188,0.11989692185617461,59.998838948367705,0.11096308343907452
3300,-61.02951455351625,0.00047267102056761963,0.11989566025333648,59.99882499157201,0.11097456086109457
3400,-61.02986242001082,0.00047252947522455406,0.11989439854241707,59.99881103955908,0.11098603195213554
3500,-61.03021016293271,0.0004723902396149623,0.1198931367234636,59.99879709232556,0.11099749671630385
3600,-61.03055778333414,0.00047225327564348775,0.11989187479651761,59.998783149867826,0.1110089551580232
3700,-61.03090528193396,0.00047211855694015637,0.11989061276161653,59.99876921218207,0.11102040728194283
3800,-61.03125266071506,0.00047198601267744615,0.11988935061881321,59.99875527926518,0.11103185309185669
3900,-61.03159992107666,0.0004718555925560315,0.11988808836815343,59.99874135111375,0.11104329259195364
4000,-61.03194706441798,0.0004717272462765866,0.11988682600968288,59.99872742772433,0.11105472578642255
4100,-61.03229409196415,0.00047160092969920014,0.11988556354344414,59.99871350909356,0.11106615267938252
4200,-61.03264100331147,0.00047147665631791074,0.11988430096944978,59.99869959521859,0.11107757327429972
4300,-61.03298780075429,0.00047135434416057076,0.119883038287762,59.9986856860957,0.11108898757572186
4400,-61.03333448552214,0.00047123394893245306,0.11988177549842345,59.998671781721505,0.11110039558776975
4500,-61.03368105884452,0.0004711154263388304,0.11988051260147672,59.99865788209265,0.11111179731456429
4600,-61.03402752195096,0.0004709987320849755,0.11987924959696444,59.99864398720575,0.1111231927602263
4700,-61.0343738746097,0.00047088387360073094,0.11987798648490192,59.998630097057976,0.11113458192820416
4800,-61.03472011838183,0.0004707707948545855,0.11987672326533792,59.99861621164583,0.11114596482277134
4900,-61.03506625455883,0.0004706594493584981,0.11987545993831628,59.998602330965916,0.11115734144807718
5000,-61.035412284219994,0.0004705497981352224,0.11987419650387679,59.99858845501492,0.11116871180817342
