milliseconds,RuBP_ch,PGA_ch,ATP_ch,BPGA_ch,GAP_ch,Pi_ch,DHAP_ch,FBP_ch,F6P_ch,E4P_ch,X5P_ch,SBP_ch,S7P_ch,R5P_ch,Ru5P_ch,G6P_ch,ADP_ch,G1P_ch
0,0.33623917078344573,3.355899292888402,0.4980566880272077,0.14831076368846652,0.013317787072233082,1.5622442169138568,0.29347488740492733,0.02768389421155355,1.36710690298161,0.4084065809881763,0.0036332270465740677,1.562640242432472,0.005408261053291979,0.00598263984684954,0.002352156613556361,3.146580276194881,0.0014918132446140645,0.1821253221697596
100,0.37579337217653186,0.9458766716543673,0.4976587473428531,0.0772146774833384,0.010439298248617593,1.0777438336612883,0.2299312405767256,0.01694692441311824,1.8266070544612323,0.7196418174820234,0.0022244140470630445,2.1445990837820275,0.0009560263444601426,0.003741100076490873,0.0014916178664254455,4.2081250544549835,0.0018909707509025169,0.24419350935477155
200,0.37148817926385447,1.0576047752574198,0.4974476720642915,0.07667908950889517,0.010018255844566764,0.759930937273621,0.22107697009525712,0.01572443035600961,1.924569676794889,0.7267805924613131,0.002229382239301626,2.0931215256694897,0.0009856519331081467,0.0037340044398176298,0.0014946406827576972,4.436416548805807,0.002107751923371518,0.25683355963346816
300,0.3719889627385842,1.0684363471135812,0.49743063600485904,0.07632215543367978,0.01005691250926965,0.7343741424293603,0.22166557279175694,0.01581411726959352,1.9224590759509657,0.729530078660482,0.0022307117909399978,2.0980519724170126,0.0009855392291226294,0.0037507791972006457,0.0014961080879531375,4.418516855869458,0.0021242475161669687,0.25640091506857443
400,0.3718096805940761,1.0574805441092523,0.4974289558471496,0.07689777571191554,0.010054460961192977,0.7417825888079258,0.22107251606033113,0.015877539978530922,1.9227462897023722,0.7309737853868573,0.0022263166201246356,2.0973551938457335,0.0009634521558855575,0.0037405464914836402,0.0014922398861634371,4.429630245298635,0.0021249373015794935,0.2566742134083608
500,0.3718703745328272,1.0696334788852206,0.4974330981619838,0.07673650399303389,0.01006595095792579,0.7424882834911944,0.22146630475588291,0.0157832428394037,1.9276102402202064,0.7293912143201681,0.002223135272270124,2.0983805712877577,0.0009668175799468849,0.0037298899367480694,0.0014964131567172458,4.423007393233387,0.0021218477682109745,0.2566425080513273
600,0.3722101524189333,1.059328775958433,0.4974300625313953,0.07626107309741523,0.010074111703162605,0.7349615797771105,0.2214962164128491,0.015830931808930436,1.9222668017298403,0.7300147136985851,0.002225059979598268,2.098686456722686,0.0009631583712550483,0.0037371597972265976,0.001490860749307053,4.418747141319629,0.002122595956144261,0.2568057008813907
700,0.37218423281827623,1.0532641531719305,0.4974248263920626,0.07712538516306636,0.010063440476630152,0.7455747274201564,0.22163551001017265,0.015726696486034232,1.9283403219396946,0.7286226115254603,0.002220343862771839,2.0995819775806908,0.0010022543590879585,0.0037488599645969806,0.0014895207661873185,4.428944376405641,0.0021203472723542245,0.2564872969045665
800,0.3717967604871253,1.0403562385181782,0.4974298046368604,0.07707562548407382,0.01008016280541703,0.7415720817198087,0.2208070614601173,0.01572229238683532,1.9212274625553956,0.7275529718613305,0.0022294360493202723,2.0988995632205056,0.0009600998417315898,0.0037412110126784732,0.0014890220679689599,4.417905721170949,0.0021255965702471186,0.2562140513772202
900,0.37184449911901707,1.0619707377089698,0.4974319051256556,0.07662485210490577,0.010070393780392043,0.7432986856198759,0.22115774307093652,0.01574938520031655,1.9210759051928912,0.7284749248261624,0.002222427704975507,2.1002263062272366,0.000991188219793505,0.0037489419212904237,0.001497166700648647,4.434504077578461,0.002118085325533344,0.2569482284344363
1000,0.3719983370796998,1.0681087866982417,0.4974261743013531,0.07623481630710646,0.010073222605522245,0.7372490501979508,0.22108400064479022,0.015715336533396632,1.9208243511753549,0.7279277255143257,0.002228208866821426,2.099935145915855,0.0009770406386841815,0.0037365048310074806,0.0014924664788996294,4.433644469732607,0.0021255106111508415,0.2568332781531503
1100,0.3719770189699448,1.0557506955607519,0.49742401183287954,0.0771484542833977,0.010065381305067499,0.7369103860952455,0.22125183531768688,0.015782527176959923,1.9263098409567703,0.729902018957336,0.0022333893002902164,2.097780503341656,0.0009643025237154168,0.0037200479376086376,0.0014973406442895898,4.419352663497136,0.002118939829800061,0.25634333704929146
1200,0.3721298490465631,1.0653489864503267,0.49742554791953214,0.0771315796296934,0.010071703760050671,0.7453730878478202,0.22169866350770814,0.015812093007703306,1.9225981599609867,0.7279401880105263,0.0022197269222016544,2.0976036685077295,0.0010023872769866066,0.0037399429158201346,0.0014971914718216706,4.4352260504504475,0.0021232872319642353,0.25665006644277116
