miliseconds,S4,S10,S12,S19,S20,S23,S18,S3,S13,S24,S26,S5,S17,S22,S25,S27,S16,S2,S14,S11,S21,S15,S1,S28
0,0.4126869459430374,-48.2268216652276,6.849870022377442e-06,-0.0002090247223872734,0.0003205342236927693,-0.010266364431543232,-5.661094500346512e-05,6.2021967200354515,-0.0004105726436314503,7.001023084192935e-05,-0.0020212125660960143,0.9999999213765645,5.650101117687866e-09,3.4850191173183452e-09,4.685258786931869e-09,-2.7672928812909625e-09,-2.8871949612626144e-08,0.06030681061319348,-0.00041939715629305224,-0.03945965337823888,-0.0036183916709043376,0.0003297971379012648,25.10715594898566,5.122046857712358e-09
100,0.42166620379188097,847.4518042807294,5.502782245039499e-05,0.00047828899693350894,0.0008834468654777616,0.9736646299242546,0.054392605051460284,4.915827033362015,0.13051415519323933,2.24709503524514e-05,-0.0003282993632278848,0.9999983194037344,7.513607169242329e-07,5.589143477080633e-07,3.4029376670232964e-07,1.6535777398264667e-07,5.2106471570298156e-08,0.023555521858114277,0.0368082326816881,0.32584402776938043,-0.005545029482206254,-0.0006376012468144081,30.994023093130135,7.508980842798187e-08
200,0.42847583979016446,1743.937347332635,8.174653940927313e-05,0.0013673554581389727,0.0026220115962963674,1.5218357634287902,0.04920678825217729,4.262917482589369,0.09453764461438678,-1.2211456528137937e-05,0.0003320760905712941,0.9999961755510428,7.436306430921963e-07,7.428063825079537e-07,6.76373870271184e-07,5.647934093670293e-07,-4.2062516014365165e-08,0.025723253861158316,0.0357813571962946,0.3707090687712574,0.005538972174985087,0.0020739932637729875,36.740867010902925,4.1487559568920035e-07
300,0.4390504619445149,2361.1441171702304,9.403635563391448e-05,0.0017561291408599417,0.0037527133177269654,1.8659872499381962,0.04260020279070435,3.8377615245105905,0.07130439247551974,7.985625202496297e-05,0.0003585881573179515,0.9999945167578141,6.331007670820857e-07,6.767197336262628e-07,6.976041220874054e-07,6.873191536177468e-07,2.6031629233853857e-07,0.027784925964066603,0.033706680096595665,0.50297176878902,-0.007014611730642899,0.00295271892929015,40.6599885035998,6.41041946253267e-07
400,0.44194700490686717,3046.6601151439495,0.00011345351333972445,0.003533362240152984,0.004323902246026356,2.034735767768693,0.03704910144885965,3.4992160917269213,0.05474380370891258,7.242050009568376e-05,0.0006968671691314091,0.9999934786299781,5.236834051639458e-07,5.634874298096018e-07,6.147396542740336e-07,6.451891183313524e-07,3.4850457314281097e-07,0.029239898976685483,0.03227116474293115,0.6142834618219191,0.009741818067524053,0.007172464523176292,44.336507375354714,6.681039590188147e-07
500,0.44978360410486906,3512.3940649109204,0.0001226685030711746,0.00384880323522517,0.004781113073415429,2.162779843252094,0.032611727057757806,3.3376049224009643,0.04512566281101498,0.00010063581330381843,0.004008255669431917,0.9999923403380738,4.5053728614504477e-07,4.77105582494829e-07,5.212978928415914e-07,5.591905039783649e-07,6.084087695960972e-07,0.03016169788116462,0.03148283460142505,0.7152998065242733,0.008522279026620422,0.010986118704338034,48.02276579144981,5.907860637505165e-07
600,0.4555299122814528,4108.271229653923,0.0001208080195336368,0.00498093569315717,0.005558953733599847,2.191264978046099,0.029001289692020524,3.0635055806445934,0.037780808473602004,5.7919684896762404e-05,0.0028966230470350574,0.9999917298901394,3.795303994946086e-07,4.1190968301196143e-07,4.3188071516470865e-07,4.675348650867065e-07,9.168110793044497e-07,0.03120509162256161,0.030719059740123695,0.782506780587165,0.0005691721404294569,0.013442355549253382,50.521756797528504,4.969986562335133e-07
700,0.46345731200339574,4524.224421292285,0.00013165557139962106,0.0064255139822733814,0.005419581704393023,2.21085701731967,0.02609376808801632,3.0161259882914564,0.033481220418729266,6.922004165040111e-05,0.004702649273859199,0.9999906957864202,3.2625476864828385e-07,3.601333741123739e-07,3.7793826577171966e-07,3.970083771003451e-07,1.2165602930751039e-06,0.03199110203770833,0.030912204083002555,0.868885449419953,0.021524956575130455,0.017862983741806792,52.38881283421067,4.3323515973681485e-07
800,0.46448857686789874,4934.170037041297,0.0001519665981625518,0.007172625696191191,0.005738457190857638,2.2379107413211043,0.02352785012214994,2.848829364976854,0.02877465615970425,0.00011573793771837998,0.005664985356681104,0.9999901405442329,2.9690360128589263e-07,3.090509863314747e-07,3.2638806685580617e-07,3.492083187823071e-07,1.291380064958536e-06,0.03233859197182616,0.031017850206617594,1.0000505414057963,0.02594550184147634,0.020119274546567454,53.57976765195013,3.700804261909742e-07
900,0.4705059548460633,5152.884676281007,0.00015561073427050598,0.008488365170669514,0.0061518769597962795,2.223223594249531,0.021421366377694005,2.7848445598192755,0.024512622964735917,7.389734541675747e-05,0.010329840967108718,0.9999892434066796,2.7474098873233216e-07,2.8613150302336586e-07,2.9112117407831185e-07,3.058847246147472e-07,1.3724832391799298e-06,0.032907868528813805,0.02997092699654548,1.098288108470467,0.04382535703313043,0.022914539563790304,53.8491569467937,3.248763077524124e-07
