milliseconds,S4,S10,S12,S19,S20,S23,S18,S3,S13,S24,S26,S5,S17,S22,S25,S27,S16,S2,S14,S11,S21,S15,S1,S28
0,0.41512943722382784,-89.62630746485331,2.410018043517015e-06,0.0002521683165645771,-0.00016899658151621672,0.02212225938670345,0.00040190926728101345,6.178717259662969,0.0006746558563227946,-2.5200911141746062e-05,0.00037819022205503585,1.0000001944612507,-8.010771375330435e-09,5.8128474078095e-10,3.8744945267128923e-10,-3.1223383668583293e-09,-1.1731554711815586e-07,0.06022001259595372,-0.0004480087172007447,0.01989433720654181,0.007719395605879771,0.0005942299207673591,25.873500807811336,2.274731504480341e-09
100,0.4233948489188155,878.1757679706878,6.638381778420131e-05,0.00027517561351567154,0.0011487328929267937,0.9791715088846988,0.05450508194531051,4.891404455066312,0.13222903201304653,4.334650853084902e-05,0.0010523577899536967,0.999998234031489,7.578072212542618e-07,5.566920683214313e-07,3.3029180507200813e-07,1.712721162837088e-07,-2.3051966733833806e-08,0.023544641028199694,0.03692577338235282,0.28838421168223577,-0.00020949841171589772,0.00014212973754246157,31.643143640084645,6.317946675015482e-08
200,0.43303751249419276,1662.4922057053395,7.989088338081167e-05,0.0020001220323895333,0.0026554418398327235,1.512624771653755,0.04925406693098425,4.246102321734348,0.09507398704718786,-3.7752584897288054e-05,-0.0005389775448049276,0.9999960802123974,7.461234357229213e-07,7.415196683301917e-07,6.849809578878025e-07,5.594834193477825e-07,1.0388882523740757e-08,0.02569160012971838,0.035047345525343596,0.3952981826390039,0.00186180097020911,0.0011277283160992023,36.09719880276414,4.187768908316797e-07
300,0.4360327015670886,2274.596726884475,8.813045100760673e-05,0.0025833832787675866,0.003765674143223851,1.8706242847061134,0.0424006024466953,3.84726953210855,0.07068714581273444,-1.8022488347084306e-05,0.0019287018168006862,0.9999949002054145,6.256772684501575e-07,6.662858280220525e-07,7.049620085430655e-07,6.990612613298203e-07,2.2549960753223543e-07,0.027401502383611998,0.03339420863864156,0.5137884518326032,-0.0031017911071405065,0.0026759565296235154,40.701088589573715,6.497929343578531e-07
400,0.4413332065543122,3023.615452909317,0.00011383576829444838,0.0029585868582336864,0.0044949740803333785,2.028435609931759,0.037190048812059014,3.5181109008177005,0.05686441192440016,-4.038547739570301e-05,0.003727037574055441,0.9999935425394696,5.303263850148458e-07,5.721918904867357e-07,6.126745219991534e-07,6.483838951422914e-07,5.642753592110945e-07,0.02902490078730896,0.03280035444455325,0.566735768244089,-0.006708098641777748,0.00717877383851478,44.346050869915935,6.679696374575022e-07
500,0.4514104386027117,3415.987843356305,0.00011641885341223985,0.004261082408270405,0.0048347738292119375,2.158792715896174,0.03232572271520123,3.2886766135013397,0.044832333248204875,-6.336625702189139e-06,0.0023468413415077462,0.9999923123180249,4.4329484337439744e-07,4.822520507812526e-07,5.116191449822407e-07,5.56876722319375e-07,7.890145725172969e-07,0.030182337655694603,0.03135244318859685,0.7376899807309036,6.273538092696615e-05,0.009445861159147546,47.96627903012259,5.935609810379197e-07
600,0.45306216537201977,3949.6682277514337,0.00012742131785075511,0.005297531997778599,0.004626030275619574,2.1795979008101334,0.028679269176597074,3.138527058961235,0.03766309356828242,0.00010480299545286107,0.0020877099534017344,0.9999918160354656,3.809237597877336e-07,4.015757257196708e-07,4.3833252090226925e-07,4.6962273556975265e-07,1.0155370514976188e-06,0.03151315334321472,0.030979984289873964,0.8068776146400706,0.007095996285223207,0.01380664907711595,50.63622653202724,5.068363477277675e-07
700,0.46478520663258216,4497.904439854189,0.0001308886415399465,0.006618727823251588,0.00601583066776285,2.2103296259596577,0.02609153108593061,2.9708344333417016,0.033542608555385225,8.213494877477895e-05,0.007460491963826423,0.9999904710954396,3.2615207510791925e-07,3.5320888324995423e-07,3.7507661382347536e-07,3.9471846691786086e-07,1.1910822680653653e-06,0.03201078807799343,0.031036793478702474,0.8756549922390051,0.024939493482098913,0.018006491712906192,51.9842260457922,4.270926661018342e-07
800,0.4687545776990619,4938.619333384559,0.00014659941758824374,0.006934613001185145,0.006009716174371222,2.227343909968699,0.02321540632058079,2.841671600373435,0.02786584980778871,0.00016459453645852805,0.006305056160708419,0.9999899369407391,2.930458993135809e-07,3.1513196767311176e-07,3.2200329028412446e-07,3.5693650207653984e-07,1.2046430750568013e-06,0.03253304954509386,0.030829151412833686,1.030473062768573,0.022998887204864402,0.020815954148749833,53.01564810847358,3.777756929366153e-07
900,0.46898919317245014,5199.898773104863,0.00014837476946959533,0.00821104814671815,0.006200186363068193,2.2247597309663902,0.020366593212984875,2.7234704176986635,0.025816362698541834,0.0001825076421437726,0.007897700489714414,0.9999895610422666,2.6612419663135356e-07,2.738629490830751e-07,3.005436811274288e-07,3.1276623337347965e-07,1.4023929533612368e-06,0.032901108005783504,0.030121650282892338,1.059089760183811,0.036387125895227385,0.022655713620368997,53.742546673830915,3.249956107206563e-07
