miliseconds,S4,S10,S12,S19,S20,S23,S18,S3,S13,S24,S26,S5,S17,S22,S25,S27,S16,S2,S14,S11,S21,S15,S1,S28
0,0.41537085768536836,76.53174095746596,5.4674869186660245e-06,0.0005151008428384998,-0.00011117058805144252,-0.0019478408165849036,7.498876189170556e-05,6.235968854599727,-0.0008841103826514967,-6.27896998136121e-05,-0.0009774453325286012,0.9999998977980926,6.059619610076994e-09,1.3152373928842076e-09,-4.9908542858432295e-09,-3.754129387155378e-09,-7.740128922358512e-09,0.060097266316782715,-0.0004500820480941068,-0.022634204452096168,-0.007110853761862003,-0.0008699303921551551,25.658770360280364,-7.106873075584144e-09
100,0.42449099330024936,832.2758404017077,6.453372354106261e-05,0.00044738766268495155,0.0018624500344537136,0.9592295064345402,0.05436073163240087,4.904729803034418,0.1309292257711061,6.831911523099272e-05,-0.002107214704206391,0.9999981571285931,7.549398837253609e-07,5.562932946124929e-07,3.3724583848880987e-07,1.7302874042357218e-07,1.2917671624333756e-08,0.02331745517600964,0.037216870826374794,0.29696012759478224,0.005936988659233731,-0.0005439340767048309,31.101716515266354,6.909983626511838e-08
200,0.43014287381564215,1743.4762981185793,7.991473213144055e-05,0.0020658449405592458,0.0022424098428562413,1.5170224721534715,0.04909621291860957,4.2522805612491155,0.09527907670986156,-6.030258716664493e-07,0.002260901673186776,0.999996401235974,7.424474551069256e-07,7.430775093406288e-07,6.881681456473485e-07,5.633006510103894e-07,-9.407129356319276e-10,0.025752260021432643,0.03534536880481594,0.4073365584286064,0.007388168795459773,0.0006389074939841062,36.30684528226567,4.131474598947817e-07
300,0.436696768810342,2319.5272981925464,9.421262390198084e-05,0.0021972220501842166,0.003619339614112243,1.8659088563014758,0.04311927227958346,3.7649655136737845,0.06985921931674063,-4.986464010500865e-05,0.00045541924274510644,0.9999945918675736,6.361642981604623e-07,6.687332862127064e-07,6.913999880430223e-07,7.013393344036987e-07,9.222474537472872e-08,0.027459775612425175,0.033588470836901536,0.5032635016451397,-0.0007348563134287588,0.0030128713442479096,41.347905176548316,6.453306726637118e-07
400,0.4463592977146691,2924.25264901545,0.00010845756363038696,0.0037369561057804144,0.0038903827219122448,2.0388716163950984,0.03737070351809485,3.507857965146905,0.05485508570577227,2.405517408757232e-06,0.0027966293125687705,0.9999937413101925,5.223846520601688e-07,5.675674679570819e-07,6.111124662896474e-07,6.512557362612515e-07,4.968626456672351e-07,0.029371276922820183,0.03267581893518267,0.6132289781531307,-0.001291493923111493,0.007237377252690092,44.71630001455766,6.610337368160663e-07
500,0.4497873878968717,3477.560606907483,0.00011253476326123968,0.0036499841372853678,0.004973235354032025,2.163460456903809,0.0325442390722261,3.2487455569721564,0.04483976755349402,-3.170831059842623e-05,0.0008555916463697999,0.9999924569395531,4.435308419527366e-07,4.846240298563963e-07,5.07973493577133e-07,5.587330077601877e-07,6.541866300027257e-07,0.03046028571685189,0.03175626353587358,0.7282039509081211,-0.007005091727711297,0.010023986702946847,47.355366243768245,5.840296902532759e-07
600,0.4523477231218193,3988.9614568805305,0.00012882202319215808,0.004578255375079849,0.004798665735288544,2.197001715689935,0.029325878901190185,3.105890306838125,0.0377543320865938,6.12674997907842e-05,0.005779307783196522,0.9999916496956593,3.84475781463832e-07,4.037014881467871e-07,4.326807466603209e-07,4.753343345620305e-07,9.155661193882194e-07,0.03147062150774356,0.03110281767975329,0.7894654338556546,-0.00221685377383657,0.01503621301950863,50.36824428707887,4.99979419640271e-07
700,0.4641096991422802,4575.162285054346,0.00014382711852617996,0.00644471598043514,0.005302372180329486,2.2178463042344876,0.026162045930575886,2.9976548094709217,0.03207903654058919,5.8633883570379696e-05,0.007983132894154452,0.9999908813660191,3.3908821977513266e-07,3.4830746977828707e-07,3.7874111485870737e-07,4.0243518140536354e-07,1.2438725634562712e-06,0.03192054896259437,0.031248577692142242,0.8724248367233562,0.011007450051804158,0.01777499010730042,52.10421521706536,4.261437796681351e-07
800,0.4669424033050478,4851.512754476558,0.0001470211205313426,0.006879318398773432,0.005802566410098633,2.2545415728804103,0.0227535814018247,2.8446238296639064,0.02894312306866047,0.0001280073752246176,0.007957993637464172,0.9999898156351565,3.0280669051237124e-07,3.1073692714516505e-07,3.3560427196619555e-07,3.419450631412602e-07,1.3448769873842534e-06,0.032674240028653864,0.030314259895252757,0.9503701844622002,0.032932625119038356,0.021644343930820053,53.61535634501024,3.7717669720157645e-07
900,0.47244195225174235,5170.1149197944505,0.00014614097828262744,0.007834273286300077,0.006968598573570351,2.219273341746939,0.020884932645771973,2.778469591079937,0.02481437937681722,0.00016685160893284415,0.007282524863875883,0.9999895323852437,2.68014307071265e-07,2.725419135381518e-07,2.9882521793770544e-07,3.078022089531938e-07,1.4022881307350468e-06,0.03296933451337532,0.030634074296124855,1.1298826333147463,0.040999082736195215,0.024019910200797988,54.257590527156395,3.18408758109976e-07
1000,0.47769268718508634,5580.591118063537,0.00016226952392068251,0.009164714471566778,0.007064415073258459,2.204869368804995,0.019091810521876654,2.642230301697168,0.02222159547913815,0.00011968107787746291,0.010776095158083672,0.9999886416938931,2.4862047393936423e-07,2.463477813312498e-07,2.570069257074041e-07,2.82386598707735e-07,1.7156714090222942e-06,0.03274601212959598,0.03099927961116251,1.2173064885402358,0.05314493659393584,0.02576154368703955,54.19957279450707,2.840674292859691e-07
1100,0.48290878447847174,5782.787196736103,0.00016728279690211888,0.009919487663512399,0.007498691936169546,2.1709022395810713,0.017202280963032238,2.596822784265554,0.019538561307804604,0.00023420469710544808,0.015669353309379234,0.99998803236019,2.1611794860052929e-07,2.238963943153142e-07,2.3512229238161863e-07,2.4381561427693583e-07,1.872839958652086e-06,0.032841948751003096,0.030929698299204385,1.2434082234471722,0.0931436330253796,0.029647500601815722,53.31765324638787,2.664623647480765e-07
1200,0.48764901168510205,6066.426572869753,0.00017937266769322324,0.01078429401267491,0.00776424991127248,2.1814904720270034,0.015790449058273523,2.4937210711172413,0.017577039099826535,0.00031010384249243535,0.01689318402156017,0.9999877863761218,2.1182059853414888e-07,2.1236757290032982e-07,2.1606055398976984e-07,2.3606958290058265e-07,2.063426951278407e-06,0.033080230138074755,0.03133539113259099,1.3506771109690188,0.11511759636761544,0.03246261584051885,53.512575961586315,2.3808327356170255e-07
