milliseconds,A,R,E,G
0,0.9903016170121265,30.337751335840057,-98.17535984944605,100503679.98958898
100,2.8169574132789093,14.816109199236966,235.422625128377,60261771.30684766
200,3.9119380458863713,93.70114996177983,548.8243867158942,37557417.33607625
300,4.420362330020828,222.08935475550356,872.4851335123705,22074465.389871888
400,4.666226672464845,256.5130206501927,1256.8235426326144,13193701.398923425
500,4.6144039971967175,373.90615815454777,1792.9180184566385,9027082.616975859
600,4.6387756969822025,493.6635832531279,2130.0115183850717,5201519.521876553
700,4.502059847503815,572.047038195846,2668.415208111014,3693105.434905655
800,4.39110339437365,692.2779498360297,2915.086232310018,2666658.375969223
900,4.150686675811272,785.7461088866497,3312.851829858657,1596035.1311212117
1000,4.04398390094303,818.3399002647607,3714.4063078588833,1892891.1879289243
1100,3.8407564408273953,944.8345293027616,3919.9297638061425,2528767.25532803
1200,3.700507134466396,984.5251227306273,4207.315966807174,1338039.942900467
1300,3.6240024834685776,1093.3119926217405,4397.963947395266,1428209.850796056
1400,3.505520056460065,1152.9966174977576,4748.578204196827,1816587.9725030458
1500,3.3043260631767297,1205.0244462403687,5014.723752986864,1934664.2964331575
1600,3.2063906559708135,1272.235941344216,5149.960927496549,1329920.294588611
1700,3.057621749736604,1349.0524929035644,5232.556437182625,2742090.7007741192
1800,2.950407239186478,1399.371332143571,5492.5940516259425,2737097.7632810343
1900,2.9083326922121646,1442.700418949588,5588.557692187064,1698367.5474978946
2000,2.7959196387305263,1447.1740919369147,5743.804003588634,1640860.0039906832
2100,2.7196706362866743,1515.6959259304288,5986.4775053253725,1980001.287987191
2200,2.6071467539027333,1583.1460813147964,6067.779091954986,2943102.7415627157
2300,2.5706465512006815,1624.7298106056326,6110.5953400797525,1691215.0901562697
2400,2.5234904207891464,1658.68694823151,6198.840189312946,2055152.8932754397
2500,2.4365682639188413,1669.8678691837538,6352.099994103008,1841441.1288808617
2600,2.3842462508520996,1710.6831872931825,6510.530508046446,2470475.7354434226
2700,2.2901184013719313,1697.2557995566178,6484.193171301688,3338993.034142028
2800,2.3029768863308164,1783.408488303005,6641.552928897598,2709338.5696621244
2900,2.261643373396166,1773.1204435487796,6611.808819301356,2939447.3534616367
3000,2.2106111449095174,1803.6497547219005,6644.711676336723,1940407.5930116915
3100,2.0919390765786465,1811.6758876694487,6674.6343028128495,3022154.5590498834
3200,2.077472032684723,1855.2097052282643,6809.7674882056435,1929821.8071683112
3300,2.020372518511076,1873.397497454817,6872.772975589223,2895774.090732878
3400,2.0210057929589436,1850.628164846548,6784.501925282469,3298203.624373342
3500,1.9829002001636244,1903.7206656284948,6884.5409336512375,2572011.3129626727
3600,1.905966097619949,1923.897581717589,6851.546808052419,2605005.514793784
3700,1.9022583160756155,1928.3887568556077,6820.618380228046,1995199.2966793803
3800,1.9067691546965622,1914.5906172116,6842.15826982148,2629920.4475183706
3900,1.9047271984026974,1935.0777115132994,6877.15584109761,1973509.982797305
4000,1.8778849294802957,1922.1238229220255,6898.346116348561,2443993.944833398
4100,1.8153504371388056,1975.8246303207509,6906.60019962981,3315792.3741952227
4200,1.8239903367243404,1988.3323980813943,6944.30115234685,2697526.376793914
4300,1.8120827446998415,1962.7392048296929,6966.9073976574,2427989.4475302417
4400,1.7927890112211315,1986.03676840954,7048.481817711908,2035661.0568090198
4500,1.7888832630508988,2002.364840591305,6961.174880709378,2726984.1658282457
4600,1.709617159321604,1960.0538084244567,6877.552347458951,3150890.538690066
4700,1.7465283269233094,1998.9923711738356,6881.325736378525,2084528.5746822134
4800,1.6642530946048322,1985.0151894871576,6893.926534351122,2961788.232440352
4900,1.6291642811520228,1987.2853340261718,6922.156608625939,2518767.405390337
5000,1.656694959148639,1994.4148316676271,6936.296118773885,2528906.8930436815
