miliseconds,A,R,E,G
0,0.9719114188909612,-23.71809008379788,-75.41412035756275,100356789.7874696
100,2.825156643557594,70.69403191057883,252.35394800827356,61178368.27771393
200,3.872786889275889,130.13362393214035,507.3979936320323,37037759.35666998
300,4.415205161727348,211.83175594354316,955.0281243134835,22106551.235765476
400,4.6528686964507795,285.31401994507945,1353.7638778460669,13785389.675312523
500,4.663876642800217,407.3051940993604,1864.1460288823914,7922823.110066993
600,4.5799446969773285,460.0659216763595,2158.602620207992,6232344.190239435
700,4.491127873989769,576.1817595076914,2542.7799769375397,4035129.2134861597
800,4.367355028093434,637.4805445642464,3023.212850226277,3494007.178930292
900,4.14511650864603,757.7863123148912,3324.1045684606443,2661438.4220159943
1000,4.076682673159987,859.6159168166923,3605.4489938607753,1764547.572433491
1100,3.872815207831366,932.6737667316767,3924.357364560006,1752810.497425587
1200,3.7246008597248563,1015.6883112766386,4255.784678689517,2249267.3560609724
1300,3.584297395482244,1056.8015462102792,4574.619570559883,2531144.8744893367
1400,3.443433376586372,1150.5704266876294,4681.721512392985,1876010.4101574814
1500,3.356373761977432,1202.9907017288667,4842.2396080937415,2381865.6927994182
1600,3.2493195074303154,1236.7017798360544,5084.112238868657,2365263.1182961846
1700,3.1131491068259307,1328.4020355274206,5228.899841177301,1462326.6651950057
1800,2.9728145516856723,1392.9417895885156,5593.017204375872,2449342.0580218793
1900,2.9472139718036527,1437.194495838981,5630.017733429104,2628668.0420801677
2000,2.7689152597633298,1494.8803558809584,5794.113046988455,1973145.802382725
2100,2.762975039512001,1524.8873492495766,5990.57101194615,1793200.8630716025
2200,2.6603817359203044,1531.1800488574609,6085.923939601419,1794140.6375060028
2300,2.533888364371215,1621.0695632563875,6248.235347409025,2798457.653362378
2400,2.4738686190637624,1664.4374162980753,6249.888491108544,2735387.0088965446
2500,2.4564964039612844,1681.959964840662,6300.704664954841,1759815.8788499364
2600,2.3557819391359303,1726.0039079787953,6377.004877627492,2694134.8363988306
2700,2.348879046101477,1742.8564720051152,6393.938036709204,3099286.82715448
2800,2.2465312040298486,1781.462233815442,6577.910940835838,3102068.989039282
2900,2.1939668931922522,1762.277544528895,6700.777828193285,2836323.333540474
3000,2.1774899046033047,1803.8166721013492,6668.975572348977,3055798.2814543485
3100,2.0878894334462546,1830.108628099481,6616.489561820646,2148287.5265339743
3200,2.127825664742568,1848.4779346972994,6737.255294321997,2753167.5775505328
3300,2.0949724507296033,1861.2317886877067,6860.414414807683,1971712.5396492132
3400,2.0261368767184007,1846.1061250049772,6808.0470353435985,2351641.4869381413
3500,2.015055722511994,1862.6525607407877,6841.723788913048,2979513.3641936583
3600,2.002940069925731,1899.8637062867062,6829.172875329613,3015761.5013232115
3700,1.8963362076630903,1920.6319004775382,6823.532223082741,3500657.914119618
3800,1.9103656862555927,1904.1178082867045,7026.036485079555,3549622.934928541
3900,1.9030532817171741,1925.5832129124294,7016.981849961351,2711009.300694713
4000,1.866242987843542,1965.762506233286,7055.228343803605,3139681.3097273484
4100,1.809744156135191,1959.2673615176916,6913.890102285082,3404896.113507988
4200,1.7820170550182979,1942.2416315447558,6954.800640214439,2198708.461696046
4300,1.7981665504821323,1987.4513007781518,6895.9918003958155,2523274.9848925406
4400,1.805805792230756,1977.5279096076215,7053.90577339626,2858822.4327320056
4500,1.7223184724989224,1973.169537861584,7040.335192523179,2705180.371743391
4600,1.6966438779185204,1999.40015703111,6880.058511187137,2911847.022581549
4700,1.657514304436315,1964.985781643151,6992.885056158625,2932740.2827519528
4800,1.684320801374293,2002.1312419056442,6925.533002798526,2078674.4230558295
4900,1.7144403589649837,2003.8111550899862,6948.032573467868,3339400.598703433
5000,1.6405693240414,1970.1725799538583,6992.435857948404,2561995.688743427
