miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,ROS,basalROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AggAbeta,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,IR
0,5.000106357198495,5.002195535853525,95.0018164885188,10.000001047220842,10.0000000000001,-5.123992405410407e-12,200.0000000000185,5.871601993773699e-15,-1.0443138089586385e-11,-3.9869396030012066e-21,10.0,-9.354817245560045e-11,98.88561264703637,100.05084100879638,-0.738416840327108,0.3115565322064765,500.0000000519229,3999.958306882853,200.0,200.0,200.0,-0.002510250450645645,0.0005480484751229924,-8.159865739844441e-05,3.1206631379486414e-06,-1.1919443827026969e-06,-2.577953598337757e-06,3.8878883368266645e-07,-4.416169690237475e-08,-6.961416250688132e-09,-2.899368096481699e-14,-1.4153439837083314e-16,-1.915475694767991e-16,4.28870776047928e-18,1.3120714758608583e-09,-3.151664961544132e-12,2.0432772024986585e-21,500.00017788167594,1.8853917273242873e-06,-3.1008573147506857e-17,2.110807185122749e-08,-2.3342685766554382e-20,1.5656192255567307e-16,-3.2389345187882776e-19,-0.0002055750541709066,7.129799984003369e-05,-3.1536379211555906e-06,99.99952601669382,8.960871691258274e-13,-7.93908455423104e-14,1.290970730982366e-07,50.0,1.927405065565413e-14,0.0
100,4.996400328561466,5.005163199640583,95.00152173932626,9.999587025861073,10.000000000000059,3.851558890134795e-11,199.99999999997289,-3.1884892855386922e-15,-3.237640653685487e-10,4.047991574187234e-21,10.0,7.323882026604226e-10,93.78496788137913,99.7084897707557,5.22544084284834,-0.11152689566397594,500.0000000558984,3995.043664465532,200.0,200.0,200.0,-0.0027677885373473404,2.7527365410816876e-05,9.357801841947929e-06,-4.3147243873626555e-06,-4.953319748241504e-06,-9.835199061099342e-06,1.164218156904593e-07,4.3278404459341516e-08,-5.453906697543871e-10,-3.09392385194766e-14,-2.9952626650922305e-15,-7.526127657311455e-17,4.457916099773208e-19,-6.307833596385806e-10,-1.0133872853624211e-12,2.2434659363578813e-22,499.99929388904303,0.000196318417548635,-3.2883055824856717e-17,1.1046674560629652e-08,-1.7186308060876636e-18,-2.4009483659097338e-17,6.306881973533041e-20,0.0006395088197811616,7.026655366342755e-05,-6.249396711382705e-06,99.99868678699224,-7.317018167133689e-12,-1.0008353154868001e-13,1.1459312933625602e-07,50.0,-1.5662014418581082e-14,0.0
200,4.996977439436052,5.004791229702015,95.00725220170855,9.999585122816118,10.000000000000066,-1.659752533778147e-11,199.99999999999994,2.1053313537419846e-15,3.371816596038265e-10,-3.056941569095339e-21,10.0,2.2468864178520742e-09,89.59812995311346,100.07695015043524,9.136379411491575,0.24515029111198988,500.0000000817575,3991.153773546293,200.0,200.0,200.0,0.002701951287381979,-0.00014810530201024138,-4.2458332179781144e-05,4.168134666851555e-06,1.8705797889967002e-06,-1.015717404673449e-05,1.1762360607138868e-06,-5.166161740977014e-09,6.865759268471681e-09,1.3406316164232564e-14,-2.6578345570170148e-15,-1.5228829790645448e-16,-4.070295481309998e-18,1.0065980938517431e-09,3.4443508736965896e-13,-2.1818650410539725e-21,499.99914388569147,0.0010849144932611088,-2.4626831587006004e-17,4.837617409188284e-09,-5.715749566803759e-19,-7.383766465551706e-17,-2.926087078552457e-19,0.002068120258657719,4.676018750315148e-05,8.324736734358485e-06,99.99795558426096,-6.418420416236794e-12,-2.5167457861224383e-15,-1.0541766153921125e-07,50.0,-4.50157697307158e-16,0.0
300,4.992917766112289,5.010541546035782,95.0069002798121,9.99936953273518,10.000000000000577,-1.0657236421398025e-11,200.00000000002078,7.728262926292205e-15,2.1321018370843924e-10,4.000957729397264e-21,10.0,2.8759733053534742e-09,86.02940505790777,100.05959128532699,14.338226786539545,0.32567511187102854,499.9999999188922,3986.1704967508067,200.0,200.0,200.0,0.0018792864950011152,-0.0006254720593065688,2.9361887363717693e-06,-4.898469205015899e-06,6.450798944861902e-06,-7.712419650390396e-06,-1.4195380125633436e-06,-4.3440294459584094e-08,5.8706406674325614e-09,-3.093935862615634e-14,-6.596694329089406e-16,1.1250846451090765e-16,-2.1955890301478253e-18,-2.7447038441503655e-09,-1.5129475393786115e-12,2.542624504710291e-21,499.9987882165855,0.0013825484628566622,-2.753824864950631e-17,5.54205378005639e-08,1.6981252687127778e-18,-9.820892450449122e-17,-3.6249020185907285e-19,0.0029626654512510805,9.760857690570655e-05,5.647568167770469e-06,99.99676966049188,-1.6527695255497206e-11,4.8641603770203547e-14,-3.002116582331165e-08,50.0,-6.631885325646397e-15,0.0
400,4.992378777368259,5.014252238140747,95.01129736889598,9.998975953547891,9.99999999999972,-5.988392535090791e-12,199.99999999998107,3.157528901980815e-14,1.5564202941057249e-10,7.540269155799165e-23,10.0,3.803989634548407e-09,81.85914981495593,99.55036240261805,19.676168666395682,0.56686886820846,499.99999988316625,3981.779231484464,200.0,200.0,200.0,0.002398577348833114,-0.0005107397807424478,-9.260097797670129e-05,-1.8707156859366172e-06,-4.2063557784933945e-07,-1.1802934971143186e-05,1.1983841571148645e-06,8.34637204877346e-08,2.2807480351145468e-09,3.5877603337243644e-14,1.613260393734956e-15,1.2816441009058689e-16,-1.0990035265152982e-18,1.6501239515972077e-09,-8.067057508044147e-15,1.4116442376305951e-21,499.99818559306044,0.001997132666968105,-2.92287505654867e-17,-2.662430962988192e-08,-1.366779138797036e-18,2.3727682855606797e-16,-5.81016546525007e-20,0.003909200381948545,0.00013333718914552626,-1.7327873438022525e-06,99.99572773217363,9.390208578286475e-12,-9.799779501918174e-15,1.564530073797648e-07,50.0,1.4113877619670676e-14,0.0
500,4.988536810581579,5.021147023351185,95.01292244100074,9.998886667801067,9.999999999999782,-1.2273104720377946e-11,200.00000000001302,-2.573660846675324e-14,-1.331794733531317e-10,-1.0079908205488764e-21,10.0,5.735070393001404e-09,77.4384561098478,99.58768934050224,21.68581205440472,0.25892167939755456,499.9999997809169,3975.315231265372,200.0,200.0,200.0,0.0028105931700682352,0.00017649272653085318,-5.059287135706389e-05,3.042852464433786e-06,-3.14845201677426e-06,4.6881018509808826e-06,-9.806077767082098e-07,-4.9314218148657966e-08,2.496193648074001e-09,1.9400494319379656e-14,1.3262000494925654e-16,-8.565588396782078e-17,6.580017526326329e-18,-3.2831908839371025e-09,-1.56126706287442e-13,-2.618594056970473e-21,499.9978265122116,0.002862371910080785,1.0451854456412577e-18,2.132081564699661e-08,5.218413640397307e-19,-1.0334809783496767e-16,4.246986214907393e-19,0.004540882154375499,0.000171826000379944,1.0342638554228264e-06,99.99549505768661,-1.56327035936893e-11,-1.5261448329110366e-13,7.282369145093489e-08,50.0,-2.1234139583525764e-14,0.0
600,4.986578362236049,5.023952328866551,95.01535464425042,9.998380205253735,10.000000000000703,6.970795361396959e-11,199.9999999999866,2.1116144316851567e-14,-5.2430264299278874e-11,-3.526010139926756e-21,10.0,5.872681951660524e-09,72.66906852379282,99.06236714701919,25.737978530840465,1.0284785010924742,499.99999993513495,3971.222422524196,200.0,200.0,200.0,0.00289110464721938,0.00046348929575025933,9.526238181077071e-05,-3.953718849116136e-07,4.70388895259357e-06,-8.484973701056843e-07,1.4056546765452864e-06,-9.706613769144935e-09,3.7125113855555336e-09,-1.1838483186043297e-15,2.437259277833392e-15,-1.851540016612904e-16,6.266670458807163e-18,1.7693562968865807e-09,-1.688767575305883e-13,-1.998801297737217e-21,499.99682332272727,0.0031353094968628896,-1.877553590535425e-17,6.963430261774942e-08,-1.72121094059862e-18,-4.459575289486293e-17,1.7906298612750437e-19,0.005987490889642242,0.0001800728770558917,8.39714216447888e-06,99.99449981732234,-2.969856998797512e-11,-3.2392966871465683e-14,2.3946281219506553e-07,50.0,1.7388230031144874e-14,0.0
700,4.983924250029219,5.028375103739222,95.01782013378603,9.99836094734145,10.000000000000583,8.52868325638699e-11,199.99999999996317,3.9542693302827895e-14,9.9940495963462e-11,-8.258344710866368e-23,10.0,7.653347367551563e-09,70.75737447789336,98.70355011357049,31.079770857297753,1.0161301465723063,499.999999875146,3969.0585497068337,200.0,200.0,200.0,0.0022284492634519343,-0.0003285324949584512,-5.219446656721268e-06,5.196360094939253e-07,3.4117497171681294e-06,8.811046064730729e-07,7.596024976297605e-07,7.183929831901819e-08,4.4737604921517604e-10,-3.9897089707332566e-15,1.1807532219547324e-15,-7.155399970492352e-18,2.0686793082311788e-18,1.2106370199114847e-09,2.8741545368687235e-12,-6.775152577632933e-22,499.99680698709886,0.0038591430393329295,3.6073443193251675e-17,8.230797561641603e-08,-3.5790342270043704e-19,-1.1856627308907934e-16,8.215539960981551e-20,0.006842438771737893,0.00016282105676884739,-2.496607370088944e-07,99.9935988414221,-1.3052323022284035e-11,-3.441572532427289e-14,1.9441725677073867e-07,50.0,2.91580763461874e-14,0.0
800,4.98170627934455,5.02726445961527,95.02195973466375,9.997976160798423,9.999999999999837,1.0009125182549228e-10,199.9999999999167,-5.314779589654543e-15,-1.9341396169958688e-10,-4.3072232799492085e-21,10.0,7.517141719836479e-09,65.59464588655636,98.65685636287921,34.33199789183074,1.2878538250687455,499.9999998323842,3966.6063586122214,200.0,200.0,200.0,0.004715820257527115,0.0005017796722903826,7.481414273636103e-05,-3.2453093477473924e-06,-7.206804565859021e-06,1.8604611619644928e-05,1.15434294934572e-06,-1.1882344503162751e-07,3.527393490008666e-10,1.5059799802477754e-14,-1.5552376785511627e-15,9.188092989527146e-17,3.9440087935262825e-18,-3.2408730917893915e-10,-6.848486827640349e-14,-2.0656111137168903e-21,499.9962326004827,0.0040724358927563455,3.311871111132139e-17,6.297107841841176e-08,1.0499311593827902e-18,1.9406130102441512e-17,-2.1968449243700685e-19,0.007455879949528017,0.00031490039222474174,7.283832049469737e-07,99.99237642931921,-3.74503836019993e-11,-7.19495882297394e-14,3.479956281038204e-07,50.0,1.6579715926314184e-15,0.0
900,4.979199015573522,5.031305940880995,95.02082005133968,9.997795024318602,10.000000000000577,7.386919601803104e-11,199.99999999992986,1.1941674301045292e-14,5.286056365150983e-10,-3.478278565740244e-21,10.0,9.61125237464684e-09,62.4395055078643,98.55788942892865,36.41764638554595,1.9135945203353426,499.99999962080335,3961.3389575348665,200.0,200.0,200.0,0.0025001838341139906,-0.00048306272231930894,-6.883820659081949e-05,2.747584297746032e-07,1.9116997913598463e-06,2.7725838781006955e-05,-1.3515896676444294e-06,6.522805134978173e-08,-4.607057940369008e-09,2.6427651821012535e-14,3.6296104956348525e-15,-1.3767481833503434e-16,-7.12282306292585e-18,-1.4282097933051158e-09,-1.3069627619698733e-13,-2.0185355175471605e-21,499.9953428445141,0.004149720016306383,-3.1574357300606974e-17,7.731197744174703e-08,-2.8644258643918036e-19,-2.1526005005628637e-16,-3.068747666251878e-19,0.00841735803759531,0.0003406996366956937,1.2771137539082622e-05,99.99094111926061,-3.138541756492867e-11,-7.655335160779208e-15,4.7108592918355275e-07,50.0,3.464787899700615e-14,0.0
