milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,ROS,basalROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AggAbeta,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,IR
1000,4.978541806182235,5.036456004246545,95.02222876149787,9.997351546012949,9.99999999999976,1.1237010802414812e-10,199.99999999986244,4.0408949427980386e-14,6.448989658996293e-10,4.867561325772979e-22,10.0,1.0011193745235548e-08,60.689174388139136,97.70261841774816,40.112099485068384,1.744580524354778,499.99999942764833,3958.6915369785743,200.0,200.0,200.0,0.00485527895428582,0.0004973881797311234,3.5899198036345673e-05,-1.0866311077724318e-06,2.304093563742381e-06,1.2978221082893698e-05,2.8398617193011e-07,8.480361434724874e-08,-4.479131466861015e-09,-2.5462617193044738e-14,5.223890945404211e-16,6.754352872505213e-18,-8.913202893822282e-18,2.127364130801243e-09,8.360644695959412e-13,2.7512686868776516e-23,499.9952542303999,0.004756395716385262,-2.6732923643205443e-17,1.3773376349596658e-07,-1.9670736677895077e-18,-1.8737853078588485e-16,4.11353051733548e-19,0.008748090725130608,0.0003998467794578696,4.74161920496217e-06,99.99031624252906,-3.521111087073938e-11,-1.8804491910280928e-13,5.74707658569624e-07,50.0,2.4725753025195504e-14,0.0
1100,4.976507085355423,5.043274880808874,95.0254834864785,9.997128298821844,10.000000000000849,9.281719088416102e-11,199.9999999998428,5.238832456305646e-14,5.80448374368018e-10,-4.990742513623447e-22,10.0,1.0588599407687151e-08,58.85986170682691,97.4262814562243,41.80678190424213,2.520747300544771,499.9999993285668,3954.894578751325,200.0,200.0,200.0,0.0076661720361265295,-0.0004614807581329397,6.33388919688699e-05,-5.688371488023044e-06,-5.034590912425393e-06,3.633234927236302e-05,-1.1649085326484335e-06,-8.623076400512409e-08,6.553218848084074e-09,-3.8487384400586994e-14,-2.1137957895658517e-15,-1.3863565896212045e-16,9.389150238655652e-19,2.256267057301066e-09,-1.6392160524055298e-12,-3.3277978811324017e-21,499.99445274625094,0.0052858922456606085,-3.3432436033972254e-17,1.277003420001061e-07,-8.92083358948363e-19,-1.7475675757748798e-16,3.961161854461289e-19,0.009813731637997807,0.0005175867892606898,1.3869426198428743e-05,99.98921738743819,-4.152878793655767e-11,-2.2690517033929348e-13,4.1795568732445845e-07,50.0,3.7188344746043497e-14,0.0
1200,4.971627278359547,5.042920619554194,95.02660164564017,9.997193663848577,10.000000000001236,1.713694040147173e-10,199.9999999998479,1.9377097782325862e-14,6.462738527676832e-10,2.238421172721189e-21,10.0,1.2614383794378485e-08,55.02330672613378,97.25701693005009,43.92122011439824,2.695426240284095,499.9999992559631,3953.3299547921356,200.0,200.0,200.0,0.0035357204787403386,0.00016676301612396886,7.482168513226481e-05,-1.5705447140964421e-06,-1.9606968571160752e-07,2.766237797337084e-05,-5.261656560264947e-09,5.133491911110345e-08,-2.792445456159842e-09,2.5829098682144414e-14,3.1095607418479333e-15,5.610710141653546e-17,4.1313451742771234e-18,1.5534433240737906e-09,-1.93664181105642e-12,-1.7689812947152516e-21,499.99368945056005,0.005854436951848719,7.497958571432074e-19,1.4275101412010737e-07,-2.2122344294788543e-18,5.858603847189158e-18,-1.6777437115623728e-19,0.010855149147175615,0.0005651625792692138,2.436898355115275e-05,99.98890468678574,-5.609013720829415e-11,-5.88263171645341e-14,6.871633642508438e-07,50.0,2.856922560895006e-14,0.0
1300,4.971640026113419,5.046848766157928,95.02789563628512,9.996769358919563,10.000000000001387,1.5076589450360263e-10,199.99999999980616,6.81873921725526e-14,9.808957536514925e-10,-5.646286986199213e-21,10.0,1.3621382983679026e-08,52.13373547296051,96.8879177159606,45.94583306893957,3.033985048316902,499.99999931741377,3948.9284535656684,200.0,200.0,200.0,0.010329816273624105,0.00045514964951305306,-8.142938600439206e-05,5.667479205548325e-06,-1.8033634113313048e-06,2.5564900607787387e-05,-4.7218547504630734e-07,2.385680061995429e-08,-6.951565963249911e-09,-1.4538667559405805e-14,4.219502981813827e-16,-4.498118379982824e-17,5.9354277953513946e-18,-5.737634672888062e-10,-3.2365769418011576e-12,1.537800787825189e-21,499.9931780998903,0.006431034824386069,-1.8656828461022737e-17,1.7937811481820913e-07,-1.5254906662690836e-18,-7.241621730237594e-16,5.931560430236245e-19,0.011398652108525755,0.0005618396568833413,1.854144755027223e-05,99.98758179094436,-9.223477316846217e-11,-1.0557649773850706e-13,8.519442645241085e-07,50.0,4.0294788001782933e-14,0.0
1400,4.9672215871695045,5.052774586264991,95.0310577819524,9.996459959744202,10.000000000001055,2.0269215603550474e-10,199.99999999979931,9.639771777736873e-14,6.410811419289793e-10,-4.638383857137343e-21,10.0,1.3683334212217674e-08,50.826595277010895,96.45766401861577,50.362866469805994,4.075454896073143,499.9999991718694,3945.9395280206645,200.0,200.0,200.0,0.008619593435625898,-8.744236245601718e-06,-7.38567627496242e-05,-4.595868675955272e-06,-4.851577824003615e-06,3.3475609440394825e-05,1.653872264086827e-06,-7.568891825974072e-08,5.489341806984802e-09,2.1446996451333458e-14,1.606356721020532e-15,9.713591502970889e-17,-8.638009413477844e-18,-4.432506653125442e-10,4.804579875037825e-13,-3.1662667698273015e-21,499.99300499509917,0.006654893675057647,-1.5485175070156253e-17,2.3333102874540658e-07,-8.192805517662213e-19,-7.408700330451473e-16,3.05829857307551e-19,0.01278556607056891,0.0006478834323197867,3.0728892412252577e-05,99.98679791482932,-9.792317822873222e-11,-3.6347755435924e-13,7.448490560417945e-07,50.0,6.970132444233095e-14,0.0
1500,4.966952075745969,5.055050002981232,95.02973293666065,9.996356743895413,10.000000000001936,2.5298276207200206e-10,199.99999999976222,7.000851305858584e-14,6.744216342183835e-10,1.069213758274302e-21,10.0,1.4447421539026445e-08,47.63627459969437,95.3829082278041,51.833161666353256,4.225284320875769,499.99999888872503,3944.3532528600413,200.0,200.0,200.0,0.010578094442267823,-0.00022085464871756213,-4.082935279688974e-05,4.692927387287378e-06,-5.897875128108909e-06,6.749352903708394e-05,3.260996516002393e-07,-6.086536788927407e-08,2.5573853444753204e-10,3.632778626581138e-14,-3.1456105897400496e-15,2.2168702277845344e-17,6.0224254280556045e-18,2.061782632285688e-09,2.4021228339091664e-12,-1.2438342727635478e-21,499.99247369763845,0.00784489082352364,2.6949064738267964e-17,3.2351529158034414e-07,-5.565430928328362e-19,-1.0383316320338072e-15,-1.2074352215299133e-19,0.01341028364739552,0.000820407506863818,3.28071707240786e-05,99.98622065901012,-1.0877623980577896e-10,-4.096302772964031e-13,1.1336828176590862e-06,50.0,4.101565387222445e-14,0.0
1600,4.962385753082945,5.060489141179299,95.03189933120231,9.996086672524742,10.00000000000236,2.4638235419763747e-10,199.99999999976546,9.945894478516134e-14,1.0287154437697118e-09,-2.9810729896772205e-21,10.0,1.6546601160038145e-08,45.952638928909394,95.30848281137466,53.60935289659538,4.524449864480229,499.9999987950083,3941.2850789063505,200.0,200.0,200.0,0.015712731048054377,0.0007940030113326233,9.624638555592119e-06,-2.202375866349823e-06,-7.0239551946190234e-06,4.9724492800882424e-05,1.3483344962757332e-06,1.8009530027038962e-08,-4.149151577823205e-09,-2.3775653270734627e-14,-2.834255803665844e-15,1.0327216801580191e-16,7.4286739434609e-18,2.4559623459779486e-09,2.9921891343533795e-13,3.1641892355042884e-21,499.992280249628,0.008196086960468633,7.57918488638881e-17,3.1506714745791205e-07,-2.316737787303881e-18,-9.899582076056994e-16,-4.873025132805306e-21,0.014268617265774077,0.0008152608762054729,3.509647776261628e-05,99.98498858563343,-1.1526389163927566e-10,-3.0883281504515696e-13,1.1792328687661672e-06,50.0,8.959698618720002e-14,0.0
1700,4.961489228706821,5.060803795860498,95.03035949542722,9.995927910065626,10.000000000001398,2.711155882369452e-10,199.9999999997031,1.5169554732175117e-13,1.4594072905947893e-09,-4.725603469269095e-21,10.0,1.7731207427594456e-08,45.275179286328196,94.3321619240169,54.85903258810677,5.223661865151634,499.9999986579206,3940.008358684256,200.0,200.0,200.0,0.01486190459329745,1.984781080051199e-05,5.913536835735778e-05,-5.722923710344427e-06,1.9927222326860837e-06,8.837923087269312e-05,-5.441388530170993e-07,-1.1411161938751023e-07,3.640617186350037e-09,-1.910622253553886e-15,-2.4154349991093892e-15,-3.8931707223381294e-17,1.058324383887645e-18,-6.342893767172031e-10,4.857641019077509e-13,-3.1396746435095125e-21,499.9913706290533,0.008470432360725937,6.725330379250591e-17,3.799908333461245e-07,-6.992784586025564e-19,-6.717427337644425e-16,8.388993045637648e-20,0.014614935222371865,0.0009229364537220806,4.6269336855587675e-05,99.98391645692459,-1.2158196861480127e-10,-5.331143453494169e-13,1.203171987608585e-06,50.0,8.803020833588901e-14,0.0
1800,4.959748416920368,5.066423757192726,95.0307822172695,9.995492187041648,10.00000000000187,2.945192734365206e-10,199.99999999965195,1.4916146571532516e-13,1.208339708591855e-09,-9.117508621206431e-21,10.0,1.7598928166923676e-08,43.96520115614147,94.3522175382861,57.192043087739314,5.4953134789981775,499.99999852301653,3938.2339809940754,200.0,200.0,200.0,0.01910163652037562,0.0002839631358899446,-6.407320932812293e-05,5.029164424017277e-06,3.511884548782105e-06,9.355045103423853e-05,2.4351160356977684e-06,8.454797417964634e-09,6.22883855043305e-10,4.7321409484703194e-14,2.918636946579554e-15,-2.962130415191581e-17,1.672473544235879e-20,-3.2896387416562873e-09,-2.6472467740016277e-13,2.093206845500659e-21,499.99062070618123,0.009147894099364602,5.254619073213503e-17,4.378254659852788e-07,-8.719417212076736e-19,-1.2103313286348952e-15,7.932850908058661e-19,0.016054361091839654,0.0010431436117176495,6.377826705897854e-05,99.98302878744155,-1.6146192212895194e-10,-6.092871425411043e-13,1.3562083693508677e-06,50.0,7.817593054588428e-14,0.0
1900,4.957359341486611,5.070855839516569,95.03078766061718,9.995158062656337,10.000000000003093,3.62882543119635e-10,199.99999999961358,1.9581627725337806e-13,1.525993913207032e-09,-9.038008077480673e-21,10.0,1.92112300200877e-08,42.14265452007542,93.34757389833757,59.72604110292716,6.283351196976981,499.9999983139209,3934.74516460025,200.0,200.0,200.0,0.020789399477205213,-9.689679281513642e-05,-4.26197309962741e-05,1.4460853608732078e-06,-6.0715880908373524e-06,0.00010999021168429091,2.1120508589219612e-07,6.579068123247158e-08,8.064179165449245e-10,4.008066570458192e-14,-6.576111816169541e-16,1.7913942356167153e-16,6.954048746958788e-18,-1.517615211601444e-10,-6.475698926809262e-13,3.0055064852591818e-21,499.9904331273267,0.009368271133396349,1.2577787515640605e-16,4.257599367051212e-07,-4.419263117064742e-18,-1.5396990747886789e-15,9.898062172504227e-19,0.016500769974442674,0.0011730343306687876,6.744190897568706e-05,99.98281478538732,-1.7556663004625793e-10,-4.5341458505381257e-13,1.5244550844235422e-06,50.0,1.1440324828100916e-13,0.0
2000,4.952411525649569,5.074758375331718,95.03204336170901,9.994953887530116,10.00000000000401,4.230726582274481e-10,199.99999999961105,2.091122273740916e-13,2.0520495956618253e-09,-1.1503477290539204e-20,10.0,1.9482798132184254e-08,40.817507661787026,93.10157593676037,60.46698352227465,7.1127330924761525,499.9999982263129,3934.073627850943,200.0,200.0,200.0,0.025955527790296456,0.00024513956116316825,-3.145160986046606e-05,-5.183238099947039e-06,1.044019716203283e-06,0.00011514444080434803,-2.204833519413631e-07,5.7748198155857595e-08,-4.735338668878506e-09,7.471087356098161e-14,-1.0129230866848966e-15,4.791597310198104e-17,-2.457624743024314e-18,5.01488857685144e-10,-1.7626651569331401e-12,-2.226469150871317e-21,499.99010685051155,0.010083116375831107,8.024724488887114e-17,5.165674816416054e-07,-5.9655907578229375e-18,-1.8758803349837794e-15,1.240550172215575e-18,0.016877445236438134,0.0012475247407684519,6.766179015221039e-05,99.98203778849371,-1.997177290840318e-10,-6.107704280100325e-13,1.6497960449853785e-06,50.0,1.0798937715282039e-13,0.0
2100,4.95165624391539,5.078414281349529,95.0307418429463,9.994803592609799,10.00000000000342,4.6129474626179124e-10,199.99999999953,2.180836080326661e-13,2.206271909670298e-09,-1.2918114486935544e-20,10.0,2.0553376173365866e-08,38.916202721112626,92.8452118243823,62.42322737580369,7.631431192298506,499.9999981949222,3931.240604936874,200.0,200.0,200.0,0.02634321151216706,0.001031277950625155,0.00011432937330565403,1.6564601989487482e-06,5.0104375841174575e-06,0.00014490255236935992,1.8265742922119562e-06,3.894761045984033e-08,-3.8855907033476415e-09,4.823652888566614e-14,3.8882116445807005e-15,-1.5567407594225785e-16,-8.231540383048934e-18,-2.436833085411843e-09,2.930811090412466e-12,-2.9112812161285345e-22,499.98975867264323,0.010880667275078373,1.3717004415196322e-16,5.880300816156087e-07,-4.5905344952948704e-18,-1.6254383363527686e-15,6.391706653077648e-19,0.017404946850359638,0.0013632059820135652,8.30076246172165e-05,99.98135143421612,-2.2018907516019504e-10,-6.564565778914076e-13,1.8769192131902765e-06,50.0,1.513408180487955e-13,0.0
2200,4.94968713324204,5.079022579275712,95.02817510510992,9.994532459306432,10.000000000003835,4.563567070232359e-10,199.9999999995189,3.047170100396747e-13,2.657528744087027e-09,-9.412949228939259e-21,10.0,2.2618325376156064e-08,36.140576491473986,91.91253949700221,63.63597886707933,7.904708898590873,499.9999978658133,3930.1726272192636,200.0,200.0,200.0,0.033361424641512455,0.0013283865304743406,-1.0486029606063692e-05,3.2489397860802e-06,-6.586392285545943e-07,0.00013999489430934294,1.021140465208996e-06,9.592477375174992e-08,5.460656739234222e-09,3.3231433462428207e-14,-2.383550640972799e-15,-2.668552557084662e-17,-1.9333983647385184e-18,2.0388153148763507e-09,3.103346059266538e-12,-1.727281198459298e-21,499.98880686527247,0.011403836164027865,1.7757120971871673e-16,5.728634678610695e-07,-6.446580069581643e-18,-2.501551654539774e-15,1.3240202871222525e-18,0.018251324292372025,0.0014575326830857673,9.427998092410549e-05,99.9803073687083,-2.325212593404725e-10,-8.1655230794604e-13,2.1299972436223763e-06,50.0,1.9412689854420815e-13,0.0
2300,4.94663349765949,5.085651376181624,95.02882188185126,9.99414501300928,10.000000000005103,5.555704898475733e-10,199.99999999950907,2.838589436520854e-13,3.023726797910376e-09,-1.8252264254682662e-20,10.0,2.3644560160249117e-08,35.25888800470325,91.6575946405852,64.32927737922375,8.833365639813184,499.9999978268301,3926.880609546552,200.0,200.0,200.0,0.036003204883598885,0.0015248994646552404,3.6437545505169766e-05,-4.650074208659343e-06,-4.101586536754709e-06,0.00017760289682560636,4.3155408223211065e-06,1.0121083914704793e-07,2.8559994305343084e-09,7.331112431034542e-14,1.9489007441600797e-15,-2.115629672291121e-17,5.15441759775756e-19,3.102894872743283e-09,2.039092685073719e-12,3.1420150119073534e-21,499.98874258036085,0.011638161772627333,1.9952817614139554e-16,6.739067291851874e-07,-8.222937954024674e-18,-2.6500192551651935e-15,1.7879083330636973e-18,0.019037425096400325,0.001553681969457473,0.00010837123929820779,99.97884903849679,-2.425253976059101e-10,-8.875905898895427e-13,2.341848600095892e-06,50.0,1.971604838595066e-13,0.0
