miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,ROS,basalROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AggAbeta,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,IR
1000,4.978370920544683,5.036742113423481,95.02368328451077,9.997654345281614,9.999999999999812,1.096859217916099e-10,199.99999999991755,7.416800602974722e-15,8.02710696699004e-11,-2.6146523546088803e-22,10.0,9.996080458566943e-09,60.53245439612694,97.70939799024453,38.23350794249847,2.295649092938874,499.9999996714605,3957.5249649211573,200.0,200.0,200.0,0.0033870169729035603,-0.00022082054230395772,-2.7798973252581334e-05,-5.744334975508232e-06,-4.686155639714996e-06,1.930668252118772e-05,-1.3186595779470798e-06,-4.07903439799029e-09,1.0579319066258415e-09,-2.7132828279546707e-15,-2.944252793418694e-15,-1.98781967357079e-17,-6.2363627256642615e-18,-2.820259010081319e-09,-7.336126190186672e-13,-1.154755159462254e-21,499.9950026430976,0.005177169392144739,-3.378162055509997e-17,1.5000672706658387e-07,1.7337400911929564e-18,1.2949133741033993e-16,4.849348991454362e-19,0.009420723946435504,0.0003949704555113928,6.616795265759196e-06,99.99024220376299,-4.776331108314639e-11,-3.3358268315077683e-14,4.536607007341312e-07,50.0,8.994853035618077e-15,0.0
1100,4.974173323428714,5.04166738338126,95.02527551941886,9.997094098331335,10.00000000000021,8.93891307680802e-11,199.99999999985516,6.709122689291551e-14,3.396959509930014e-10,-1.4383992629138164e-21,10.0,1.0558976459326796e-08,58.94322816198741,97.21659083782087,42.048567406889305,2.8713342084467506,499.99999952638467,3954.870323929442,200.0,200.0,200.0,0.0037511489653622443,2.997054507028372e-05,-7.458124733094012e-05,-2.3438740497633985e-06,2.2771455408479374e-06,2.897283227771614e-05,4.5453257855094735e-07,6.932259968976677e-08,-5.76229315057245e-09,-2.0724173308026122e-14,1.3380648378319446e-15,-6.796956848309386e-17,4.69278122168663e-19,3.3778479489806435e-09,2.277624431563838e-12,9.105358856078029e-22,499.9945059853576,0.005396942869200104,5.898902322331798e-17,1.0481445589738234e-07,-1.1178080425290594e-19,3.583176510305039e-17,2.7317459981586465e-19,0.009961733615496344,0.0004625767971822758,8.650551743168992e-06,99.98954960217169,-6.781683372574731e-11,-2.089145016982245e-13,5.684028741313339e-07,50.0,-1.6782029380920648e-15,0.0
1200,4.973545605038833,5.041931431212951,95.02884195447989,9.996963214781456,10.000000000001119,1.6175135261376087e-10,199.99999999983064,4.299168694207275e-14,8.25251510010075e-10,-3.898606515749339e-21,10.0,1.2619705002973273e-08,55.5725530140617,96.7288462785021,43.65761535135297,2.738435861218123,499.9999995002299,3952.171345313196,200.0,200.0,200.0,0.005970513745994617,0.000348105393753034,3.44983696390084e-05,-3.937139015314891e-06,-8.871930502635225e-07,3.653873604617742e-05,1.2213600445483575e-06,-2.102105807508047e-08,-1.7188113504080984e-09,5.286249237715324e-14,-1.952256366919349e-15,1.572394276476731e-16,7.980825367000933e-18,-2.22236401530998e-09,3.142672159685916e-12,-2.9884811971114765e-21,499.99373932651207,0.0062400528685418915,-1.1746117500693682e-17,1.8315991867741997e-07,-6.00692845502876e-19,-2.75287946166309e-16,-3.3690213727689983e-19,0.011249094059012171,0.0005660709371300452,1.5869965623041183e-05,99.9889408819649,-8.638507151384589e-11,-2.7524764473287506e-13,7.881152915780262e-07,50.0,3.357332552900398e-14,0.0
1300,4.969116237980576,5.049322839985862,95.02902578999138,9.996651493274305,10.000000000001515,1.453506632904144e-10,199.99999999985863,3.830500894074357e-14,4.867060538159871e-10,4.445345826853398e-22,10.0,1.3392182200629127e-08,52.52480752261437,96.98087795952536,47.47092976725666,3.389065535146425,499.9999993493278,3950.7270029076617,200.0,200.0,200.0,0.009675462152977685,8.464452362402814e-05,-9.00900616769385e-05,-2.0214611430509757e-07,-5.402116499166599e-06,2.188051963099123e-05,-3.037937127916656e-07,1.2074546031636065e-07,-2.223296157712372e-09,-8.400467282004412e-15,2.32702687506789e-15,1.0598247223208754e-17,-7.850014430926588e-18,2.852413105446293e-09,3.2469646293738592e-12,3.2844491062697677e-21,499.99370068195174,0.0068879095946568145,4.7705673045762113e-17,2.2907099114777723e-07,-1.0191394162992608e-18,-6.985477753211568e-16,-2.792142891367601e-19,0.011851235468374115,0.0005989717587264122,3.2863161343877305e-05,99.98752470716653,-6.868278024030123e-11,-7.348002861322494e-14,8.786735233178705e-07,50.0,6.412558566537863e-14,0.0
1400,4.967272562676092,5.052812405439766,95.02913830398423,9.99651226172151,10.000000000001778,2.3049383801943877e-10,199.99999999976748,5.565280840531334e-14,6.948192484110916e-10,-8.95271362957103e-23,10.0,1.4669402003171772e-08,50.52160358492566,96.36065100795106,48.88870938871726,3.70649699030958,499.999999181579,3946.899980035291,200.0,200.0,200.0,0.008156624724051183,-6.872025540382766e-05,-4.746979813945249e-05,-4.472019012690374e-06,4.5231770048141225e-06,5.1510996728200457e-05,2.826148513185329e-07,1.1297647081508807e-07,-1.8579920623104058e-09,1.6060668788742254e-14,-3.3116029353350417e-15,1.2314115973688043e-16,-7.844475434742938e-18,2.492122542333238e-09,-1.4354054267447243e-12,1.337921192805329e-21,499.99304379482464,0.0073560859056839515,5.538648961871776e-17,2.651910712863598e-07,8.070773617910584e-19,-8.523230754786497e-16,3.2269639238142633e-19,0.012324039563790006,0.0006665389008534389,3.0845249997120336e-05,99.98653487770753,-9.924409246870378e-11,-1.1495723590483522e-13,7.678563142634993e-07,50.0,3.596121236212858e-14,0.0
1500,4.965612306807644,5.056556611665302,95.03113548977159,9.996268285809846,10.000000000000833,2.6119526685335104e-10,199.99999999979613,9.244056161818061e-14,5.970267161481477e-10,9.497469296477957e-22,10.0,1.507726593287834e-08,49.64895089389637,95.3747378069767,51.0717313881725,4.605896285098854,499.99999898475295,3944.5983593432106,200.0,200.0,200.0,0.013385683977585931,8.064571407737875e-05,-7.536625844513366e-05,-3.645706212316517e-07,-1.9840353594296062e-06,5.5282370915259285e-05,1.9800372185546683e-06,-5.860013386973213e-08,-5.9896202445470715e-09,5.689034711484533e-17,1.152736938398203e-15,-3.3716753372577994e-17,4.938919928033043e-18,-1.1505169850394067e-09,2.507619411182107e-12,9.39379422415616e-22,499.9921055301615,0.0076553136193645375,3.7730614086256077e-17,2.44053536668496e-07,-2.6452319946437837e-18,-9.073665488524754e-16,5.587273718156639e-19,0.012923757179990048,0.0008572792136305369,3.7729127021700996e-05,99.98631912520844,-9.770968355761891e-11,-3.250554257432773e-13,9.798620819603405e-07,50.0,4.498862667175396e-14,0.0
1600,4.962188908594985,5.060094311951682,95.03057056101032,9.995937470854065,10.000000000001673,2.383335413779084e-10,199.99999999971345,1.397298678351304e-13,9.150585685706734e-10,-7.748414139017413e-22,10.0,1.6736798140796392e-08,46.453657760547586,95.27525871638889,54.30066126548687,4.940942950333649,499.99999880336753,3940.8091334832116,200.0,200.0,200.0,0.015062352382039467,0.0005860863522130327,-7.083544342299953e-05,3.6266565328865117e-06,-5.078929837141074e-06,5.5921473086244064e-05,-1.2810898482946388e-06,-4.444237558352681e-08,-5.307855865509658e-09,-6.3142886290814675e-15,1.7063942806541314e-17,1.4239744527210909e-16,5.477714019106657e-18,2.1787760208877123e-09,9.292464467636234e-13,1.147195237218961e-21,499.9922057144306,0.008188318668445212,4.005186115530715e-18,2.9251721507412294e-07,-3.8364682842272565e-18,-1.1622544443164123e-15,1.618490247061611e-19,0.014473126222752522,0.0008116424297322902,3.56488836989188e-05,99.98522872074918,-1.1955110367562819e-10,-2.452563263054639e-13,1.0232219529064904e-06,50.0,7.142092643550428e-14,0.0
1700,4.960720673634936,5.063645509189021,95.03017990042807,9.995658348631984,10.000000000002217,2.762042155689937e-10,199.9999999996997,1.208322315367124e-13,1.1628205935840022e-09,-4.629268226172406e-22,10.0,1.7125532210881753e-08,44.335359762891315,94.94042187848093,54.361765013229764,5.174113159233724,499.99999860703815,3938.8581702526985,200.0,200.0,200.0,0.016297111705043336,0.000691489369359569,-5.806728078513975e-05,-2.123125468268396e-06,8.966300281635352e-07,7.684829038944599e-05,-5.962913864286057e-07,-4.5053014504238724e-08,-2.779871842232735e-10,6.082755016436474e-14,2.40461570688217e-15,6.55003367113167e-17,7.421423009257054e-19,1.318097930952008e-09,1.834769970875363e-12,-1.7985808283188667e-21,499.9917562546745,0.008858100181346735,1.1939039627378411e-17,3.1407581671341274e-07,-3.115162582900002e-18,-8.307701371636031e-16,8.866577322149612e-20,0.015032970996765937,0.000977592456563553,4.879957758565357e-05,99.98413674335455,-1.5486874317816608e-10,-5.254764071691534e-13,1.2221162936724123e-06,50.0,6.188513277071235e-14,0.0
1800,4.95734850285288,5.067652594043579,95.03259014920235,9.995422602310665,10.000000000001933,3.095891757827785e-10,199.99999999964493,1.4624663782203328e-13,1.6038306719110165e-09,-4.799285201927561e-21,10.0,1.8253140312387468e-08,43.44649974322933,94.00561233038628,56.45509878874805,5.929051862843709,499.9999984831389,3935.9534095682784,200.0,200.0,200.0,0.01631225069997668,0.0009927918295658381,-8.185872039024336e-05,-2.9454054007794964e-06,5.684904018361392e-06,8.542638971297927e-05,-9.076880655600192e-07,-6.778047255285177e-08,4.6304756336345056e-09,7.250540697433823e-14,-7.186502544485788e-16,-9.634057875849154e-17,9.065452926101881e-18,1.7961479103450731e-09,-2.780879576230706e-12,2.517441471932505e-21,499.99111600994837,0.009014965843951669,5.675002373512993e-17,4.04325711654112e-07,-2.3096302520959062e-18,-1.423994596664512e-15,5.948548411711474e-19,0.015306781741885048,0.0010114093276936576,5.2871446430291635e-05,99.98327415732153,-1.7147155652205963e-10,-5.031260899904502e-13,1.423972735380511e-06,50.0,7.945027055852639e-14,0.0
1900,4.955747119090908,5.069983966442903,95.0331933678018,9.99514176621345,10.000000000003297,3.289428420250579e-10,199.99999999966778,1.9066579944358652e-13,1.5872931349635116e-09,-1.0498719349537686e-20,10.0,1.8889540341508207e-08,41.36416181594042,93.61331670087245,58.918558872172994,6.04829527727415,499.9999983673537,3935.9744150434017,200.0,200.0,200.0,0.021689621973142344,0.00011292813774748089,-5.196927661620266e-05,2.4959067728623012e-06,2.98477017259371e-06,0.00010332173575192348,-3.3345825395771933e-07,8.863803039623781e-08,-4.243510915136114e-10,7.030432786656721e-14,-1.0932482788917442e-15,-1.3333785698667335e-16,3.90746558689815e-18,2.609044427779787e-09,2.8490766184164185e-12,-1.6077163408877942e-21,499.9907437255775,0.00983521010258768,9.381111535245614e-17,4.2078192266449615e-07,-1.467614873318122e-18,-1.5445758001045374e-15,4.37334904221213e-19,0.01636188171722743,0.0011477728143083658,6.907459074099317e-05,99.98278460812028,-1.6913271591797013e-10,-4.884717977175228e-13,1.570628276787859e-06,50.0,1.373706170732227e-13,0.0
2000,4.955650053712621,5.07593540521244,95.03302601559099,9.99514092346985,10.000000000003466,3.636470272607336e-10,199.9999999996373,2.423582019432311e-13,1.7819685639037248e-09,-5.569545159512758e-21,10.0,2.0424213061188863e-08,40.38887830833962,92.7441421691722,60.93634814820722,7.067150175540752,499.99999816632607,3931.728551954317,200.0,200.0,200.0,0.023699420479714718,0.0004493836344529746,-4.171149818945794e-06,-2.4438549054903798e-06,-2.655580795419276e-06,0.00011452274244175925,2.20451228029042e-06,4.0441658432606093e-10,-1.7743341743804236e-09,6.25352917917195e-14,-2.795178910204208e-15,-9.921077205363077e-17,-2.1042762165475776e-18,1.1138216117602964e-10,-1.739233067044149e-13,-5.979391051637963e-22,499.9898406373057,0.010329102178217905,1.119430605757943e-16,5.348968824307909e-07,-6.146182314928294e-18,-1.6807527745298796e-15,7.116287856435494e-19,0.01653675468082585,0.0012826807730286203,7.641023742769409e-05,99.981703595265,-1.8343259828044633e-10,-7.356668657940039e-13,1.7701542072041273e-06,50.0,1.313644825580086e-13,0.0
2100,4.950168724206688,5.079416540632552,95.02909393538069,9.994879858046144,10.000000000003327,4.504289249225602e-10,199.99999999955347,2.831126603605469e-13,2.3235559845272816e-09,-1.391092886458592e-20,10.0,2.0536827015397284e-08,38.1600556601471,92.63346828356657,62.15365733726217,7.31249931742182,499.9999982633773,3929.242563547469,200.0,200.0,200.0,0.024501553009849707,0.001011535868030333,-5.6999432709464737e-05,7.278979263205138e-07,-6.109583595882988e-06,0.00014139262698594434,2.2366013408406557e-07,1.2695451441290543e-07,-5.473747696244633e-09,6.899105476763954e-14,2.6475606209970573e-15,8.440854228310166e-17,6.408586950895918e-18,-5.719082990841878e-10,2.9936027080459317e-12,-1.3119932793445275e-21,499.98975351584863,0.01029611603428898,1.4369363486305243e-16,5.665280499775927e-07,-4.442739547742243e-18,-2.1427608931966474e-15,6.643895761428801e-19,0.017865579645803396,0.0013460635664208128,8.355557814677722e-05,99.9807713587561,-2.2627092048652344e-10,-8.002488409087131e-13,1.9929080604723666e-06,50.0,1.7441925040645845e-13,0.0
2200,4.9495825948417975,5.0815655788869405,95.02877022975804,9.994466802136508,10.000000000004162,5.204012174782907e-10,199.9999999995346,2.713426356724708e-13,3.0618611414318957e-09,-1.0115974629488348e-20,10.0,2.1877092312800583e-08,35.72278021652447,91.59191746081252,63.802835713595435,8.004719808991082,499.9999978604405,3927.2612252307686,200.0,200.0,200.0,0.033455443528882876,0.001233778368654427,6.187906266564938e-05,3.1333159955643508e-06,-1.1916438200378828e-06,0.00013561523360771069,3.513795001337537e-06,9.762950871449663e-09,5.302088533970009e-09,4.466511399442358e-14,1.1606736768644955e-16,-1.4707010030909182e-16,-8.831285610701096e-21,1.7331303984799164e-09,-1.9118161243898214e-12,-1.7988625024410916e-21,499.9891516492759,0.01095880239431969,1.2214821120490528e-16,5.653533501940935e-07,-7.664830912853372e-18,-2.3917051369073987e-15,1.4562294087578465e-18,0.018631394313547267,0.0015366608085640382,9.174327311161188e-05,99.98041077802323,-2.301931830870279e-10,-8.907572280218167e-13,2.1087745940369776e-06,50.0,1.7598675238426404e-13,0.0
2300,4.947986244407792,5.083436133203395,95.03035207449861,9.994365345342787,10.00000000000491,5.395454318968013e-10,199.99999999947562,3.5120520914894153e-13,3.4379687973389044e-09,-1.7454431566705725e-20,10.0,2.2835641086719582e-08,35.69414089044691,91.09823598831271,64.22374472372327,8.493219570582381,499.99999782716276,3925.9577600492858,200.0,200.0,200.0,0.03433637345463798,0.0008559847111938732,6.717463520386672e-06,-1.0929307000921834e-06,7.509434734953019e-06,0.00015925886340130622,4.451931333414986e-06,3.663078237749948e-08,4.631512087721292e-09,1.2548166240315927e-13,-1.603957844965532e-15,1.0271181305420037e-16,-9.920095399204742e-19,-2.4643088904109602e-09,1.7515271979858672e-12,-8.911940422617445e-22,499.9882482895622,0.011433226325475753,1.5832142897358344e-16,6.833084931233067e-07,-8.537132923149437e-18,-2.677700991292174e-15,1.3921811130208095e-18,0.019486812870545128,0.001553862584306016,9.625133901703975e-05,99.97956259024224,-2.3963565968977166e-10,-9.88089198080294e-13,2.163605964372026e-06,50.0,1.948042911189454e-13,0.0
