miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,ROS,basalROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AggAbeta,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,IR
0,5.000232061412443,5.001498184420947,95.00114594063545,10.000144596105661,10.000000000000483,-1.3947237111649177e-11,199.99999999997948,-2.273358393897074e-14,2.7574781066827215e-10,-1.808077126695232e-21,10.0,-1.9162242393604044e-10,99.62312065345404,100.00184441846517,-0.2703205278182744,-0.27249290782027497,500.0000000336992,4000.5118485058524,200.0,200.0,200.0,-0.0027776203834696802,-0.0005031275534355625,2.814750339253178e-06,-4.551868535945444e-06,-1.785161382810931e-07,1.471253718810133e-05,-2.6382003345508577e-07,-9.26699129874327e-08,-6.0976813084074865e-09,-2.7130060647848912e-14,3.5235081239257524e-16,-4.0700088352157216e-18,-5.359793586154697e-18,8.081131081933015e-10,-4.431111396126615e-13,9.93857540700089e-23,500.00004109681055,3.2745667882265544e-05,-6.6314141448667426e-18,3.1142389192438696e-08,-1.8572492797101783e-18,-3.423636373027569e-16,6.482146757901822e-20,-0.00035675973951417484,5.71329229055906e-05,-1.1933217425665238e-06,99.99977269001265,-4.899938728422218e-12,-1.3061510848170927e-13,9.840081341520022e-08,50.0,-5.320134424043982e-15,0.0
100,4.998630731721771,5.00503828420437,95.00162067041852,9.999639146188553,9.999999999999423,-2.582567560862288e-11,200.00000000001506,-1.1592604033924931e-14,-5.0280972472972244e-11,-1.712378288061627e-21,10.0,1.5308943606153565e-09,94.58297893440357,99.93397381030088,4.7803525124187,0.233273519525493,499.9999999169119,3993.550188343936,200.0,200.0,200.0,-0.0017929495111468745,0.0003376840630940714,-3.812552409295667e-05,-2.4647334302621415e-07,-5.004619892089507e-06,7.004067627600345e-06,-4.825804631443629e-07,-6.875387287689858e-08,3.820084103214247e-10,2.07564612929113e-15,-3.524399410892244e-15,5.658661916566685e-17,-5.757639141770283e-18,-1.1261983992660811e-09,2.678015562467305e-12,2.76244420409598e-21,499.9995240899086,0.0001880964952949966,6.5964083553748e-18,-3.1639846133123696e-08,-5.222096784684398e-19,3.696150265379986e-16,-2.025323060478345e-19,0.0007508709067036606,-3.852677142642872e-05,2.874962239706303e-06,99.99861522347942,-1.2657101151056308e-11,-1.9062507675738043e-14,1.4359539881747e-08,50.0,1.1394732566598467e-15,0.0
200,4.9939946741240115,5.006499772073612,95.00432670848345,9.999593989351585,9.999999999999671,-3.4379760664616357e-11,200.0000000000044,1.3935993039823116e-14,9.69038403023843e-11,4.2349948636668785e-21,10.0,2.2695316185336047e-09,90.09464980447821,100.15052336706589,9.821030932350174,0.2253827898251858,499.9999999642166,3989.8974097678174,200.0,200.0,200.0,-0.002978266960137196,-0.0006324091699055204,-1.4381239431141492e-05,-4.947982783659196e-06,-2.2032434772557023e-06,9.584767986353047e-06,-1.207810796900941e-06,5.686447011165645e-09,-5.752737253554956e-09,1.0993598756003403e-15,9.198830198400335e-16,1.3141665020453764e-16,3.015395513628206e-18,3.28689440385291e-09,5.3455120873996473e-14,1.1239201387651834e-21,499.9986646321947,0.0009335696642524427,4.777044730870318e-17,-2.7110644208900728e-08,1.7122449171469006e-18,-1.9830057605508145e-16,2.506370909044821e-19,0.0016800617539063944,9.034886289648736e-05,-5.352329672151166e-06,99.99764109202863,1.212130348693717e-11,-1.0016192201833181e-13,8.919128972663655e-08,50.0,1.5275513491807723e-14,0.0
300,4.992292076030702,5.010788612243069,95.00719493451192,9.999401742301844,10.0000000000003,1.4326645149080488e-11,199.99999999995654,-9.091008202141733e-15,-2.1265184410984234e-10,-3.6428445692448055e-21,10.0,3.571736490950914e-09,84.38147350019368,99.6163712338263,15.288962056896123,0.3089988341344293,499.99999992199724,3986.4096129199147,200.0,200.0,200.0,-0.0009020015034725209,0.0004880719648176616,8.726716579411337e-05,7.970930237009421e-07,7.003008185628282e-06,1.6639473441989786e-05,3.599623696815792e-07,-6.851541152306027e-08,-3.3276126853938076e-09,-3.714507978145472e-14,-1.7595672716483943e-15,2.635338786560826e-17,7.985068156577773e-18,3.0914983475459836e-09,-2.8799956116633655e-12,1.109282468073195e-21,499.998320259735,0.0016596489381193187,8.172672415364264e-18,-1.8605429480526987e-08,-1.1921771021044028e-18,3.2960123586643023e-16,-3.8298484008739637e-19,0.002784742338744177,5.1735073286448516e-05,5.422362712991151e-06,99.99749715726789,-1.63526636503087e-11,-6.213976050239572e-14,5.9019749958459137e-08,50.0,2.834435883672679e-14,0.0
400,4.991187271928278,5.014307243835221,95.01047591296307,9.998918130201014,9.999999999999858,1.9778046871641847e-12,199.99999999999977,2.632053002376587e-14,-4.571414841686048e-11,1.313650987470255e-22,10.0,3.459103549553274e-09,80.68124125174495,99.41788238273988,17.94034567802836,0.6552572030050843,499.99999985747405,3979.570208659927,200.0,200.0,200.0,0.0031816247039618563,-0.0001241037126106215,-6.672056554781608e-05,-5.690821700926162e-06,-7.367443878717e-06,-7.831637664680292e-06,1.2286807694124697e-06,-7.030727340354367e-08,1.7423411834239953e-09,9.252851213681583e-15,-1.3781680927159243e-15,6.067242220879186e-17,4.558056781718332e-18,-3.3322415037903324e-09,3.06708726319788e-13,-2.8657367041464108e-21,499.99791107076015,0.002339237592247047,-1.760076436412999e-18,2.3955655481789004e-08,5.450222413066753e-19,-6.00755738607393e-17,2.5090001698006184e-19,0.003935458858971605,0.00011077137046574276,-6.521854205644304e-07,99.99630322875839,-2.240515770743411e-11,-8.691540092747239e-14,-2.3627976533373018e-08,50.0,-2.221092116056578e-14,0.0
500,4.98703230098092,5.016425400074506,95.01186828717081,9.998642559142963,9.999999999999831,-1.1168800574463307e-11,199.99999999999648,5.396379493437829e-15,-3.075336315737113e-10,-3.29921212653224e-21,10.0,5.464111300353425e-09,76.5257222408802,99.35590718242119,22.900714284041744,0.8843512725555958,499.99999986655246,3975.5551623907227,200.0,200.0,200.0,-0.0023382453768802007,-0.00020755036958395014,-3.516043766455754e-05,3.664653827406744e-06,-5.5956818941018526e-06,1.5964307202606928e-05,3.654983009987223e-07,1.1896225375316686e-07,3.2731092980535918e-09,-4.2646552732302774e-14,1.080040855601119e-15,-9.849051918105414e-18,6.7084181348634456e-18,-4.959458808155777e-10,-1.2097055166209612e-12,-2.3107505048279985e-21,499.9976897054242,0.0027127080938624207,-2.5051452206763693e-17,7.209873962477271e-08,-1.4359706365613605e-18,2.9066389018854945e-16,-1.5730708140948151e-19,0.0045427522144094205,0.00014617375867047484,-1.912179853495785e-06,99.99517931594653,-5.546934849325158e-12,-1.459600171183154e-13,1.5931078499818418e-07,50.0,1.471400522912681e-14,0.0
600,4.985268301573973,5.023250330643483,95.01475593997309,9.998506637959716,9.999999999999746,9.342320050888945e-12,199.99999999997806,3.5682651330877005e-14,-1.715186288550967e-11,-3.1673844719842168e-21,10.0,5.45277950738686e-09,74.51601514068884,98.9382697319573,27.290200894686613,0.5521586521895883,499.9999999344311,3971.8178499445526,200.0,200.0,200.0,0.0030856200628140997,-0.00012832161222349646,-5.5174147631517306e-05,2.314142784210133e-06,1.592051042965562e-07,-3.8750111654130166e-06,1.0099674574400009e-06,-6.0663411614866e-08,-1.398009032271085e-09,-4.6581467424348453e-14,1.9288069256018212e-15,1.3679640325149982e-16,1.744948476376499e-18,3.5117669269062514e-10,2.457331340643688e-12,-2.865591417879436e-21,499.99671314406595,0.002864884298016065,6.599120885130299e-18,9.160792061590608e-08,-1.5386034394662235e-18,2.519145880101152e-16,-1.4252756227563454e-19,0.00584704184411929,0.00020497680810007462,4.387479030856918e-06,99.99379023629531,-6.000122405458977e-12,-3.346018149915298e-14,1.1167835320721426e-07,50.0,-2.029470168698946e-14,0.0
700,4.985393127183383,5.023872652007336,95.01632765309196,9.998388854817929,10.00000000000071,2.1487964801432702e-11,199.99999999995407,-1.136953382216658e-15,4.594758280631881e-10,-4.074003054129013e-21,10.0,7.3796834152508395e-09,70.59298300535828,98.92244446911153,29.86862338831842,0.986205305598516,499.9999996567925,3969.809798785073,200.0,200.0,200.0,0.00145851454317111,-0.0002278514628772798,0.00010099200736964706,2.2869836441621253e-06,-2.00348609160657e-06,3.820545584122821e-06,-1.566131375733676e-06,-2.7706546652491706e-08,4.71117414327084e-09,5.0473942077847074e-14,-1.2568182760212874e-15,3.130104214646206e-17,5.176371773480094e-18,2.7349115843548665e-09,9.483588396975854e-13,8.907651168803641e-22,499.9962689985078,0.003315693164050007,4.323634336154347e-17,4.72449811952925e-08,6.737163785055779e-19,1.5380029870089454e-16,-3.4475041614130207e-19,0.00626213233970413,0.00013507686379744083,6.548346720729561e-06,99.9933966152373,-2.3550250750311776e-11,3.698739341244096e-15,2.740201748852298e-07,50.0,2.0875758746832282e-14,0.0
800,4.981406339449062,5.029637783496506,95.01971364668387,9.998050051767555,10.000000000000357,9.063856451505773e-11,199.99999999992326,-6.53042592298098e-15,2.1752192181321641e-10,-8.777332169647727e-23,10.0,7.641736789942606e-09,66.06041593865274,98.62319003092263,33.0212444794009,1.6082170249761276,499.99999979347564,3966.7030278046873,200.0,200.0,200.0,-2.2188017545361023e-05,-0.0005108350389957916,-3.681651328544774e-05,4.215460439278572e-06,6.0265606254423145e-06,2.2767122610166236e-05,3.397064159206955e-07,-1.1981776500199615e-07,-2.2884006144108324e-09,1.642691168752686e-14,-1.2294941516456871e-15,1.706623492542786e-16,-7.547673528166385e-18,1.117049409455542e-09,2.9977862547543908e-12,-2.2773021489264224e-21,499.9961844726144,0.003870989468727958,-3.7117835229787214e-17,1.2416099044821676e-07,-1.0830562930013534e-18,-4.592425719274308e-16,2.1721964798562856e-19,0.007851718787572869,0.00028498291669439946,1.2556629733526873e-05,99.99274391519144,-3.4342915527669664e-11,1.4351077770531146e-14,1.903485577617901e-07,50.0,6.154726601882315e-15,0.0
900,4.977946972249795,5.034364778841562,95.02247822455777,9.997935275030702,10.000000000000636,6.077768017101005e-11,199.99999999994733,3.285603763277351e-14,8.944971270165583e-11,-4.403814471565297e-21,10.0,9.254778470261085e-09,62.670129246323995,97.86143872090045,35.738329137191954,1.6447519001391313,499.9999997060106,3961.7005887704076,200.0,200.0,200.0,0.003862355715705015,9.26878526655465e-05,-1.8827267331017035e-05,3.6750455134162864e-06,-4.073041501231128e-06,2.818892955478963e-05,-4.170697178176229e-07,3.567747552040521e-08,4.0337664518229025e-09,-9.795149470237666e-15,-1.6136936364174144e-15,8.936559980456935e-17,1.5670232214793243e-18,2.735640349123286e-09,3.0640373095919525e-13,3.381453762798815e-21,499.99547369018507,0.004528504120939623,8.293672187675188e-18,1.168877823797041e-07,-1.8417407989537077e-18,-2.9445372852473623e-16,4.816300161439757e-19,0.008186460596947144,0.00026978070226271137,5.7679650075336675e-06,99.99178308384825,-5.29801495439314e-11,1.2007830142187511e-14,4.790913882641849e-07,50.0,2.6183016390892356e-14,0.0
