miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,ROS,basalROS,damDNA,E1,E2,E1_Ub,E2_Ub,Proteasome,Ub,p53DUB,Mdm2DUB,DUB,Mdm2_p53_Ub,Mdm2_p53_Ub2,Mdm2_p53_Ub3,Mdm2_p53_Ub4,Mdm2_P1_p53_Ub4,Mdm2_Ub,Mdm2_Ub2,Mdm2_Ub3,Mdm2_Ub4,Mdm2_P_Ub,Mdm2_P_Ub2,Mdm2_P_Ub3,Mdm2_P_Ub4,p53_Ub4_Proteasome,Mdm2_Ub4_Proteasome,Mdm2_P_Ub4_Proteasome,GSK3b,GSK3b_p53,GSK3b_p53_P,Abeta,AggAbeta_Proteasome,AggAbeta,AbetaPlaque,Tau,Tau_P1,Tau_P2,MT_Tau,AggTau,AggTau_Proteasome,Proteasome_Tau,PP1,NFT,IR
1000,4.978272955553054,5.037814785022463,95.02476868400062,9.997633401020467,10.000000000000096,1.3665970660642177e-10,199.99999999993258,4.8882987152691425e-14,4.975224382993429e-10,9.23264510133291e-22,10.0,1.0743125263269942e-08,60.38565395179809,98.12529447335547,39.82459205720384,2.254607146589654,499.9999994215236,3959.805123227332,200.0,200.0,200.0,0.0038030458431780414,5.4163405121978475e-05,8.763150696913989e-05,-3.0803562195817603e-06,-3.490077050032368e-06,1.2930561931983494e-05,7.617662370168766e-07,-6.794062427306366e-08,-6.0605516188671e-09,-3.599629766923214e-14,-2.776740265643409e-15,-7.688371933987599e-17,-5.5670715350590304e-18,-2.4004566528647903e-09,-8.671075406447745e-13,-6.345599496933468e-22,499.99535128103173,0.0053842778381737256,2.373857529533492e-17,8.613666371780155e-08,-1.2935726306142802e-18,-5.172451367066745e-16,1.7370920686996538e-19,0.009346525940218054,0.0004348100548324807,6.726744733759951e-06,99.9899975109258,-4.036632321781568e-11,-4.7942734400829404e-14,4.043505946838479e-07,50.0,-9.829590381210843e-15,0.0
1100,4.976066344907336,5.042158237463148,95.02638930917007,9.997443318246582,10.00000000000033,1.5466747292666974e-10,199.9999999998956,4.5300290739786384e-14,6.88774191334181e-10,-8.438566079358553e-22,10.0,1.0822277412843306e-08,58.08325714640256,97.54163974989181,42.83453946306917,2.7939971851679064,499.99999949782017,3955.636308882747,200.0,200.0,200.0,0.005442298989623652,0.00015926406199111593,-2.1031259118141083e-05,-2.4609627570938497e-06,3.491232369821155e-06,7.0680667581395885e-06,7.576588429701526e-07,8.457206706286789e-08,-5.718219709251429e-09,2.3805843417663058e-14,-9.706983132531441e-16,-1.7795857875868368e-17,-3.3176700572641574e-18,-1.8321332659803008e-09,3.034245639503968e-12,-2.0160637646742962e-21,499.9946401888404,0.005473286689153015,4.7966867820734355e-17,1.4010496648577144e-07,-7.610903047350757e-19,7.100047029829743e-17,5.228103250985311e-19,0.010405901065793215,0.0004063975756599959,1.6242655476880172e-05,99.98951639995605,-5.6948508243040876e-11,-1.0454028679637398e-13,5.118967302582973e-07,50.0,-7.652963716773193e-17,0.0
1200,4.97393994982319,5.046824030571247,95.02871020605488,9.99715909328695,10.00000000000125,1.3265160250868403e-10,199.9999999998219,3.4758770569994983e-14,4.850351144271361e-10,-2.29350327241157e-21,10.0,1.2549535406441595e-08,55.10854896941062,97.22294417625707,44.24257410646849,3.0965005412630653,499.9999993767712,3952.088019287905,200.0,200.0,200.0,0.003865593375304779,0.0003055448751321067,3.138596206307838e-05,2.4861312198320558e-06,5.685914787724152e-07,4.406164203454605e-05,1.7583652806989189e-06,-4.00370820035333e-08,-2.4945769349209654e-09,9.944496192308412e-15,-2.846513006949299e-15,1.4384506063192673e-16,2.495144885104669e-18,2.4834010485245673e-09,-7.334552950731835e-13,3.2846384548841643e-21,499.994214064342,0.006234068622537094,5.464151196744556e-17,1.8371510676281502e-07,-1.2949840241746543e-18,-5.031361690200575e-16,2.458389470687605e-19,0.010526576973690862,0.0005902331551292772,1.2388447724970773e-05,99.98915021228305,-7.083286324868613e-11,-1.4451667126798297e-13,5.025516552717791e-07,50.0,1.126573577481956e-14,0.0
1300,4.969236841252056,5.0498080497591245,95.03027194466505,9.996672998736834,10.000000000001315,1.3986070235446757e-10,199.9999999998059,4.406209831622029e-14,4.50739107275393e-10,5.673978148042257e-22,10.0,1.3277756226773628e-08,52.98107388571435,96.21786827319472,46.75428990597479,3.4969169671701703,499.9999993211631,3949.516864180951,200.0,200.0,200.0,0.008441093741790846,0.0004626187882922877,-2.4086945533753215e-05,2.804852888943069e-07,2.807322754813858e-06,3.188063595660805e-05,-1.3540716581222942e-06,-4.419585632975397e-09,-2.2713511080743333e-09,5.090571220569494e-14,1.978486013326877e-15,1.3729138447087153e-16,7.729876809910628e-18,2.4424442227436397e-09,-3.1896736682134465e-12,-1.51774191878657e-21,499.9933652281992,0.0062646114610276395,4.989839102249663e-17,1.7971320058591357e-07,-2.8396960009396227e-18,-3.9442018693800186e-16,1.6784853598778825e-19,0.012151679147459472,0.0006900148135585074,2.5290219436026777e-05,99.98765674383021,-9.742228137290822e-11,-1.7487333558807637e-13,6.823910060213719e-07,50.0,4.722044320369998e-14,0.0
1400,4.967798607697889,5.04931550225952,95.03015566412873,9.996606226121372,10.000000000001702,1.8959723113310105e-10,199.99999999982887,8.992113193356801e-14,6.283264444707766e-10,-1.2604081980436728e-21,10.0,1.4345446647439715e-08,50.50730722789887,95.76968368914959,48.43089800167178,3.7066048542276193,499.99999899259876,3945.849884981868,200.0,200.0,200.0,0.008601769722223618,-6.260978617691179e-05,-3.324274935013979e-05,4.51155332272793e-07,7.096045609994482e-06,2.9763824958363787e-05,-1.2313149109221245e-07,-2.52967504804236e-09,6.797255822608825e-09,-2.6698422180655896e-14,1.2371816165006949e-15,9.073135264516972e-17,4.929255679904216e-18,2.3356061902071415e-09,-1.0400029771477003e-12,1.5127679017514143e-22,499.9933453625574,0.007157095364735865,7.41018267863608e-17,2.5444908126359327e-07,1.0213976950705326e-19,-8.857209563894932e-16,1.5785606675658713e-19,0.012455625818741841,0.0007720056967966864,2.2138941458321292e-05,99.98717672076138,-1.0493211822870599e-10,-1.6254129513021025e-13,7.579306120282278e-07,50.0,5.297003486822887e-14,0.0
1500,4.9650403976552075,5.054673465858965,95.03112508292081,9.996307626419611,10.000000000000655,2.60151435964842e-10,199.99999999974426,1.0119414148110085e-13,7.628831700607612e-10,-9.675748424915988e-22,10.0,1.460466220142824e-08,48.830934636514584,95.40289187930763,52.34477428016301,4.195316797826993,499.99999900014456,3942.7843265055294,200.0,200.0,200.0,0.013541691394642487,0.0003183782842728234,7.355102797977005e-05,1.4463113612908722e-06,-3.659496971355202e-06,6.420915390320135e-05,-1.0090762371900993e-06,-1.1782277164721183e-07,5.744339661915223e-09,-3.456888156008474e-14,-1.5024527067219332e-16,5.571448185685253e-17,-2.6152407013695447e-18,2.1264440872919788e-09,2.6438094868942367e-12,-3.932903608924173e-22,499.9925753771487,0.007419714143382883,-9.517197291790473e-19,3.0900470385230487e-07,-1.6399112496402485e-18,-5.116076373219394e-16,2.281143091953151e-19,0.013084032471742368,0.0007729708549324885,4.318443977822303e-05,99.98628800406127,-1.1261525914735539e-10,-3.454017631617624e-13,1.048970593901603e-06,50.0,2.68553697714337e-14,0.0
1600,4.96489379523221,5.0588785817904975,95.03027965672798,9.996161596653117,10.000000000002025,2.523378573371699e-10,199.9999999997528,1.0159819103244533e-13,1.2436241604772795e-09,-2.6126465149364453e-21,10.0,1.5535024449393893e-08,45.9732199281802,95.44378985899502,52.80949690344153,4.983050529815488,499.9999987369895,3940.471783287664,200.0,200.0,200.0,0.010823805242483043,-0.0002878246758004567,7.764907423520337e-05,9.708186410975429e-07,-1.9327889662296407e-06,7.549940282957133e-05,-1.2893119156702856e-06,-2.028323692769567e-08,1.6081460906565078e-09,4.820314817630609e-14,6.688143902879541e-16,-1.2419558578365229e-16,4.041866774973385e-18,3.2279350183668895e-09,-1.9558624708414895e-12,9.695716335513116e-22,499.9917099779471,0.007838900111665496,6.596425312509274e-17,3.285102731472796e-07,-1.8634142636817e-18,-7.321479435830667e-16,4.3804084894786425e-19,0.01356850843709698,0.0009058518112939713,4.882145175471038e-05,99.98486067810035,-1.1234906682579251e-10,-4.080794993142563e-13,1.1918416903622152e-06,50.0,6.861441180247002e-14,0.0
1700,4.9605010077853695,5.063324964051167,95.03324620703302,9.995854577170368,10.00000000000262,2.8078432115884793e-10,199.99999999972346,1.3465609008019266e-13,1.5477636914178702e-09,-7.614344585528234e-21,10.0,1.645714288729122e-08,44.099616911045864,94.3673718212392,54.29832371533451,5.107770148782917,499.99999869032115,3939.6100868925214,200.0,200.0,200.0,0.013892567889098668,0.0004369321673647009,5.599902718491701e-05,-3.835108196237417e-06,5.7892972273877505e-06,9.063740972610227e-05,1.431694516262902e-06,-5.6720460607414495e-08,5.735524799180364e-10,4.216993367893362e-14,-6.482036950073994e-16,-1.9437037455706762e-16,1.6642748180693631e-18,2.8984646345580204e-09,-6.957848061717623e-13,1.5541989732209338e-21,499.99158865510094,0.008422228739376366,1.9931398373938154e-17,3.933529955378634e-07,-7.295894883914797e-19,-1.1071864805782682e-15,2.9903989641847438e-19,0.015112711360582572,0.0009547496475362948,5.7009883579547455e-05,99.9838110986809,-1.3421943678270126e-10,-4.0875790476891243e-13,1.2442515313210932e-06,50.0,1.0242430050996432e-13,0.0
1800,4.96039773502936,5.069200572800091,95.03005846554291,9.995550672685425,10.000000000002062,2.9902414984697505e-10,199.9999999996969,1.7561811685880858e-13,1.7287298386177816e-09,-5.693202898154995e-21,10.0,1.7538607544990613e-08,42.69183597335708,94.05581263652083,57.2871834610134,5.817035709398663,499.9999985850969,3936.917710759742,200.0,200.0,200.0,0.018883918439553265,-9.359007880823886e-06,4.167328339989714e-06,3.6808527084241735e-06,-5.722974455115761e-06,0.00010032579380188791,1.767016814844744e-06,2.0753626117399152e-08,-1.3108237553435607e-09,2.892005753697971e-14,3.9392227823125353e-16,-1.6556130697875353e-16,-1.4066180081207179e-18,1.509222685772686e-09,1.0128121844011319e-12,-2.7697641803854087e-21,499.9907835858511,0.00881197428755552,6.495004615925387e-17,4.108161767115441e-07,-1.4489259489577752e-18,-8.373957376528861e-16,5.050010077067853e-19,0.01563875456700042,0.0011159551782861075,6.022852942534517e-05,99.98378225331028,-1.5781208491413922e-10,-5.535442086469823e-13,1.5244329870223325e-06,50.0,9.084248854320775e-14,0.0
1900,4.955456212400331,5.070572560171971,95.031112108641,9.99538603611052,10.000000000002172,3.420464344233954e-10,199.99999999960434,1.9812266655406766e-13,1.8205252323907101e-09,-8.976367078213195e-21,10.0,1.8327287347075593e-08,42.04193942610721,93.6880295822663,57.92771141935895,6.76041421378609,499.99999833435805,3933.3978471732007,200.0,200.0,200.0,0.0227872583462396,0.0002816350408087902,7.74168124911626e-05,-4.048289248764961e-06,2.1790668611690576e-06,9.978666329458493e-05,3.3921386816883493e-07,-7.828075808703803e-09,3.854267550318638e-09,1.9332172438587975e-14,1.8630196222677378e-15,-7.629074475158514e-17,-3.4709765507645154e-19,2.352507809135921e-09,-3.1371008184065337e-12,3.648849858452657e-22,499.990521220644,0.00954795211559368,6.5919798761367e-17,4.855154073487526e-07,-3.0906279391599402e-18,-1.4985899328402047e-15,8.876340905012444e-19,0.016070149041058832,0.0012320815820673274,6.237354113102066e-05,99.9828808962251,-1.6900780870080238e-10,-4.68838703619025e-13,1.698370264608454e-06,50.0,1.1165258217336159e-13,0.0
2000,4.952988281948572,5.07291880098025,95.02966517213335,9.994881606528114,10.00000000000285,4.1343641050038575e-10,199.99999999960664,2.0317162413409688e-13,2.0317791902954417e-09,-5.778582851439958e-21,10.0,1.9432621665997295e-08,39.12666164447932,93.16050771772174,60.71899685477073,7.159975651629515,499.9999983696791,3932.488490894432,200.0,200.0,200.0,0.02552974880415441,0.0011630871620009423,5.359532959868255e-05,-3.154989790130089e-06,-3.279086383598311e-06,0.00013162659668671716,2.289160784455692e-06,1.0836726376084144e-07,-4.607959837193293e-09,-5.011735000368637e-15,1.9660475591567824e-15,-1.7580305822756736e-16,9.107186388012918e-18,-2.650441867082794e-09,-2.3008827534872086e-12,-3.1541712763998203e-21,499.98990340243176,0.010224761270460792,1.216832983791193e-16,4.81561714230931e-07,-4.874930291291155e-18,-1.2857504517031337e-15,4.2874836300928945e-19,0.017109885076647267,0.0012113276592687005,7.207198047954263e-05,99.98131407734462,-1.9137829984774005e-10,-6.371540603438711e-13,1.8440243341111705e-06,50.0,1.2122389162027704e-13,0.0
2100,4.953103521437404,5.078750825733054,95.0303252648949,9.994895630188426,10.000000000003311,4.6229291154385357e-10,199.9999999995659,2.439251015853789e-13,2.6624842939533062e-09,-1.0158301135943844e-20,10.0,2.1410097452101786e-08,39.077268608579026,92.31599255924716,61.643527239097196,7.8240701000242545,499.99999802614184,3931.842971747997,200.0,200.0,200.0,0.029898564414498063,0.001381218077493852,6.0219398503633494e-05,-2.5723957949854207e-06,5.8287120580806275e-06,0.0001433681343837519,3.183088321403398e-06,8.64769336813264e-08,1.9035359827906076e-09,7.527560408502083e-14,1.0779469988695525e-15,1.9315448959680054e-16,-7.688073119276853e-18,-2.089110012738735e-09,-1.127536791905825e-12,3.2677224961378832e-21,499.9892294506843,0.010317712715327023,1.3807169852760032e-16,5.440546245914151e-07,-4.0579438706563914e-18,-1.7624505637474494e-15,9.210563696035171e-19,0.017753092699781335,0.0013143535347665961,7.811648965872848e-05,99.98047001116113,-2.2646431964006606e-10,-8.420994389499649e-13,1.970126301011693e-06,50.0,1.730382291735299e-13,0.0
2200,4.948147170185472,5.080236642697325,95.02825772441717,9.99468959881297,10.00000000000488,4.5410507161600306e-10,199.99999999951376,2.6962796480281304e-13,3.0868171981771762e-09,-8.201545001435421e-21,10.0,2.151435114325833e-08,37.57173781164632,91.51906686536401,63.29363780607312,7.764651128411608,499.99999787201625,3929.8430534041604,200.0,200.0,200.0,0.028141208500134,0.0004557201467371393,-4.52832274292054e-05,1.0972710402402e-06,-7.260205934574892e-06,0.00014829693706165024,1.58248417655036e-06,-8.287531742132575e-08,1.2566584185308438e-09,4.3969507219082736e-14,2.827212236739658e-15,3.741622893012875e-17,-5.511142385727352e-20,-2.8010539729445194e-09,1.5195752415736718e-12,3.1080778897507277e-21,499.98877268698425,0.011070157254803157,1.1132284591756335e-16,6.345408467108831e-07,-5.969307219087936e-18,-2.40196512173591e-15,1.5473641971803935e-18,0.018600749834382965,0.0014614332721488137,9.301644979339297e-05,99.97985304605247,-2.4689692688233086e-10,-9.162926835189557e-13,2.0097939129292487e-06,50.0,1.4353952330593624e-13,0.0
2300,4.948311994506486,5.085300097994733,95.02971879240422,9.994187155635249,10.000000000005109,5.391912476345764e-10,199.9999999994341,3.226187566182627e-13,3.4361560059154616e-09,-1.1835333881156921e-20,10.0,2.2743927737057146e-08,36.37024313928136,90.93313521127425,64.53445678978187,8.450416417793122,499.99999774945627,3927.3884406553607,200.0,200.0,200.0,0.03311328416871971,0.0019098043292866333,5.3600532923448645e-05,5.492808775385891e-06,2.0187627028865687e-06,0.00017520088499462427,2.898329074062085e-06,5.8144609159634867e-08,5.652355845881948e-09,9.329787239198882e-14,4.063908102821605e-15,1.3067118971540822e-16,8.410397812624578e-18,1.6401763114625741e-09,-2.3038386997838617e-13,2.2479704967089143e-21,499.98878457125363,0.011228825472181151,2.318361266330459e-16,6.574938206011523e-07,-6.9236664065601736e-18,-2.4820712771503235e-15,1.0433810553257454e-18,0.0188759097217659,0.0016090240196327567,0.00010737186852436252,99.97914228740444,-2.469167715735497e-10,-1.0319626105243402e-12,2.135585698979136e-06,50.0,2.1791105599652388e-13,0.0
