miliseconds,EGF,I,RE,Rd,Rp,GS,Rp_GS,Shc,Rp_Shc,Rp_pShc,pShc,Rp_pShc_GS,PI3K,Rp_PI3K,RasGAP,Rp_RasGAP,IRL,IRp,IRp_PI3K,IRp_RasGAP,IRS,IRp_IRS,IRp_IRSp,IRSp,iSrc,mIRS,mIRSp,mIRSp_GS,mIRSp_PI3K,SHP2,mIRSp_SHP2,GAB,mGAB,mGABp,mGABp_GS,mGABp_PI3K,mGABp_SHP2,mGABp_pSHP2,PIP3,dRas,Raf,aRaf,Mek,Erk,pErk,PDK1,Akt,pAkt,mTOR,Null,aaRaf,PKA,pShc_GS,ppMek,mGABp_pSHP2_GS,R,ppErk,IR,mPDK1,tRas,tRas_PI3K,ppAkt,mGABp_RasGAP,amTOR,iGS,imGAB,imIRS,aSrc,Ri,IRi,iPX,aPX,aPX_GS,IRSp_PI3K,IRSp_GS,IRSp_SHP2,GABp,GABp_PI3K,GABp_GS,GABp_RasGAP,GABp_SHP2,GABp_pSHP2,GABp_pSHP2_GS,imGABp,bRasGAP,phosphorylated_Akt
0,1.0009133273527446,1.2422480656578495e-37,0.0084336863608715,-0.04386304925946956,0.0024308813376453394,199.9973442525142,2.365187113541013e-05,270.015527659004,-0.0020381273945821376,0.00010678813491525801,7.060759198891092e-05,0.00041509863283787995,199.9927267254726,-0.006269878256757583,50.00000143986966,1.041732171880135e-06,5.08359249517372e-32,-7.575608261021523e-29,-4.058578748125481e-29,-2.0034137836123703e-26,300.0093877573619,-2.867288261427336e-27,6.02276591860644e-29,4.545478169980128e-08,517.9921268847698,0.0008399430070163875,-2.306186228539337e-06,-3.559300327984184e-09,3.899193169412841e-06,299.99999066428416,-1.5955058490426098e-07,224.99990284102998,-0.00036808420544773377,-0.00012755909336543007,-4.385554528042236e-05,-0.00015564500741204224,-1.7700834927179365e-05,-5.277049475850416e-09,-0.003713009973117247,149.9891857718952,100.00000493743573,0.0001972101680352648,200.00000210980843,399.9999998814142,-5.17581275532525e-10,100.00191649390642,99.99991790472943,0.00012458877153804016,100.00000816937388,-0.01589837320307229,-5.145931010331785e-05,100.0,0.0006166181543177121,2.1275925077098545e-06,2.6604677614673394e-09,100.03232799318862,-3.853214269040924e-15,150.0,-0.002041300830920147,0.005838304638823314,0.0,4.1387839989842344e-10,4.628429734946937e-08,3.189242020535691e-06,-2.4427041593065402e-18,1.126048226210128e-21,1.5178304885431133e-09,-0.012570286628587274,-0.0009777684614056467,-2.6927083789146827e-29,200.0,0.0,0.0,-9.206469010817655e-09,1.4506219634255812e-10,-1.0060763408742517e-09,-1.0034553311647672e-06,6.961731062177138e-06,4.0133153574387997e-07,-6.03081063340367e-10,-2.3807151569520666e-07,1.7867243159175547e-10,9.838117574355435e-11,-6.804596525509555e-22,1e-05,0.00014229304737190635
100,0.9742577756811879,1.0316422183020366e-37,0.7559627215571881,0.03568949741939252,-0.0019495313793602954,200.00151111611206,8.025233043619139e-05,270.01113115210114,-0.007969253262641092,0.0013588561388358587,0.00012855881734322332,-4.034289716400805e-05,200.0086491356781,0.002229540044477588,50.000000386023856,-1.4612124482943346e-06,-6.926860467429641e-32,1.2501206270755649e-28,-6.849306963994569e-30,4.3301770159315847e-26,299.9836328768969,-8.683771453293366e-28,-1.9841502517097742e-29,-9.231068337442831e-08,517.9841335244157,0.012644210638508915,-3.7682871339381968e-06,-8.664316493433019e-09,-9.5881567240273e-07,300.0000147830047,-1.0495161008123022e-07,224.99956670995056,-0.00030904083871361777,-0.0002229804717444614,5.346724372689077e-06,4.257697389267975e-05,1.755817188277297e-05,3.7860941399826635e-09,0.005520948345771499,150.01406318190075,100.00016879297294,-5.437235430154574e-05,200.000001238284,400.00000006413785,-1.2159708667302138e-07,99.99872487933887,99.99987257539875,6.478941640167447e-05,100.00001056165821,-0.013462002935895044,-1.0526078112343381e-05,100.0,0.00024094814937252734,2.036962959351956e-06,5.681918469465337e-09,99.1232963594905,-3.0537978321169702e-15,150.0,0.002677539460765041,-0.008573268142587782,0.0,-1.8193876389917597e-10,4.2128824739646385e-08,-3.903704130960184e-07,-2.3383467621326164e-18,2.4848888071984106e-21,2.7183238014900006e-09,-0.019939182113338044,0.005501902394050603,-5.959345028929606e-29,200.0,0.0,0.0,-5.3818902495490976e-08,5.918984992647191e-11,-8.27079307573213e-09,3.108777690634724e-06,1.40632475765475e-06,6.173977899108516e-07,5.065408133976187e-10,-4.3197256263996897e-07,-9.103432033005284e-11,1.7949767060851698e-10,1.3465548969972158e-21,1e-05,-6.733149991206908e-05
200,0.9563779231449284,9.176332194827319e-38,1.3020595352190807,0.03778287681334898,-0.0006191831475874216,199.99930910668309,-0.00024148549512448034,270.0074975480031,-0.005915379027078152,0.0006356680692111296,0.00014256285102747247,0.0014322959079420086,200.00147767390132,-0.0030809817857806706,49.999998307512435,-1.5641942441676642e-08,-1.0599527220852626e-31,8.889696460390847e-29,2.9342175744414965e-29,-3.4899954888723186e-26,300.00519144079084,2.665681893878692e-27,-6.332528307163702e-29,-3.604661647056152e-08,518.0197793247377,0.004965559364610167,-5.571199469555935e-06,7.548199922560296e-09,3.064296754375651e-06,299.99998281736646,4.3683759010546204e-07,225.0002763871343,-3.169998306648047e-05,-0.00019738171659271456,5.6275330287967595e-05,-7.817490679759434e-05,2.4568849309200038e-05,-5.8864522720604015e-09,0.00546107210643866,150.00069005621813,100.00015816594316,0.000163380113530469,199.99999977804706,400.00000000818994,1.0046016670022744e-07,100.00253238065683,99.99990249954301,-6.633368112609443e-05,99.99999926191082,0.008226478622800336,3.253974273538737e-05,100.0,-0.0006153000688978945,-2.6428304954782773e-06,6.355511629312987e-09,98.46639541982267,1.260965650481097e-15,150.0,-0.0020056867207491245,-0.0069805907863651,0.0,-2.1400390259989596e-10,1.0852083195679796e-08,-9.80840820668169e-06,1.4668323076014606e-18,2.151151614610612e-22,1.713471880740776e-09,-0.007280069407083397,-0.007532830212985367,1.2427309073799292e-28,200.0,0.0,0.0,-6.793964971456531e-08,1.5441587108063656e-10,-4.484170754582834e-09,4.979698385862087e-07,3.603070269362482e-06,1.174537141200225e-06,1.2356950215075393e-09,-9.101531909431155e-07,3.108170909846983e-11,7.107069617787433e-11,-2.5050177029958065e-21,1e-05,-0.0001326802434606829
300,0.9502615962231001,-2.3173061088458876e-38,2.0064009749871308,0.053637180568640475,0.002386531626346023,200.001982689684,0.0005829216332980004,269.9922225186518,-0.007887390749675647,0.0005002296529675787,0.00010906878753151211,0.00217951048666699,199.99117234507565,-0.005420735968734542,50.0000018850786,-1.5739168482336568e-06,-1.9242934025167662e-32,1.301577285346993e-29,-1.3907203059805566e-29,6.800795844300857e-27,299.98568738284746,2.2879621946940155e-27,1.0437997148026308e-29,-4.07376156309318e-08,518.0251372991821,0.005591623285732757,-3.366463441884809e-06,-6.345034227790433e-09,-4.243363906858872e-06,300.0000006655112,2.646716731858818e-07,225.00066507346733,0.00036894393079189657,5.080075491598184e-05,-5.54984115588677e-05,0.0002350067856840102,1.7333718682145041e-06,5.880468758410336e-09,-0.000929033745245656,150.00719499960005,99.9997471972855,-0.0001112645785268199,200.00000023605787,400.00000004673666,-7.962620159956257e-08,100.00025944733113,100.00015488550925,0.00012778614657425852,99.99998771434853,-0.01296484369595969,5.4774666269274074e-05,100.0,0.00011151101784546741,-3.107199977402481e-08,8.934578797787017e-11,97.94837394834371,4.904800143016122e-15,150.0,0.0005424006817026154,0.005875190252393644,0.0,1.811008801601918e-10,-3.483423039762695e-08,3.2246463016630618e-06,5.490888123588265e-19,-1.9819141970326803e-21,-4.838821011155139e-09,-0.00222904905940051,-0.006316327152236566,-1.2799222493506315e-28,200.0,0.0,0.0,-7.198557673843491e-08,1.7876173309824274e-10,-4.5617578214613e-09,3.2953371986332288e-06,-5.057281316427499e-06,1.2099418830765117e-06,-1.346275066941038e-10,-1.0839894758248592e-07,-1.397371387306788e-11,1.306427686837961e-10,2.6813857223730293e-22,1e-05,-0.00010344550160642782
400,0.9262003704692767,4.981843457563122e-38,2.4873902990180037,0.07221409833319967,0.0018216428973305615,199.99665376185695,-0.0004470767422659805,270.0000366962374,-0.009248016289956489,0.001376606547610784,-4.6089223579378005e-05,-0.0021210616124364167,199.99128918596725,0.0016792580542241648,50.00000136115022,-5.734427320740911e-07,-5.034731902996764e-32,-7.234216862132026e-29,2.1383781691248277e-29,3.7340480569564925e-26,300.0048302298315,-1.0139256572569655e-27,-1.9055785672072563e-30,9.650059402851139e-08,518.0219570132126,-0.007070539495855299,5.6928840252034795e-06,-7.803423998964779e-10,1.7646076594700653e-06,300.00001217197587,4.444972888121426e-07,225.00047993726002,0.00045370518637545895,0.00010128051037116317,4.5716810022192185e-05,0.00014276669851945016,9.759793706535384e-06,-2.4394563869685047e-09,-0.00699071131314302,149.98719210841716,100.00013742054298,-0.0001508365191147325,200.0000026810228,399.9999999602381,6.701554564928576e-08,99.99898893342643,99.99998512149179,-4.83317331114982e-05,99.99998869532472,0.014509450387689549,-5.0716736268976485e-05,100.0,-0.00029004525540781963,-2.023716200891328e-06,1.6718475475509103e-09,97.33392032442796,-1.2808608989168335e-15,150.0,-0.0018384686981245044,-0.006474757244899301,0.0,2.6391061949114144e-11,3.598803485511529e-08,1.2042851883768714e-05,1.5959599057320136e-18,-1.4324113537509162e-21,-4.0619931679985995e-09,0.0019553474408873475,0.0017169147204579278,-7.923888628984322e-29,200.0,0.0,0.0,-1.051823019896947e-07,-8.87591006777899e-11,-6.380663321867949e-10,1.312988308320674e-06,2.6591222551318386e-06,-7.485459173279645e-07,7.455684452917785e-10,4.7233352254772095e-08,1.9206418124138455e-10,4.3918816114649886e-11,-1.572344294406436e-21,1e-05,-1.7939411931302568e-05
500,0.9050709222449839,2.871912378661226e-38,2.9993178083737857,0.006923249980448291,0.0016302628171775233,199.99973492262504,0.00027508387692347505,270.00583845938445,0.003267776152994845,-0.0011280657296048257,-0.00014215429286383442,0.0025410399983616166,200.00283135430496,-0.006117276699783819,50.00000149819358,-7.335633885181919e-07,1.2941502279951747e-31,-6.54376411990702e-29,1.5688686745946244e-30,-4.384990203922403e-26,299.98791948802904,1.544488939875915e-28,-6.519851904145529e-29,-8.607809091516704e-09,517.9779575830904,-0.01624639455804211,-4.570130782594795e-06,1.0991379833216467e-08,-3.544713090434473e-06,299.99999917016754,2.772614477629522e-07,224.99967322147492,-1.9832497257795506e-05,-6.576283369561403e-05,3.3882656869494045e-05,0.0003520288283814792,-2.480089354763266e-05,-6.764722900628034e-09,0.001346866845921008,149.985199517994,99.99997481832796,0.00016688702906744732,199.99999908368576,399.99999995039684,1.6022538274129785e-07,99.99684678882407,99.99997402178654,0.00010565650153912201,100.00000970771862,-0.019347946792376693,4.342289165519578e-06,100.0,-5.2858862516240465e-05,2.8296136300954624e-06,-7.421218109780153e-09,96.66423567368524,-7.983291911775622e-15,150.0,-0.0020803909641946812,-0.007265865518534076,0.0,2.7013083974970135e-10,-4.6311608585091054e-09,3.4013104010531766e-06,1.2304859371830583e-18,-8.269891005234531e-22,2.1080190668211607e-09,-0.009749060659006159,-0.011401488237031685,-3.41039088138042e-29,200.0,0.0,0.0,-7.449735151438165e-08,-2.0762363589785977e-10,-3.4402696272968655e-09,5.614043247961117e-07,-2.750647129285036e-06,3.428212794279631e-07,1.59067477632009e-10,4.3765622923019766e-07,-1.953547439643719e-10,-1.3083097313599257e-10,-2.3559795414012855e-21,1e-05,9.064148183084439e-05
600,0.8951222562828829,-1.0093711718066674e-37,3.598963294440729,0.07188242588198424,0.0009253240058222458,200.0005972838421,-0.00020278768032880198,269.9849919794982,-0.008217144046685217,-0.0018999713895781816,-0.00011226165156700283,0.0028701004841394174,199.9939788254584,0.005866964486465471,50.00000076065874,1.858327698700696e-06,7.5544794011141e-32,2.509453465958418e-30,-3.307290287203584e-29,-4.029671565384232e-26,300.0136072628203,2.510816204842454e-27,4.0903351623606593e-29,2.492787991264615e-08,518.002379022377,7.294893992921212e-05,2.5268425328293183e-06,-6.26765974603912e-09,-7.285685849111837e-07,300.0000227366295,1.3257692277670967e-07,224.999252363514,0.0003467505824896421,7.877284577367238e-05,-7.646581398837737e-06,-0.0004936922729046992,1.8701479875901405e-05,-5.950156542137097e-09,-0.003011061081203013,149.9971087287425,100.00021438435442,7.868324647486286e-05,199.99999885360427,399.9999998949283,1.9775974434537505e-07,99.99824267289182,100.0000389517,-0.00014525487925801973,100.00000330849335,-0.022744518440061916,-2.926471036905461e-05,100.0,0.0003503492135164955,1.2952684585382251e-06,8.755716127688011e-11,96.32898560676782,-5.421551945246668e-15,150.0,0.0027304240466509374,0.009374723912414768,0.0,-2.4228372666640876e-10,-3.5537154182606915e-08,-1.7081137809122415e-05,-3.9077904214615507e-19,-2.2617126297325387e-21,1.1428603424605697e-09,0.010748063518293771,-0.0028000486294051494,5.977742707209329e-29,200.0,0.0,0.0,-8.542355188457957e-08,2.160696955190014e-10,1.450997224413048e-08,-2.7473089287036626e-06,6.2563496926512286e-06,4.232238084016362e-09,3.6291444872984655e-10,-9.030663315792079e-07,-1.5960021845982684e-10,-1.2288253114735492e-10,1.3309097460853748e-21,1e-05,0.00013462536699294822
700,0.8675495261706414,-3.1955606083195735e-38,4.112925008777472,0.1601881870062704,0.0014130040298643664,200.0033483238775,-0.0005296453193850526,270.0034469902883,-0.0035491137216966473,0.0012678094433996828,-0.00010017559984342563,0.0022274174562154714,199.99098602654558,0.006511298249765856,49.99999898138548,-1.264216839363987e-06,1.2723065453468965e-31,-1.622139475588851e-28,1.142977739076959e-29,-2.3859963301076138e-29,300.00004463425637,-7.99024043194855e-28,-2.994128208030354e-29,5.572895046144376e-09,518.006711807197,-0.009158022643155014,-1.5530054251757058e-06,5.595886340208057e-09,-3.3054599680236936e-06,300.00000804075455,1.48406269149709e-07,225.00118363467485,4.734021355322094e-05,0.0002285873709394163,7.25854563197544e-05,-4.200831627095676e-06,2.166808103816859e-05,-4.659919796499444e-09,0.002352596751480256,150.00081087053186,100.00023155691653,0.00015713915524544618,199.99999797591803,399.99999980134163,-1.686781829515512e-08,99.99951782926813,100.00009369015501,5.585450295502956e-06,99.99998188883458,0.0027469049076632355,4.4220205917460404e-05,100.0,9.379450038998718e-05,2.0688984333131654e-06,6.520692618570742e-09,95.47277535680105,-4.462107288627383e-15,150.0,-0.0031696135690712926,0.0014103928175007818,0.0,-9.362116320177061e-11,6.033327749256516e-08,1.585185231198642e-05,-2.3609407296933783e-18,-1.291194862132991e-21,1.6986084052651679e-09,-0.005216634880647051,-0.002338562674747177,5.7251246562191e-29,200.0,0.0,0.0,-3.8838734196160697e-08,2.150300394543732e-10,-3.870440955849572e-09,-3.1672568831495497e-06,-1.9677128244789545e-06,-6.120269324424931e-07,7.771756492138189e-10,-1.0034387687431387e-06,2.534942513561092e-10,-1.7775421529664678e-10,1.2873026682121264e-21,1e-05,-0.00014375130041485376
800,0.85627567273702,-1.9909603466423262e-38,4.540589560057843,0.19427279445071005,0.005324898854979258,200.00081392277238,0.0004403717506462677,269.9986582814033,0.007490095749669034,0.0019286042704340554,-1.0631106107143619e-05,0.0007123569958200251,199.99576195818352,-0.00674505798460197,49.999999777330956,8.066937281323173e-07,2.642610015169475e-33,1.3310886601593904e-28,-3.870063727936707e-29,4.290584728541555e-26,299.99094672459984,2.5733101789015367e-27,-7.93336626634105e-29,-6.718745644063025e-08,517.9843988227532,0.0003069761289449946,1.1715106754252747e-06,4.34047307168697e-09,4.860163973587484e-06,300.00001642652046,-2.026208328905347e-08,224.99897012843198,-0.00020617451941348303,-9.621124922486632e-05,7.612275881175131e-05,0.00024126697809854326,1.0048001793893785e-05,4.623478504930542e-09,-6.923633925109507e-05,149.99755342896367,100.0001309715107,-4.6870483001318645e-05,199.99999951808803,399.9999999492463,1.8633898575088363e-07,100.00128178877134,100.00013069077947,-8.182684696817445e-05,100.00001234162887,0.018177148669092053,-2.621853593126401e-05,100.0,0.00016285298040252238,1.166666451204445e-06,-2.7890905989338772e-09,95.31556901098897,-4.3851928567858e-16,150.0,-0.00160303134218293,-0.009447221764999897,0.0,2.398632455073438e-10,-5.977397356007826e-08,-9.465432200107348e-07,2.0809275621228517e-18,2.387270837183233e-21,5.2784752198794376e-09,-0.018156023447414352,0.014530600695171222,1.0736633985850537e-29,200.0,0.0,0.0,-5.076549848030625e-09,-7.461304588437719e-11,1.0076903362596336e-08,3.986198979985402e-06,5.576164553767383e-06,5.348580240381473e-07,8.459893528486296e-10,-8.058303569992954e-07,-9.10943970161935e-11,-1.593166841947422e-10,1.720356133227174e-21,1e-05,0.00012115715551867417
900,0.8469537931100766,1.2637651327552496e-38,4.778065461921114,0.26232612595006793,0.008089298051582792,199.99553871693516,0.0007405233963364303,270.0105781984514,-0.004904755839619813,0.0017650383060009232,-5.7761419106413126e-05,0.0019236998654673378,199.99737007644313,-0.005622624022593616,49.99999786877903,-1.2624534795998902e-06,-1.1160386357140157e-31,-1.654980235989975e-28,3.477391381820746e-29,3.6232456485977e-26,300.0039722190837,2.1854891924971467e-27,-1.6332044903518672e-29,4.9680289655044004e-08,517.9789627266235,-0.00044382523334015884,3.1493378694303687e-06,-1.358752464191857e-11,-5.482275791599217e-06,299.99999073007984,-7.679161019017948e-08,225.00041808032606,-0.00011247692439082419,-6.114985710424554e-05,-7.393633179903365e-05,0.00018640124989883054,-3.27211855250385e-06,-3.479229987717644e-10,-0.004093759134699776,150.00239857350357,100.00018797060052,-5.1447907600332153e-05,199.99999838044357,399.9999998355393,3.443499676913575e-08,100.00295116412053,99.99997592943578,9.558603295008351e-05,99.99999625188893,0.02547736301028139,2.872173076697479e-06,100.0,-0.0002883904721568263,-1.3968483401631071e-06,6.38102695164254e-09,94.66605574597043,-5.368472029612797e-15,150.0,0.0013686711021722552,0.0016854767671961386,0.0,3.675812086483723e-11,-2.291789231284333e-08,1.0473705699946787e-05,2.0414716326811795e-18,8.445256153631043e-22,-3.368412279951847e-09,0.024192528624259413,0.018993816009900726,-5.368781788506098e-29,200.0,0.0,0.0,2.1846739072735397e-08,-1.1142504202543612e-10,8.671948701468246e-09,2.1362277185602394e-06,2.9042035917432647e-06,-9.365146045768988e-07,-1.0030362983001444e-09,3.390062355712213e-07,1.1868258963464452e-11,5.237002108348693e-11,2.3765641197491633e-22,1e-05,4.4875005282297806e-05
